status	glyphs	meaning	note	similar_in_my_dictionary
missing_attested	𓊃 𓈙 𓊪 𓏏	(unknown)	sSpt (none) [vygus] ~approx	𓊃 𓈙 𓄿 𓏮 𓀁 = pray (line 11710) ; 𓊃 𓈙 𓄿 𓏮 𓀁 = pray (to) (line 11908)
missing_attested	𓋴 𓈙 𓊪 𓏏 𓇢	(unknown)	sSpt (none) [vygus]	𓋴 𓈙 𓊪 𓇳 = be white, be bright (line 14603) ; 𓋴 𓈙 𓊪 𓇳 = be white be bright (line 14604)
missing_attested	𓋴 𓈙 𓍼 𓊪 𓏏 𓇯 𓈖 𓌓 𓊪 𓆓 𓏏	The Luminous Ones are in Heaven	sSpt n pDt (none) [vygus] ~approx	𓋴 𓈙 𓂋 𓇶 = dry, dry up (line 6451) ; 𓋴 𓈙 𓂋 𓇶 = dry, dry up (line 14586)
missing_attested	𓋴 𓈙 𓊪 𓅱 𓇋 𓇋	two objects in the sky	sSpwy (noun) [vygus]	𓋴 𓈙 𓊪 𓇳 = be white, be bright (line 14603) ; 𓋴 𓈙 𓊪 𓇳 = be white be bright (line 14604)
missing_attested	𓊏 𓊪 𓇋 𓇋 𓇳 𓀭	the shining one (an epithet)	sSpy (noun) [vygus]	𓊏 𓊪 = statue, image (line 12237) ; 𓊏 𓊪 𓀾 = statue, image (line 12238)
missing_attested	𓇓 𓏏 𓈖 𓌗 𓏤 𓍱	byssus	sSr nsw (noun) [vygus]	𓇓 𓏏 𓈖 𓂋 𓏛 𓐍 = king's acquaintance (line 8710) ; 𓇓 𓏏 𓈖 = King of Upper Egypt, king (line 8717)
missing_attested	𓇓 𓏏 𓈖 𓍱	royal linen; byssus	sSr nsw (noun) [vygus]	𓇓 𓏏 𓈖 𓂋 𓏛 𓐍 = king's acquaintance (line 8710) ; 𓇓 𓏏 𓈖 = King of Upper Egypt, king (line 8717)
missing_attested	𓇓 𓏏 𓈖 𓍱 𓏤 𓋳	royal linen	sSr nsw (noun) [vygus]	𓇓 𓏏 𓈖 𓂋 𓏛 𓐍 = king's acquaintance (line 8710) ; 𓇓 𓏏 𓈖 = King of Upper Egypt, king (line 8717)
missing_attested	𓇓 𓏏 𓈖 𓎤 𓏤 𓍱	royal linen; byssus	sSr nsw (noun) [vygus]	𓇓 𓏏 𓈖 𓂋 𓏛 𓐍 = king's acquaintance (line 8710) ; 𓇓 𓏏 𓈖 = King of Upper Egypt, king (line 8717)
missing_attested	𓇓 𓏏 𓈖 𓏌 𓏤 𓍱 𓏤	royal linen	sSr nsw (noun) [vygus]	𓇓 𓏏 𓈖 𓂋 𓏛 𓐍 = king's acquaintance (line 8710) ; 𓇓 𓏏 𓈖 = King of Upper Egypt, king (line 8717)
missing_attested	𓄝 𓂋 𓏏 𓃒	(herd) milch cows	sSrt (noun) [vygus]	
missing_attested	𓊃 𓈙 𓂋 𓏏 𓇳	dehydration (of corpse)	sSrt (noun) [vygus]	𓊃 𓈙 𓂋 𓏏 𓏳 = cake, loaf (line 11895) ; 𓊃 𓈙 𓂋 𓏏 𓏳 = cake (line 11896)
missing_attested	𓊃 𓈙 𓂋 𓏏 𓇶	dehydration	sSrt (noun) [vygus]	𓊃 𓈙 𓂋 𓏏 𓏳 = cake, loaf (line 11895) ; 𓊃 𓈙 𓂋 𓏏 𓏳 = cake (line 11896)
missing_attested	𓊃 𓈙 𓂋 𓏏 𓈙	loaves ? fruit ?	sSrt (noun) [vygus]	𓊃 𓈙 𓂋 𓏏 𓏳 = cake, loaf (line 11895) ; 𓊃 𓈙 𓂋 𓏏 𓏳 = cake (line 11896)
missing_attested	𓊃 𓈙 𓏏 𓏲	dehydration	sSrt (noun) [vygus]	𓊃 𓈙 𓏏 𓍔 𓄿 𓅱 𓏜 = secretly (line 11915) ; 𓊃 𓈙 𓏏 𓍔 𓄿 𓏴 𓏛 = make secret, mysterious (line 11936)
missing_attested	𓍱 𓏤 𓋳 𓏥	woven materials	sSrw (noun) [vygus]	𓍱 𓏤 𓌽 𓏥 = corn (line 17053) ; 𓍱 𓏤 𓌽 𓏥 = corn (line 17054)
missing_attested	𓎤 𓇋 𓇋	Keeper of the clothes; Custodian of linen	sSry (noun) [vygus]	
missing_attested	𓊃 𓈙 𓊃 𓈙 𓏏 𓍢	steering equipment ?	sSsSt (noun) [vygus]	𓊃 𓈙 𓄿 𓏮 𓀁 = pray (line 11710) ; 𓊃 𓈙 𓄿 𓏮 𓀁 = pray (to) (line 11908)
missing_attested	𓋴 𓈙 𓏏 𓎺	(unknown)	sSt (none) [vygus]	𓋴 𓈙 𓏏 𓍔 𓄿 𓏜 = (adj.) secret (line 14621) ; 𓋴 𓈙 𓏏 𓍔 𓄿 𓏜 = make secret, mysterious, make inaccessible (line 14622)
missing_attested	𓋴 𓈙 𓏏 𓍔 𓈗	libation water; holy water	sStA (noun) [vygus]	𓋴 𓈙 𓏏 𓍔 𓄿 𓏜 = (adj.) secret (line 14621) ; 𓋴 𓈙 𓏏 𓍔 𓄿 𓏜 = make secret, mysterious, make inaccessible (line 14622)
missing_attested	𓊃 𓈙 𓅱 𓏥	large round disk	sSw (noun) [vygus]	𓊃 𓈙 𓄿 𓏮 𓀁 = pray (line 11710) ; 𓊃 𓈙 𓄿 𓏮 𓀁 = pray (to) (line 11908)
missing_attested	𓊃 𓈙 𓅱 𓏴 𓏛 𓏥	large round disk	sSw (noun) [vygus]	𓊃 𓈙 𓄿 𓏮 𓀁 = pray (line 11710) ; 𓊃 𓈙 𓄿 𓏮 𓀁 = pray (to) (line 11908)
missing_attested	𓋴 𓈙 𓏲 𓍢 𓂡	(job Title)	sSw (noun) [vygus]	𓋴 𓈙 𓂋 𓇶 = dry, dry up (line 6451) ; 𓋴 𓈙 𓂋 𓇶 = dry, dry up (line 14586)
missing_attested	𓏞 𓏲 𓀀 𓏥	Scribes	sSw (noun) [vygus]	
missing_attested	𓏞 𓈖 𓏏 𓎅	Scribe of the mat	sSw n tmA (noun) [vygus]	
missing_attested	𓇓 𓏞 𓀀 𓏥	Royal Scribes	sSw nsw (noun) [vygus]	
missing_attested	𓊃 𓈙 𓈇 𓅹 𓉐	bird pool	sSy (noun) [vygus]	𓊃 𓈙 𓄿 𓏮 𓀁 = pray (line 11710) ; 𓊃 𓈙 𓄿 𓏮 𓀁 = pray (to) (line 11908)
missing_attested	𓏞 𓏏	Make up Artist; female Scribe	sSyt, sSt (noun) [vygus]	
missing_attested	𓅹 𓈅 𓏥	trapping marshes	sSyw (noun) [vygus]	
missing_attested	𓅹 𓏥	trapping marshes	sSyw (noun) [vygus]	
missing_attested	𓋴 𓄿 𓏏 𓍬 𓂻	see under other entries for sTA	sTA () [middle-egyptian] ~approx	𓋴 𓄿 = make to linger (line 13791) ; 𓋴 𓄿 𓅓 𓊮 = burn up (line 13793)
missing_attested	𓋴 𓅷 𓄿	brew (beer)	sTA (verb) [vygus]	𓋴 𓅷 𓄿 𓅓 𓋳 = bind up (injury) (line 13983)
missing_attested	𓋴 𓍿 𓄿 𓊶	(a drink)	sTA (noun) [vygus]	𓋴 𓍿 𓄿 𓍢 𓊃 = see #sTA (line 15018) ; 𓋴 𓍿 𓄿 𓋴 𓏲 = be stretched out, prostrate (line 15023)
missing_attested	𓋴 𓏏 𓍔 𓄿 𓍬 𓏫	secretion (of a wound)	sTA (noun) [vygus] ~approx	𓋴 𓏏 𓍔 𓄿 𓍬 𓂻 = see #sTA (line 15365) ; 𓋴 𓏏 𓍔 𓄿 𓍬 𓂻 𓋴 𓂻 = see #sTA (line 15366)
missing_attested	𓍬 𓇋 𓇋 𓂻	One who tows	sTA (noun) [vygus]	
missing_attested	𓍬 𓏤	secretion (of a wound)	sTA (noun) [vygus] ~approx	
missing_attested	𓏏 𓏤 𓇋 𓇋 𓈗 𓈘 𓈇	well water	sTA mw (noun) [vygus] ~approx	𓏏 𓏤 = altar (line 12848) ; 𓏏 𓏤 = altar (line 19606)
missing_attested	𓊹 𓍬 𓂻	corridor (in King's tomb)	sTA nTr (noun) [vygus]	
missing_attested	𓊹 𓍬 𓂻 𓉐	corridor (in a tomb)	sTA nTr (noun) [vygus]	
missing_attested	𓋴 𓍿 𓍬 𓏏	presentation (of meat); offering board	sTAt (noun) [vygus]	𓋴 𓍿 𓍬 = weave, spin (yarn) (line 15071) ; 𓋴 𓍿 𓍬 = weave, spin (yarn) (line 15072)
missing_attested	𓍬 𓏏 𓊌	sundial; shadow clock	sTAt (noun) [vygus]	𓍬 𓏏 𓂻 = see #sTA (line 16918) ; 𓍬 𓏏 𓄿 𓂻 = see #sTA (line 16919)
missing_attested	𓍬 𓏏 𓏏 𓂻 𓊃 𓎡 𓂋 𓅆	the pulling of Sokar Festival	sTAt skr (noun) [vygus]	𓍬 𓏏 𓏏 𓆱 = roller (for moving ship) (line 16920) ; 𓍬 𓏏 𓏏 𓈇 𓏤 = aroura (of land), sheet (of metal) (line 16922)
missing_attested	𓍬 𓏏 𓅱 𓏥	secretions	sTAw (noun) [vygus] ~approx	𓍬 𓏏 𓂻 = see #sTA (line 16918) ; 𓍬 𓏏 𓄿 𓂻 = see #sTA (line 16919)
missing_attested	𓏴 𓇋 𓇋 𓂻	One who tows	sTAy (noun) [vygus]	
missing_attested	𓊃 𓍿 𓍬 𓇋 𓇋 𓅱 𓂻 𓀭 𓏪	the Pullers; the Haulers (of Sun barque in the Netherworld)	sTAyw (noun) [vygus]	𓊃 𓍿 = libation stone (line 12072) ; 𓊃 𓍿 = make libation, pour out (water) (line 12073)
missing_attested	𓋴 𓍿 𓈖 𓄹	(unknown)	sTn (noun) [vygus]	𓋴 𓍿 𓈖 𓅯 = distinguish, honour, make distinctions, differentiate (line 5700) ; 𓋴 𓍿 𓈖 𓅯 = distinguish, honour, make distinctions, differentiate (line 15033)
missing_attested	𓊃 𓍿 𓈖 𓏌 𓅱 𓏛 𓏥	phenomena ?	sTnw (noun) [vygus]	𓊃 𓍿 = libation stone (line 12072) ; 𓊃 𓍿 = make libation, pour out (water) (line 12073)
missing_attested	𓋴 𓍿 𓈖 𓏌 𓏲 𓏛 𓏥	distinguishing feature	sTnw (noun) [vygus]	𓋴 𓍿 𓈖 𓅯 = distinguish, honour, make distinctions, differentiate (line 5700) ; 𓋴 𓍿 𓈖 𓅯 = distinguish, honour, make distinctions, differentiate (line 15033)
missing_attested	𓋴 𓏏 𓈖 𓅯 𓏥 𓂃 𓂃 𓏮	both uraei; both crowns	sTnwy (noun) [vygus]	𓋴 𓏏 𓈖 𓏌 𓏲 𓌙 𓅯 = distinguish (line 5698) ; 𓋴 𓏏 𓈖 𓏌 𓏲 𓌙 𓅯 = distinguish, honour, make distinctions, differentiate (line 5699)
missing_attested	𓋴 𓍿 𓈖 𓏏 𓆑 𓂡	(unknown)	sTny (verb) [vygus]	𓋴 𓍿 𓈖 𓅯 = distinguish, honour, make distinctions, differentiate (line 5700) ; 𓋴 𓍿 𓈖 𓅯 = distinguish, honour, make distinctions, differentiate (line 15033)
missing_attested	𓋴 𓍿 𓊪 𓀜	(unknown)	sTp (none) [vygus] ~approx	𓋴 𓍿 𓊪 𓍉 = -- (line 15021) ; 𓋴 𓍿 𓊪 𓂻 = overleap (line 15036)
missing_attested	𓋴 𓍿 𓊪 𓆝	'springer'; mullet ?	sTp (noun) [vygus]	𓋴 𓍿 𓊪 𓍉 = -- (line 15021) ; 𓋴 𓍿 𓊪 𓂻 = overleap (line 15036)
missing_attested	𓋴 𓍿 𓊪 𓆛 𓏥	'springer'; mullet ?	sTpw (noun) [vygus]	𓋴 𓍿 𓊪 𓍉 = -- (line 15021) ; 𓋴 𓍿 𓊪 𓂻 = overleap (line 15036)
missing_attested	𓋴 𓍿 𓂋 𓏏 𓄹	upper eyelid	sTrt (noun) [vygus]	𓋴 𓍿 𓈖 𓅯 = distinguish, honour, make distinctions, differentiate (line 5700) ; 𓋴 𓍿 𓈖 𓅯 = distinguish, honour, make distinctions, differentiate (line 15033)
missing_attested	𓊃 𓍿 𓂋 𓏏 𓏭 𓁹 𓁹	gleaming eyes	sTrty (noun) [vygus]	𓊃 𓍿 = libation stone (line 12072) ; 𓊃 𓍿 = make libation, pour out (water) (line 12073)
missing_attested	𓋴 𓍿 𓊃 𓅱 𓍟	supports; (Heavenly) vault	sTsw (noun) [vygus]	𓋴 𓍿 𓊃 𓅱 𓍞 𓏪 𓇲 = overcast, cloud(s) (line 12084)
missing_attested	𓋴 𓍿 𓊃 𓍞 𓏪	supports	sTsw (noun) [vygus]	𓋴 𓍿 𓊃 𓍞 = raise, lift up, remove (lassitude), display (beauty) (line 15028) ; 𓋴 𓍿 𓊃 𓍞 𓂡 = raise, lift up, remove (lassitude), display (beauty) (line 15029)
missing_attested	𓋴 𓍿 𓊃 𓍟 𓏲 𓏥	lumps; bumps	sTsw (noun) [vygus] ~approx	𓋴 𓍿 𓊃 𓅱 𓍞 𓏪 𓇲 = overcast, cloud(s) (line 12084) ; 𓋴 𓍿 𓊃 𓇋 𓇋 = be stretched out, prostrate (line 15024)
missing_attested	𓋴 𓍿 𓏏 𓋫	Asiatic copper	sTt (noun) [vygus]	𓋴 𓍿 𓏏 𓋫 𓂡 = kindle (light) (line 15087) ; 𓋴 𓍿 𓏏 𓋫 𓊮 = kindle (light) (line 15088)
missing_attested	𓄝 𓏏 𓏏 𓂻 𓏪 𓆄 𓏲 𓅆	'sowing of Shu' air space	sTt Sw (noun) [vygus]	𓄝 𓏏 𓏏 𓈇 𓏤 = ground (line 3926) ; 𓄝 𓏏 𓏏 𓐎 𓏥 = shooting pains (line 3927)
missing_attested	𓊃 𓍿 𓃹 𓈖 𓊦	navigate	sTwn (verb) [vygus]	𓊃 𓍿 = libation stone (line 12072) ; 𓊃 𓍿 = make libation, pour out (water) (line 12073)
missing_attested	𓋴 𓍿 𓎤 𓎳 𓎯	festival scent	sTy Hb (noun) [vygus]	𓋴 𓍿 𓎤 = odour, smell (line 15084) ; 𓋴 𓍿 𓎤 𓎟 = a sacred oil (line 15085)
missing_attested	𓊃 𓍿 𓎛 𓍯 𓄿 𓄿 𓏏 𓏥 𓄹	putrefaction odour	sTy HwAAt (noun) [vygus] ~approx	𓊃 𓍿 = libation stone (line 12072) ; 𓊃 𓍿 = make libation, pour out (water) (line 12073)
missing_attested	𓅨 𓌙 𓎤 𓈀 𓎯	the great scent (a Libyan oil)	sTy wr (noun) [vygus]	
missing_attested	𓋴 𓐍 𓏏 𓇏	a cereal	sX t (noun) [tla]	𓋴 𓐍 𓏏 𓇏 𓈅 = marshland, field, country (line 15536) ; 𓋴 𓐍 𓏏 𓇏 𓈅 = marshland, field, country (line 15537)
missing_attested	𓋴 𓆞 𓏏 𓋳	(a garment)	sXAt (noun) [vygus]	𓋴 𓆞 𓄿 𓎡 𓀜 = strain, squeeze out (line 14118) ; 𓋴 𓆞 𓄿 𓎡 𓋳 𓂡 = strain, squeeze out (line 14119)
missing_attested	𓊃 𓄡 𓃀 𓇋 𓇋 𓅱 𓀀 𓏥	the Slurpers	sXbyw (noun) [vygus]	𓊃 𓄡 𓂋 𓂒 = milk (line 11609) ; 𓊃 𓄡 𓂋 𓂒 = milk (line 11610)
missing_attested	𓋴 𓄡 𓂧	send back	sXd (verb) [vygus]	𓋴 𓄡 𓂋 𓂡 = stroke (line 13754) ; 𓋴 𓄡 𓂋 𓂡 = sweep, brush over, overlay (with), stroke (line 13755)
missing_attested	𓋴 𓄡 𓈖 𓎡 𓏊	sifting pot	sXnk (noun) [vygus]	𓋴 𓄡 𓈖 𓎡 𓍱 𓀜 = strain, squeeze out (line 13769)
missing_attested	𓋴 𓄡 𓈖 𓎡 𓏏 𓏊	sifting pot	sXnkt (noun) [vygus]	𓋴 𓄡 𓈖 𓎡 𓍱 𓀜 = strain, squeeze out (line 13769)
missing_attested	𓋴 𓂙 𓈖 𓈖	decompose (tumour)	sXnn (verb) [vygus] ~approx	
missing_attested	𓋴 𓂙 𓈖 𓈖 𓂡	churn up; throw up; outrage	sXnn (verb) [vygus]	
missing_attested	𓋴 𓄚 𓈖 𓈖 𓏭 𓏏 𓈇 𓏤	(a country name)	sXnn (noun) [vygus]	
missing_attested	𓋴 𓄚 𓏌 𓏲	(unknown)	sXnw (none) [vygus]	
missing_attested	𓋴 𓄡 𓈖 𓇋 𓇋 𓏏 𓊊 𓀜 𓏫	demolition material (for re-use ?)	sXnyt (noun) [vygus]	𓋴 𓄡 𓈖 𓊊 𓀜 = demolish (line 13768) ; 𓋴 𓄡 𓈖 𓎡 𓍱 𓀜 = strain, squeeze out (line 13769)
missing_attested	𓋴 𓄡 𓂋 𓏯 𓏯	Gilder ?; Milker ?	sXr (noun) [vygus]	𓋴 𓄡 𓂋 𓂡 = stroke (line 13754) ; 𓋴 𓄡 𓂋 𓂡 = sweep, brush over, overlay (with), stroke (line 13755)
missing_attested	𓊃 𓄡 𓂋 𓂋 𓏏 𓂂	bulbs ?; buds ?	sXrrt (noun) [vygus]	𓊃 𓄡 𓂋 𓂒 = milk (line 11609) ; 𓊃 𓄡 𓂋 𓂒 = milk (line 11610)
missing_attested	𓋴 𓄡 𓂋 𓏏 𓏪	Milkmaids	sXrt (noun) [vygus]	𓋴 𓄡 𓂋 𓏏 𓏥 = milking (line 13773)
missing_attested	𓋴 𓌨 𓂋 𓏭 𓂝 𓏤 𓅪	to underestimate; to deem insignificant; to undervalue; to despise	sXry a (verb) [vygus]	
missing_attested	𓋴 𓄡 𓏏 𓈒 𓏥	(a fruit)	sXt (noun) [vygus]	𓋴 𓄡 𓂋 𓂡 = stroke (line 13754) ; 𓋴 𓄡 𓂋 𓂡 = sweep, brush over, overlay (with), stroke (line 13755)
missing_attested	𓊃 𓄡 𓅱 𓏏 𓍢 𓏥	(unknown)	sXwt (noun) [vygus]	𓊃 𓄡 𓂋 𓂒 = milk (line 11609) ; 𓊃 𓄡 𓂋 𓂒 = milk (line 11610)
missing_attested	𓊃 𓂝 𓄿 𓏜	arousing fear; frightening (king with crown)	saA (adj) [vygus]	𓊃 𓂝 𓎛 𓀭 = noble, dignitary (line 11554) ; 𓊃 𓂝 𓃀 𓏛 𓌂 = be equipped (with) (line 11572)
missing_attested	𓊃 𓂝 𓇋 𓏲 𓆱 𓏥	thole boards; gunwales; railing; bulwark	saA, saiw (noun) [vygus]	𓊃 𓂝 𓎛 𓀭 = noble, dignitary (line 11554) ; 𓊃 𓂝 𓃀 𓏛 𓌂 = be equipped (with) (line 11572)
missing_attested	𓊃 𓉻 𓄿	to enlarge	saA (verb) [vygus]	
missing_attested	𓋴 𓂝 𓉻	railing; bulwark	saA (noun) [vygus] ~approx	𓋴 𓂝 𓂋 𓂻 = publish, report (evil) (line 13439) ; 𓋴 𓂝 𓂋 𓂻 = present (line 13440)
missing_attested	𓋴 𓉻 𓂝 𓄿 𓇋 𓇋 𓏲 𓏛 𓏥	to aggrandize	saA (verb) [vygus]	𓋴 𓉻 𓂝 𓄿 𓇋 𓇋 𓏜 = grow, glorify (line 14644) ; 𓋴 𓉻 𓂝 𓄿 𓇋 𓇋 𓏜 = increase (benefits), glorify (life on earth) (line 14645)
missing_attested	𓋴 𓉻 𓂝 𓄿 𓏲 𓏛	cause to be great	saA (verb) [vygus]	𓋴 𓉻 𓂝 𓄿 = gunwale (line 14643) ; 𓋴 𓉻 𓂝 𓄿 𓇋 𓇋 𓏜 = grow, glorify (line 14644)
missing_attested	𓋴 𓉻 𓂝 𓄿 𓅓 𓏲 𓆭 𓆱 𓏫	artemisia flowers; wormwood	saAm (noun) [vygus]	𓋴 𓉻 𓂝 𓄿 = gunwale (line 14643) ; 𓋴 𓉻 𓂝 𓄿 𓇋 𓇋 𓏜 = grow, glorify (line 14644)
missing_attested	𓋴 𓉻 𓂝 𓅓 𓏲 𓆭 𓆱 𓏫	artemisia flowers; wormwood	saAmw (noun) [vygus]	𓋴 𓉻 𓂝 = make great (of size, rank, position), magnify (god, truth) (line 14641) ; 𓋴 𓉻 𓂝 = (life on earth) (line 14642)
missing_attested	𓋴 𓉻 𓂝 𓄿 𓏲 𓁑 𓁐	to writhe (in birth pains)	saAy, sai (verb) [vygus]	𓋴 𓉻 𓂝 𓄿 = gunwale (line 14643) ; 𓋴 𓉻 𓂝 𓄿 𓇋 𓇋 𓏜 = grow, glorify (line 14644)
missing_attested	𓊃 𓂝 𓎛	eternal image	saH (noun) [vygus]	𓊃 𓂝 𓎛 𓀭 = noble, dignitary (line 11554) ; 𓊃 𓂝 𓎛 𓋩 𓀻 = mummy (mummified person) (line 11577)
missing_attested	𓊃 𓂝 𓎛 𓋳 𓏪	(unknown)	saH (none) [vygus]	𓊃 𓂝 𓎛 𓀭 = noble, dignitary (line 11554) ; 𓊃 𓂝 𓎛 𓋩 𓀻 = mummy (mummified person) (line 11577)
missing_attested	𓊃 𓂝 𓎛 𓏲 𓏏 𓉐	mummy chamber	saHt (noun) [vygus]	𓊃 𓂝 𓎛 𓀭 = noble, dignitary (line 11554) ; 𓊃 𓂝 𓎛 𓋩 𓀻 = mummy (mummified person) (line 11577)
missing_attested	𓋴 𓂝 𓈙 𓏏	outward appearance of disease	saSt (noun) [vygus] ~approx	𓋴 𓂝 𓂋 𓂻 = publish, report (evil) (line 13439) ; 𓋴 𓂝 𓂋 𓂻 = present (line 13440)
missing_attested	𓀸 𓏏 𓏮 𓄿 𓄿 𓈅 𓂡	numerical listing of livestock	saa (noun) [tla]	𓀸 𓏏 𓏥 = duty (line 153)
missing_attested	𓋴 𓂝 𓂝 𓏳	deployment; production	saa, sawy (noun) [vygus]	𓋴 𓂝 𓂋 𓂻 = publish, report (evil) (line 13439) ; 𓋴 𓂝 𓂋 𓂻 = present (line 13440)
missing_attested	𓋴 𓂝 𓃀 𓈙	sawed off	sab (none) [vygus]	𓋴 𓂝 𓃀 𓄐 = cleanse (line 13473) ; 𓋴 𓂝 𓃀 𓌪 = saw out (timbers) (line 13474)
missing_attested	𓋴 𓂝 𓃀 𓌪 𓂡 𓏫	castrated	sab (none) [vygus]	𓋴 𓂝 𓃀 𓌪 = saw out (timbers) (line 13474) ; 𓋴 𓂝 𓃀 𓌪 = saw out (timbers), take out, circumsize, castrate (line 13475)
missing_attested	𓋴 𓂝 𓃀 𓏲 𓏳 𓏥	cakes	sabw (noun) [vygus]	𓋴 𓂝 𓃀 𓄐 = cleanse (line 13473) ; 𓋴 𓂝 𓃀 𓌪 = saw out (timbers) (line 13474)
missing_attested	𓏤 𓎼 𓄿 𓂾 𓂻	to make capsize	sagA (verb) [tla] ~approx	
missing_attested	𓊃 𓂝 𓅓 𓆞 𓏥	(a fish ?)	sam (noun) [vygus]	𓊃 𓂝 𓎛 𓀭 = noble, dignitary (line 11554) ; 𓊃 𓂝 𓃀 𓏛 𓌂 = be equipped (with) (line 11572)
missing_attested	𓊃 𓂝 𓅓 𓏲 𓄈 𓄻	cause to eat	sam (verb) [vygus]	𓊃 𓂝 𓎛 𓀭 = noble, dignitary (line 11554) ; 𓊃 𓂝 𓃀 𓏛 𓌂 = be equipped (with) (line 11572)
