AMAR ,𒀫,𒀫,𒀫,𒀫,𓃚 IBR 𓃘burass ass.ZUR,amar-utu = MARDUK  𒀬ZUR SISKUR 𒄣 GUM Gehn 𒄤 <> 𒈲 ?,,,,,,,,,,,,,,,,,,,,,,,,,,,
am,𒄠,𒄠,𒄠,𒄠,sham!  𐏃 🌣 staurn,wild bull ~ shamas ~ himmel :   thor~taur~storm!,~*Apis?,,,,,,,,,,,,,,,,,,,,,,,,,,
ap ab,𒀊,𒀊,𒀊,𒀊,AB 💧 abyss 𒀊𒍪 💧 aguan,𒀊 vs 𒁺 gin=gehen,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR ~,𒅈,𒅈,𒅈,𒅈,AGI.RI agrow A+R=AR 𒅆+𒊑=𒅈 → 𒀴,*Ackerer 𒅉   WORker, pluck, trim,𒅈𒌓 ar-ḫiš ~ wacker/rasch 𐎼𐎥𐎶,,,,,,,,,,,,,,,,,,,,,,,,
ÁRAD, ÌR,𒀴,𒀴,𒀴,𒀴,*WorkHard *Nigger  níta, nitaḫ <> Anita♀,~𒅈~  𒅉   AR~ARAD Agro slave!! 𒀴 ,𒀵 ARAD×KUR reconstruction ?,,,,,,,,,,,,,,,,,,,,,,,,
A : ARM ahu idu ÍDUM,𒀉,𒀉,𒀉,𒀉,*aDON Arch! ARM 𒀉 vs 𒆏𓄗 ceps, kAp'𓂧💧,river / arm / weapon 𒍪 𒀉!!   nāru vs  𒀀𒇉 ÍDI Water = 'Itr'  𓇋𓏏𓂋𓏲𓈘𓈇𓏤   Tigris = 𒀀𒇉 𒈦Tai𒄘g𒃼gar   𓈘          ,𒄘 ??<<  vs abu💧  𒀉 kap(hand) Ugaritic: 𐎋𐎔 Syriac: ܟܦܐ (kappāʾ) כַּף (kaf,kap) hand vs head: da capo capital caput ,𒅂,,,rid,,,,,,,,,,,,,,,,,,,,
az,𒊊,𒊍,𒊍,𒊍,*URS!  RES- *[hin-/UN-]?,bear!    𒊍𒁁azziz:sit,cess/rise!,𒊊URS  ~ 𒊌 ug, uk <> 𒄊?     𒌓𒊏𒊍part?,𒊊 vs 𒄊 𒄽 𒄸 𒁇 𒈦 𒁁,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B/P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAN,??,,,,办 bàn *ben being,*ben: [machen]  stre-ben … -en!  be-nehmen …,,,,,,,,,,,,,,,,,,,,,,,,,,,
be=BAD pádt,píd,𒁁,𒁁,𒁁,𒁁,POD ++,BAD bein 𒁀Ba see above,!  𒊍𒁁az-ziz / rise,plus?,,,,,,,,,,,,,,,,,,,,,,,,
bé=BI  ,𒁉,𒁉,𒁉,𒁉,bi  𒁁𒁁 di ~ 𒀫,bi 2 di die=the 𓏏?  Bi 𒁉 = Bier!,,,,,,,,,,,,,,,,,,,,,,,,,,,
bè=NI  ,𒉌  𒉈,𒉌,𒉌,𒉌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BURU 𓃚 IBR,𒀫,𒀫,𒀫,𒀫,YBA 𓃚 𓃔 𓃘 𓃗,calf  𐎛𐎁𐎗 ‎(IBR) zebra  hipburass~ferse/*FETus,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAP KUR KR,𒉽,𒉽,𒉽,𒉽,KÚR(t) vs 𒆳 ,Kreuz cross PAP 𒉡 4? 𓎡𓏏=other/foreign Crete  T? 𒉽𒊒change!,KREIz? KRieg Streit strut Strategem 𓎡𓏏=foreign/other,critic CRI.TIC <>  𓏴 X 𓏵  𐄂 χ ✓☑ 𓍲𒉡 cross,,,,,,,,,,,,,,,,,,,,,,,,,
bú=KASKAL, 𒆜, 𒆜, 𒆜, 𒆜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bír NE der3 DI,𒉈,𒉈,𒉈,𒉈,N [plural] 𓏪 𓏤𓏤𓏤 𓏼  𓏏𓍃,NE 那 nà / der3/DI:this! BI/*PY:burn/fire!  拿 nám nehmen NE 𒉈 → 'new' 𒉋 !  Bír → BÍL,chat/speak cook/burn dar/bi2:bir bring/burn,"wide range of sign usage for spelling ""qabû"" bir<>bil?   - ene <> ihNI 𒉌",,,,,,,,,,,,,,,,,,,,,,,,,
bia[n] bu[n] ƒain von,𒁍,𒁍,𒁍,𒁍,bia+  pusun 𐎱𐎢𐏂 𒁍𒆳bin=son!  𒌉,long <>  MUŠ 𒈲SN 𓆑 𒌉δo𓈖 Son / Dumu   𒆜𒁍kaput!	,via: road 𒆜 <>  𒁍  long !  *roady,,,,,,,,,,,,,,,,,,,,,,,,,,
p/bal,𒁄,𒁄,𒁄,𒁄,,ball/roll : spindle≠𒁍,,,,,,,,,,,,,,,,,,,,,,,,,,,
pár/bar,𒈦,𒈦,𒈦,𒈦,maš,,0,<<,,,,,,,,,,,,,,,,,,,,,,,,,
paš,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bad,𒂦,𒂦,𒂦,𒂦,*BAUT!,wall <> batiment Baut 𓊅 𓃀 𒁁 badt,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUR2,𒁔 ,𒁔 ,𒁔 ,𒁔 ,bright brake! <> phosPhor ,chroma <> cord 𒄖 'ga',,,,,,,,,,,,,,,,,,,,,,,,,,,
p/biš,pùš,𒄫,𒄫,𒄫,𒄫,gir:gaier/mut:mat!<<,,,,,,,,,,,,,,,,,,,,,,,,,,,
BURt PR,𒁓,𒁓,𒁓,𒁓,*broT  𓏏,bread:food / priest,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA / bar / bur / pur confusion ?,𒁀,𒁀,𒁀,𒁀,𒇥pu:pool <> 𒆬𒌓 *pure ~ 𒍐 Urδu=Erz!,Kupfer ≠ 𒆬𒌓=ku.ba.ab.bar=si.barber=silber-bar! silver=šarpu/azagar/sem.bar/𒆬𒌓=kaspu ~ Kaspian=Lapis,,,,,,,,,,,,,,,,,,,,,,,,,,,
,𒌓,𒌓,𒌓,𒌓,ba.ab.bar=barber << cut KAS-pure 𒆬𒌓 !!,Kupfer ≠ 𒌓 *RAY ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,𒄑,𒄑,𒄑,𒄑,<> ES EZ Z K,𒄑c->zahn zanke Akk. šin,zinke[nose] zan->khyn->hyena-hündin kan4~gate,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D <> T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIŠ,𒁹,𒁹,𒁹,𒁹,AIN!  𒁹𒆪 aIḪ:ICH!  𓈖 ana: an+in,male,maInz,I,1 亻rén  dash! ,vs  weibliche-th-Form ,,,,,,,,,,,,,,,,,,,,,,,
DIDLI,𒀸,𒀸,𒀸,𒀸,,(suffixed)plural -S -ES -AS -OS !,-N -I -S !,,,,,,,,,,,,,,,,,,,,,,,,,,
DIDLI ḪI.A,𒀸𒄭𒀀,𒀸𒄭𒀀,𒀸𒄭𒀀,𒀸𒄭𒀀,,(suffixed)plural -esa -isa? -asser -ssai,-N -noi -οἱ(hoi)QED KA?,MEN?? N ika,,,,,,,,,,,,,,,,,,,,,,,,,
dam / tám,𒁮,𒁮,𒁮,𒁮,DAME, DOM, DON,>> Dumma=Kinder,Dame!,,,,,,,,,,,,,,,,,,,,,,,,
tág/k,dag/k, *dax,𒁖,𒁖,𒁖,𒁖,Dach! → étage = deck Decke tag 𓏴 𓏵 Tag,Dakhma →andag → Andacht, handaxtan=an'denken, be'denken …  penser ↔ pension ↔ panta ###,,,,,,,,,,,,,,,,,,,,,,,
dir,𒋛+𒀀,𒋛𒀀,𒋛𒀀,𒋛𒀀,DIR ???,dirig?   </> su4𒋜<>si𒋛+gunu~𒑓>𒐺,,,,,,,,,,,,,,,,,,,,,,,,,,,
da,𒁕,𒁕,𒁕,𒁕,*LAI *ST *Stoff    𒁕𒉡𒍑 dom'nus:judge 𒁲,line, lair, ałæryn العرين, Lager, Löle (Höhle)  𒈠𒁕=Mast/sail,(M) DaxBau  DaBei DaMit DaZu,Affix „-mit“, „bei“ ~’de’?,,,,,,,,,,,,,,,,,,,,
de di 旦 ṭi,𒁲,𒁲,𒁲,𒁲,旦dàn𒁯! δjad! ,𒁲dit:dag:δjad:talk!  djad judge ßed 𐎭𐎠𐎫data: justice   𒁯旦dàn! 𓇳𒄭𒄵HI×SHE=horizon    𒁲𒈖de+stir=disturb  ,SAR circle 𒁲𒅆defy:defeat  don  + DI = DI 𒁲  vs 𒆠 KI=URth,šee 𒈾𒁲𒇻 na-ṭi-lu nāgih  vs   ראה  ray ra'ya الرؤية,𐎌 SHIN !?,𐎰 THA !? spha?   𒍏𒄩𒍣𒅔hazin:axe,eszi = esse = to-be     a-ta-an-ße=they-eat,,,,,,,,,,,,,,,,,,,,,,
DINGIR,𒀭,𒀭,𒀭,𒀭,D’ DEI DIE Dinger dig̃ir <> digit finger?,ASTER! Ast Ähre ER AN!  STERN STAN ting into,stand arrett QED  𒀭fdinger<>sphinx?,,,IA,IAN,YHWH,starn,,,,,,,,,,,,,,,,,,,,
DUG,𒂁,𒂁,𒂁,𒂁,"~ 𒌇	δέχ, δucτ DO! <<<    luṭ ƒ",Djug Topf: vessel –,,<> 𒄞?,,,,,,,,,,,,,,,,,,,,,,,,,
DAG,𒁘,,,,KISIM_5   *Mes, *Met ?,<>  𒀫 AMAR / 𒁗  MASH : mother … ? daughter? FrechDax :),<> meat 𒍜 ? ,,,,,,,,,,,,,,,,,,,,,,,,,
DAM,𒁮,𒁮,𒁮,𒁮,Don, Dominus, Dame,Dame! ++ wife, spouse <> 𒊩cone,cune(t),𒆵 𒁮 𒂖 𒊪 𒍮 ,,,,,,,,,,,,,,,,,,,,,,
DARA3,𒁰 ,𒁰 ,𒁰 ,𒁰 ,durah,wild goat,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAR,𒁯,𒁯,𒁯,𒁯,*DAN *δAN 𓃶 psan 𐁁𐀼,wild, goat, break, cut  <> 𒁱  𒁰 Ibex, (GÙN, ḪU-gunû, SI-gunû),𒌋𒁯AŠDAR <> Ishtar 𒈹	  *ypan?,,,,,,,,,,,,,,,,,,,,
DARA4,𒁱 ,𒁱 ,𒁱 ,𒁱 ,*dashrad=red!  丹旦dàn 𒁲,DI (de, did) right, justice, law <> djust: dath@SEM! DAD,DOM!   丹dān Rote Roben!,,,,,,,,,,,,,,,,,,,,,,,
DU gir!,𒁽,𒁽,𒁽,𒁽,run/gir! 𓂻  <> KAŠ/šešig 𓃱,gir™ 𒁽 run! 𒁺 ra / gIR  𓂻,,KAŠ_4 SUḪUŠ RE_7,,,,,,,,,,,,,,,,,,,,,,,,,
Dug3 TU Zu2 KA,𒅗,𒅗,𒅗,𒅗,𓎡 KA/pû/pthû/ca/zan/zu2/δU/du/do!  𓁹𓂋,DU+DO! tu dug:talk:chat 𓎡drink! <>tongue?  ,dig:𒀀𒅗acker:irrigate𓌻     𓁹𓂋make,mouth,mot (word),,,,,,,,,,,,,,,,,,,,,,,,
DUMU / māru,𒌉,𒌉,𒌉,𒌉,𓄡  [scro]tum StrohDummes Maria Kind,),child / apprentice <> du/double dumm,)   𒌉 tur : klein, jung <> deer!,,,,,,,,,,,,,,,,,,,,,,,,
DUGUD,𒂂,𒂂,𒂂,𒂂,DU+GUD=dear,ten?𒂃DUḪGAB, DU_8 , TUḪ ,,,,,,,,,,,,,,,,,,,,,,,,,
DU / GIN,𒁺  ,𒁺  ,𒁺  ,𒁺  ,gin:gehen 𓂾 𓃀 𒁁 𒁇𐎁 ,gin:gehen! walk   DU: dawn=𒌓𒁺*Horizon Horaize🌣 sunrise sHahn-rise! Hour-rise,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
É,𒂍,𒂍,𒂍,𒂍,,house,see above,ku küche,,,καύσ,casa,οικί,δῶμα,,,,,,,,,,,,,,,,,,,
É <> U 𒌑 ,𒂍,𒂍 ,𒂍,𒂍,dES+SA 𒊓 ,house esse mesa Hou(me?) <> DAG=Dach !,καυχ ,[heat kaust] καύσ casa οικί δῶμα,,,,,,,,,,,,,,,,,,,,,,,,,
e,𒂊,𒂊,𒂊,𒂊,E!,"""vowel"" speak  E 'barley', 'leather', EKI, EG2 'levee', IG2, I15",,,,,,,,,,,,,,,,,,,,,,,,,,,
er/ir,𒅕,𒅕,𒅕,𒅕,HERR! GAG gunû DIG, – plead, ask, divinate, soft, perfume?,IHR/HERR 𒅕vs 𒉌IHN/EN/NI vs  𒇽 LU, Allu, HERR,,,,,,,,,,,,,,,,,,,,
A2 (á), ID, TI8, IDUM ed/id et/it,𒀉,𒀉,𒀉,𒀉,á → ARM!,arm → limb/wing, → weapon! power,labor, horn vs  𒋛   | or → Uhr: time,,,,,,,,,,,,,,,,,,,,,
eg,ek/ig,ik,𒅅,𒅅,𒅅,𒅅,*esse *ecce 𓃹  *cuin! <> ganz kin 𒆥 duck dark?,to be! exist! 𓃹 put?  door!? 𓃹 𓉿   guinea,𒃶ganz,,,,,,,,,,,,,,,,,,,,,,,,
elle ƒ?,𒂖,𒂖,𒂖,𒂖,Holy! 𒂖 Elle ≠ 𒊩𒈠 Nin,holy:pure!!    𒂖 Mumu+Horny<>holy lol,,,,,,,,,,,,,,,,,,,,,,,,,,,
edin,𒂔,𒂔,𒂔,𒂔,Eden ~ Erden?,steppe' ,),,,,,,,,,,,,,,,,,,,,,,,,,,
eMe,𒅴,𒅴,𒅴,𒅴,KA×ME,meme tongue! langue 'mål ,𒅴𒄀 eMe+GI=[sumerian] language    ,NUNDUM  𒅻 KA×NUN=lip, rim | SU6 = bread    KA×LI/KID:𒅲TU6:AM~EME!,,,,,,,,,,,,,,,,,,,,,,,,
IM:I'AM/em/im 'MUD,𒅎,𒅎,𒅎,𒅎,MUD, MOOD, meI'AM 𒈨,mud, mood : anger / storm,𒉎 mud << rain,wind << 'mood'?    𒉎 fear !  << 𒅴eMe : tongue<mouth → kiss+,,,,,,,,,,,,,,,,,,,,,,
eš,𒌍𒐁,𒌍𒐁,𒌍𒐁,𒌍𒐁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ez/iz,𒄑,𒄑,𒄑,𒄑,,see above (easy),,,,,,,,,,,,,,,,,,,,,,,,,,,
en,𒂗,𒂗,𒂗,𒂗,*Man' mankind   *FR:VR:PR:PHR Führer …,lord / priest         rulers @ Sumer    vs 𒀭,*EN.LÍL EN.KI EN.GURUN EN.ZU Enheduana   𒂗<?>𒅁 ,,,,,,,,,,,,,,,,,,,,,,,,,,
ep/ip eb/ib eph B V F!,𒅁,𒅁,𒅁,𒅁,*OVal ~ euph ~ ep   ,oval   𒌑𒅁𒊏𒌅𒅖 Euphrates 𐎢𐎳𐎼𐎠𐎬𐎢,vs sag=Haupt/Herz 𒅁 ≠ 𒉣   𒅁 ≠ 𒇻 ,,,,,,,,,,,,,,,,,,,,,,,,,,
F Farogh الفرخ,𓅱,𓅡,𓅱,𓅡,Power frawahr@PERSIA,Alpha Roghas :) <> Pharaoh Anzud / buru-az bird 'young chick' in Sumer Myth   'eagle'-tree of Enki,,,,,,,,,,,,,,,,,,,,,,,,,,,
*FIRTh 1.  'NUN',𒉣,𒉣,𒉣,𒉣,fìrt:first,foot,feet,fight (f)irîtu=Fort Eridu!!,first, 1st, Fürst, force!, foremost, famos, best  <> en, nin  alt ƒƒ ??,𒉣𒆠=f(Eridu),,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I ← FI VI PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I y VI!,𒄿,𒄿,𒄿,𒄿,5 vain vian vision,,,,,,,,,,,,,,,,,,,,,,,,,,,,
il,𒅋,𒅋,𒅋,𒅋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
in,𒅔,𒅔,𒅔,𒅔,*SCHIN! <> 𒉌 NI,schinden, schänden!,,,,,,,,,,,,,,,,,,,,,,,,,,
ib job,𒅁,𒅁,𒅁,𒅁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ir, 𒅕 ?, 𒅕 ?, 𒅕 ?, 𒅕 ?,für! (dative)  (f)ir 𓇋𓂋 / R 𓂋,sign: 𒅕? 𒊑?,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITUm 𓆳,𒌚,𒌚 !,𒌚,𒌚,𒌓 UD sheshig (šešig),month <> iterate 𓆳 <> 𒌍 !,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H Ḫ K Q C,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HU,𒄷,𒄷,𒄷,𒄷,Huhn! 𓅱 vs 𒄩 KHA <> Ḫḫr 𒊑 ,see above,H HA KA𒄩 𒄫GAIR/MAT!,,,,,,,,,,,,,,,,,,,,,,,,,,
ḫal,𒄬,𒄬,𒄬,𒄬,HALF <> Keil,HALF ! ++ divide → distribute,K vs AN!,,,,,,,,,,,,,,,,,,,,,,,,,,
ḫìš *ray *li,𒂟,𒂟,𒂟,𒂟,hiss 𒌒𒂟 árḫìš arise,𒀭𒂟 light ilu <> rise ray !,,,,,,,,,,,,,,,,,,,,,,,,,,,
ḫa♡MUR𓏇 ++ KÍN,𒄯,𒄯,𒄯,𒄯,❤️hAMUR𓏇 KÍN:con,ḫam𓏇 +++ → ḥalīb𓏇 مثل,1) same simil𓏇 mwie'like مثل mipthl maid magt Magd 𓏇 2) ḫar:heart?  *ḫur:whore, ḥalīb𓏇 hoeb ♡  lieb → Kalb Lab!    𒆠KI Kin𒄯UR:Amur♡𒈹 Gaia  *hamn	*schamon? SHAM/HRAM Sahne/Rahm@PERSIA!!,<> 𒀫 mAmar?,,,,,,,,,,,,,,,,,,,,,,,,
ḪUR.SAG,𒄯𒊕,𒄯𒊕,𒄯𒊕,𒄯𒊕,💕 ḪART 𒄯 Cœur  💞 KUR,mountain(top) 'Ursache' ??,Kur.Dach UrSache,,,,,,,,,,,,,,,,,,,,,,,,,,
ḫap al'ḫab LAGAB GUR!,𒆸,𒆸,𒆸,𒆸!,~GYR!  ○ KURA=الكرة … *lack/gap ++  ,*lack/gap:short!  vs gross γυρος GUR4:groß, (ein)kreis KUR4(en)circle (niĝin) الكرة! ,<>𐏃Hel / sHun!   koup口 kǒu(phon) vs 𒌓 D! 𒇇Och🎝 / Ewe / Ohm =Iana ,𒆹 𒆺 𒆻 𒆼 𒆽 𒆾 𒆿 𒇀 𒇁 𒇂 𒇃 𒇄 𒇅 𒇆 𒇇 𒇈 𒇉 𒇊 𒇋 𒇌 𒇍 𒇎 𒇏 𒇐 𒇑 𒇒 𒇓 𒇔 𒇕 𒇖 𒇗 𒇘 𒇙 𒇚 𒇛 𒇜 𒇝 𒇞 𒇟 𒇠 𒇡 𒇢 𒇣 𒇥 𒇦 𒇧 𒇨 𒇩 𒇪,,,,,,,,,,,,,,,,,,,,,,,,
GUR QUR! ,𒄥,𒄥,𒄥,𒄥,𓇍KUR square![unit] 𒄥 vs 𒆸 GYR (Kreis),𓇍gir 𓇍𓏮𓂻  return!  ^^,<> 𒇻LU  kou! 口kǒu(phon) vs 𒌓 D!  happ<>ESS 𒄑,LAGAB,NIGIN2,,𐎙 GHAIN!?,,,,,,,,,,,,,,,,,,,,,,
ḫaš, tar,𒋻,𒋻,𒋻,𒋻,QUT → cotton cover,𒋻 ḫaš has 7 meanings,SET? 7 Cḫat?,Ishtar/Isis: ISH+𒋻 iset  am-qut=I-bow (fall/happen),,,,,,,,,,,,,,,,,,,,,,,,
ḫadt / pa,𒉺,𒉺,𒉺,𒉺,PA ,,hut/hat head! π <> koP!   𒌒 qup 𒆸ḫap !,"UGULA ""overseer"" 1st ",,,,,,,,,,,,,,,,,,,,,,,,,
ḫul,𒄾,𒄾,𒄾,𒄾,ḪUL,joy,<>kur,,,,,,,,,,,,,,,,,,,,,,,,,,
ḪÚB ḫub/p,𒄸,𒄸,𒄸,𒄸,HUB  ~ 𒆏 KABana,left Foot ~ 𒆏 KABana=Levante!, 𒃕Ga*Hub=*Gab  vs 𒄊 GIR₃ foot 𒄽 𒄼 hyper?  acrobat?,,,,,,,,,,,,,,,,,,,,,,,,,,
ḫé GEN: GANz / KAN,𒃶,𒃶,𒃶,𒃶,gen/ganze!/be/sein ??? <<<,GEN™ ganz! (why?) to BE! bear child …,𒃶+gal 𒅅=ganz viel,,,ḫar/ḫur,𒄯,𒄯,𒄯,𒄯,ḪART 𒄯 Cœur KUR,mountain!,,,,,,,,,,,,,,,,,
HU/UHR → haur hour houl ḪUL ,𒌨,𒌨,𒌨,𒌨,vs 𒋛   gHUL~𒅆𒌨  ḪUL:Höhle! Hölle @ Hades,Hora,Uhr, Hund! / Mund <> dog:DAG   <> 𒌨𒈤 𓃬𓃬=Höhle,𒅆𒌨 'Hulu' = Bad hur?  eye-veil=evil? 𒅆𒉡vice   𒌨𒊑hUrri:'morning watch',,,,,,,,,,,,,,,,,,,,,,,,
Huhn mus.hen MUŠEN  ,𒄷,𒄷,𒄷,𒄷,see above,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K/G ,𓎡,𓎡,𓎡,𓎡,ick𒆪 vs ku𒅗,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ga,𒂵,𒂵,𒂵,𒂵,*CA / *CO,Cow/CArry/CAlf! <> GUD/GAL!  ,gee?  calf:'suckling',vs ge 𒄀 KA/pû𒅗,,,,,,,,,,,,,,,,,,,,,,,,,
gu gá ,𒄖,𒄖,𒄖,𒄖,*COrd ,cord <> gum? rump hemp flax  gu<>𒄗 SÙḪ<>Tuch kur? 𒁔 BÚR :'8' !?!,,,,,,,,,,,,,,,,,,,,,,,,,,,
gal,𒃲,𒃲,𒃲,𒃲,GALle *GVAL *GVER   𒃲gullarch:large ++  na𓐍ti-gal,𒈗lugal=RegalEr   𐎺VO.gel  <> Schar šàr  Galle : black kala 𓐍 𒈪 mūšu=night Musen = 🎜 birds,gver 𓅩 gval~gull swallow  𒈪 mūšu night  Persian:  𐎲𐎥mBaGal=(be)great   𒂍𒃲 É.GAL~hekal~Gallerie <>  𒈤maḫ!,"rabû:big kāsu:cup 𓎸 šer:Scherben<>share半! ra/ibbatu = ""10,000""  𒈪melan:milan  vs  𒌉 tur: klein, jung",*SE'R,,,,,,,,,,,,,,,,,,,,,,,,
LUGAL : legal Regel regalis ,𒈗    ,,,,šàr : SIR Shah 𓇓 出  LU'ER : gaLORD,Zar Sir (Auf)Seher  man! ~ 𒅕'ER'  𒈗  𒃲+𒇽 Gallus!,king hebräisch שַׂר‎ (CHA: śar | shaik | KAN!),𒃲+𒇽,,,,,,,,,,,,,,,,,,,,,,,,,
LUGA : Luka,𒈗,,,,sar,𒊬𒊒šar-ru SöR 𒊬𒀸 (šar-rum), 𒊬𒊒𒌝 (šar-ru-um),<> gal+lu 𒈗 to glue (ligature),,,,,,,,,,,,,,,,,,,,,,,,,
gàr kar ,𒃼,𒃼,𒃼,𒃼, 𓐟 ?     𒈦𒄘𒃼 Tiger,knob, a unit, cf 𒂵  𒃲   ÍDI digna 𒀀𒇉.𒈦𒄘𒃼 𒀉💧.Taiggar  ,,,,,,,,,,,,,,,,,,,,,,,,,
ig/ĝal,𒅅,𒅅,𒅅,𒅅,𓃹 & ig/ĝal → 𒃲 → IG !?!     ,to be! exist! 𓃹 HaSein door!? 𓃹 𓉿   guinea,ḫe-em 𒅎= Imme = Bee 🐝 𓆤 ,,,,,,,,,,,,,,,,,,,,,,,,,,
gal,𒃲,𒃲,𒃲,𒃲,𒆗 𓅫GWAL | GVER𓅪𓅨  𒄨    KAL𓅩klein,GVAL ~ Schwalbe swallow viel voll!  vs GVER very sehr  <> shar,gale gull 𓅪 𓅫 𒃲𒀝AK:act !!  agver 𓋴𓅨𓂋𓇋𓈗𓀁  aqua:drink  GVER𓅪guerre𒀞war! ,,,,,,,,,,,,,,,,,,,,,,,,,,
kal,gal9,𒆗 Q,𒆗,𒆗,𒆗,GAL ~ 𒃲 gewaltig  𒆗 ≠ 𒄨 ,strong stag! stark!... 𒃲GAL 𒆗 groß vs 𒄨 ĝuruš = klein.culein!,GAL 𒆗 vs 𒄨GURr  kala:schön,wertvoll  call:reenforce,,,,,,,,,,,,,,,,,,,,,,,,
ĝuraš  kùr/gur,𒄨 Ø,𒄨,𒄨,𒄨,ĝur*a = ¬Groß𒆸 = ø  𒆗 ≠ 𒄨 ,klein! ĝur-aš = KR*AS  𒆸*𒁹=𒄨  ungroß = klein krei'n ø Ø ¬Kreis UmKreis,<> lal=little,,,,,,,,,,,,,,,,,,,,,,,,,,
GUR,𒆸  O,𒆸,𒆸,𒆸,GYR *CYR … ○ ++ *KURA=الكرة,γυρος groß, kreis  <> κυκλ,,,,,,,,,,,,,,,,,,,,,,,,,,
(ZÍZ) tàš ÁŠ ,𒀾,𒀾,𒀾,𒀾,*Cyrs  TES : T+ASH ,curse! <> KIS 𒆦court! <>KurS,kuš 𒅖   tomb  𒅖 ,~E!?!,,,,,,,,,,,,,,,,,,,,,,,,,
KIS,𒆦,𒆦,𒆦,𒆦,*Cyrth ,court(yard) <> Kirschen,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kush kuš ,𒅖 ,𒅖 ,𒅖 ,𒅖 ,*KurS contra- <> 𒅖iš- dis- mil *Himmel???,Kurs: mountain, Kassite/Syrus: official course:river   𒅖 SAḪAR:Sahara-dust,Staub<>Steppe,,,,,,,,,,,,,,,,,,,,,,,,,
G Š 𓋴 Ga bisaĝ,𒂷 𒍑 ,𒂷  𒍑 ,𒂷  𒍑 ,𒂷  𒍑 ,𐎂 G 𐎥GA 𐎦GU 𒃷 GAN 𒂼GAIA 𒍑 G Š 𓋴-,gaz:casa:house@goth <> HauSa  basket:SACK! ,1/NI/ihn  𒂼=GAIA=mAma: Mother goddess / love / breadth<<breast    Gan𒃷,,𐎂 G,𐎥GA 𐎦GU,,,,,,,,,,,,,,,,,,,,,,,
GAD,𒃰,𒃰,𒃰,𒃰,CUT!,linen,cloth vs PA!  vs ES!!  vs KU=cut:kleid,!?,vs 口 [口] kǒu(phon),,,,,,,,,,,,,,,,,,,,,,,,
Gim kim DIM2,𒁶,𒁶,𒁶,𒁶,*GYN…KIN 𒆠𒈠 KIM : comme (wie!),generate, gyn:gones:KIN! | dom,,,,,,,,,,,,,,,,,,,,,,,,,,
Qab GABA Du8,𒃮,𒃮,𒃮,𒃮,*grave 𒃮𒉌gate *chief 𒃮𒃲,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GI ge,𒄀,𒄀,𒄀,𒄀,*Reed 𓇉𓇅 <> 𒄄 return  <?>𓂻go𒃲 𒌦,read <> Reet reed <> tube / near vs  	𒌌 royal roady,reed:read/write <> dub:tab.let,??,,,,,,,,,,,,,,,,,,,,,,,,,
GI4  GI-gunû,𒄄,𒄄,𒄄 !,𒄄,târi:turn ++  𓇍𓏮𓂻    𓅱𓂻 ,[re]turn 𒄄 return <> reet 𒄀 ++,,gi5=KI ?,,,,,,,,,,,,,,,,,,,,,,,,,
