Word            FREQcount       Lg10WF  SUBTLCD Lg10CD  Dom_PoS_SUBTLEX Freq_dom_PoS_SUBTLEX    Percentage_dom_PoS      All_PoS_SUBTLEX All_freqs_SUBTLEX	Word            FREQcount       Lg10WF  SUBTLCD Lg10CD  Dom_PoS_SUBTLEX Freq_dom_PoS_SUBTLEX    Percentage_dom_PoS      All_PoS_SUBTLEX All_freqs_SUBTLEX	Word            FREQcount       Lg10WF  SUBTLCD Lg10CD  Dom_PoS_SUBTLEX Freq_dom_PoS_SUBTLEX    Percentage_dom_PoS      All_PoS_SUBTLEX All_freqs_SUBTLEX	Word            FREQcount       Lg10WF  SUBTLCD Lg10CD  Dom_PoS_SUBTLEX Freq_dom_PoS_SUBTLEX    Percentage_dom_PoS      All_PoS_SUBTLEX All_freqs_SUBTLEX	Word            FREQcount       Lg10WF  SUBTLCD Lg10CD  Dom_PoS_SUBTLEX Freq_dom_PoS_SUBTLEX    Percentage_dom_PoS      All_PoS_SUBTLEX All_freqs_SUBTLEX	Word            FREQcount       Lg10WF  SUBTLCD Lg10CD  Dom_PoS_SUBTLEX Freq_dom_PoS_SUBTLEX    Percentage_dom_PoS      All_PoS_SUBTLEX All_freqs_SUBTLEX	Word            FREQcount       Lg10WF  SUBTLCD Lg10CD  Dom_PoS_SUBTLEX Freq_dom_PoS_SUBTLEX    Percentage_dom_PoS      All_PoS_SUBTLEX All_freqs_SUBTLEX	Word            FREQcount       Lg10WF  SUBTLCD Lg10CD  Dom_PoS_SUBTLEX Freq_dom_PoS_SUBTLEX    Percentage_dom_PoS      All_PoS_SUBTLEX All_freqs_SUBTLEX	Word            FREQcount       Lg10WF  SUBTLCD Lg10CD  Dom_PoS_SUBTLEX Freq_dom_PoS_SUBTLEX    Percentage_dom_PoS      All_PoS_SUBTLEX All_freqs_SUBTLEX	Word            FREQcount       Lg10WF  SUBTLCD Lg10CD  Dom_PoS_SUBTLEX Freq_dom_PoS_SUBTLEX    Percentage_dom_PoS      All_PoS_SUBTLEX All_freqs_SUBTLEX	
treatise		15	1.2041	0.18	1.2041	Noun	15	1.00	Noun	15
trigonometry		15	1.2041	0.15	1.1461	Noun	13	0.87	Noun.Name	13.2
trimmer		15	1.2041	0.17	1.1761	Noun	14	0.93	Noun.Adjective	14.1
troubador		15	1.2041	0.01	0.3010	Name	10	0.67	Name.Noun	10.5
tubal		15	1.2041	0.06	0.7782	Name	6	0.40	Name.Noun.Adjective	6.5.4
tunisia		15	1.2041	0.14	1.1139	Name	15	1.00	Name	15
tweaker		15	1.2041	0.10	0.9542	Noun	15	1.00	Noun	15
twiddle		15	1.2041	0.11	1.0000	Verb	6	0.40	Verb.Name.Noun	6.5.4
tyrannical		15	1.2041	0.15	1.1461	Adjective	14	0.93	Adjective.Name	14.1
unapproachable		15	1.2041	0.14	1.1139	Adjective	15	1.00	Adjective	15
unbeknownst		15	1.2041	0.18	1.2041	Adverb	15	1.00	Adverb	15
undershirt		15	1.2041	0.17	1.1761	Noun	14	0.93	Noun.Verb	14.1
unfathomable		15	1.2041	0.18	1.2041	Adjective	15	1.00	Adjective	15
unilateral		15	1.2041	0.18	1.2041	Adjective	15	1.00	Adjective	15
unimaginative		15	1.2041	0.17	1.1761	Adjective	15	1.00	Adjective	15
untangle		15	1.2041	0.18	1.2041	Verb	15	1.00	Verb	15
untill		15	1.2041	0.18	1.2041	Verb	11	0.73	Verb.Noun.Name	11.3.1
utopian		15	1.2041	0.13	1.0792	Adjective	15	1.00	Adjective	15
valour		15	1.2041	0.15	1.1461	Noun	11	0.73	Noun.Verb	11.4
vandal		15	1.2041	0.12	1.0414	Noun	11	0.73	Noun.Name	11.4
venal		15	1.2041	0.17	1.1761	Adjective	15	1.00	Adjective	15
venezuelan		15	1.2041	0.17	1.1761	Adjective	14	0.93	Adjective.Noun	14.1
vermeil		15	1.2041	0.02	0.4771	Name	13	0.87	Name.Noun	13.2
vestige		15	1.2041	0.15	1.1461	Noun	15	1.00	Noun	15
villainy		15	1.2041	0.15	1.1461	Noun	15	1.00	Noun	15
vocational		15	1.2041	0.15	1.1461	Adjective	15	1.00	Adjective	15
volga		15	1.2041	0.11	1.0000	Name	15	1.00	Name	15
volition		15	1.2041	0.17	1.1761	Noun	15	1.00	Noun	15
wafer		15	1.2041	0.13	1.0792	Noun	15	1.00	Noun	15
wasabi		15	1.2041	0.17	1.1761	Noun	12	0.80	Noun.Name.Adjective	12.2.1
weedy		15	1.2041	0.07	0.8451	Adjective	15	1.00	Adjective	15
windjammer		15	1.2041	0.04	0.6021	Name	11	0.73	Name.Noun	11.4
withal		15	1.2041	0.07	0.8451	Adverb	15	1.00	Adverb	15
wombat		15	1.2041	0.10	0.9542	Noun	14	0.93	Noun.Verb	14.1
wonton		15	1.2041	0.12	1.0414	Noun	11	0.73	Noun.Name	11.4
woodwind		15	1.2041	0.08	0.9031	Noun	15	1.00	Noun	15
worrier		15	1.2041	0.18	1.2041	Noun	15	1.00	Noun	15
xu		15	1.2041	0.06	0.7782	Name	10	0.67	Name.Noun	10.5
youngberry		15	1.2041	0.01	0.3010	Noun	12	0.80	Noun.Name	12.3
aboveboard		14	1.1761	0.15	1.1461	Noun	14	1.00	Noun	14
acuity		14	1.1761	0.17	1.1761	Noun	14	1.00	Noun	14
adulation		14	1.1761	0.17	1.1761	Noun	14	1.00	Noun	14
aerosol		14	1.1761	0.12	1.0414	Noun	14	1.00	Noun	14
aesop		14	1.1761	0.07	0.8451	Name	6	0.43	Name.Noun.Verb	6.5.3
airlift		14	1.1761	0.17	1.1761	Noun	11	0.79	Noun.Verb	11.3
akin		14	1.1761	0.17	1.1761	Adjective	14	1.00	Adjective	14
alcalde		14	1.1761	0.01	0.3010	Noun	14	1.00	Noun	14
alchemist		14	1.1761	0.12	1.0414	Noun	14	1.00	Noun	14
amargosa		14	1.1761	0.02	0.4771	Name	14	1.00	Name	14
ambiguity		14	1.1761	0.15	1.1461	Noun	14	1.00	Noun	14
amniotic		14	1.1761	0.14	1.1139	Adjective	14	1.00	Adjective	14
anchorwoman		14	1.1761	0.12	1.0414	Noun	10	0.71	Noun.Name	10.4
anesthetize		14	1.1761	0.15	1.1461	Verb	14	1.00	Verb	14
anthology		14	1.1761	0.12	1.0414	Noun	14	1.00	Noun	14
antiquity		14	1.1761	0.15	1.1461	Noun	14	1.00	Noun	14
aperture		14	1.1761	0.15	1.1461	Noun	14	1.00	Noun	14
applicable		14	1.1761	0.17	1.1761	Adjective	14	1.00	Adjective	14
armband		14	1.1761	0.11	1.0000	Noun	13	0.93	Noun.Verb	13.1
aromatic		14	1.1761	0.13	1.0792	Adjective	14	1.00	Adjective	14
askew		14	1.1761	0.14	1.1139	Adjective	10	0.71	Adjective.Name	10.4
assertion		14	1.1761	0.17	1.1761	Noun	14	1.00	Noun	14
astonishment		14	1.1761	0.17	1.1761	Noun	14	1.00	Noun	14
astrologer		14	1.1761	0.17	1.1761	Noun	12	0.86	Noun.Verb	12.2
auguste		14	1.1761	0.08	0.9031	Name	14	1.00	Name	14
authentication		14	1.1761	0.13	1.0792	Noun	13	0.93	Noun.Name	13.1
avatar		14	1.1761	0.10	0.9542	Noun	14	1.00	Noun	14
aweigh		14	1.1761	0.14	1.1139	Verb	12	0.86	Verb.Noun	12.2
backstreet		14	1.1761	0.15	1.1461	Noun	7	0.50	Noun.Verb.Name	7.6.1
backstroke		14	1.1761	0.15	1.1461	Noun	9	0.69	Noun.Verb	9.4
backwash		14	1.1761	0.17	1.1761	Noun	10	0.71	Noun.Verb	10.4
baguette		14	1.1761	0.14	1.1139	Noun	14	1.00	Noun	14
banal		14	1.1761	0.13	1.0792	Adjective	14	1.00	Adjective	14
barstool		14	1.1761	0.15	1.1461	Noun	13	0.93	Noun.Verb	13.1
basilar		14	1.1761	0.12	1.0414	Adjective	14	1.00	Adjective	14
beet		14	1.1761	0.15	1.1461	Noun	14	1.00	Noun	14
bengal		14	1.1761	0.12	1.0414	Adjective	8	0.57	Adjective.Name	8.6
benthic		14	1.1761	0.02	0.4771	Adjective	14	1.00	Adjective	14
beset		14	1.1761	0.13	1.0792	Verb	14	1.00	Verb	14
besiege		14	1.1761	0.10	0.9542	Verb	9	0.69	Verb.Noun	9.4
blackfeet		14	1.1761	0.08	0.9031	Noun	10	0.71	Noun.Name	10.4
blaspheme		14	1.1761	0.14	1.1139	Noun	14	1.00	Noun	14
blasphemer		14	1.1761	0.11	1.0000	Noun	14	1.00	Noun	14
blather		14	1.1761	0.15	1.1461	Noun	8	0.57	Noun.Verb	8.6
bodybuilder		14	1.1761	0.12	1.0414	Noun	13	0.93	Noun.Verb	13.1
bogota		14	1.1761	0.11	1.0000	Name	13	0.93	Name.Noun	13.1
bosh		14	1.1761	0.08	0.9031	Name	7	0.50	Name.Verb.Noun	7.6.1
boswell		14	1.1761	0.11	1.0000	Name	14	1.00	Name	14
botanist		14	1.1761	0.15	1.1461	Noun	14	1.00	Noun	14
breathable		14	1.1761	0.15	1.1461	Adjective	14	1.00	Adjective	14
brunswick		14	1.1761	0.15	1.1461	Name	14	1.00	Name	14
bulgarian		14	1.1761	0.15	1.1461	Noun	8	0.57	Noun.Adjective	8.6
bulldoze		14	1.1761	0.14	1.1139	Verb	14	1.00	Verb	14
bunyan		14	1.1761	0.14	1.1139	Name	14	1.00	Name	14
cabdriver		14	1.1761	0.14	1.1139	Noun	13	0.93	Noun.Name	13.1
calden		14	1.1761	0.01	0.3010	Name	11	0.79	Name.Noun	11.3
calliope		14	1.1761	0.10	0.9542	Noun	11	0.79	Noun.Verb.Name	11.2.1
cancan		14	1.1761	0.11	1.0000	Noun	13	1.00	Noun	13
capacitor		14	1.1761	0.10	0.9542	Noun	14	1.00	Noun	14
caseworker		14	1.1761	0.12	1.0414	Noun	14	1.00	Noun	14
cassino		14	1.1761	0.06	0.7782	Name	9	0.64	Name.Noun	9.5
catlike		14	1.1761	0.10	0.9542	Adjective	12	0.86	Adjective.Name	12.2
caxton		14	1.1761	0.01	0.3010	Name	14	1.00	Name	14
celebratory		14	1.1761	0.14	1.1139	Adjective	14	1.00	Adjective	14
cg		14	1.1761	0.14	1.1139	Name	13	1.00	Name	13
checkroom		14	1.1761	0.05	0.6990	Noun	13	0.93	Noun.Name	13.1
cheekbone		14	1.1761	0.14	1.1139	Noun	12	0.92	Noun.Verb	12.1
chesapeake		14	1.1761	0.15	1.1461	Name	9	0.64	Name.Noun.Verb	9.4.1
chesty		14	1.1761	0.10	0.9542	Adjective	13	1.00	Adjective	13
chit		14	1.1761	0.14	1.1139	Noun	12	0.92	Noun.Verb	12.1
claptrap		14	1.1761	0.15	1.1461	Noun	11	0.79	Noun.Verb	11.3
classier		14	1.1761	0.17	1.1761	Adjective	13	0.93	Adjective.Name	13.1
cleverer		14	1.1761	0.17	1.1761	Adjective	14	1.00	Adjective	14
compilation		14	1.1761	0.15	1.1461	Noun	14	1.00	Noun	14
complacency		14	1.1761	0.15	1.1461	Noun	14	1.00	Noun	14
concentric		14	1.1761	0.14	1.1139	Adjective	14	1.00	Adjective	14
concoct		14	1.1761	0.17	1.1761	Verb	15	1.00	Verb	15
condense		14	1.1761	0.13	1.0792	Verb	14	1.00	Verb	14
confederation		14	1.1761	0.10	0.9542	Noun	14	1.00	Noun	14
confrontational		14	1.1761	0.15	1.1461	Adjective	14	1.00	Adjective	14
congestive		14	1.1761	0.11	1.0000	Adjective	14	1.00	Adjective	14
connex		14	1.1761	0.01	0.3010	Name	11	1.00	Name	11
connotation		14	1.1761	0.15	1.1461	Noun	14	1.00	Noun	14
contour		14	1.1761	0.15	1.1461	Noun	14	1.00	Noun	14
counterproductive		14	1.1761	0.17	1.1761	Adjective	14	1.00	Adjective	14
crasher		14	1.1761	0.14	1.1139	Noun	13	0.93	Noun.Name	13.1
crematory		14	1.1761	0.07	0.8451	Adjective	13	0.93	Adjective.Name	13.1
cricoid		14	1.1761	0.15	1.1461	Adjective	12	0.86	Adjective.Noun	12.2
crip		14	1.1761	0.15	1.1461	Noun	13	0.93	Noun.Name	13.1
crooner		14	1.1761	0.13	1.0792	Noun	13	1.00	Noun	13
croup		14	1.1761	0.13	1.0792	Noun	14	1.00	Noun	14
cuidado		14	1.1761	0.07	0.8451	Noun	14	1.00	Noun	14
cush		14	1.1761	0.08	0.9031	Noun	6	0.43	Noun.Name.Verb	6.6.2
cusp		14	1.1761	0.17	1.1761	Noun	14	1.00	Noun	14
cutesy		14	1.1761	0.14	1.1139	Adjective	10	0.71	Adjective.Noun	10.4
cv		14	1.1761	0.13	1.0792	Noun	12	1.00	Noun	12
dangler		14	1.1761	0.02	0.4771	Noun	8	0.57	Noun.Name	8.6
delve		14	1.1761	0.17	1.1761	Verb	14	1.00	Verb	14
dervish		14	1.1761	0.13	1.0792	Noun	14	1.00	Noun	14
detectable		14	1.1761	0.12	1.0414	Adjective	14	1.00	Adjective	14
diatribe		14	1.1761	0.17	1.1761	Noun	13	0.93	Noun.Verb	13.1
diazepam		14	1.1761	0.12	1.0414	Noun	7	0.50	Noun.Verb.Name	7.5.2
dilantin		14	1.1761	0.13	1.0792	Noun	9	0.64	Noun.Name	9.5
disillusionment		14	1.1761	0.15	1.1461	Noun	14	1.00	Noun	14
disinherit		14	1.1761	0.12	1.0414	Verb	13	1.00	Verb	13
dispel		14	1.1761	0.17	1.1761	Verb	14	1.00	Verb	14
disrobe		14	1.1761	0.15	1.1461	Verb	13	0.93	Verb.Noun	13.1
dissatisfaction		14	1.1761	0.15	1.1461	Noun	14	1.00	Noun	14
dissension		14	1.1761	0.15	1.1461	Noun	14	1.00	Noun	14
distillery		14	1.1761	0.13	1.0792	Noun	14	1.00	Noun	14
divot		14	1.1761	0.04	0.6021	Name	6	0.43	Name.Verb.Noun	6.4.4
dixieland		14	1.1761	0.14	1.1139	Name	8	0.57	Name.Noun	8.6
domesticity		14	1.1761	0.15	1.1461	Noun	14	1.00	Noun	14
dreidel		14	1.1761	0.11	1.0000	Noun	9	0.64	Noun.Verb.Name	9.4.1
duality		14	1.1761	0.15	1.1461	Noun	14	1.00	Noun	14
duffle		14	1.1761	0.13	1.0792	Noun	12	0.86	Noun.Verb	12.2
duller		14	1.1761	0.17	1.1761	Adjective	15	1.00	Adjective	15
dumpy		14	1.1761	0.17	1.1761	Adjective	14	1.00	Adjective	14
duodenum		14	1.1761	0.13	1.0792	Noun	14	1.00	Noun	14
dur		14	1.1761	0.01	0.3010	Verb	14	1.00	Verb	14
easel		14	1.1761	0.17	1.1761	Noun	14	1.00	Noun	14
eff		14	1.1761	0.07	0.8451	Verb	6	0.55	Verb.Noun.Name	6.4.1
effigy		14	1.1761	0.14	1.1139	Noun	14	1.00	Noun	14
elocution		14	1.1761	0.14	1.1139	Noun	14	1.00	Noun	14
elvish		14	1.1761	0.05	0.6990	Adjective	12	0.86	Adjective.Noun	12.2
emigrate		14	1.1761	0.08	0.9031	Verb	14	1.00	Verb	14
endearment		14	1.1761	0.17	1.1761	Noun	9	0.64	Noun.Name	9.5
enrage		14	1.1761	0.11	1.0000	Verb	14	1.00	Verb	14
enrich		14	1.1761	0.17	1.1761	Verb	14	1.00	Verb	14
esprit		14	1.1761	0.15	1.1461	Noun	6	0.43	Noun.Unclassified.Name	6.4.4
estonia		14	1.1761	0.11	1.0000	Name	14	1.00	Name	14
esu		14	1.1761	0.06	0.7782	Name	11	0.79	Name.Noun	11.3
evocative		14	1.1761	0.12	1.0414	Adjective	14	1.00	Adjective	14
expenditure		14	1.1761	0.15	1.1461	Noun	14	1.00	Noun	14
extubate		14	1.1761	0.11	1.0000	Verb	13	1.00	Verb	13
fantastical		14	1.1761	0.13	1.0792	Adjective	12	1.00	Adjective	12
fertiliser		14	1.1761	0.11	1.0000	Noun	14	1.00	Noun	14
fettuccine		14	1.1761	0.14	1.1139	Noun	7	0.50	Noun.Verb.Name	7.6.1
figurehead		14	1.1761	0.15	1.1461	Noun	14	1.00	Noun	14
figurine		14	1.1761	0.11	1.0000	Noun	14	1.00	Noun	14
finery		14	1.1761	0.17	1.1761	Noun	14	1.00	Noun	14
flattop		14	1.1761	0.08	0.9031	Noun	13	0.93	Noun.Name	13.1
flowerpot		14	1.1761	0.13	1.0792	Noun	12	0.86	Noun.Verb	12.2
flypaper		14	1.1761	0.13	1.0792	Noun	11	0.79	Noun.Verb.Name	11.2.1
foal		14	1.1761	0.14	1.1139	Noun	11	0.79	Noun.Verb	11.3
foamy		14	1.1761	0.14	1.1139	Noun	7	0.50	Noun.Adjective	7.7
fob		14	1.1761	0.13	1.0792	Noun	10	0.71	Noun.Verb	10.4
foggiest		14	1.1761	0.17	1.1761	Adjective	14	1.00	Adjective	14
footpath		14	1.1761	0.10	0.9542	Noun	14	1.00	Noun	14
forefinger		14	1.1761	0.14	1.1139	Noun	13	0.93	Noun.Adjective	13.1
frogger		14	1.1761	0.04	0.6021	Noun	8	0.57	Noun.Name	8.6
frustrate		14	1.1761	0.15	1.1461	Verb	14	1.00	Verb	14
fug		14	1.1761	0.01	0.3010	Verb	14	1.00	Verb	14
ganja		14	1.1761	0.14	1.1139	Noun	13	0.93	Noun.Name	13.1
garnett		14	1.1761	0.04	0.6021	Name	14	1.00	Name	14
gawky		14	1.1761	0.17	1.1761	Adjective	14	1.00	Adjective	14
georgette		14	1.1761	0.13	1.0792	Name	11	0.79	Name.Noun	11.3
gestation		14	1.1761	0.14	1.1139	Noun	14	1.00	Noun	14
globalization		14	1.1761	0.08	0.9031	Noun	14	1.00	Noun	14
gobi		14	1.1761	0.08	0.9031	Noun	11	0.79	Noun.Adjective.Name	11.2.1
goldmine		14	1.1761	0.13	1.0792	Noun	13	0.93	Noun.Verb	13.1
golem		14	1.1761	0.06	0.7782	Noun	14	1.00	Noun	14
goodrich		14	1.1761	0.11	1.0000	Name	13	0.93	Name.Verb	13.1
gooseberry		14	1.1761	0.12	1.0414	Noun	14	1.00	Noun	14
gouda		14	1.1761	0.12	1.0414	Name	9	0.64	Name.Noun	9.5
gridlock		14	1.1761	0.13	1.0792	Noun	14	1.00	Noun	14
groomsman		14	1.1761	0.05	0.6990	Noun	14	1.00	Noun	14
guardrail		14	1.1761	0.14	1.1139	Noun	13	0.93	Noun.Verb	13.1
guatemalan		14	1.1761	0.14	1.1139	Adjective	14	1.00	Adjective	14
guideline		14	1.1761	0.14	1.1139	Noun	14	1.00	Noun	14
guilder		14	1.1761	0.04	0.6021	Noun	14	1.00	Noun	14
gulliver		14	1.1761	0.06	0.7782	Name	14	1.00	Name	14
hacky		14	1.1761	0.13	1.0792	Adjective	14	1.00	Adjective	14
haemorrhage		14	1.1761	0.14	1.1139	Noun	14	1.00	Noun	14
headcase		14	1.1761	0.13	1.0792	Noun	14	1.00	Noun	14
heartsick		14	1.1761	0.11	1.0000	Adjective	14	1.00	Adjective	14
heigh		14	1.1761	0.02	0.4771	Noun	8	0.57	Noun.Verb	8.6
heron		14	1.1761	0.15	1.1461	Noun	14	1.00	Noun	14
highfalutin		14	1.1761	0.15	1.1461	Noun	13	0.93	Noun.Name	13.1
highline		14	1.1761	0.02	0.4771	Name	10	0.71	Name.Noun.Verb	10.3.1
hiker		14	1.1761	0.11	1.0000	Noun	13	0.93	Noun.Name	13.1
hindrance		14	1.1761	0.17	1.1761	Noun	13	1.00	Noun	13
hispaniola		14	1.1761	0.06	0.7782	Name	14	1.00	Name	14
hom		14	1.1761	0.06	0.7782	Noun	12	0.86	Noun.Verb.Name	12.1.1
homophobia		14	1.1761	0.15	1.1461	Noun	13	0.93	Noun.Name	13.1
honeydew		14	1.1761	0.13	1.0792	Noun	11	0.79	Noun.Name.Verb	11.2.1
hunh		14	1.1761	0.07	0.8451	Noun	14	1.00	Noun	14
ie		14	1.1761	0.13	1.0792	Adverb	14	1.00	Adverb	14
ilk		14	1.1761	0.15	1.1461	Noun	14	1.00	Noun	14
immerse		14	1.1761	0.14	1.1139	Verb	14	1.00	Verb	14
imp		14	1.1761	0.14	1.1139	Noun	11	0.79	Noun.Verb.Name	11.2.1
impasse		14	1.1761	0.14	1.1139	Noun	14	1.00	Noun	14
indelible		14	1.1761	0.17	1.1761	Adjective	14	1.00	Adjective	14
indemnity		14	1.1761	0.14	1.1139	Noun	14	1.00	Noun	14
indistinguishable		14	1.1761	0.15	1.1461	Adjective	14	1.00	Adjective	14
inescapable		14	1.1761	0.15	1.1461	Adjective	14	1.00	Adjective	14
infarction		14	1.1761	0.14	1.1139	Noun	14	1.00	Noun	14
infertile		14	1.1761	0.15	1.1461	Adjective	14	1.00	Adjective	14
infest		14	1.1761	0.13	1.0792	Verb	14	1.00	Verb	14
infinitesimal		14	1.1761	0.14	1.1139	Adjective	14	1.00	Adjective	14
infliction		14	1.1761	0.14	1.1139	Noun	14	1.00	Noun	14
informational		14	1.1761	0.17	1.1761	Adjective	14	1.00	Adjective	14
ingratitude		14	1.1761	0.17	1.1761	Noun	14	1.00	Noun	14
insensitivity		14	1.1761	0.14	1.1139	Noun	14	1.00	Noun	14
instalment		14	1.1761	0.12	1.0414	Noun	14	1.00	Noun	14
instill		14	1.1761	0.15	1.1461	Verb	14	1.00	Verb	14
insulate		14	1.1761	0.14	1.1139	Verb	13	0.93	Verb.Name	13.1
insurmountable		14	1.1761	0.13	1.0792	Adjective	14	1.00	Adjective	14
internist		14	1.1761	0.15	1.1461	Noun	14	1.00	Noun	14
interpersonal		14	1.1761	0.15	1.1461	Adjective	14	1.00	Adjective	14
interplanetary		14	1.1761	0.17	1.1761	Adjective	14	1.00	Adjective	14
inverse		14	1.1761	0.15	1.1461	Adjective	11	0.79	Adjective.Noun	11.3
io		14	1.1761	0.11	1.0000	Noun	5	0.50	Noun.Name	5.5
ire		14	1.1761	0.13	1.0792	Noun	13	1.00	Noun	13
ishmael		14	1.1761	0.05	0.6990	Name	14	1.00	Name	14
jailbait		14	1.1761	0.13	1.0792	Noun	10	0.71	Noun.Verb	10.4
jaundice		14	1.1761	0.15	1.1461	Noun	14	1.00	Noun	14
jibber		14	1.1761	0.06	0.7782	Noun	13	1.00	Noun	13
kant		14	1.1761	0.10	0.9542	Name	9	0.64	Name.Noun.Adjective	9.4.1
katzenjammer		14	1.1761	0.11	1.0000	Noun	9	0.69	Noun.Name	9.4
kipper		14	1.1761	0.11	1.0000	Noun	8	0.57	Noun.Name	8.6
knell		14	1.1761	0.15	1.1461	Noun	14	1.00	Noun	14
korsakoff		14	1.1761	0.07	0.8451	Name	9	0.64	Name.Noun.Verb	9.4.1
kuan		14	1.1761	0.07	0.8451	Name	12	0.86	Name.Adjective	12.2
labia		14	1.1761	0.15	1.1461	Noun	14	1.00	Noun	14
lampshade		14	1.1761	0.14	1.1139	Noun	10	0.71	Noun.Verb.Name	10.2.2
lampwick		14	1.1761	0.02	0.4771	Name	14	1.00	Name	14
lc		14	1.1761	0.08	0.9031	Name	10	0.77	Name.Noun	10.3
legate		14	1.1761	0.05	0.6990	Noun	8	0.57	Noun.Name	8.6
legislative		14	1.1761	0.15	1.1461	Adjective	14	1.00	Adjective	14
livable		14	1.1761	0.14	1.1139	Adjective	14	1.00	Adjective	14
lob		14	1.1761	0.14	1.1139	Verb	7	0.50	Verb.Noun	7.7
lockjaw		14	1.1761	0.17	1.1761	Noun	12	0.86	Noun.Verb.Name	12.1.1
logistical		14	1.1761	0.17	1.1761	Adjective	14	1.00	Adjective	14
lonelier		14	1.1761	0.14	1.1139	Adjective	13	0.93	Adjective.Name	13.1
longshoreman		14	1.1761	0.13	1.0792	Noun	13	0.93	Noun.Name	13.1
lothario		14	1.1761	0.17	1.1761	Noun	11	0.79	Noun.Name	11.3
lucidity		14	1.1761	0.15	1.1461	Noun	13	0.93	Noun.Name	13.1
lummox		14	1.1761	0.17	1.1761	Noun	14	1.00	Noun	14
lymph		14	1.1761	0.14	1.1139	Noun	14	1.00	Noun	14
lymphatic		14	1.1761	0.11	1.0000	Adjective	14	1.00	Adjective	14
maharajah		14	1.1761	0.10	0.9542	Noun	14	0.93	Noun.Name	14.1
mammon		14	1.1761	0.02	0.4771	Noun	7	0.50	Noun.Name	7.7
manchu		14	1.1761	0.14	1.1139	Name	14	1.00	Name	14
mangle		14	1.1761	0.17	1.1761	Verb	11	0.79	Verb.Noun	11.3
mannish		14	1.1761	0.13	1.0792	Verb	8	0.57	Verb.Adjective	8.6
marketable		14	1.1761	0.17	1.1761	Adjective	14	1.00	Adjective	14
mastodon		14	1.1761	0.12	1.0414	Noun	12	0.92	Noun.Name	12.1
matte		14	1.1761	0.11	1.0000	Noun	14	1.00	Noun	14
maypole		14	1.1761	0.08	0.9031	Noun	14	1.00	Noun	14
mediate		14	1.1761	0.11	1.0000	Verb	14	1.00	Verb	14
melee		14	1.1761	0.17	1.1761	Noun	14	1.00	Noun	14
menstruation		14	1.1761	0.13	1.0792	Noun	14	1.00	Noun	14
metaphorical		14	1.1761	0.15	1.1461	Adjective	14	1.00	Adjective	14
meteorological		14	1.1761	0.15	1.1461	Adjective	14	1.00	Adjective	14
metre		14	1.1761	0.12	1.0414	Noun	14	1.00	Noun	14
mickle		14	1.1761	0.02	0.4771	Name	14	1.00	Name	14
middlemen		14	1.1761	0.17	1.1761	Noun	14	1.00	Noun	14
midfield		14	1.1761	0.11	1.0000	Noun	14	1.00	Noun	14
migratory		14	1.1761	0.14	1.1139	Adjective	14	1.00	Adjective	14
minie		14	1.1761	0.12	1.0414	Noun	14	1.00	Noun	14
minnow		14	1.1761	0.11	1.0000	Noun	12	0.80	Noun.Name	12.3
misinformation		14	1.1761	0.17	1.1761	Noun	14	1.00	Noun	14
misprint		14	1.1761	0.11	1.0000	Noun	14	1.00	Noun	14
monogram		14	1.1761	0.15	1.1461	Noun	13	0.93	Noun.Verb	13.1
monopolize		14	1.1761	0.15	1.1461	Verb	14	1.00	Verb	14
moocher		14	1.1761	0.11	1.0000	Noun	14	1.00	Noun	14
moratorium		14	1.1761	0.14	1.1139	Noun	14	1.00	Noun	14
mountainside		14	1.1761	0.17	1.1761	Noun	13	1.00	Noun	13
multiplication		14	1.1761	0.15	1.1461	Noun	14	1.00	Noun	14
mussel		14	1.1761	0.10	0.9542	Noun	14	1.00	Noun	14
napoleonic		14	1.1761	0.07	0.8451	Adjective	14	1.00	Adjective	14
narration		14	1.1761	0.12	1.0414	Noun	14	1.00	Noun	14
nary		14	1.1761	0.14	1.1139	Noun	11	0.79	Noun.Adjective	11.3
nastier		14	1.1761	0.17	1.1761	Adjective	14	1.00	Adjective	14
naturalist		14	1.1761	0.13	1.0792	Noun	14	1.00	Noun	14
needlework		14	1.1761	0.15	1.1461	Noun	14	1.00	Noun	14
negatory		14	1.1761	0.15	1.1461	Adjective	13	0.93	Adjective.Name	13.1
neurotransmitter		14	1.1761	0.14	1.1139	Noun	13	1.00	Noun	13
newsboy		14	1.1761	0.12	1.0414	Noun	14	1.00	Noun	14
nighty		14	1.1761	0.08	0.9031	Noun	14	1.00	Noun	14
occupancy		14	1.1761	0.12	1.0414	Noun	14	1.00	Noun	14
octave		14	1.1761	0.10	0.9542	Noun	14	1.00	Noun	14
omit		14	1.1761	0.15	1.1461	Verb	14	1.00	Verb	14
oomiak		14	1.1761	0.01	0.3010	Name	14	1.00	Name	14
opa		14	1.1761	0.07	0.8451	Noun	4	0.57	Noun.Name	4.3
operatic		14	1.1761	0.17	1.1761	Adjective	14	1.00	Adjective	14
ophthalmologist		14	1.1761	0.14	1.1139	Noun	14	1.00	Noun	14
opportune		14	1.1761	0.15	1.1461	Adjective	14	1.00	Adjective	14
opportunistic		14	1.1761	0.14	1.1139	Adjective	14	1.00	Adjective	14
optometrist		14	1.1761	0.15	1.1461	Noun	14	1.00	Noun	14
orchestrate		14	1.1761	0.17	1.1761	Verb	14	1.00	Verb	14
