2844	叨	dao1/tao1		grumble/garrulous/be in receipt of (grollen)	dāo:叨:⿰口刀 koǔ daō							
343	导	dao3	DUCE!	to transmit/to lead/to guide/to conduct/to direct	daǒ:导:⿱巳寸 sì cùn							
798	岛	dao3	dell tell tyr dyr:bird!	island	daǒ:岛: 							
2483	祷	dao3	√dao:way	prayer/pray/supplication	daǒ:祷:⿰礻寿 shì shoù							
2659	蹈	dao3	Stampf – @ dao ±	tread on/trample/stamp/fulfill	蹈:蹈:⿰足舀 zú yaǒ							
2723	捣	dao3	dao! Addoak	pound/beat/hull/attack/disturb/stir	daǒ:捣:⿰扌岛 shǒu daǒ							
608	倒	dao3/dao4	DOWN	to fall/to collapse/to topple/to change/to fail/bankrupt/upset/turn over/to tip/to pour/to go home/to the contrary/inverted	dǎo:倒:⿰亻到 rén daò							
22	到	dao4	TO	TO/to (a place)/until (a time)/up to/to go/to arrive	dào:到:⿰至刂 zhì dāo	土tǔ刂dāo						
52	道	dao4	TO	TO/direction/way/method/road/path/principle/truth/reason/skill/method/Tao (of Taoism)/a measure word/to say/to speak/to talk	dào:道:⿺辶首 chuò shoǔ	TOP 首 shǒu 1. SCHOPF 2. SCHOOL						
1619	盗	dao4	TAKE	steal/rob/plunder/a thief/bandit/robber	daò:盗:⿱次皿 cì mǐn							
2529	稻	dao4		paddy/rice	dào:稻:⿰禾舀 hé yaǒ							
2963	悼	dao4	@dai devil	mourn/lament	dào:悼:⿰忄卓 xīn zhuó							
3213	焘	dao4/tao1		cover over/to envelope	daò:焘:⿱寿灬 shoù huǒ							
1	的	de/di2/di4	DE(von:der) 的 地 底	DE/(possessive particle)/of/really and truly/aim/clear	dì:的:⿰白勺 baí shaó							
543	底	de/di3	DE  地 的	(possessive part.)/(subor. part.)/background/bottom/base	dǐ:底:⿸广氐 guǎng dī/dǐ							
21	地	de/di4	DE/的/-TY/底	-TY/(subor. part. adverbial)/-ly/earth/ground/field/place/land	dì:地:⿰土也 tǔ yě							
256	德	de2	Deg: : tugend 网/四 tetra DEUTERO 	Germany/virtue/goodness/morality/ethics/kindness/favor/character/kind	dé:德:⿰彳𢛳 chì ?							
39	得	de2/de/DEI3	TAKE	TAKE/obtain/get/gain/proper/suitable/proud/contented/allow/permit/ready/finished/a sentence particle used after a verb to show effect/degree or possibility/to have to/must/ought to/to need to	dé:得:⿰彳㝵 chì *day							
817	登	deng1	dangle	scale/climb/ascend/mount/go up/register/note/to publish/to issue/to record	dēng:登:⿱癶豆 bō doù							
1115	灯	deng1	Dangle	lamp/light	dēng:灯:⿰火丁 huǒ dīng							
158	等	deng3	&&& >>>	class/rank/grade/equal to/same as/wait for/await/et cetera/and so on	děng:等:⿱⺮寺 zhú sì							
1614	邓	deng4	DON 邓 DENG	Deng (Xiaoping)	dèng:邓:⿰又⻏ yoù yì							
2049	瞪	deng4		stare at	dèng:瞪:⿰目登 mù dēng							
2680	凳	deng4		bench/stool	dèng:凳:⿱登几 dēng jī							
3349	蹬	deng4/deng1		step into (as tight shoe)	dèng:蹬:⿰𧾷登 zú dēng							
592	低	di1	DOWN drip drop duck	'to lower (one''s head)/to let droop/to hang down/low/to incline/beneath/low'	dī:低:⿰亻氐 rén dī/dǐ							
1896	滴	di1	drip	a drop/to drip	dī:滴:⿰⺡啇 shuǐ ?							
2464	堤	di1	dīke!	dike	堤:堤:⿰土是 tǔ shì							
196	提	di1/ti2	TAKE	carry (suspended)/to carry/to lift/to put forward/(upwards character stroke)/lifting (brush stroke in painting)/to mention	tí:提:⿰扌是 shǒu shì							
523	敌	di2	Duell 2	enemy/match	dí:敌:⿰舌攵 shé pū							
1440	迪	di2	direct	direct/follow	dí:迪:⿺辶由 chuò yoú							
2219	狄	di2	Diebe	(surname)/barbarians/name of a tribe	dí:狄:⿰犭火 zhì huǒ							
2561	笛	di2	flu.di	flute	dí:笛:⿰竹由 zhú yoú							
3218	涤	di2		wash/cleanse	dí:涤:⿰氵条 shui tiaó							
3746	嫡	di2	didi	first wife/son of first wife	dí:嫡:⿰女啇 nu:3 ?							
3299	嘀	di2/di1	diss	backbite (lästern)	dí:嘀:⿰口啇 koǔ ?							
3919	翟	di2/zhai2		long-tail pheasant/(surname)	dí:翟:⿱羽隹 yǔ zhuī							
1119	抵	di3	TAKE	hold up/on the whole/push against/to support/to resist/to reach/to arrive/mortgage	dǐ:抵:⿰扌氐 shǒu dī/dǐ							
3186	邸	di3		(surname)/lodging-house	dǐ:邸:⿰氐⻏ dī/dǐ yì							
4166	砥	di3		baffle (pier)/whetstone	dǐ:砥:⿰石氐 Shí dī/dǐ							
114	第	di4	digit	'(prefix before a number/for ordering numbers/e.g. ''first''/''number two''/etc)'	dì:第:⿱⺮⿹丿弔 zhú piě dì							
612	帝	di4	DEI! THEIs	emperor	dì:帝:⿱⿳亠丷冖巾  tóu bā mì jīn							
816	弟	di4	Dietmar	younger brother	dì:弟:⿹丿弚 piě ?							
1429	蒂	di4	Digit? @ 地 dì 底 dǐ (terre)	stem (of fruit)	dì:蒂:⿱艹帝 cǎo dì							
1538	递	di4	don	to hand over/to pass/to give	dì:递:⿺辶弟 chuò dì							
2688	缔	di4	Direkt – 	closely joined/connection/knot	dì:缔:⿰纟帝 mì dì							
3338	谛	di4	vi.deo dui:true	examine/truth (Buddhist)	dì:谛:⿰讠帝 yán dì							
4213	棣	di4		Kerria japonica	dì:棣:⿰木隶 mù lì							
2134	颠	dian1	DOWN dangle	inverted/jolt/top	diān:颠:⿰真页 zhēn yè							
2887	癫	dian1		convulsions/crazy	diān:癫:⿸疒颠 nè diān							
3534	滇	dian1		Yunnan	Diān:滇:⿰氵真 shui zhēn							
3775	巅	dian1	天 tiān (sky) 田 tián	summit	diān:巅:⿱山颠 shān diān							
4020	掂	dian1		weigh in the hand	diān:掂:⿰扌店 shǒu diàn							
128	点	dian3	DOWN	'(downwards-right convex character stroke)/o''clock/(a measure word)/point/dot/(decimal) point)'	diǎn:点:⿱占灬 zhān huǒ							
1044	典	dian3	DAYN?	canon/dictionary	diǎn:典:冊 ?							
3681	碘	dian3	io.dine	iodine	diǎn:碘:⿰石典 Shí diǎn							
230	电	dian4	DOWN >	electric/electricity/electrical	diàn:电:⿻日乚 rì yǐ							
1041	店	dian4	店 dian : INN <<	inn/shop/store	diàn:店:⿸广占 guǎng zhān							
1555	殿	dian4	TING 厅 táng 堂  dìan 店 	palace hall	diàn:殿:⿰𡱒殳 ? shū							
2588	甸	dian4	tian 田 ™ Teilen?	imperial domain/suburb	diàn:甸:⿹勹田 bāo tián							
2597	垫	dian4	divan+	pad/cushion/mat	diàn:垫:⿱执土 zhí tǔ							
2656	奠	dian4	DIVINE drink	libation	diàn:奠:⿱酋大 qiú dà							
3159	淀	dian4	se.diment	shallow water/sediment/precipitate	diàn:淀:⿰氵定 shui dìng							
3245	佃	dian4	DON@tian	farmer	tián:佃:⿰亻田 rén tián							
3752	惦	dian4	DENK ++	think of/remember/miss	diàn:惦:⿰忄店 xīn diàn	stand/wait						
4069	玷	dian4		blemish/disgrace/flaw in jade	diàn:玷:⿰⺩占 yù zhān							
1829	雕	diao1	down?	engrave/engrave/shrewd/golden eagle	diāo:雕:⿰周隹 zhoū zhuī							
3635	刁	diao1	diabol 歹 daǐ devil	artful/wicked	diāo:刁:⿹𠃌㇀ jué ?							
3659	碉	diao1	dom™	Tibetan stone house	diāo:碉:⿰石周 Shí zhoū							
3675	凋	diao1	die	withered	diāo:凋:⿰冫周 bīng zhoū							
3703	叼	diao1	~take?	(v) hold sth in the mouth	diāo:叼:⿰口刁 koǔ diaō							
4306	貂	diao1	Dieb	sable/marten	diāo:貂:⿰豸召 zhì shaò							
849	掉	diao4	DOWN	to drop/to fall	diào:掉:⿰扌卓 shǒu zhuó							
2050	吊	diao4	DOWN dangle	to hang a person/condole with/hang	diào:吊:⿱口巾 koǔ jīn							
2305	钓	diao4		to fish with a hook and bait	diaò:钓:⿰钅勺 jīn shaó							
400	调	diao4/tiao2	TONE	mode (music)/to move (troops)/tune/tone/melody/to transfer/harmonize/reconcile/blend/suit well/provoke/incite	diaò:调:⿰讠周 yán zhoū							
1590	跌	die1	die:DOWN! (‘fal:l:die’) !!! <<<	to drop/to fall/to tumble	跌:跌:⿰𧾷失 zú shī							
2004	爹	die1	diedy daddy ++	dad	diē:爹:⿱父多 fù duō							
2271	叠	die2	di2	fold up/repeat	dié:叠:⿱叒冝 ? ?							
2306	蝶	die2		butterfly	dié:蝶:⿰虫枼 chóng ?							
2391	谍	die2		to spy	dié:谍:⿰讠枼 yán ?							
2835	碟	die2	dish	dish/plate	dié:碟:⿰石枼 Shí ?							
3018	迭	die2	Duo: : alter: : 2	alternately/repeatedly	dié:迭:⿺辶失 chuò shī							
3633	喋	die2	dire@dike	To chatter/flowing flood	dié:喋:⿰口枼 koǔ ?							
4122	牒	die2		(official) document/dispatch	dié:牒:⿰片枼 piān ?							
1168	丁	ding1	丁	(surname)/4th heavenly stem/a Chinese surname	dīng:丁:⿱一亅 yī jué							
1906	盯	ding1	盯	stare/gaze	dīng:盯:⿰目丁 mù dīng							
2611	叮	ding1	sTing!	sting (of mosquito)/to ask	dīng:叮:⿱口丁 koǔ dīng							
2267	钉	ding1/ding4	钉 T™	nail	dīng:钉:⿰钅丁 jīn dīng							
1000	顶	ding3	丁 ding [needle-top] <> tai-ping	'peak/top/to replace/to substitute/a measure word (use with ''hat'')/go against/most/'	dǐng:顶:⿰丁页 dīng yè							
2356	鼎	ding3	!!! 鼎	tripod	dǐng:鼎:⿶𤕰目 ? mù							
77	定	ding4	𓂡DO当 doing 动 丁	𓂡DO当?/to set/to fix 丁/to determine/to decide/to order	dìng:定:⿱宀𤴓 mián zhēng							
1176	订	ding4	订 OK	to agree/to conclude/to draw up/to subscribe to (a newspaper/etc.)/to order	dìng:订:⿰讠丁 yán dīng							
4199	锭	ding4	TIN 铁 tǐe 铜 tóng	ingot	dìng:锭:⿰钅定 jīn dìng							
1639	丢	diu1	¬tie  ~throw-	to lose/to put aside/to throw	diū:丢:⿱丿去 piě qù							
194	东	dong1	DUNKel	east	dōng:东:⿻⿻一𠃋小  yī ?arm/gong xiaǒ							
1384	冬	dong1	DUNKEL 冬	winter	dōng:冬:⿱夂⺀ zhǐ u vs er							
2950	咚	dong1	ding dong	boom (of a drum)	dōng:咚:⿰口冬 koǔ dōng							
1211	懂	dong3	DENK	to understand/to know	dǒng:懂:⿰忄董 xīn dǒng							
1629	董	dong3	DENK DUCE	(surname)/supervise/to direct/director	dǒng:董:⿱艹重 cǎo chóng							
73	动	dong4	𓂡DO当 doing 动	𓂡DO当?/to use/to act/to move/to change	dòng:动:⿰云力 yún lì							
1015	洞	dong4	DONG™ dunkel 同东冬冻	cave/hole	dòng:洞:⿰氵同 shui tóng							
2127	冻	dong4	Dong: : dunkel north-east	to freeze	dòng:冻:⿰冫东 bīng dōng							
2710	栋	dong4	dangle	roof beam	dòng:栋:⿰木东 mù dōng							
4095	恫	dong4		frighten	dòng:恫:⿰忄同 xīn tóng							
2512	兜	dou1	Tasch	pocket	dōu:兜:𠑹 ?							
68	都	dou1/du1	DUO2 / TOUT / TOP	DUO2/TOUT/TOP/all/both (if two things are involved)/entirely (due to)each/even/already/(surname)/metropolis/capital city	dū:都:⿰者⻏ zhě yì							
1757	抖	dou3	doumble	tremble/shake out	dǒu:抖:⿰扌斗 shǒu doǔ							
2362	陡	dou3	√duro?	steep	dǒu:陡:⿰阝走 fù zoǔ							
4043	蚪	dou3	doudpole	tadpole	dǒu:蚪:⿰虫斗 chóng doǔ							
580	斗	dou3/dou4	duell	Chinese peck/to fight/to battle/to struggle/to incite/fight/incite								
1793	豆	dou4	TOPF → tofu	bean/peas/bean/sacrificial vessel	dòu:豆:⿳一口䒑 yī koǔ cǎo							
2587	逗	dou4	dösen	linger	dòu:逗:⿺辶豆 chuò doù							
2895	窦	dou4		(surname)/sinus (anatom.)	doù:窦:⿱穴卖 xué maì							
4106	痘	dou4		small pox	dòu:痘:⿸疒豆 nè doù							
752	读	dou4/du2	Dot./due do ƒ	comma/phrase marked by pause/to read/to study	doù:读:⿰讠卖 yán maì							
946	督	du1	DUCE	supervise	dū:督:⿱叔目 shū mù							
2838	嘟	du1	duut	toot/honk	dū:嘟:⿰口都 koǔ doū							
627	独	du2	√dur? 独 ¬2¬	alone/independent/single/sole/only	dú:独:⿰犭虫 zhì chóng							
947	毒	du2	dose/toxin/down/die 	poison/narcotics	dú:毒:⿱龶母 ? mǔ							
3373	渎	du2	DO!	ditch/trouble (some one to do)	dú:渎:⿰氵卖 shui maì							
3915	犊	du2		calf/sacrificial victim	dú:犊:⿰牜卖 niú maì							
4235	牍	du2		documents	dú:牍:⿰片卖 piān maì							
2037	赌	du3		bet/gamble	dǔ:赌:⿰贝者 beì BEÌ zhě							
2284	堵	du3	!	stop up	dǔ:堵:⿰土者 tǔ zhě							
2568	睹	du3	vi.deo	observe/see	dǔ:睹:⿰目者 mù zhě							
3207	笃	du3	DUR~severe dui: true!	true/serious (illness)/sincere/	dǔ:笃:⿱𥫗马 zhú mǎ							
1800	肚	du3/du4		tripe/belly	dù:肚:⿰月土 yuè tǔ							
184	度	du4	Deg. / Take	capacity/degree/standard	dù:度:⿸广⿱廿又 guǎng niàn yoù							
1277	杜	du4	DO	(surname)/fabricate/restrict/to prevent	dù:杜:⿰木土 mù tǔ							
1406	渡	du4	Djump – super duper	to cross/to pass through/to ferry	dù:渡:⿰氵度 shui dù							
2598	妒	du4		jealous	dù:妒:⿰女户 nu:3 hù							
3931	镀	du4	dicht	-plated/to plate	dù:镀:⿰钅度 jīn dù							
916	端	duan1	DOWN	end/extremity/item/port/to hold sth. level with both hands/to carry/regular	duān:端:⿰立耑 lì zhuān							
889	短	duan3	due!	lack/short	duǎn:短:⿰矢豆 shǐ doù							
434	断	duan4	DON 𓂝 𓂞 𓂟 denn	to judge/absolutely/decidedly (in negative constructions)/break	duàn:断:⿰⿺𠃊米斤  yǐ mǐ jīn							
567	段	duan4	twine ↔ 	(surname)/paragraph/section/segment/short								
2531	锻	duan4		forge/wrought/to discipline	duàn:锻:⿰钅段 jīn duàn							
3108	缎	duan4	sa.duan	satin	duàn:缎:⿰纟段 mì duàn							
1370	堆	dui1	DELL	a pile/a mass/heap/stack	duī:堆:⿰土隹 tǔ zhuī							
33	对	dui4	2:DUO/DO/TO/true	DUO/dual/to/couple/pair/to be opposite/to oppose/to face/for/correct (answer)/to answer/to reply/to direct (towards sth)/right	duì:对:⿰又寸 yoù cùn	过 guo4 vs Dui 刁 diāo vs shi 时 SEI 才 cái 寸 cun sein						
268	队	dui4	team	squadron/team/group	duì:队:⿰阝人 fù rén							
2424	兑	dui4	dough! 兑	to cash	duì:兑:⿱丷兄 bā xiōng							
1722	敦	dun1	TOWN	place name/kind-hearted/kind-hearted	dūn:敦:⿰享攵 xiǎng pū							
2497	蹲	dun1	down!	crouch/squat	dūn:蹲:⿰⻊尊 zú zūn							
3553	墩	dun1	Dam,dune ++	block/gate pillar/pier	dūn:墩:⿰土敦 tǔ dūn	Dunhuang!						
1700	吨	dun1/dun4	TON (1000kg)	ton/ton	tún:吨:⿰口屯 koǔ dùnb							
4220	盹	dun3		doze/nap	dǔn:盹:⿰目屯 mù dùnb							
794	顿	dun4	dun~time! don’t!	a time/jerk/stop/meal/bout/spell/(measure for beating)	dùn:顿:⿰屯页 dùnb yè							
1395	盾	dun4	ducken	shield	dùn:盾:⿸𠂆𥃭 ? ?							
3059	钝	dun4	dumpf	blunt/stupid	dùn:钝:⿰钅屯 jīn dùnb							
3222	遁	dun4	down	disappear/to escape	dùn:遁:⿺辶盾 chuò dùn							
3309	沌	dun4	dumb	confused/turbid	dùn:沌:⿰氵屯 shui dùnb							
3857	炖	dun4	Dünst ++	stew slowly/stew	tún:炖:⿰火屯 huǒ dùnb							
61	多	duo1	TOO2	TOO/many/much/a lot of/numerous/multi-	duō:多:⿱夕夕 xī xī							
3231	哆	duo1		quiver/woolen cloth	chě:哆:⿰口多 koǔ duō							
3325	咄	duo1	donner	noise of rage/cry out in anger	咄:咄:⿰口出 koǔ chū							
1199	夺	duo2	take	rob/snatch	duó:夺:⿱大寸 dà cùn							
3009	踱	duo2			踱:踱:⿰𧾷度 zú dù							
3688	铎	duo2	DONG	large ancient bell	duó:铎:⿰钅𠬤 jīn ?							
1571	朵	duo3		M for flowers	duǒ:朵:⿱𠘧木 ? mù							
1644	躲	duo3	duo from dao	avoid/get out of way/to hide/to go into hiding	duǒ:躲:⿰身朵 shēn duǒ							
4009	垛	duo3/duo4	duorget	battlement/target/pile	duò:垛:⿰土朵 tǔ duǒ							
2666	堕	duo4	DOWN 	degenerate/fall	duò:堕:⿱陏土 ? tǔ							
3088	舵	duo4	rud.duo	helm/rudder	duò:舵:⿰舟它 zhoū tā							
3310	惰	duo4	dumb?	lazy	duò:惰:⿰忄⿱左月 xīn zuǒ yuè							
3738	跺	duo4	腿 s’tui3 down!	'(v) stamp one''s foot'	duò:跺:⿰𧾷朵 zú duǒ							
3427	驮	duo4/tuo2	< 	carry on back/carry on back	duò:驮:⿰马大 mǎ dà	duro						
936	额	e2	À …	volume/amount/quantity/forehead/quota	é:额:⿰客页 kè yè							
975	俄	e2	E!	suddenly/very soon/Russian	é:俄:⿰亻我 rén wǒ							
2172	鹅	e2	vs ya:duck	goose	é:鹅:⿰我鸟 wǒ niaǒ							
2784	娥	e2	éh! wow!	good/beautiful	é:娥:⿰女我 nu:3 wǒ							
3063	峨	e2	hé high	lofty/name of a mountain	é:峨:⿰山我 shān wǒ							
3398	蛾	e2	IH ;)	moth	é:蛾:⿰虫我 chóng wǒ							
3782	讹	e2	E! érror	error/exhort/false	é:讹:⿰讠化 yán huà							
1913	哦	e2/o2/o4	OH	to chant/oh is that so	ó:哦:⿰口我 koǔ wǒ							
792	恶	e3/e4/wu4	Ě/wǔ: : evil!!!!!	evil/to hate/to loathe|nauseated/	ě:恶:⿱亚心 yà xīn							
1911	饿	e4	ESS! Faim/fan	to be hungry/hungry	è:饿:⿰饣我 shí wǒ							
2407	厄	e4	厄 È!	distressed	è:厄:⿸厂㔾 chǎng jié							
2701	遏	e4	HÈ!	to stop/check	è:遏:⿺辶曷 chuò hé							
2766	愕	e4	È!	startled	è:愕:⿰忄咢 xīn *gaku/kao/è							
2931	扼	e4	hèld	hold (strategic position)	è:扼:⿰扌厄 shǒu è							
3408	噩	e4	è!	startling (alarmierend)	è:噩:⿻王㗊 wáng ?							
3781	鳄	e4	È-ligator	crocodile/alligator	è:鳄:⿰鱼咢 yú *gaku/kao/è							
3996	颚	e4	Èa : jaw ++	jaw/palate	è:颚:⿰咢页 *gaku/kao/è yè							
4072	萼	e4		stem and calyx of flower	è:萼:⿱艹咢 cǎo *gaku/kao/è							
3173	呃	e4/e	e’e’ ;)	hiccough	è:呃:⿰口厄 koǔ è							
2946	鄂	e4/E4		hupeh	è:鄂:⿰咢阝 *gaku/kao/è fù							
888	恩	en1	An*	kind act (from above)	ēn:恩:⿱因心 yīn xīn							
2042	嗯	en1/ng/en4		(a groaning sound)	ńg:嗯:⿰口恩 koǔ ēn							
3202	唔	en2	UN ¬ WU  無 MA ¬ m4/ng4	NOT	ńg:唔:⿰口吾 koǔ wú	cantonese 不 bùn						
36	而	er2/àr!	à𓂋  	and/as well as/but (not)/yet (not)/(shows causal relation)/(shows change of state)/(shows contrast)	ér:而:⿱⿱一丿⿵冂⿰丨丨  yī piě jiōng shù gǔn shù gǔn 							
192	儿	er2/er	ER 儿 IR 儿 HIER	son/non-syllabic dimi. suff.	ér:儿:⿰丿乚 piě yǐ							
220	尔	er3	<< 尔	thus/so/like that/you/thou	ěr:尔:⿱⺈小 dāo xiaǒ							
887	耳	er3	EAR 耳	ear								
3135	饵	er3		bait/cakes	ěr:饵:⿰饣耳 shí ěr							
3904	珥	er3	Earring / pearl	pearl or jade earring	ěr:珥:⿰𤣩耳 yù ěr							
4328	迩	er3		near	ěr:迩:⿺辶尔  chuò ěr 							
157	二	er4	二	two/2	èr:二:⿱一一 yī yī							
3894	贰	er4		two (fraud-proof)	èr:贰:⿹弋⿱二贝 yì èr beì BEÌ							
47	发	fa1/fa4	FAHR/FAIRE	'FAHR/to send out/to show (one''s feeling)/to issue/to develop/hair:fHAAr'	fā:发:⿺⿸⿻⿱丿一丿又丶   piě yī piě yoù diàn zhǔ 							
1215	罚	fa2	punish	to punish/to penalize	fá:罚:⿱罒⿰讠刂 wǎng yán dāo							
1399	乏	fa2	Fehl / fatigue	short of/tired	fá:乏:⿱丿之 piě zhī							
1810	伐	fa2	fäll fell	(v) cut down; fell/(v) dispatch an expedition against; descend upon	伐:伐:⿰亻戈 rén gē							
2671	阀	fa2	fa:bande	clique/valve	fá:阀:⿵门伐 mén fá							
3785	筏	fa2		raft (of logs)	fá:筏:⿱𥫗伐 zhú fá							
65	法	fa3	FAEHR/vay>way	'FÄHR/law/method/way/Buddhist teaching/Legalist/France (abbrev.)	fǎ:法:⿰氵去 shui qù							
1027	翻	fan1	WEND	flit about/translate/turn over	fān:翻:⿰番羽 fān yǔ							
2459	帆	fan1	Fan @ wind!	sail	帆:帆:⿰巾凡 jīn fán							
2622	藩	fan1			藩:藩:⿱艹潘 cǎo pān							
3437	幡	fan1	FAHNE	banner	fān:幡:⿰巾番 jīn fān							
1452	番	fan1/pan1	~foreign™	(measure word for acts)/deeds/foreign/(surname)/place name	fān:番:⿱釆田 biàn tián							
1013	凡	fan2	PAN	all/ordinary/every/whatever/worldly	fán:凡:⿵几丶 jī diàn zhǔ 							
1296	繁	fan2	PAN!	many/in great numbers/complicated	fán:繁:⿱敏糸 mǐn mì							
1253	烦	fan2		feel vexed/to bother	fán:烦:⿰火页 huǒ yè							
3282	樊	fan2	FENCE	(surname)/cage/fence	fán:樊:⿱棥大 ? dà							
3646	蕃	fan2/fan1	fan out	flourishing/to reproduce	fán:蕃:⿱艹番 cǎo fān							
237	反	fan3	wend FANTI FAUX	wrong side out or up/anti-	fǎn:反:⿸𠂆又  ? yoù 							
1430	返	fan3	wend	to return (to)	fǎn:返:⿺辶反 chuò fǎn							
705	范	fan4	fancy 犯fàn氾	pattern/model/example/(surname)	fàn:范:⿱艹氾 cǎo ?							
767	犯	fan4	FEND	to violate/to offend	fàn:犯:⿰犭㔾 zhì jié							
935	饭	fan4	~food™	food/cuisine/cooked rice/meal	fàn:饭:⿰饣反 shí fǎn	pfan-cake:)						
1327	泛	fan4	PAN!	broad/vast/float/pan-/float/general/vague	fàn:泛:⿰氵乏 shui fá							
2466	贩	fan4	√wend	deal in/trade in/to peddle/to sell	fàn:贩:⿰贝反 beì BEÌ fǎn							
3276	梵	fan4	< 	Brahma/Sanskrit	fàn:梵:⿱林凡 lín fán							
60	方	fang1	方 ←凡fa:n:PA:N:万WAN	4-Wind风®/FANG网/FENCE/square/quadrilateral/direction/just	fāng:方:⿱丶万 diàn zhǔ wàn							
1586	芳	fang1	~	fragrant	fāng:芳:⿱艹方 cǎo fāng							
2542	坊	fang1	fence	subdivision of a city	fāng:坊:⿰土方 tǔ fāng							
512	房	fang2	WIND-FANG fence	house	fáng:房:⿸戶方, ⿸户方, ⿸戸方 hù fāng yì  hù fāng yì  hù fāng							
548	防	fang2	FENCE/FEND	to protect/to defend/to guard (against)	fáng:防:⿰阜|⻖方 fù fù fāng							
1873	妨	fang2	fang	hinder/harm	fáng:妨:⿰女方 nu:3 fāng							
3005	肪	fang2	Fangt – 	animal fat	fáng:肪:⿰⺼方 ròu fāng							
1037	访	fang3	FANG fragen?	inquire/seek/visit	fǎng:访:⿰讠方 yán fāng							
1259	仿	fang3	Feign +++	to imitate/to copy/imitate/seemingly	fǎng:仿:⿰亻方 rén fāng							
2409	纺	fang3		spin	fǎng:纺:⿰纟方 mì fāng							
291	放	fang4	¬fang	to release/to free/to let go/to put/to place/to let out	fàng:放:⿰方攵 fāng pū							
283	非	fei1	FAKE FAUX < BU BAD!	non-/not-/un-								
347	飞	fei1	FLY 飞	to fly								
1418	菲	fei1	BUY 贝	rich/luxurious/phenanthrene (chemical)/Philippines	fēi:菲:⿱艹非 cǎo feī							
2326	啡	fei1	咖啡 kāfēi  下午茶啡 xiàwǔ chá(啡) !	coffee	fēi:啡:⿰口非 koǔ feī							
2574	妃	fei1	Fee > bitch 6	imperial concubine	fēi:妃:⿰女己 nu:3 jǐ							
3862	绯	fei1	FIRE ++ pyro purpur purple	dark red/purple silk	feī:绯:⿰纟非 mì feī							
4034	扉	fei1	fake door	door with only one leaf	fēi:扉:⿸户非 hù feī							
1620	肥	fei2	FAT / FIT / FERTILE!	loose-fitting/fat/fertile	féi:肥:⿰月巴 yuè bā							
3543	腓	fei2	1. Fade 2. Ferse 3. Furt?	decay/calf of leg/protect	féi:腓:⿰肉|⺼非 roù ròu feī							
2201	匪	fei3	Failed thiefei	bandit	fěi:匪:⿷匚非 fāng feī							
2972	斐	fei3	fine!	(phonetic)/(surname)/elegant	fěi:斐:⿱非文 feī wén							
3541	诽	fei3	fake news	slander (Verleumdung )	feǐ:诽:⿰讠非 yán feī							
4135	翡	fei3		green jade/kingfisher	fěi:翡:⿱非羽 feī yǔ							
486	费	fei4	FEE	to cost/to spend/fee/wasteful/expenses/(surname)	feì:费:⿱弗贝 fú beì BEÌ							
1376	废	fei4	fade	abolish/crippled	feì:废:⿸广发 guǎng fā							
2044	肺	fei4	< 	lung	feì:肺:⿰月巿,⿰月市 yuè ? yì yuè shì							
2698	沸	fei4	Feir > boil	boil	fèi:沸:⿰氵弗 shui fú							
3281	狒	fei4	A fei: : Affe	hamadryad baboon	fèi:狒:⿰犭弗 zhì fú							
3426	吠	fei4	fei~fauch~wau’en	to bark	fèi:吠:⿰口犬 koǔ quǎn							
1181	纷	fen1	PAN	numerous/confused/disorderly	fēn:纷:⿰纟分 mì fēn							
1890	芬	fen1	~	fragrant	fēn:芬:⿱艹分 cǎo fēn							
2009	氛	fen1	faint vapor	miasma/vapor	fēn:氛:⿹气分 qì fēn							
2299	吩	fen1		leave instructions/to order	fēn:吩:⿰口分 koǔ fēn							
79	分	fen1/fen4	FENCE?	™/to divide/minute/(a measure word)/(a unit of length: : 0 centimeter)/part	fēn:分:⿱八刀 bā daō							
2370	坟	fen2	<> fence	a grave	fén:坟:⿰土文 tǔ wén							
2498	焚	fen2	Fén ~ brenn !	burn	fén:焚:⿱林火 lín huǒ							
3766	汾	fen2	™	name of a river	fén:汾:⿰氵分 shui fēn							
1498	粉	fen3	wehen	dust/powder	fěn:粉:⿰米分 mǐ fēn							
784	份	fen4	[part]	(a measure word for gifts/copies of a newspaper)/copy (of newspaper/magazine/etc.)/share/portion/part/(a measure word)	fèn:份:⿰亻分 rén fēn							
1268	奋	fen4	fend 	exert oneself	gǎng:奋:⿱大田 dà tián	@ fang 方						
1508	愤	fen4		indignant/anger/resentment	fèn:愤:⿰忄贲 xīn bēn/bì							
2884	粪	fen4		manure/dung	fèn:粪:⿱米共 mǐ gòng							
3145	忿	fen4	~	vehement	fèn:忿:⿱分心 fēn xīn							
348	风	feng1	WIND	wind/news/style/custom/manner	fēng:风:⿵𠘨㐅 fēng ?							
871	封	feng1	FANG	to confer/to grant/to seal/(a measure word)	fēng:封:⿰圭寸 guī cùn							
1189	丰	feng1	FEIN ≠ 非 fēi fehl falsch fake	buxom/good-looking/appearance and carriage of a person/(surname)/abundant/plentiful/great	fēng:丰:⿻三丨 sān shù gǔn 							
1473	峰	feng1	Wing? <	peak/summit	fēng:峰:⿰山夆 shān ?							
1549	疯	feng1	< 	insane/mad/wild	fēng:疯:⿸疒风 nè fēng							
1671	锋	feng1	fencing	point or edge of a tool	fēng:锋:⿰钅夆 jīn ?							
