#,S,phon      ,,meaning,,
703,?,she4,SHOOT,radio- (chem.)/shoot,,
704,?,lue4,LINE RUE,plan/strategy/outline/summary/slightly/rather/to rob/to plunder/to summarize,,
705,?,fan4,,pattern/model/example/(surname),,
706,?,jing4,JIN ? sudden,unexpectedly/actually/to go so far as to/indeed,,
707,?,ju4,YU ? ,"(a measure word, for sentences or lines of verse)/sentence",,
708,?,shi4,SHIELD ciel saal diele,room,,
709,?,yi4,Y+,"(interj.)/raise/to stop, different/unusual/strange",,
710,?,ji1,Y+,to arouse/to incite/to excite/to stimulate/sharp/fierce/violent,,
711,?,han4,HUN HAND ?,Chinese/name of a dynasty,,
712,?,cun1,town-,village,,
713,?,ha1/ha3,haha ?,"laughter/yawn, a Pekinese/a pug",,
714,?,ce4,scheme,method/plan/policy/scheme,,
715,?,yan3,Y+ GENE,to develop/to evolve/to practice/to perform/to play/to act,,
716,?,jian3,J1,simple,,
717,?,ka3/qia3,check ? qi? k? CARD ,"Card/to check/to stop/to block, customs station/to be choked/to fasten/to clip/to wedge/checkpost",,
718,?,zui4,zuin/zuilt,sin/guilt/crime/fault/blame,,
719,?,pan4,? PAN!?,to judge/to sentence/to discriminate/to discern,,
720,?,dan1/dan4,DON ? ? ?,"to undertake/to carry/to shoulder/to take responsibility, a picul (133 lbs.)/burden/a load/responsibility",,
721,?,zhou1,?  zhoú <!> chuán ?,(United States) state/province/sub-prefecture,grenz kanal?,
722,?,jing4,JING¬LE (jingle??  =no jing!),still/calm/quiet/not moving,,
723,?,tui4,down,to decline/to move back/to withdraw/retreat/,,
724,?,ji4,Y+,already/since/both... (and...),,
725,?,yi1/yi4,? Y? y? ®,"clothes, gown/to dress/to wear",,
726,?,nin2,Dei.nin,you (formal),,
727,?,zong1,SCHOOL KIN ~--,school/sect/purpose/model/ancestor/family,,
728,?,ji1,Y+,to amass/to accumulate/to store/old/long-standing,,
729,?,yu2,Y+  YO:JE!,extra/surplus/remaining/after I/me,,
730,?,tong4,?™,ache/pain/sorrow,,
731,?,jian3,SEEN,to check/to examine/to inspect,,
732,?,cha1/cha4/chai1/ci1,Schafel = cha/fehl ;),"difference/discrepancy/to differ/error/to err/to make a mistake, differ from/short of/to lack/poor, send/a messenger/a mission/to commission, uneven",,
733,?,fu4,BUY ? ?,rich,,
734,?,ling2,RING,alert/departed soul/efficacious/quick/effective/intelligence,,
735,?,xie2,X?,cooperate/harmonize/to help/to assist/to join,,
736,?,jiao3/jue2,? jhorn,"angle/horn/horn-shaped, Chinese musical note/angle/horn",,
737,?,zhan1/zhan4,SEEN ? SANK ?,"to observe/to divine, to divine, to occupy/to constitute/to make up/to account",,
738,?,pei4,~fit,to join/to fit/to mate/to mix/to match/to deserve/to make up (a prescription),,
739,?,zheng1,Journey @ cheng,journey/trip/expedition/attack/levy (troops or taxes),,
740,?,xiu1,schön,to decorate/to embellish/to repair/to build/to study/to write/to cultivate,,
741,?,pi2,Peal:pelt!,leather/skin/fur,,
742,?,hui1,(w)huish,wisch/wipe away/scatter/wield,,
743,?,sheng1/sheng4,CAN,"(also sheng4) able to do/competent enough to, peptide, victorious",,
744,?,jiang4/xiang2,<> ?,"to drop/to fall/to come down/to descend, surrender",,
745,?,jie1,ST ? zuo ?,rank or step/stairs,,
746,?,shen3,SEEN,to examine/to investigate/carefully/to try (in court),,
747,?,chen2,?senk sink,sink/deep/profound/to lower/to drop/submerge/immerse/,,
748,?,jian1,JOIN : strong,strong/solid/firm/unyielding/resolute,,
749,?,shan4,schön,good,,
750,?,ma1,mama,ma/mamma,,
751,?,liu2,? lys : erlös ;),(surname)/to kill,,
752,?,dou4/du2,"Dot., due do ƒ","comma/phrase marked by pause, to read/to study",,
753,?,a1/a2/a3/a4/a,A ,"(interj.)/ah, an interjection/to express doubt or to question/to show realization/to stress, (interj. for surprise), oh (interjection), (a modal particle showing affirmation, approval, or consent)",,
754,?,chao1,SEHR? <<,to exceed/overtake/surpass/transcend/ultra-/super-/to pass/to cross,,
755,?,mian3,¬ face,to exempt/to remove/to avoid/to excuse,,
756,?,ya1/ya4,YAD ? you,"to press/to push down/to keep under (control), in the first place/to crush",,
757,?,yin2,YUAN ¥,silver,,
758,?,mai3,MERCHAND market ? mBuy ? mao ? mo’ ?,buy,,
759,?,huang2,KING,(surname)/emperor,,
760,?,yang3,YOUNG ? yang jungen,"give birth/keep (pets)/to support/to bring sb. up/to raise (pig, etc.)",,
761,?,yi1,HE > HYI,he/she/(surname)/Iraq (abbrev.),,
762,?,huai2,? hu? ?  ~ ? ,heart/to think of/to cherish/mind/bosom,,
763,?,zhi2,greif ?,execute (a plan)/grasp,,
764,?,fu4,B2 / vice,vice-/secondary/auxiliary/deputy/assistant/(measure word for a pair),,
765,?,luan4,LINE¬,in confusion/disorderly,,
766,?,kang4,kampf,to resist/to fight/to defy,,
767,?,fan4,FEND,to violate/to offend,,
768,?,zhui1,chase,to chase/pursue (a problem),,
769,?,bang1,B2 BANDE,to assist/to support/to help/group/gang/party,,
770,?,xuan1,SAYN,to declare (publicly)/to announce,,
771,?,fo2/fu2,Kung Fuzi : Buda,"Buddha/Buddhism, seemingly",,
772,?,sui4,suns,year/years old/(a measure word),,
773,?,hang2,Hang™ @ hangar,boat/ship/vessel/craft/to navigate/to sail,,
774,?,you1,Y+,excellent/superior,,
775,?,guai4,"queer, gay",queer/to blame,,
776,?,xiang1,"(in)cense, sense",fragrant/incense/(of food) savory/appetizing/sweet/scented/popular,,
777,?,zhu4/zhe,ZU+  DO zuo,"Attach, touch … make …"," zhuó, zháo, zh?o ",
778,?,tian2,?,(surname)/field/farm,,
779,?,tie3,TIN,iron,,
780,?,kong4,kampf,to accuse/to charge/to control/to sue,,
781,?,shui4,SAY?,taxes/duties,,
782,?,zuo3,ZUO ? DO ? !,left,,
783,?,you4,YOU ? YU ? !,right (-hand),,
784,?,fen4,[part],"(a measure word for gifts, copies of a newspaper)/copy (of newspaper, magazine, etc.)/share/portion/part/(a measure word)",,
785,?,chuan1,channel,to bore through/pierce/perforate/penetrate/pass through/to dress/to wear/to put on/to thread,,
786,?,yi4,YI : IDEA,skill/art,,
787,?,bei1/bei4,BACK,"carry on one's back, to be burdened/to carry on the back or shoulder, learn by heart/the back of the body",,
788,?,zhen4,"SEND, SAYN",disposition of troops/short period/wave/spate/burst/spell,,
789,?,cao3,"? cao ~ straw , grass",grass/straw/draft (of a document)/careless/rough/manuscript/hasty,,
790,?,jiao3/jue2,JAMB!,"a kick/foot/role, role",,
791,?,gai4,ca.,approximate/general,,
792,?,e3/e4/wu4,?/w? = evil!!!!!,"evil, to hate/to loathe,nauseated, ",,
793,?,kuai1/kuai4,CUT ? certain CARD ? KA ,"piece/chunk/lump/(measure word for chunks, lumps), yuan (unit of currency)/fast (of a watch)/swift/rapid/happy/joyful/soon/quick/(a measure word, for cloth, cake, soap)",,
794,?,dun4,dun~time! don’t!,a time/jerk/stop/meal/bout/spell/(measure for beating),,
795,?,gan3,?goin,dare,,
796,?,shou3,schutz,to guard,,
797,?,jiu3,juice y?u ?,wine/liquor/spirits,geist ? gu?,
798,?,dao3,dell tell tyr dyr:bird!,island,,
799,?,tuo1,trust ? ,"to hold in one's hand/to entrust/to support in one's palm, entrust",,
800,?,yang1,?,beg/center,,
801,?,hu4,HOUSE ? ? ?,a household/door/family,,
802,?,lie4,,ardent/intense/split/crack/rend,,
803,?,yang2,? ???,foreign/ocean,,
804,?,ge1,German : gero hermano!!!,elder brother,,
805,?,suo3,Such search,to search/to demand/to ask/to exact/large rope/isolated,,
806,?,hu2,HU? HOW?,"(surname)/beard/what why how, beard/mustache",,
807,?,kuan3,CUT ? ? KA ,section/paragraph/funds,,
808,?,kao4,gainst?,near/by/against/to support/depend upon/lean on/,,
809,?,ping2,_^ pan=judge peace®,to judge/to discuss/to comment/to criticize/to choose (by public appraisal),,
810,?,ban3,BAND B2,an edition/version/page/a register/a block of printing/,,
811,?,bao3,BUY ? ?,a jewel or gem/a treasure/precious,,
812,?,zuo4,Stuhl SEAT ? zuò <> stand,"seat/base/stand/measure word for large, solid things",,
813,?,shi4,SAY,explain/to release,,
814,?,jing3,SHINE,bright/circumstance/scenery,,
815,?,gu4,GO guck!,to attend to/look after/take into consideration,,
816,?,di4,Dietmar,younger brother,,
817,?,deng1,,scale/climb/ascend/mount/go up/register/note/to publish/to issue/to record,,
818,?,huo4,HAO: Goods ?,goods/money/commodity,,
819,?,hu4,HE ? ++,mutual,,
820,?,fu4,BUY ? ? PAY,pay,,
821,?,bo2,BO BRO,father's elder brother/senior/paternal elder uncle/eldest of brothers/respectful form of address,,
822,?,man4,Mean > slow :(,slow,,
823,?,ou1,EU ?,Europe,,
824,?,huan4,CHANGE,change/exchange,,
825,?,wen2,? hear:wen,(surname)/hear/sniff at,,
826,?,wei1,<> wehr,danger/to endanger,,
827,?,mang2,mangel:zeit – ,busy,,
828,?,he2,Kern ?  hé  ?grain ‘hern’,nuclear/atomic/stone (of fruit),"< hai.zi child,seed",
829,?,an4,UN¬,"dark/gloomy/hidden/secret, to shut the door/unilluminated",,
830,?,jie3,jiejie~sister,older sister,,
831,?,jie4,JOIN ? see,introduce/lie between/between,,
832,?,huai4,,"bad/spoiled, bad",Caca <> black,
833,?,tao3,TAKE ? ? ?,ask for/send punitive expedition/to demand/to marry,,
834,?,li2/li4,jolie,"Korea, beautiful",,
835,?,liang2,? líang ® ???,good/very/very much,,
836,?,xu4,? xù sequence,order/sequence/preface,,
837,?,sheng1,SHAN ? ? ?,"to raise/to hoist/to promote/pint, ascend/peaceful, promoted",,
838,?,jian1/jian4,JOIN : strong,"hard/strong/solid/firm/to supervise/to inspect/jail/prison, supervisor",,
839,?,lin2,,to face/to overlook/to arrive ? lei/to be (just) about to/just before,,
840,?,liang4,light,light/bright,,
841,?,lu4/lou4,look!,to show/to reveal/to expos/dew,,
842,?,yong3,Forever:y?ng! ???   JIN ? ?,forever/always/perpetual (ly),,
843,?,hu1,"HOWL, hoot, YU ? ",to call/to cry/to shout/to breath out/to exhale,,
844,?,wei4,?,taste,,
845,?,ye3,?,field/plain/open space/limit/boundary/rude/wild,,
846,?,jia4,JOIN,"to support/frame/rack/framework/measure word for planes, large vehicles, radios, etc.",,
847,?,yu4,?,field/region/area/domain (taxonomy),,
848,?,sha1,Sand  <> ?  Saat ?  hé  ? ,granule/hoarse/raspy/sand/powder,,
849,?,diao4,DOWN,to drop/to fall,,
850,?,kuo4,KOU < close!?,enclose/include,,
851,?,jian4,-- ,warship,,
852,?,yu2,? fyuš,fish,,
853,?,za2,,mixed/miscellaneous/various/to mix,,
854,?,wu4,BU WU ? f?i fehl,mistake/error/to miss/to harm/to delay/to neglect,,
855,?,wan1,VAN™,bay/gulf,,
856,?,ji2,JOY,lucky,,
857,?,jian3,J¬ !,to lower/to decrease/to reduce/to subtract/to diminish,,
858,?,bian1,BIND BAND,weave/plait/organize/group/arrange/edit/compile/write/compose/fabricate,,
859,?,chu3,TOWN-,(surname)/ancient place name/distinct/clear/orderly/pain/suffering/(a surname),,
860,?,ken3,CAN!,to agree/to consent/to be ready (to do sth)/willing,,
861,?,ce4,side,side/to lean/to survey/to measure/conjecture,,
862,?,bai4,beat,be defeated/to defeat/loss,,
863,?,wu1,WOHN <> HOUSE ? ? ?,house/room,,
864,?,pao3,beat it ;),to run/to escape,,
865,?,meng4,MOON MIND ?,to dream,,
866,?,san3/san4,LY:SAN,"leisurely/loosen/powdered medicine/to scatter/to come loose, adjourn/scatter",,
867,?,wen1,warm,(luke)warm/to review,,
868,?,kun3/kun4,CON ?,"a bunch/tie together, distress/sleepy/doze off, sleepy/doze off",,
869,?,jian4,ZINN ?,(double-edged) sword,,
870,?,jian1/jian4,Y+,"imbue, gradual/gradually",,
871,?,feng1,FANG,to confer/to grant/to seal/(a measure word),,
872,?,jiu4,JOIN,to assist/to rescue/to save,,
873,?,gui4,GOOD cowry kauf : BIEN BUY ? ?,expensive/noble/your (name)/precious,,
874,?,qiang1,gun,"gun/firearm/rifle/spear, rifle/spear",,
875,?,que1,Manque –,lack/scarce/vacant post/to run short of,,
876,?,lou2,louvre,house with more than 1 story/storied building/floor,,
877,?,xian4,shan,a district/county,,
878,?,shang4,denk,still/yet/to value/to esteem,,
879,?,hao2,HAAR,hair/drawing brush/(in the) least/one thousandth,,
880,?,yi2,Y+ –,to move/to shift/to change/to alter/to remove,,
881,?,niang2,NIN ? nun mum!,"mother/young lady, mother/troubled",,
882,?,peng2,BAND 2 ? you you youe you ? ??yue ? Man: Hand!!!,friend,2 both? ban1 bande,
883,?,hua4,?,draw/picture/painting,,
884,?,ban1,BAND,team/class/rank/squad/a work shift/a measure word/(a surname),,
885,?,zhi4,SIR,wisdom/knowledge,,
886,?,yi4,Y+,also,,
887,?,er3,EAR ?,ear,,
888,?,en1,An*,kind act (from above),,
889,?,duan3,due!,lack/short,,
890,?,zhang3,"KING, sHandg",in charge of/palm of hand,,
891,?,kong3,kangst,afraid/frightened/to fear,,
892,?,yi2,Yir : go – ,to lose/to leave behind,,
893,?,gu4,GUT GUR:sure,hard/strong/solid/sure,,
894,?,xi2,SIT,"banquet/woven mat/seat/place, woven mat",,
895,?,song1,,"loose/pine, loose",,
896,?,mi4,mimi;)  ? mi4 ,secret,,
897,?,xie4,thank!,(surname)/to thank,,
898,?,lu3,LOH!,crass/place name,,
899,?,yu4,JOIN,meet with,,
900,?,kang1,Calm : kein angst ??,peaceful/spongy (of radishes),,
901,?,lu:4/lv4,flucht?,anxiety,,
902,?,xing4,?,"lucky, fortunate/lucky",,
903,?,jun1,jun1,uniform/equal/even/all,,
904,?,xiao1,xiao~sell/smelt – ,to melt/to do away with/to sell,,
905,?,zhong1,JINGle ?? ,Bell/clock/time as measured in hours and minutes,,
906,?,shi1,SAY ? sh?,poem/poetry/verse,,
907,?,cang2/zang4,concealing,"to hide away/to conceal/to harbor/store/accumulate, storehouse/depository/Buddhist or Taoist scripture/Zang/Tibet",,
908,?,gan3,GOING,drive away/to catch up/to overtake/to hurry/to rush,,
909,?,ju4,JOUR JEU JOY,drama/play/show/severe,,
910,?,piao4,PLANE? ? <> ? pan  ? ban3 plank bank,bank note/ticket,,
911,?,sun3,LY:SEN,to damage/injure/to lose/to harm,,
912,?,hu1,HUH! ;),suddenly,,
913,?,ju4,HUGE ? gjuant,very large/huge/tremendous/gigantic,,
914,?,pao4,PAO!,"cannon/gun/firecracker, gun/cannon",,
915,?,jiu4,yeared gero ?,old (opposite of new)/former,,
916,?,duan1,DOWN,end/extremity/item/port/to hold sth. level with both hands/to carry/regular,,
917,?,tan4,… to <> ? tu?.an @ tao,to explore/to search out/to scout/to visit,,
918,?,hu2,SHUI,lake,,
919,?,lu4,?,to record/to hit/to copy,,
920,?,ye4,Y+ ? ?,(surname)/leaf/page,,
921,?,chun1,Jeun < June,spring (time)/gay/joyful/youthful/love/lust/life,,
922,?,xiang1,TOWN,country/village,,
923,?,fu4,Plus? – ,to add/to attach/to be close to/to be attached,,
924,?,xi1,qì ?,to breathe/to suck in/to absorb/to inhale,,
925,?,yu2/yu3,YO/JE/I   YOU ? yud,"I, to give",,
926,?,li3,LET lite:rite ;),gift/propriety/rite,,
927,?,gang3,! <> Hang™ @ hangar,harbor/Hong Kong (abbr.),,
928,?,yu3,? Y?     ???    yârâhn,rain,,
929,?,ya/ya1,…JO!,(final part.),,
930,?,ban3,PLANE? ? <> ? pan  ? ban3 plank bank,"board/plank/plate/slab, boss",,
931,?,ting2,TING ? ™ ?,court/courtyard,,
932,?,fu4,FUMAN / WOMAN,woman,,
933,?,gui1,GO huim ??,to go back/to return,,
934,?,jing1,EYING! ? ,eye,,
935,?,fan4,~food™,food/cuisine/cooked rice/meal,pfan-cake:),
936,?,e2,À,volume/amount/quantity/forehead/quota,,
937,?,han2,HEN < CON ?,to keep/to contain,,
938,?,shun4,schön folgen;),favorable/to obey/to follow/to arrange/to make reasonable/along,,
939,?,shu1,LY:SEN,to transport/to lose,,
940,?,yao2,jec,shake/to rock,,
941,?,zhao1,,provoke/to recruit,,
942,?,hun1,"HEN < CON, HUN ? ",to marry/marriage/wedding/to take a wife,,
943,?,tuo1,take off @ tao ? ,to take off/to escape/to get away from/to shed/,,
944,?,bu3,fill patch ~~,to repair/to patch/to mend/to make up for/to fill (a vacancy)/to supplement,,
945,?,wei4,Why: by the way,speak of,,
946,?,du1,DUCE,supervise,,
947,?,du2,death,poison/narcotics,,
948,?,you2,Yoil @ YU ? ? ?? juice,oil/sly,,
949,?,liao2,LY:SAN,to treat/to cure,,
950,?,lu:3/lv3,LUE@RUE,trip/travel,,
951,?,ze2,?,beneficence/marsh,,
952,?,cai2,?,material,,
953,?,mie4,MEI¬DEN,extinguish,,
954,?,zhu2,sue single,to pursue/to chase/individually/one by one,,
955,?,mo4,MEI¬DEN,do not/there is none who,,
956,?,bi3,PEN,pen/pencil/writing brush/to write or compose/the strokes of Chinese characters,,
957,?,wang2,? @nirVANga,to die/to perish,,
958,?,xian1/xian3,JIN ? XIN ? SHINE,"fresh, few/rare",,
959,?,ci2,SIGN,works/phrases/classical Chinese poem/word/diction,,
960,?,sheng4,SANK! ? ? shàn,holy/sacred/saint/sage,,
961,?,ze2/zhai2,zelect,"to select/to choose/to pick, pick over",,
962,?,xun2,SEEN,to search/to look for/to seek,,
963,?,chang3,HANG ?,cliff/slope/factory/yard/depot/workhouse/works/(industrial) plant,,
964,?,shui4,shuip sleep,to sleep,,
965,?,bo2,BUY ? ? PAN,rich/extensive/ample/obtain/aim/to win/to get/rich/plentiful/to gamble,,
966,?,le4/lei1,LINE < rein!,"strangle, rein in",,
967,?,yan1,--,cigarette/tobacco/smoke,,
968,?,shou4,SCHOOL,to teach/to instruct/to award/to give,,
969,?,nuo4,Nuo:noema nei=yay!,to promise/to yes,,
970,?,lun2,L ? ring?,human relationship,,
971,?,an4,bank gang,bank/shore/beach/coast,,
972,?,ao4,+,obscure/mysterious,,
973,?,tang2,™,Tang dynasty (618-907),,
974,?,mai4,MERCHAND market ? mBuy ,to sell,,
975,?,e2,E!,suddenly/very soon/Russian,,
976,?,zha2/zha4,? zhaput!,"fry, explode",,
977,?,zai3/zai4,ZAIT  zair<carry ?,"year, to carry/to convey/to load/to hold/and/also/as well as/simultaneously",,
978,?,luo4,LOH fluss,(surname)/name of a river,,
979,?,jian4,SAN!,healthy,,
980,?,tang2,TONG ? ?    ?? c?nt?ng,(main) hall/large room,,
981,?,pang2,pan?,beside/one side/other/side/self,,
982,?,gong1,KING GUAN~CROWN GOING KURONG ? ? ,palace,?GUANG HANGar,
983,?,he1/he4,He! drink®,"my goodness/to drink, shout applause",,
984,?,jie4,COIN ?qían ? j?ang  ,to lend/to borrow/excuse/pretext/by means of,,
985,?,jun1,? J?n™ Uniter?,monarch/lord/gentleman/ruler,,
986,?,jin1/jin4,JIN ?  y?ng ?,"endure, to prohibit/to forbid",,
987,?,yin1,? ™ !!! JUNE vs YOUNG,(of weather) overcast/Yin/feminine/moon/cloudy/negative (electric.)/shady,,
988,?,yuan2,? yardin gardin  <> GUAN,garden,,
989,?,mou2,?Moyer,to plan/seek/scheme,,
990,?,song4,mu ?  shu+an(g) ? musen song!,(surname)/name of a dynasty,,
991,?,bi4,B2 flee,avoid/shun/flee/escape/leave/to keep away/to leave/to hide,,
992,?,zhua1,greif,to grab/to catch/to arrest/to snatch,,
993,?,rong2,Rang rank,glory/honored,,
994,?,gu1,?gero gundel gauntulei,paternal aunt,,
995,?,sun1,SON,grandson,,
996,?,tao2,take off @ tao,to escape/to run away/to flee,,
997,?,ya2,ivorya,tooth/ivory,,
998,?,shu4,?,bunch/(a measure word)/to bind/to control,,
999,?,tiao4,? yue4 < zú ? tyiuamp shoem,jump/hop/skip (a grade)/to leap/to bounce/to beat,,
1000,?,ding3,? ding [needle-top] <> tai-ping,peak/top/to replace/to substitute/a measure word (use with 'hat')/go against/most/,,
1001,?,yu4,yude,jade,,
1002,?,zhen4,TOWN-,composed/small town/to suppress/to press down/to post,,
1003,?,xue3,xuene,snow,,
1004,?,wu3,noon ? niu ,11 a.m.-1 p.m./7th earthly branch/noon,,
1005,?,lian4,LINE? ?,to practice/to train/to perfect (one's skill)/to drill,,
1006,?,po4,pow! Potenz po~force,to force/to compel/pressing/urgent,,
1007,?,ye2,yearo gero ?,grandpa/etc./old gentleman,,
1008,?,pian1,PLANE ? pan ? ?,sheet/piece of writing/(a measure word)/chapter/article,,
1009,?,rou4,RAW meat,meat/flesh,,
1010,?,zui3,<<<,mouth,,
1011,?,guan3,GUAN™ ~ CROWN,house/establishment,,
1012,?,bian4,PAN,everywhere/turn/all over/one time/a time,,
1013,?,fan2,PAN,ordinary/every/all/whatever/worldly,,
1014,?,chu3,? <> TOWN <<<<?,foundation/base,,
1015,?,dong4,DONG™ dunkel ????,cave/hole,,
1016,?,juan3/juan4,JOIN? ? roll,"to roll (up)/to sweep up/to carry on, coil/to roll, chapter/examination paper",,
1017,?,tan3,DOWN,flat/open-hearted/level/smooth,,
1018,?,niu2,GNU ? Muh,ox/cow/bull,,
1019,?,ning2,?,peaceful/rather,,
1020,?,zhi3,SHEET,paper,,
1021,?,zhu1,TOUTS,(surname)/all/many/various,,
1022,?,xun4,SCHOOL,example/pattern/to teach/to train/instruction,,
1023,?,si1,SELF s? ???? j?,personal/private/selfish,,
1024,?,zhuang1,TOWN-,farm/village,,
1025,?,zu3,,ancestor/forefather/grandparents,,
1026,?,si1,SILK,silk/thread/trace,,
1027,?,fan1,WEND,flit about/translate/turn over,,
1028,?,bao4,BAO! Pao!,sudden/violent/cruel/to show or expose/to injure,,
1029,?,sen1,MU:SEN ? ? ?,forest,,
1030,?,ta3,TOWER,pagoda/tower,,
1031,?,mo4,mute,silent/write from memory,,
1032,?,wo4,Wos ~  fass!,shake hands/to hold/to grasp,,
1033,?,xi4,show jue,trick/drama/play/show,,
1034,?,yin3,,secret/hidden/concealed,,
1035,?,shu2,SCHOOL,familiar/skilled/ripe/done/ripe/cooked,,
1036,?,gu3,?,bone,,
1037,?,fang3,FANG fragen?,inquire/seek/visit,,
1038,?,ruo4,raw¬,weak/feeble/young/inferior,,
1039,?,meng1/meng2/meng3,mind,"deceive/cheat/hoodwink, drizzle/mist, dim sighted/ignorant, Mongolia/cover",,
1040,?,ge1/ge1ge,,song,,
1041,?,dian4,? dian : INN <<,inn/shop/store,,
1042,?,gui3,"ghoul, ghost, Gaul-foot! ? gu?",ghost/sly/crafty,,
1043,?,ruan3,raw¬un,soft/flexible,,
1044,?,dian3,DAYN?,canon/dictionary,,
1045,?,yu4,yao yearn ???? JA?,"desire/wish, desire/longing/appetite/wish",,
1046,?,sa4,;),(surname)/Bodhisattva,,
1047,?,huo3,HUN ,assistant/furniture/partner,,
1048,?,zao1,ZAIT ,a time/incident/meet by chance/turn,,
1049,?,pan2,PAN™ pan!,"big/wooden tray, dish/tray/to build/to check/to examine/to transfer/(a measure word used for dishes of food or coils of wire)/to coil",,
1050,?,ba4,baba,father/dad/pa/papa,,
1051,?,kuo4,Kuo® grow!,enlarge,,
1052,?,gai4/ge3,deck.gel,"lid/top/cover/canopy/to build, (surname)",,
1053,?,long4/nong4,LINE,"lane/alley, to do/to manage/to handle/to play with/to fool with/to mess with/to fix/to toy with",,
1054,?,xiong2,SHINE ? YING,heroic/male,,
1055,?,wen3,wend?,settled/steady/stable,,
1056,?,wang4,WU¬,to forget/to overlook/to neglect,,
1057,?,yi4,Y+,a hundred million/calculate,,
1058,?,ci4,,thorn/sting/prick/pierce/stab/thrust/assassinate/murder,,
1059,?,yong1,JOIN,(v) gather round/rush in/crowd/throng/to hold/crowded/to support,,
1060,?,tu2,TEACH,apprentice/disciple,,
1061,?,mu3,Mother,governess,,
1062,?,yang2,,(surname)/poplar,,
1063,?,qi2,Que == ?,(surname)/even/to make even,,
1064,?,sai4,,to compete/competition/match,,
1065,?,qu4,,interesting/to interest,,
1066,?,qu1/qu3,qu®ve ? ,"bent/crooked/wrong, tune/song",,
1067,?,dao1,DAO™ DOLCH DAGGER,knife,,
1068,?,chuang2,TOWN?,bed/couch/(a measure word),,
1069,?,ying2,,to welcome,,
1070,?,bing1,?,ice,,
1071,?,xu1,SHUN,devoid of content/void/false/empty/vain,,
1072,?,wan2/wan4,VAN™,"curios/antiques/to play/to amuse oneself, curios/antiques",,
1073,?,xi1,,to separate/to divide/to analyze,,
1074,?,chuang1,,shutter/window,,
1075,?,xing3,RayXing,to wake up/to be awake,,
1076,?,qi1/qi4,,"wife, to marry off (a daughter)",,
1077,?,tou4,TO Throu!,to penetrate/thorough/penetrating/to pass through/to pierce,,
1078,?,gou4,KAUF! BUY ? GOUD! ,to buy/to purchase,,
1079,?,ti4,take… titute,to substitute for/to take the place of/to replace/for/on behalf of/to stand in for,,
1080,?,sai1/sai4/se4,s…,"stop up/to squeeze in/to stuff/Serb (abbr.)/Serbian, strategic pass, piston/unenlightened",,
1081,?,nu3,NOUS:noema know,to exert/to strive,,
1082,?,xiu1,SHUI,to rest,,
1083,?,hu3,HU®,tiger,? hú : FOX <> gua/kuon!,
1084,?,yang2,junk?,hurl/to raise/to scatter,,
1085,?,tu2,TO tiao ? tao ? dao ? ,way/route/road,yu jie,
1086,?,qin1,ZIEHN,to invade/to infringe/to approach,,
1087,?,xing2,X-ing,punishment,,
1088,?,lu:4/lv4,glun;),green/chlorine,,
1089,?,xiong1,X1 ?  ,elder brother,,
1090,?,xun4,schnell,rapid,,
1091,?,tao4,DECK,"to cover/covering/case/cover/(a measure word, a set of something)/sheath",,
1092,?,mao4,MERCHAND market ? mBuy ,commerce/trade,,
1093,?,bi4,PAN > B2,the whole of/to finish/to complete/complete/full/finished,,
1094,?,wei2/wei3,wan1,"-ism/only/alone, yes",,
1095,?,gu3/yu4,GRAIN ? corn <> hern,"grain/corn, valley, (surname)",,
1096,?,lun2,RUNd <> RUE,wheel/gear/(by) turn/rotate,,
1097,?,ku4,KAUF! BUY ? GOUD! ,warehouse/storehouse,,
1098,?,ji1/ji4,,"footprint/mark/trace/vestige/sign/indication, footprint/trace",,
1099,?,you2,Y+,outstanding/particularly/especially,,
1100,?,jing4,,to compete/to contend/to struggle,,
1101,?,jie1,Jier < kyr,street,,
1102,?,cu4,ZIEH GO,to hurry/to rush/to hasten/near/to promote,,
1103,?,yan2,,to prolong/to extend/to delay,,
1104,?,zhen4,SIGN,shake/shock/sign in trigram,,
1105,?,qi4,GO ZIEH,abandon/relinquish/to discard/to throw away,,
1106,?,jia3,J1 JIAnuar,"'A' (in a sequence of examples involving 'A', 'B', 'C', etc.)/1st heavenly stem/1st in order/armor",,
1107,?,wei3,WEIT wide,big/large/great,,
1108,?,ma2,,(to have) pins and needles/tingling/hemp/numb/to bother,,
1109,?,chuan1,? CHANNEL,river/creek/plain/an area of level country,,
1110,?,shen1,0..9 = ? 10,(surname)/3-5 p.m./9th earthly branch/extend/to state/to explain,,
1111,?,huan3,,slow/sluggish/gradual/to postpone,,
1112,?,qian2,,hidden/latent/secret/to hide/to conceal/secret/hidden/to submerge,,
1113,?,shan3,SHINE ,flash/lightning,,
1114,?,shou4,SELL,to sell,,
1115,?,deng1,Dangle,lamp/light,,
1116,?,zhen1,ZÄHN <> Dent,"injection/needle/pin, needle",,
1117,?,zhe2,SHIR™ < SEE,philosophy/wise,,
1118,?,lao4/luo4,lasso,"small net, net-like",,
1119,?,di3,,hold up/on the whole/push against/to support/to resist/to reach/to arrive/mortgage,,
1120,?,zhu1,zhured ? kirshu ?  ? gu?rd ? gourd gu?rd,"(surname)/vermilion, vermilion",,
1121,?,ai1,,dirt/dust/angstrom,,
1122,?,bao4,bergen!,to hold/to carry (in one's arms)/to hug or embrace/surround/cherish,,
