812	DO	берь	bʲɛrʲ
814	WANT	ӄоʼй	qɔʔj
817	STOP (OF ACTIVITY)	ӄомдак	qɔmdak
820	OPEN	уський	ʊɕkʲij
822	PUT	иньӷат	jiɲɣat
824	LAY (VERB)	эся	ɛɕa
825	TOUCH	дъй	dʌj
826	CONNECT	аӈӷей	aŋɣʲɛj
828	HANG UP	аӈӷатий	aŋɣacij
829	LIGHT (IGNITE)	инӷий	jinɣʲij
830	PICK UP	ын	ɨn
831	LEAVE (SOMETHING)	таваӄ	tavaq
832	LOSE (SOMETHING)	ӄонбет	qɔnbʲɛt
833	DROP (SOMETHING)	дэсьӄавераӄ	dɛɕqavʲɛraq
834	MAKE	берь	bʲɛrʲ
836	BUILD	хявитий	çavʲicij
837	REPAIR	лат	lat
840	DIG	угдий	ʊɡɟij
841	BEND	халь	xaʎ
842	BEND (SOMETHING)	халь	xaʎ
843	TURN (SOMETHING)	тиӈ	ciŋ
846	RAISE	дэтоббесь	dɛtɔbːʲɛɕ
847	LIFT	ын	ɨn
849	HOLD	утоӄ	ʊtɔq
851	PUSH	сюк	ɕʊk
853	LICK	диббо	ɟibːɔ
855	TEAR (SHRED)	хятий	çacij
856	CUT OFF	хаӷей	xaɣʲɛj
857	TIE	иткисиӈ	jitkʲiɕiŋ
858	STICK (SOMETHING)	хий	çij
859	BREAK (DESTROY OR GET DESTROYED)	хатэт	xatɛt
860	KNOCK	тутарей	tʊtarʲɛj
861	HIT	ӄоотэт	qɔːtɛt
862	GLUE (SOMETHING)	хиткит	çitkʲit
863	RUB	оӄтэт	ɔqtɛt
864	SPREAD (SOMETHING)	оӄтий	ɔqcij
865	SHARPEN (SOMETHING)	ии	jiʲi
866	CUT	хаӷей	xaɣʲɛj
868	SHAKE	дэлдан	dɛldan
869	SWING (SOMETHING)	дъй	dʌj
870	POUR	атаӄ	ataq
872	WRAP	больтаӄ	bɔʎtaq
873	CARRY	богбит	bɔɡbʲit
874	DRAG	таӈ	taŋ
875	PULL	багдэӈ	baɡdɛŋ
876	KEEP	ӄатаӈ	qataŋ
877	THROW	эський	ɛɕkʲij
878	CATCH	тоӈтэт	tɔŋtɛt
880	HIDE (CONCEAL)	дивет	ɟivʲɛt
881	DIVIDE	бенэ ӄось	bʲɛnɛ qɔɕ
883	BRING	игбесь	jiɡbʲɛɕ
887	TAKE	ӄось	qɔɕ
888	CHOOSE	хий	çij
889	SELECT	хий	çij
892	SPOIL (SOMEBODY OR SOMETHING)	хоӄбет	xɔqbʲɛt
894	BREAK (CLEAVE)	ильбет	jiʎbʲɛt
895	SHRED	усьтон	ʊɕtɔn
896	DESTROY	ильбет	jiʎbʲɛt
897	BURN (SOMETHING)	боклаӈӷат	bɔklaŋɣat
903	PRAISE	кетбереӈ	kʲɛtbʲɛrʲɛŋ
904	KISS	куюбет	kʊʲʊbʲɛt
905	ROCK (A CHILD)	уй	ʊj
907	WAKE	ситэйӷат	ɕitɛjɣat
908	SHOW	ъткий	ʌtkʲij
910	TEACH	сираӷат	ɕiraɣat
911	INSTRUCT	сираӷат	ɕiraɣat
912	RAISE (A CHILD)	тось	tɔɕ
919	ENCOUNTER	сугот	sʊɡɔt
921	PLAY	аниӈ	aɲiŋ
922	SING	иʼль	jiʔʎ
923	DANCE	пилисьтэт	pʲiʎiɕtɛt
926	RESCUE	пасыт	pasɨt
927	GUARD (SOMEONE)	калявель	kaʎavʲɛʎ
929	DEFEND	сюивет	ɕʊʲivʲɛt
930	BRAWL	дысь	dɨɕ
931	SHOOT	иро	jirɔ
934	BEAT	таӷай	taɣaj
935	KICK	саӄтэт	saqtɛt
936	STING	ъндо	ʌndɔ
944	KILL	ей	jɛj
946	WORK (ACTIVITY)	лёвет	ʎɔvʲɛt
949	HUNT	ассано	asːanɔ
950	CATCH FISH	исьӄо	jiɕqɔ
952	HERD (CATTLE)	пасат	pasat
953	DRIVE (CATTLE)	ӄагдэ	qaɡdɛ
954	TIE UP	сиӈ	ɕiŋ
955	FEED	исаӄ	jisaq
956	DRAW MILK	угей	ʊɡʲɛj
957	CHOP	хасто	xastɔ
958	WATER (A PLANT)	улятаӄ	ʊʎataq
959	RIPEN	даӄ	daq
960	COOK (SOMETHING)	исьбет	jiɕbʲɛt
961	BOIL (SOMETHING)	ән	ən
962	BAKE	даӄӄот	daqːɔt
963	FRY	даӄ	daq
964	STIR (SOMETHING)	эсьтий	ɛɕcij
965	KNIT	тавыгаӈ	tavɨɡaŋ
966	SEW	хъльсей	xʌʎɕɛj
970	WIPE	даббет	dabːʲɛt
973	SWEEP (SOMETHING)	сигет	ɕiɡʲɛt
974	BATHE	тыльтэт	tɨʎtɛt
975	WASH (ONESELF)	ульгуӈ	ʊʎɡʊŋ
977	PUT ON	ӄиль	qʲiʎ
978	DRESS UP	сыӈ	sɨŋ
981	SAY	ӄаӷет	qaɣʲɛt
982	SPEAK	асанъй	asanʌj
983	TALK (TO SOMEONE)	асанъй	asanʌj
984	CHAT (ACTIVITY)	асанъй	asanʌj
985	ASK (INQUIRE)	тивий	civʲij
986	ASK (REQUEST)	сияӄ	ɕiʲaq
987	TELL	кий	kʲij
990	CALL	эсягой	ɛɕaɡɔj
991	BOAST	кетбереӈ	kʲɛtbʲɛrʲɛŋ
993	THINK (REFLECT)	аньбет	aɲbʲɛt
994	BELIEVE	берит	bʲɛrʲit
996	RECOGNIZE	ситэй	ɕitɛj
997	UNDERSTAND	дабатавет	dabatavʲɛt
999	LEARN	сираӷат	ɕiraɣat
1000	KNOW (SOMETHING)	итпарем	jitparʲɛm
1002	FORGET	эньсюк	ɛɲɕʊk
1003	MEASURE	сеӷаӄ	ɕɛɣaq
1004	COUNT	дэрь	dɛrʲ
1005	CALCULATE	дэрь	dɛrʲ
1006	READ	дэрь	dɛrʲ
1007	PAINTING	рисоват	rʲisɔvat
1008	DRAW (WITH PEN)	рисоват	rʲisɔvat
1009	WRITE	ириӈбет	jirʲiŋbʲɛt
1011	BUY	кетбет	kʲɛtbʲɛt
1012	SELL	ӄы	qɨ
1013	PAY FOR	ӄыбет	qɨbʲɛt
1014	PAY	ӄыбет	qɨbʲɛt
