337	პარკი	pˀɑrkˀi
338	გალა	ɡɑlɑ
338	ასხმა	ɑsxmɑ
339	ჩანთა	t͡ʃʰɑntʰɑ
340	ჩამჩა	t͡ʃʰɑmt͡ʃʰɑ
341	ხუფი	xupʰi
341	სარქველი	sɑrkʰvɛli
342	ჭურჭელი	t͡ʃˀurt͡ʃˀɛli
343	ტომარა	tˀɔmɑrɑ
344	ფინჯანი	pʰind͡ʒɑni
345	ქოთანი	kʰɔtʰɑni
346	ქვაბი	kʰvɑbi
347	ჭამა	t͡ʃˀɑmɑ
348	საზრდო	sɑzrdɔ
348	საკვები	sɑkˀvɛbi
349	საჭმელი	sɑt͡ʃˀmɛli
350	ხორცი	xɔrt͡sʰi
351	მარცვლოვანი	mɑrt͡sʰvlɔvɑni
352	ფაფა	pʰɑpʰɑ
353	პური	pˀuri
354	ნაჭერი	nɑt͡ʃˀɛri
355	ქონი	kʰɔni
355	ცხიმი	t͡sʰximi
356	კარაქი	kˀɑrɑkʰi
357	ზეთი	zɛtʰi
358	მარილი	mɑrili
359	სუფი	supʰi
360	თაფლი	tʰɑpʰli
361	რძე	rd͡zɛ
362	ჩაი	t͡ʃʰɑi
363	ტყავი	tˀqˀɑvi
364	მატყლი	mɑtˀqˀli
365	ქსოვილი	kʰsɔvili
366	ნემსი	nɛmsi
367	ძაფი	d͡zɑpʰi
367	მკედი	mkˀɛdi
368	ღილი	ɣili
369	ნასკვი	nɑskˀvi
370	საღებავი	sɑɣɛbɑvi
371	ტანსაცმელი	tˀɑnsɑt͡sʰmɛli
372	ხალათი	xɑlɑtʰi
372	პერანგი	pˀɛrɑnɡi
373	საყელო	sɑqˀɛlɔ
374	სახელო	sɑxɛlɔ
375	შარვალი	ʃɑrvɑli
376	ქამარი	kʰɑmɑri
377	ქუდი	kʰudi
378	ფეხსაცმელი	pʰɛxsɑt͡sʰmɛli
379	ჩექმა	t͡ʃʰɛkʰmɑ
380	ბეჭედი	bɛt͡ʃˀɛdi
381	ბაფთი	bɑpʰtʰi
382	სავარცხელი	sɑvɑrt͡sʰxɛli
383	სარკე	sɑrkˀɛ
384	ღვედი	ɣvɛdi
385	ლარი	lɑri
386	ჯაჭვი	d͡ʒɑt͡ʃˀvi
387	საბანი	sɑbɑni
388	ბალიში	bɑliʃi
389	მაუდი	mɑudi
389	თავშალი	tʰɑvʃɑli
390	ხელსახოცი	xɛlsɑxɔt͡sʰi
391	ძალა	d͡zɑlɑ
392	ღონე	ɣɔnɛ
393	ჯანმრთელობა	d͡ʒɑnmrtʰɛlɔbɑ
394	სენი	sɛni
394	ავადმყოფობა	ɑvɑdmqˀɔpʰɔbɑ
395	ტკივილი	tˀkˀivili
396	იარი	iɑri
396	ჭრილობა	t͡ʃˀrilɔbɑ
397	ციება	t͡sʰiɛbɑ
398	წამალი	t͡sˀɑmɑli
399	ხიდი	xidi
400	ჭა	t͡ʃˀɑ
401	საძოვარი	sɑd͡zɔvɑri
402	ბილიკი	bilikˀi
403	გზა	ɡzɑ
404	შარაგზა	ʃɑrɑɡzɑ
405	დაბა	dɑbɑ
405	სოფელი	sɔpʰɛli
406	ქალაქი	kʰɑlɑkʰi
407	წერილი	t͡sˀɛrili
408	წიგნი	t͡sˀiɡni
409	ასო	ɑsɔ
410	გაზეთი	ɡɑzɛtʰi
411	სიცოცხლე	sit͡sʰɔt͡sʰxlɛ
412	სიკვდილი	sikˀvdili
413	სამარე	sɑmɑrɛ
413	საფლავი	sɑpʰlɑvi
414	ეკლესია	ɛkˀlɛsiɑ
415	ცოდვა	t͡sʰɔdvɑ
