Nr	english	normed cuneiform 	word / syllables		PIE
8.240 	shovel 	𒀜𒋾;;𒋗𒌌𒇻	atti; at-ti; šullu; šu-ul-lu	++	𒋗𒌌𒇻 shovel  (𒌌•VL ☑ again)
8.250 	hoe 	𒀜𒋾	at-ti	ok?	Haut, adze
8.311 	seed 	𒁖;𒉺𒅈	par; pa-ar	ok!	𒁍 púʳ פְּרִי fruit
8.410 	crop, harvest 	𒄬𒋼𒈨;𒋗𒇻𒌝	hal-te-me; šu-lu-um	ok?	Hort/hord > haul, hold@autumn (ein)holen йалта jalta coltura (horti)culture
8.420 	grain (barley, oats etc) 	𒋻𒈪;𒋻𒈬;𒈬𒊭𒀠𒇻	tarmi; tarmu; tar-mi; tar-mu; mu-ša-al-lu	++	𓇠 …tári : σιτάρι 𓇡
8.430 	wheat 	𒅆𒌋𒌋	ši-man	++	semen <> seed  𓋴 𓅱 𓏏 𓇠 | wheat | σιτάρι sitári 
8.440 	barley 	𒆳𒊒𒊓;𒉡	kur-ru-sa; nu	++	Gerste  𒉡 <> Emmer?
8.570 	flower 	𒈪𒅅𒆠𒈠	mi-ik-ki-ma	™™	მუღვა̈ჲ muɣväy 𓇬 ma.cük  цуьк  မွၵ်ႇ màuk མེ་ཏོག me tog མེན་ཏོག mentok  ma.huă 花 
8.760 	sap 	𒅔𒈾𒅔;𒈬𒌌𒇷;𒈪𒂖;𒈪𒌌	in-na-in; mu-ul-li; mi-el; mi-ul	ok?	"miel ""honey"" <> milk"
9.110 	do, make 	𒄷𒌓𒁕;𒄷𒌨;𒄷𒁺𒆠;𒄷𒌓𒈭;𒄷𒌓𒋼𒂠	huta-; hu-ud-da; hu-taš; hu-tan-ki; hu-ut-táh; hu-ut-te-eš	ok?	haut, ha.do, ha.tun (𒄷 <> her-, er- ver- faire- ?)
9.160 	tie, bind 	𒊏𒀊𒁀𒄴;𒊐𒁀𒋡	rabba-; ra-ab-ba-h; ráb-ba-qa	++	ropeᵛ <> räuber = bandit <> 𒊏𒅗𒁍 rick *reyg- “to bind”  
9.190 	rope, cord 	𒃻𒄠	šá-am	++	Saum seam sym 𓊃  𓍿 syn 𓍲 𓈖 𓏌 𓍶 𓊃 𓈙 𓈖 𓏴 𓍢 𓏥 | ropes, cordage 
9.210 	strike (hit, beat) 	𒄬𒁍𒄴;𒄬𒉿𐎹	halpi-; halpu-; hal-pu-h; hal-pi-ya	++	hau, haul, Hieb! ≠ help
9.220 	cut 	𒈧𒀸;;𒃻𒄴𒅆𒋡	máš-áš; šahši-; šá-h-ši-qa	++	1. messer 2. secs sex
9.250 	ax, axe	𒄿𒉿𒅖;𒄭𒉿𒀊	ipiš; i-pi-iš; hi-pi-is		bestrale kirvis? 𐌰𐌵𐌹𐌶𐌹 aqizi peculiar  sëpatë 
9.330 	pull 	𒊓;𒊓𒄴	sa-; sa-h	ok?	zieh
9.430 	carpenter 	𒁁𒆷𒋾𒊏	be-la-ti-ra	+++?	builder! ढ़ई baṛhaī.ter वर्धकि ᵇvardhaki
9.430 	carpenter 	𒆧𒆠𒅁𒌋𒌋𒈾	kiš-ki-ip-man-na	ok?	cask.man ~ kirvis-man ! <>  𒆪𒅆𒄩 kuši : build keep
9.440 	build 	𒆪𒅆𒄩;𒆪𒋛𒅖;𒆪𒅆𒅅	kuši-; ku-ši-ha; ku-si-iš; ku-ši-ik	<<<	cask™ 𓐪 𓂧 𓀨 #qd •quδi kuši < կառուցել kaṙucʿel construct
9.460 	bore 	𒁺𒇷𒅁𒁁	du-li-ib-be	ok??	dwell < Teil తొలుచు tolucu! terebrō τρυπάω trupáō
9.480 	saw 	𒂖𒉿	el-pi	+++™	эрбии erbii /  piła pila reverse  𒂖 sie.wa ~ saw!!
9.490 	hammer 	𒊓𒂖	sa-el	~	seal жӀов žʿow  σφυρί < σφῦρα sphûra ве̄жяр vʹēžʹar casúr
9.500 	nail 	𒋛𒅅𒋾;𒍨𒋾𒅁	sikti; zikti; si-ik-ti; zik-ti-ip	+++™	осикта osikta  ظُفْر  Tungusic *xosïkta   tip ܛܦܪܐ ṭep̄rā
9.600 	smith, blacksmith 	𒆜𒍢𒊏	kás-zí-ra	+++™	𒆬 KÙˢ ġ°č̣̍ă гъукӏэ ковачка kovačka  𐎈𐎗𐎌 ḥrš 𓐍 𓊃 𓃀 𓂧 𓈓 Kaspian (silver, lapiz…)
9.610 	forge 	;;𒋡𒊍𒋛𒀉𒊑;𒋡𒊍𒍝𒀝	kassa-; kassi-; kazza-; kazzi-; qa-as-si-it-ri; qa-az-za-ak	^^	𒆬 KÙˢ <> Kasse
9.630 	cast (metals) 	𒊭𒊑𒄴	šari-; ša-ri-h		𒆬 KÙ® <> sa-h; sa-hi-i Erz
9.640 	gold 	𒆷𒀭𒋛𒋾𒂊;𒆷𒀸𒁕	la-an-si-ti-e; 	<<	𒆬 ~ 𒆷 <<<< golenzend ???? <> luminasite
9.640 	gold 	𒆷𒀸𒁕	la-áš-da		𒆬 ~ 𒆷 <<    𒆷𒀸𒁕  la-ǧul-da / KÙ-la-…-da  ~ gold?
9.650 	silver 	𒆷𒀀𒉌	lani; la-a-ni		𒆬 ~ 𒆷 ~ 🌙 luna ?
9.660 	copper, bronze 	𒂊𒊑𒉌;𒊓𒄴;𒊓𒄭𒄿;𒋛𒄭𒆕	e-ri-ni; sa-h; sa-hi-i; si-hi-kak		Erzen  <> šari-; ša-ri-h cast  •sa-hin ≈ tin ? 𒉌 < zahn? 𒊑 Ritz / roots?
9.670 	iron 	𒄯𒄀;𒄯𒆠𒀭𒈾	har-gi; har-ki-an-na		"hierron iron ferron երկաթե ʰerkatʿe <> 𒀭𒈾𒆪 an-na-kuʳ  ʰIran аиха aixa эчиг ečig īsern <> Harke ? <> kakki@Akkad ""sword"""
9.680 	lead (noun) 	𒊑𒆳	ri-kur	™	rigor?  raṣāṣ արճիճ arčič կապար kapar @ Kaparten 𒆳  aqerloq  кургаш qurgaş коргошун qorğoşun kurşun <  𒆳 𒀭𒈾 kurˢanna (kur)svinec svins
9.690 	tin, tinplate 	𒀀𒈾𒆪	a-na-ku	™ <<<<	"𒀭𒈾𒆪 an-na-kuʳ  	lead, tin <> Dingir <> tinker "
9.730 	clay 	𒄩𒆷𒀜	halat; ha-la-at		hold <> halt <> salt
9.760 	basket 	𒊺𒊑𒀉	še-ri-it		𓐍 cratis share corbit 𓇥 ϫⲱⲃⲉ  
9.771 	rug 	𒍝𒁀𒅈	za-ba-ar	++?	•tapar Teppich
9.890 	paint (vb) 	𒋼𒀀𒋢𒅖𒁕;𒋼𒀀𒋢𒋡	karsu-; kar-su-iš-da; kar-su-qa		𓐍 … <> kara chrome
10.252 	catch (1. capture, seize 2. ball) 	𒈠𒊑𒄴;𒈠𒊑𒂗𒋫	mari-; ma-ri-h; ma-ri-en-t		moor 𓏱 𓅓 𓊃 𓏏 𓉽 @ 𓌃 𒄷𒄭𒌅    mut-tu “a pole” 
10.450 	walk 	𒍖𒍪𒌦;𒍖𒍪𒌦𒋫	pari-; uzzu-; uz-zu-un; uz-zu-un-ta	ok	𓃀 partir, 𓃀 fuss, visa, passant <<< ziehen
10.480 	come 	𒄑𒍢𒅖;;;𒅆𒅔𒉡𒅅;𒅆𒅔𒉡	izzi-; iz-zí-iš; šinni-; šinnu-; ši-in-nu-ik; ši-in-nu	<<	𓃀 fuss, visa, syn ziehen come (giš)gehen 𒍢 ≈ Ǵ 𒅆 iGI
10.610 	carry (bear) 	𒆪𒋾𒈾;𒆪𒋾𒃻	kuti-; ku-ti-na; ku-ti-šá	ok?!?	get! court! carried <> guard kuʳti kuʳting
10.620 	bring 	𒋼𒆷𒀝𒉌;𒋼𒆷𒉌𒇷	tela-; te-la-ak-ni; te-la-ni-li	ok?	𓂥 𓏎 teil, stell
10.630 	send 	𒁕;𒁕𒀭𒁕;𒁕𒄴	da-; da-an-da; da-h	ok?	don > δenda > send
10.660 	ride 	𒋼𒇷𒉡𒅁	te-li-nu-ip	™++?	ἐλαύνω ᶱelaúnō PIE *ᶱh₁elh₂- (“to drive”) (to)lunad @ Austronesian  to run? << thessala ? 타다 tada <> lovagol?  
10.710 	road 	𒁀𒌋;𒁇𒁺;𒄷𒋼	ba-u; bar-du; hu-te	++?	Bau™ via part path route road
10.780 	yoke 	𒍝𒀊𒉼	za-ap-pan	ok?	Zwang ζυγόν zugón peculiar
11.130 	take 	𒁺𒈠;𒁺𒈠𒅖	duma; du-ma; du-ma-iš	ok? <>	<> don
11.210 	give 	𒁺𒉌𒄴;𒁺𒉌𒄩;𒁺𒈾𒀸;𒁺𒈾𒋡;𒇷;𒇷𒄴;𒇷𒅅	duna-; duni-; du-ni-h; du-ni-ha; du-na-áš; du-na-qa; li-; li-h; li-ik	++	don 2. let
11.240 	preserve, look after 	𒆪𒌅𒌦;𒆪𒌅𒍑𒇷	kutu-; ku-tu-un; ku-tu-uš-li	++?	guard <> get:carry
11.270 	destroy 	𒊓𒊑𒄴;𒊓𒊑𒅔𒋾	sari-; sa-ri-h; sa-ri-in-ti	𒊓 śid?	sira + -in  zer-stör < ḵarrab 𒋗𒅆𒌨 ŠU.ḪUL Malay cedera, from Sanskrit छिद्र (chidra, “hole, opening, defect, flaw”). 
11.320 	find 	𒁀𒀝𒋡𒄴	bakka-; ba-ak-qa-h	<!!	"𓅠	<> 𓅡 𓎡 𓀀 ⲃⲱⲕ find:back ບອກ bǭk  𐰉𐰆𐰞‎ bul- bulmak "
11.510 	rich 	𒁍	sir <>  šar 'good, beautiful'	™+++	𒍢𒊒 ṣi-ru@Akkad siôr@Romance! 𓋴 𓇋 𓎛 𓃶 sehr nobel sieur, sire, sir  'syrer 'syrian i pasur <> 𒁍 pur ≠ poor
11.640 	debt 	𒀀𒄴𒁕𒀀	a-h-da-a	ok?-	Achte ächte χρέος قەرز‎ qerz < Pacht борч borč պարտք partkʿ
11.650 	pay (vb) 	𒌦𒊓𒄩;𒌦𒊓𒅖;𒍝𒀝𒄀𒅖	un-sa-ha; un-sa-iš; za-ag-gi-iš		ent-sage ent-zahle שילם \ שִׁלֵּם‎ (un)shilém solvo sell salary ахча дала aχča dala
11.780 	wages 	𒋼𒌝𒁁	te-um-be; 		•tumˣva < तनख़्वाह tanaxvāh 𒄩𒉡 ʰrent < •ratumb > رَاتِب‎ rātib  વેતન vetan دست‌مزد‎ dast-mozd
11.780 	wages 	𒄩𒉡	ha-nu		 Lohn 1. LeHanu 2. Lhanu <> honor  *lh₂ewnom or *lowh₂nom *leh₂w- (“to capture, enjoy”) Latin lucrum (“profit, foredeal”) λεία (leía, “booty, spoils”)
11.870 	price 	𒃻𒀝𒆠𒈨;𒃻𒀝𒆠𒈪;𒃻𒄀𒈨	šá-ak-ki-me; šá-ak-ki-mi; šá-gi-me		<> Sack Shekel sag-me ;)  سِعْر‎ siʿr[ma]  数价 siàu-kè җячян ži͡ači͡an
12.11 	behind 	𒆠𒅅;𒈨𒈪;𒈨𒉌	ki-ik; me-mi; me-ni		𓌨 𓅔𓅓𓆲 among?
12.40 	before 	𒋾𒅁𒁀	tibbe; ti-ib-ba	~~~	tip top typer > super hyper zuvor
12.41 	front 	𒋾𒅁𒁀;𒋛𒈠	ti-ib-ba; si-ma	~~~	tip sym typer > super hyper zuvor
12.50 	inside, in 	𒀀𒋾𒅔;𒀀𒋾𒊏;𒄩𒋾	a-ti-in; a-ti-ra; ha-ti	~~~	at:in at:à 𓂋 a'drinne
12.60 	outside 	𒆠𒁺𒌑𐎹;𒆠𒁺𒌨;𒆠𒁺𒌝𒈠;𒆠𒁺	ki-du-ú-ya; ki-du-ur; ki-du-um-ma; ki-du	<<	@court <> kata cut/under ?
12.70 	under 	𒃻𒊏	šá-ra	+++™	 زیر‎zir sûr ≠ sous
12.110 	place 	𒋡𒋼;𒋡𒋼𒈠	kate; qa-te; qa-te-ma	<<!	@Karte card coorte coordinate> 𒆳 šat 
12.120 	put 	𒁁𒆷;𒁁𒅁𒆷;𒁕;𒋫;𒋫𒀜;𒁕𒄴	bela-; pela-; be-la; be-ip-la; da-; ta-; ta-at; da-h	++!	pull@Luwian 𔑈 pi 𔑉 pai pay 2. dar
12.220 	join, unite 	𒋫𒌷𒅕;𒋫𒊑𒅁	ta-rí-ir; ta-ri-ip	<<<	tarp tear (zu-zerren)
12.240 	open 	𒋼𒅖;𒌅𒌝𒁀𒄴	te-iš; tu-um-ba-h	ok???	deschis < disclusus early!! atvērts, attaisīts, atdarīts తెరిచిన tericina
12.250 	shut, close 	𒆏𒉺𒅖	kappa-; kap-pa-iš	++	cap
12.440 	far (adv) 	𒃻𒁕𒉌𒋡	šá-da-ni-qa	++™	sūdi-ⁿ-ig @Nuristan @IE! @Sudan/süden/australis
12.450 	east 	𒄩𒁷;𒄩𒋼𒌝𒈨	ha-tin; ha-te-um-me	+++	ʰosten  *h₂ews QED
12.460 	west 	𒋗𒁷	šu-tin	<<<	𒋗 shou… sun-down? (left/right?) ≠ Süden
12.550 	large, big 	𒊍𒍝𒋡;𒄩𒄑𒍝𒅅𒋡;𒄩𒍝𒋡;;𒅕𒃻𒈾;𒊑𒊭𒅈	azza-; hazza-; az-za-qa; ha-iz-za-ik-qa; ha-za-qa; rša-; ir-šá-na; ri-ša-ar	<<<	𒄑𒍝 gišza ≈ groß 𒅅 GÁLᶥᵏ ≈ 𒃲 GALᵒˢ  ha-iz-za-ik-qa haus-hoch hausig < riesig ≈ URSzik 𒊍𒍝𒋡
12.560 	small, little 	𒋾𒆷	tila; ti-la	++?	le'tila > little / cul-
12.650 	thin (in dimension) 	𒍨𒆠	zikki; zik-ki		skin thin ≠ thick ≈ small @ Akkad  mickrig
12.670 	deep 	𒁺𒃻𒊏𒈠	du-šá-ra-ma	<<	𐌳𐌹𐌿𐍀𐍃 diups derin dərin  darein darin dziļš.rein 
12.710 	flat 	𒈠𒋗𒌝	ma-šu-um	++?	marsh 𓅓 𓂝 𓌨 𓂋 𓈇 𓏤  low lying land
12.730 	straight 	𒅖𒌉𒊩𒋡	iš-tur-rák-qa	+++	a'straight ge-streckt
12.810 	round 	𒅕𒉿	irpi; ir-pi	<<<	irpi™ orbit (ty) <> 𓂋 𓈖 𓊪 𓆶  year.ba rounped
12.820 	circle 	𒁍𒌨	pur; pu-ur	!!!!!	𒊺𒁁 <> sphere <> s'ball
12.830 	sphere, ball 	𒊺𒁁	še-be	++	še-be® sphere  𒊺𒁁 …ball
13.10 	one 	𒆠;𒆠𒅅;𒆠𒅕	ki; ki-ik; ki-ir	ok	1. ek 𒆠 circ ≠ 3 zírti
13.20 	two 	𒈥;𒈠𒅕;𒈥𒊏	mar; ma-ir; mar-ra	™	𒌋 more 𒌋𒌋 many > mono
13.30 	three 	𒍢𒋾	ziti; zí-ti	ok	zírti third
13.50 	five 	𒌅𒆪	*tu-ku	•--•?	𓏥 𓏮 𓏏𓅱𓂻 tʊŋŋa @ Tungustic Sibir
13.140 	every, all 	𒌦𒊏	un-ra		𓌡 𓂝 𓏤 𓎟 einer~alle panr 𓎟 ≠ andere  <> saki :
13.150 	much, many 	𒅕𒊺𒅅𒆠	ir-še-ik-ki	++!!!!	<>  אַ סך  a sakh
13.170 	little (quantity), few 	𒄩𒊑𒅅𒆠	ha-ri-ik-ki	++?	"karg! karich karig ""قليل qalīl culi"""
13.210 	full 	𒄷𒄴	huh; hu-úh	<??	buux пур pur poly full vs half
13.230 	part, piece 	𒀸	ᵖáš	<<!	𒀸 ᵖáš ~ piece
13.240 	half 	𒎕𒉌;𒎕𒉡𒋗;𒎕𒉡𒁀	pír-ni; pír-nu-šu; pír-nu-ba	<<++??	portions палаві́на palavína √part  parⁿ phần 分  반 ban  半分 (ja) (はんぶん, hanbun) upanɗe vier 4 𓇷 new noon   <>  puolikas (fi) (of an object), puolet  polovina (cs) f, půlka (cs) f, půl  pʋsʋka Lithuanian: pusė fél <> העלפֿט‎ helft halb
13.340 	first 	𒀊𒁍𒋡𒈾	ap-pu-qa-na	<<<<!!!+?	•pregno prein první পহিলা pohila ပထမ pa.hta.ma пъ́рви pǎ́rvi প্রথম prôthôm protho!
13.370 	pair 	𒌇	tuk	+++	twoᵏ‎ ζεῦγος zeûgos զույգ zuyg  զոյգ zoyg twin 双 shuāng  זוּג zug זוֹגָא‎ zōḡā
14.110 	time 	𒁕𒆷𒊑;?𒂊	da-la-ri; dalar.e	ok?	dura delay
14.140 	young 	?𒈾;𒁍𒄷𒈾;𒁍𒌋𒈾;𒁍𒌦𒈾	puhu.na; pu-hu-na; pu-u-na; pu-un-na	ok?	"boyᵒⁿ puer ペウレ pewre  άπλερος áplero पोत pota <> ""old"" बूढ़ा būṛhā বুঢ়া burha বুঢ়ী burhi պառավ paṙav пересь peresʹ пир پیر pir pîr پیر phuro •pugna <> pregnant?"
14.150 	old 	𒋡𒊏	kara; qa-ra	++	𓎡 𓎛 𓎡 𓎛  𓀗 gero 
14.160 	early 	𒅕𒉿;𒌨𒁍𒌒𒁀;𒀊𒁍𒋡	irpi; urpu-; ir-pi; ur-pu-ub-ba; ap-pu-qa	ok?	early earpy erkən иртә irtä 𓇼 𓄿 𓇳 d'ora ?  2. precoce
14.170 	late 	𒈦𒃻;𒈨𒃻	maš-šá; me-šá	++	𒈨𒃻 ME.GAR ⲙⲁⲕⲁⲣⲓⲟⲥ 
14.180 	now 	𒀀𒄠;𒄠	a-am; am	ok?	𒄠 mount ~ maintenant!
14.260 	end (temporal) 	𒄯	mur	ok?	"𓏱 mere ""part"" <> 𒅎𒈬  im-mu ἦμαρ êmar day@Greek"
14.270 	finish 	𒋻𒈠;𒋻𒈦	tar-ma; tar-maš	++?	term, terminate
14.310 	always 	𒀀𒅗𒁕	a-kaⁿda	<<+>>	ad acta ;)  à-quando окин-да okin-da 𒆠𒌵 Akkad 𐌰𐌿𐌺 auk auch again
14.332 	long-time (for a) 	𒈨𒌌𒇷	me-ul-li	ok?	maluwat malayat lama@Malay/Austronesian 1000 mile 
14.350 	again 	𒆠𒋡	ki-qa	ok?	"ak, auch <> again  𒌋𒅗 UGU against  𒀀𒁶  a-gin7  ""thus"" 𒂕 EGIR «again»"
14.410 	day 	𒈾;;𒈾𒀭𒈨;𒈾𒀭𒈾	na; nan:; na-an-me; na-an-na	<>	noon, nahr:light
14.420 	night 	𒅆𒌓𒈠𒈾;𒋗𒌓𒈨;𒋗𒌓𒋾𒈨	ši-ut-ma-na; šu-ut-me; šu-ut-ti-me	<>	swat.moon swarty.men Schwarz
14.460 	evening 	𒋼𒌋𒌋;𒆠𒅔𒈾𒊏	te-man; ki-in-na-ra	<>	to.moon kein-nahr(light)
14.710 	month 	𒈾𒈾𒈨𒈾;𒋛𒅔	na-na-me-na; si-in	++<	𓇷𓇷 moon 𒀭𒌍  𒀭𒂗𒍪  জোন zün
14.730 	year 	𒉿𒂖;𒁁𒌌	pi-el; be-ul; bel	<<<<	𓆶 piel bloaz@Celtic! பகல் pagal=day/time <> 𓆵 ren.piel 𓂋 𓈖 𓊪 𓅱 𓆶 𓏝   <> ⲣⲟⲙⲡⲉ prompe <> বছৰ bosor 𓇳 во@Perm  pai@Malay! Lao: ປີ pī prỹg-- bloaz blwyddyn <> blue/bleich/pale? pyear (ypsi!)
15.350 	sweet 	𒋼𒈾;𒄬𒆠;	tena; te-na; hal-ki; halki	++™	𓎡 𓈖 𓈖 𓆱 tián 甜 tian2 @ 舌 tongue 甘 gān 糖 tang:sugar sweet
15.380 	acid, sour 	𒇻𒇻𒆠;𒇻𒇻𒋡	lu-lu-ki; lu-lu-qa	ok?	Lauge, liquor, lyse?
15.410 	hear 	𒄩𒀊𒄷;𒄩𒀊𒋾;   𜎽𜒔𜎗;𜎽𜑐𜒔𜑐	hap-; ha-ap-hu; ha-ap-ti; hapaš; 𐌷𐌰𐌿𐍃𐌾𐌰	ok?	≠ haptic ≠ ha.photz 𒉿 ᵛuznu אֹזֶן‎ ᵠózen   𜎽𜑐𜒔𜑐 haᵘšᶥbuš 𐌷𐌰𐌿𐍃𐌾𐌰𐌽 /hoᵃʃen/ horchen hören hear
15.460 	quiet, silence 	𒊮𒈾	šà-na	<<< ok?	sane šàˡna silence წყნარი c̣q̇nari calme ჩუმი čumi  صَامِت‎ ṣāmit
15.510 	see 	𒋛𐎹𒉡𒌦;𒋛𐎹𒄴;𒋛𐎹𒀸𒈾;𒍢𐎹	siya-; ziya-; si-ya-nu-un; si-ya-h; si-ya-áš-na; zí-ya	++	𓏖𓏗  𐍃𐌰𐌹𐍈𐌰 sehen
15.550 	show 	𒊭𒄠𒈨𒅖;𒊭𒄠𒈪𒅖𒋫	šammi-; ša-am-me-iš; ša-am-mi-iš-ta	ok?	show.me sammel?
15.640 	white 	𒅆𒈪𒌓	ši-mi-ut	<<< ok!?	samt 𓋴 𓌉 𓆓 𓇶 S-P-T sapêd (ambi) QED2 <> smith≠schmutz
15.670 	blue 	𒁕𒌉𒋾𒈾	da-ban-ti-na	---	blaun?-tain
15.680 	green 	𒄷𒆷𒀊𒈾;𒄷𒊏𒀊𒈾	hu-la-ap-na; hu-ra-ap-na	ok??	ghu-ra-ap-na > grüᵖn > grüvn grün green < grow QED/2
15.690 	yellow 	𒋗𒌦𒋾𒈾	šu-un-ti-na	ok?	sun-tain / shinetyⁿ / jaunde
15.810 	heavy 	𒀊𒁀𒊏	ab-ba-ra	++	ⲃⲁⲣⲟⲥ βαρύς barús burden
15.840 	dry 	𒍢𒋾𒋡	zí-ti-qa	++?	•sotig sot! < suctus seccoᵍᵘᵉ
16.180 	good fortune, luck 	𒃻𒁕;𒃻𒌓𒁕;𒅆𒊑;𒋗𒊒;𒋗𒊑𒈾	šá-da; šá-ud-da; ši-ri; šu-ru; šu-ri-na	++	osud съдба́ sǎdbá ща́стие štástie suwerte suerte sorto sort sors zori zhar szerencse srẹ́ča soartă şans șansă  شانس‎ šâns <> Schwein 𓃟
16.230 	joyful, glad, happy 	𒁺𒈾𒄠𒈨	tan-na-am-me	++?	tender festante 𓇭 Tenne(ment) ~ 𓏅 𓈖 𓍘 𓇋 𓄣 content!
16.270 	love 	𒄩𒉌𒂠;𒄩𒉌𒅅;𒄩𒉌𒅔;𒄩𒉌𒈨	hani-; ha-ni-eš; ha-ni-ik; ha-ni-in; ha-ni-me	<3	honey(moon)  renmen अनुराग ʰanurāg 
16.510 	dare 	𒋡𒁺𒊌𒋡	qa-du-uk-qa	<++?	getauge? tüchtig τύχη túkhē (fate) 𐌲𐌰𐌳𐌰𐌿𐍂𐍃𐌰𐌽 gadaursan <> Tugend 
16.530 	fear, fright 	𒅁𒅆𒅁;𒅁𒅆𒅖	ipši; ip-ši-ip; ip-ši-iš		𓅾 𓏏 𓏤  ipthy i'pal-ḫa 𒁄𒄩 
16.650 	faithful 	𒄩𒈪𒋾;𒄩𒈪𒀉	ha-mi-ti; ha-mi-it	<3	hermit אמת‎ ʰemes <>  հավատարիմ havatarim 
16.660 	true 	𒋛𒊑	siri; si-ri	++?	serious sērius PIE *swer schwer severe series(following)  sannur 𐍃𐌿𐌽𐌾𐌹𐍃
16.660 	true 	𒋛𒊑	•thiri; thi-ri	^^	treu true certain kirtam 𒆠 𒀉 𒌓 ki-it-tam
16.670 	lie, tell lies 	𒋾𒋾𒅁;𒋾𒌓𒆠𒌝𒈨	tit-; ti-ti-ip; ti-ut-ki-um-me	~ok?	täuschen tauschen <> Trug betrüge deceive to.dieb thieve touch *toccāre
16.710 	good 	𒀀𒀀;𒁀𒄩	a-a; ba-ha	++?	eu-; bona perfect
16.720 	bad 	𒈲𒉡𒅅	muš-nu-ik	<<<	𓅪𓆓𓆑𓆙𓅪 <<<
16.790 	praise 	𒄭𒃻	hi-šá	ok?	heissa hossa praise pre-hišá
16.810 	beautiful 	𒅆𒅖𒉌	ši-iš-ni	ok?	s'schön  𓊃 𓈙 𓈖 𓆸 @Susan(e)
17.130 	think (= reflect) 	𒂖𒈠;𒂖𒌋𒌋𒁕;𒂖𒌋𒌋𒋾;𒌌𒈠	lma-; el-ma; el-man-da; el-man-ti; ul-ma	ok?	al'menta(l)  𓂋𓄣𓏤
17.150 	believe 	𒌵;𒌋𒊑𒅖	uri-; uᶜ-ri-iš	ok?	𓂋 𓐍 𓏜 reckon (𒌋~ᴵC)  'crēdō <> accurate 𒆠𒌵 Akkad
17.170 	know 	𒌉?;𒌉𒈾𒌋𒌓	turna-; tur-nah; tur-na-u-ut	<x	turn-out? true-na-uᶜut ~ gnost
17.450 	need, necessity 	𒈨𒂗	me-en	ok?	𓄣 √men 
17.510 	and 	𒀀𒀝;𐎹𒀝	ayak; a-ak; ya-ak	++	𐌰𐌿𐌺 auk auch ye'ek
17.520 	because 	𒀊𒉺	appa; ap-pa	ok?	ob…
17.530 	if 	𒀭𒅗;𒀭𒋡	an-ka; an-qa	ok?	wenn.que
17.560 	no, negative 	𒅔𒄀;𒅔𒈾;𒅎𒈠;𒅔𒉌	in-gi; in-na; im-ma; in-ni	++	𓂜𓈖
17.610 	how? 	𒀊𒉺	ap-pa		ahha (a->aph) aber… ob.wie?
17.640 	what? 	𒀊𒉺	appa; ap-paᵗ	ok??	"ob.was? awhat? ≠ 𒀀𒀊𒉺		a-ap-pa /āppa/ 	""over"" after, further behind , afterwards    𐌰𐍆𐌰𐍂𐌿𐌷  𐌰𐍆𐍄𐍂𐌰 apo- off- of away"
17.660 	where? 	𒄯;𒈬𒌨	mur; mu-ur	ok@Semit	mwhere? ma?
17.670 	which? 	𒀝𒂵;𒀝𒅗;𒀝𒋡	akka; ag-ga; ak-ka; ak-qa	ok!?	aqué?
18.210 	speak, talk 	𒌅𒊒𒉡𒌦𒆠;𒌅𒊒𒄴;𒌉𒊑𒋡	turi; turu-; tu-ru-nu-un-ki; tu-ru-h; tur-ri-qa	ok?	tell
18.220 	say 	𒋾𒊑𒅔𒊑;𒋾𒊑;𒌅𒊒𒊌;𒌅𒊒𒌦	tiri-; turu-; ti-ri-in-ri; ti-ri; tu-ru-uk; tu-ru-un	ok?	tell
18.260 	word 	𒋗𒊌𒆠𒀉	šukkit; šu-uk-ki-it	++ ok?	scrit
18.280 	name 	𒄭𒅖	hiš; hi-iš	++ ok?	heiss-
18.360 	promise 	𒆪𒌌𒆷𒄴	kulla-; ku-ul-la-h	ok?	call Gelübde
18.410 	call (=summon) 	𒆪𒌌𒆷𒄴;𒆪𒌌𒆷𒄷	kulla-; ku-ul-la-h; ku-ul-la-hu	++	call
18.510 	write 	𒋫𒀠𒇻𒄴;𒁕𒀠𒇻𒄩;𒋫𒀠𒇻𒄴𒋗	dallu-; tallu-; ta-al-lu-h; da-al-lu-ha; ta-al-lu-h-šu	ok?	tell tale
18.520 	read 	𒁁𒊏𒀭;𒁁𒅁𒊏𒀭𒋾;𒁁𒅁𒊩	bera-; pera-; be-ra-an; be-ip-ra-an-ti; be-ip-rák	<++™?	পড়া pôṛa पढ़ना paṛhnā *pártʰati. 
19.110 	country 	𒄬;𒄩𒀠	hal; ha-al	<<<	"hill hall 𒄬 < 𒆳 kur <> Elam! ""elevated"""
19.150 	city, town 	𒀀𒀠	a-al	<<<	hall 𒄬 < UR < 𒆳 kur
19.210 	people (populace) 	𒌨𒋗𒌒;𒌨𒋗𒌈;𒄷𒌫𒁺	taš-šu-up; taš-šu-íp; hu-úr-du	OK?!?	Teutsch, Kurdi
19.230 	tribe, clan 	𒄴𒉿;𒀀𒄴𒉿	ah-pi; a-h-pi	<<<<	𓉻𓉺 <> pipe / bow
