Genie Jana Venus * 2 ,♀𓋹單义,单 Shàn dian dan(a),<>shaman,𓋩𓃶𓃙𓋹单阳山闪,善 shàn schön gut <> goat 羔羊 gāoyáng gute Jana 良 羽亦兩因
ZEN,dhyana = ZEN,禅 chán,,什,
divinate deify prophecy,sanktify saint proficy,占 zhān,δain,丶点diǎn.*典电店,丶zhǔ / dian4 (radical 3)𓆄 𒀭 *dingir  Zeitpunkt Kanon Kodex Strom 
say/ state/ explain,sayn <> 占 zhān saint proficy,申 Shēn,,,单 Shàn diǎn.*典电田 tián 
saint/ holy,sankt 𓋩,圣 shèng,sainkt 𓋩 ,𓋩 ,
ghost/ god,genie god,神 shén,,精 jīng = jin 申單,曾Zēng 岑 Cén 郑 Zhèng
Leben/ Geburt,𓋹,生 shēng,屮 chèng !,,Geschenk all confusius!!
celestial bodies,𒀯 艮,辰 chén  星 xīng ,,2*wu=2*5=10,changing stars  Fünfte Ziffer der Erdzweige
(re)production,genesis 艮  gen ,厂 chǎng 产chǎn,,艮  genesis,
order/ rule,,臣 chén 程 chéng ,,,vs change
success/ perfection,shine/ prosper,成 chéng 1/10 闪 shǎn,,,
this world / dust,genesis,尘 chén,,井 jǐng = spring,
form,appear (genesis),呈 chéng,,艮  gen  产chǎn,
Körper,,身 shēn,,,
,Schnitt,身 shēn,,,更 甚 gēng shèn  noch mehr
sane geSund,sankht sanft ,身体 shēntǐ,,𓋴 𓈖𓃀  𓏜    ⚚ ⚕!!,Shaman ⚕!!  MediShen MediZin medicine << medeor = heal @ meteor
shnaka,Schlange,蛇 shé[ng],,⚕𓆓  𓆑,
tongue,Zunge,舌 shé[ng] ,,⚕𓄓,schnacken  [t]Ong
gift ⚕ give,geSchenk!,赠 shé[ng] / zeng,,⚕,schön schenk sank 身 give gabe Körper
scheu = Angst,shy scheuch,慑shè  惧jù 焦急jiāo ,,⚕,coy <> 焦 bird?
house,shed,舍 shè,,,
organization,^^  house/body,社 shè,,,
if …,sei …,设 [設] shè,,,
Oxe,Ochse,麝 [O]shè,,,
sing song gesang,chant,唱 chàng  ,,🎜🎝🎵🎶,唱 🌣Helsänger! Kantate
shine türkis,sheng + moon,青 qīng,,,
birds call,whuhoo voice,呜乌 wū,,𓅖𓅓,
,,,,,
,,,,,
take/ bring/ lead,take,带 dài,,,
belt,tie-syn 𓊃 zone,帶 dài,,,
Generation ,days 𓊃 Zeitalter,代 dài,δài/ δàit/ δàyn,dian dan Teil/cai/cut,guardian
waiten,zeiten,待 dài,,,
stay,s’dai,待 dài 呆 dāi,,,
anziehen,an-zein/ take on,戴 dài,,,
dumm dämlich,dau/δau/sau daimlich,呆 dāi,,,daimel = Demian
faul…,daiml ~ däumel,怠 dài,,,
,,,,,
plan land (pan/fen),plan pan plane,爿 pán,,,“Pfanne” zB Salzpfanne salt-pan
,fence,藩 fān,,,
square,wind-fang Fahne,方 fāng,,,wáng 亡 兦 
wind,fent=vent=phenit,风 fēng,,匹 pǐ π 𒉺 phi + end,風   丰 Fēng family: lush   Segel/Fahne	帆 [帆] fān [NAUT.]
phœnix Phoenix,fhenix fang-bird 𓅂 ,凤 fēng 	鹏péng,,匹 pǐ π 𒉺 phi + han,phantasmen φϑΘθthanx sphinx  fangs~finger~fänger Faun fauna
Fang-Netz,fwang,网 wǎng,,,
,weak,弱 ruò,,,raw:schwach vs rau/roh!
,splitter -> Spiel spleen?,碎 suì,,,
Schauspiel Theater:Ju/Diu,jou jeu joy jubel,剧 jù   劇,,,句 jù Satz/Vers  Divine comedy
game,le jeu/ jouer/ joy,局 jú  奏 zòu 游 yóu,,乐 Yuè,back-gammon jammen   比赛  bǐsài <> spai spiel    于 Yú
jeu : game,Giochi [olympic] Sotchi,游戏 yóuxì,,,joy !
je … desto,je … je…,越...越... yuè ... yuè ...,,,
joy,juchee,愉快 yúkuài,,,Jubiläum 月 yuè baal ? 曰 [曰] yuē yell/yodel@moon Journée Mondfeste
moon,yuen yun lun,月 yuè,,jour(ney)𓇹 𓇺𓎁?,六 月 liùyuè JuLi lemoon 🌕lemon! le’oon lun !!! lalune lilath! almonds 🌛amugdálē
Mondgesicht ,**//  Märe(Traum),梦 mèng,,🌛,Märe chimere měng der Mungo/ mücke  / 锰 [錳] měng Mangan 400BC ++
(d)evil dämonish,daimonic,歹 dǎi,🌚,~ dark vs dian ,vs hou.rayn high.rays helle houren
hinterer Teil,hinten,后头  hòutou,, ,
Mann,man,男 nán,,<> MEMNON!,盟 méng Menge Bündnis,,,das Bündnis,,,,,
nauth<>laut,noisy/ nerv,闹 [鬧] nào,,-> 牛 niú,
brain,know: Nuss/ Nerv,脑 nǎo,,,鸟niǎowl/ nod/ nacken/ name/ nerv/ narren= 闹 笑话 nào xiàohuà
think / read,mind << 脑 nǎo/ nu,念 niàn,,,
,nagen,啮 niè,,,
,kneif(en),捏 niē,,,凝 níng gerinnen
,nehmen,拿 ná,,,
,kneifen: nehmen!,镊 niè,,,
,Knopf,扭 niǔ,,,廿 niàn Zwanzig <> Ochsen Knoten Jahr?
,Knoten / Knopf,纽 niǔ ,,,拧 nǐng wringen
Not/ desaster,“nein!!”,难 [難] nàn,,,[catch bird;]
scratch/hinder,nail,挠 [撓] náo,-,,
lustig/ ne?,ne,呢 ne,,,
bird,vs miao,鸟 [鳥] niǎo ,,,鸟类 niǎolèi lärche larch lar™
nun/ niña/ lady,nun nin,女 nǚ,,奴 nú = slave 𒉡,𒊩MUNUS woman mumu whomb 月

hinein,hnei,内 [內] nèi,,,
no(ne) ¬,mo @ greek ¬,莫 mò,,沒 méi,
nay-is nix-is,meiden/ mo @ greek,沒 méi,𓅓𓁹!!,莫 mò = no ¬,
blitzen vs thun.der,shine,闪 [閃] shǎn	 	 	,,,
das Schöne / Gute,schön,善 shàn,,,
Zank,,争 爭 zhēng,,,
Krieg,Zank/ ver-schanzen,战争 zhànzhēng,,山 shān scansodefense,
Utensil,use util yot 𐤉𓂧,具 jù,,架jià Zew. für Geräte,das Amt 局] jú
[have]!!,ia/yo/ya 𐤉𓂧,具 有 拥 jù/yǒu/yōng,,,
lieb lines,[stand-strong] IN lìebe libido,里 力 lì 立 lì 厉  丽 lìeb,,<> lines,
Satz,junction?,句 jù,,bāo 包,
,,,,,
food…,fam famine …,饭 [飯] fàn ,,,
,,,,,
Fahne,,幡 fān,,方 fāng,
Segel sail du vent,Wind-Fahne/ Wind-Fang,帆 fān,,𓊡 网 ,四 sigl Segel
wind,Wind-Fang fent=vent=wind ,风 [風] fēng 凤,,𓊡 网 ,斤 jīn pfund | 巾 jīn wind? 四 sigl Segel  𓊖 ƒir vier Windrichtungen!
vier!,西xir ƒir syr <> kyr  𓊖,四 si ƒir,,𓌨 !!!,<> unter <> sick/dead! 𓐍 
四 方 cardinal directions,Wind-Richtung,方 fāng,,幡 fān fahne,࿕ MAN 卐 ࿖ WÀN 卍  方言=Dialekt
囗kou quader square,umfang fang-eck 𓊡,方 fāng 匚,,冂凵匹phi π pǐ𒉺 匚,房 fáng=haus 
net (catch),fang fangs=greif-krallen,网 wǎng,,𓅂 凤 fēng = phoenix,方网匚 -> 罔wǎng! (nicht!) 亡 wáng untergang/ death   望 [望] wàng:blick-fang
resist/ release,¬fangen,放 fàng,,,芳 fāng release fragrant Reliquien
all diu jed-,pan,凡 fán,,舟zhōu boat,WÀN 卍 王 Wáng WAN VAN BAN MAN 卐 Männer BUND 
die Myriade,pent 𓂭 5th order,万 wàn,phwuan 5,戊 wù 王wuáng 五wǔ伍 ,万 米 wàn mǐ  das Myriameter <> phantastillion
unbesonnen ,wankelnd,妄 wàng,,网 wǎng,亡 wáng untergang/ doom/dumm->tomb/death   -tum? Tun/time
not!,wrong!,罔 wǎng!,,,
walken,wanken,往 wǎng,,,
in vain,,枉 wǎng,,网 wǎng,
an-ballern anprallen,peng/bang,碰] pèng,,,
Päng! boom bums,peng bam!,砰] Pēng 叭] Bā ,,,
treffen ,,碰] pèng,,,
Freund,phrengd,朋 péng,,,
too/ much/ more,duo:2 two -> too,多 duō,,,
dure Dauer,duoro,多 duō,,,
bei/in/auf,®,于 yú,,,<> von
,,,,,
drag trecken ,tow Tau täuen ziehen,拖 tuō,𓍿𓍼τau 他,驮 [馱] tuó,拓 tuò trees  驼 [駝] tuó camel  鸵 [鴕] tuó ostrich Strauß Stuóß~Stelz
support / hold,tow too?,托 tuō,,脱 [脫] tuō,Zahn ziehen 牙齒 yáchǐ tow tooth -> tongue 唾 tuò Spucke
,,,,,
,,,,,
Ton-erde red tone,tan/ taint tin zinnoberrot,丹 dān,tain+,凡 fán  phthan,丹 dān	<> δan chéng=orange   wüs.ten ?   Rote erode Erde erotisch errötend raten?
Kanne,Ton-Krug,坛 [罈] tán,,,
Strand/ Lachen …,Ton-Sand Schwemmland,滩 [灘] tān ,,,
Kolk/ Sputum,Ton~~~,潭] tán 痰] tán,,,
flat things !,plan ®,坦 tǎn,,vs tai dan : dawn,tongue 
teppich,tapet,毯] tǎn,tanpet,hontep,
hotep = Opfer-Altar !?!,tapet,坛 [壇] tán ,,,
Afghanis-tan,-tan Klan,坛 [...壇] ...tán,,,
,Ton-Erde Terra,土 tǔ,,Schuh,—
Bild,ton töne Tusche/ Tücher,图 [圖] tú,,𓍿𓇋𓏏𓂇 ,tsa`tsua`   sculpture: image portrait trahō (“drag”)
tleine Träne,leid,泪 lèi,,,
toe tot tue die Zeh,[ to ~ ende ],tou 头太 底 ...dǐ  ,δoι,Titan   末mò δι 死sǐ,休止 xiūzhǐ 	最后 zuìhòu
toe~end,[ to ~ ende ],端 duānd=end ,,hand 末mò manus,Dach?
,,,,,
,,,,,
tail/ Fisch Flossen,wag the wale tail phwød,尾 wěi ,,,
,,,,,
magic,Magie,魔术 móshù ,,,kashaph
Methode,Schule! meshud,术 shù 手 shǒu,,,坐 zuò sit Stuhl 座 school 走zǒu = go <> scholar
kunst Gunst gig,stil,术 [術] shù 手 shǒu,g̃hu,,
,Handschuh,手套 shǒutào,,鞋 xié 履 lǚ leder,xué學 school
school (),hand/school of doing,手段 shǒuduàn,,,
method,how-to-DO,道 dào 着 zhāo 术 shù 手 shǒu,δo!,ma.zho,wúyóu=no-method
tun/ machen,DO,作 zuō  做 zuò,δo!,左 zuǒ      links,do-meals…  下 xià 干 gàn 行 xíng  昨 zuó done/east?  	为 [為] wéi = make
friend,“Hand” = frHand,友 you,手shyond,,
hand <> shoulders,Hand,又 han   手 shǒu ,手shyond,hand,坐 zuò sit Stuhl 座 school 走zǒu = go <> scholar ≠ 出 chu! shoots
Geschick,ge’shùck,术 shù,手shyond,,
Kopf <> shoulders,Schopf,首 shǒu,,友 you 右  rechts,肩 [肩] jiān=Schulter  vs hand
Fuß,<> Schuh,足 zú ,术 shù,趾zhǐ=Zeh 走zǒu=go ,瓣 bàn = paar
sudden zeitpunkt,乍zhà 点diǎn,乍 zhà,,<> happen 𓆣?,
Ereignis,时shí 点diǎn,事件 shìjiàn,,? 万一wànyī!,yes/ forgotten ethymology: 事情] shìqíng
time/ zeitpunkt,den n-ten -tern -turn stern -tum ,点diǎn,,<> 天 tiān day,
time-hour,zeit-uhr,时候 shíhou(r),,schicht,
,,,,,
,Anmut ,美 měi(t)	 ,,,
meter,Meter Maß ‘µiter’,米 mǐ,,木 mù 亩 mǔ ,𒀯𒀭米 Mithra God (*nTr)??  万 米 [萬 米] wàn mǐ das Myriameter
[unit area],µ mü Maß <> mikro / makro,亩 mǔ ,,米 [米] mǐ 木 mù,
many?,Zew. für Münzen,枚 méi ,,,
,das Medium ,媒 méi,,,
Mitte middle,Messung/ centrum,中 ;),,zhong! vermessen ;),尺寸] chǐcùn  大小] dàxiǎo=+-
Längenmaß,,里 lǐ,,,里 lǐ in …/ in drin/ innen
measure make-sure,längenmessen,量 liàng ,,度 dù,
Logik,geistiges Längenmaß,理 lǐ	 	 	,,,
durchmachen erleben ,live-through …,历 lì ,,,
left,leave,离 lí,,<> fern=links??,
Leibes-Stärke,live! life!,力 lì,,lit/ light 立,立 lì Standkraft <> lid/ lit/ light 丽 lì likeable
,,MU=COVER,,,
,Zelt Vorhang Akt,墓 mù,,,
muerto Grabstätte  ,moratorium,墓 mù,,,
muerto mort Mord,moribund,末日 mòrì,,,
mold/ must,der Moder/ Most,霉 méi	 	 	,,,<> schnee?
,die Mutter,母 mǔ ,,,
pro/ per/ je,𓅓母mǔ ,每 měi,,,
,Mysterium,谜 mí,,,
Misch,mix/brei,糜 mí,,,
corn,Mais <> Mehl,米 mí,,,
Fan/ Vernarrter,Mitgänger,迷 mí ,,眯 mī anblinzeln,
Auge -> Ordnung,mouigen = Augen,眸 móu 	目muk,,,
möchten -> wollen,mougen = mögen,牟 móu 谋 móu,,,<> moi je veux voir œil yeux joy schön
honey,miel & honey,蜜 mì,,,
,?,卯 mǎo,,,Vierte Ziffer der Erdzweige        <> 卵 luǎn ei
,,,,,
Deich,dike,堤 dī,,,
center,ziel,的 dì,,,
höchster Gott,di teis deus dieu,帝 dì [宗]		 ,,,-> 帝 Dei->”emperor” after rationalization!  黃帝
Reihe,line up,列 liè,,,
Schatz! Baby!,baby!,宝贝 Bǎobèi		 ,,,
,,,,,
,,,,,
schätz-maß,duo-shao +- da-schau多少,度 [度] duó,,,
,,,,,
the more,umso mehr wie,弥 mi,,-,
town ++,,屯 tún,𓊖𓊖=twin,naturen屮chè 出chū,
,,,,,
green; young,young,青 qīng/ ceng,,,夭 yāo  die young / üppig  ~ schön
young kit / seedling,young,秧 joeng/ yang,,,
jung,jeun young,少 shào.n  幼 jaun/ yòu.n,genu,青年 qīngnián 小xiǎo,出  chūn -> chien = “Junge” / schön!
young lady,,媛 yuan,,,
Rand,,刃 rèn
,,,
grass/ Holz/Zeit/…,cut/ Teil,采 cǎi  才 cái 裁 cái,,弋->时代 shídài,<> 时代 shídài 岁suì 宙 zhòu Zeit / Schicht @ quarry 矿kuàng / 面 miàn
sammeln 搜 sōu(mmel),cut/ collect(ƒ;) con corn,采 cǎi 湊 còu 汇 huì,,,
,Zeit <> days,时代 shídài 岁suì 宙 zhòu,,,sunrise 日子 rìzi  候hour 光阴guāngyīn
tree,yew/ juniper/ Jujube,树shù/ 株 zhū,,,𓆭 junIPER->conifer fir <> arbra <> hebrew 
,,,,,
Sand,,沙 sha.,,,
Danke,,多谢 douxie,,,buxie bitte
,Zwerg,侏儒 zhūrú[g],,,dwarf=duairg=cheirg = 𓂧𓄿𓎼𓀀 !!!
fat,fett,肥 féi de,,,肥大 féidà
Kinder+Eltern …,kin,亲 [親] qīn	die Blutsverwandten Pl.,,𓌢𓈖,
keen ~ eager,kühn,勤 [勤] qín	 	 	fleißig ,,𓈎𓈖𓀜!,
or,ou = oder,或 huò,,𓂋𓏤𓊪𓅱 rou,
fear,phea,怕 pà,,,
fear,h’angst,惶 huáng[x],,,
fuck,co.pulate: couple,肏cào 靠kào 操cào,,早 zǎo,𓈖  O4 𓉔  Q3 𓊪  D53  𓂺 mnhou <> mourn / morning = jou’r  早 zǎo
gülden?—,zink = 鋅 xīn ,金 jīn ,,,金 gHau=AU @ JP    gHau+Lead
weiß/ klar,beige~berg-color vaise=weiß,白色 báisè,,<> nord 北 běi,<> alban~Alpen   vs 悲 bēi trüb
bright vhaite,bhai,白 bái,,buy : umsonst?,bvoir buoir bwasser  vs mnaur    
weit? ^^,100,百 bǎi,,,<> Berg vs 卑 bēi (er)niedrig   山shān 三 sān 十shí 
,(zu) bereitet,备 bèi  焙 bèi ,,,
via/ way/ weg,ab*,被 bèi,,,
thing,zion/ -tion(g),事 shì 	东西xi,,<> 东dong:Ding,
,Schirm,伞 [傘] sǎn,,,
die Frau ,fru fuman woman femmale,妇 [婦] fù,,,
cow-count,Zew. für Tiere,口 kǒu,,,𓈞𓈟 cunt/cow.tl 𓄰 𓍕
,,,,,
,Gesang,赞歌 zàngē ,,,赞=Lob  歌gē=GeSang
tongs = plier/pincer,Zange,钳 qián ,,,
,WeichenZunge wtf,尖轨 jiān,,,舌尖 上 shéjiān shàng = auf der Zunge  Adv.
,,,,,
,schön ,俊 jùn,,,kind 𓃛𓄣  generous vs 慍 yùn misgruntled
,Herrscher … (?),君 jūn,,𓃛chien~gen,军 [軍] jūn Armee
,shining,爽 [爽] shuǎng,,,
,,,,,
flat = even,𓃛Yvn : even / yun +++,勻 yún,云 cloud,𓃛,晕 Flaute flat cloude floor  ground E9 𓃛 𓏏  𓈖 𓈅 𓏤 flood   𓃛  𓅱  𓎛  𓈗 
schwanger ,naissi !!,孕 yùn	 	 	,,𓃛𓂋𓁒 !!,svänger 𓋴𓃛𓏲𓇋𓂺 ƒ
shag,Schenke,舍 shè[ng],,𓃛 𓅱 𓈖 𓇱 ,janitor  sanctuary
shank : prison,freiheit [schenken],赦 shè,,,
tiltet / bent = evil,schief,??,,,拐弯 guǎiwān schief  
if … assuming …,sei,设 [設] shè   shi  ,,,
,die Ge.sell.schaft ?? ,社 [社] shè	 	 	,,,
,Dio.nys <> snake rebirth,,genaissis,𓃛,
breast,poitrine petto pecho buste,脯 pú / 胸部 xiōngbù ,,pupul@Ugarit,
femmina ,frau + nina,妇女 fùnǚ  	,,,夫 fū=Frau vs Gatte
table,ta.ble/ pod.taist/ Tisch,台 tái,,,
(Ramm)Bock,der Bär,巴 Bā,,,bat -> put pull
bar (händle),Bar,巴 Bā,,,
der Tyrann ,basileus 𓂓 kan,霸 bà,,,rain+leather+moon!?!
bann’ Deich,Bau,坝 [壩] bà,,,
band,Band,把 bǎ  笆 ba,,本 běn	卜 bǔ ,<> bind … Bund …
,Papa,爸爸 baba,,,
hope,hopa [old English],巴 bā,,,
,dünn —,緊 jǐn,,,
tight,tie,貼 tiē,,,
white,bveiss ;),白色 bái.sè,,ph𓊪艾Ài,
Luke/ leucht/ light,Libanon/ Levkos/ Leuko/,λy白báin,,Levant,
Geban = Byblos,gebail,ye白báil,,,
[surprised],VS já?,讶 yà,,I+A i+zAhn,isza?
,gehen ƒ,格 gé,,,
,think,想 xiǎng,,,sīwéi 思维 = thought
who,wer,何人 [w]hérén,,,
,why,何 [w]hé ,,,
,woher <<,从 何 cóng hé ,,,
von,*come,从  cong,,,
Funktion,function,方法 fāngfǎ  法子 fǎzi,*方子fāngzi,,
,jump,跳 tjào[mp],,,
,Rattane/ Pedding(rohr),藤 téng,,,
green,glün,绿 [綠] lǜ,,,
Harpy [Myth.],Harpyie!,哈比鹰 hābǐyīng !,,𓅃 Hor.bird Habicht,
kaufen,κτάομαι,采买 cǎimǎi,,,
,kauf,购 [購] gòu,,,
,kauf,沽 [沽] gū ,,,
,kauf, 购物 [購物] gòuwù 
,,,
,nurse,女 护士  nǚhùshì,,,
breast <> native!,nurture/ yanaq/ nuckel!,奶子 nǎizi,,ňadra@CES,𓏠  𓈖𓂧𓂒 gymnaδi ?
Gurgel 河 𒄘虎,Hals Gurgel Kehl,喉 hóu 吭 háng ,虎 Hǔ 河 Hé,𒈦𒄘𒃼 Tiguar Tigris,喉咙 hóulóng
Cat 猫 māo ,Gurgler’ Tigra,虎 Hǔ/ Tora!!,,喉 hóu 吭 háng ,虎门 Hǔmén  2 yellow lions Huáng 黄河 Hu: 𒄘    河 GU𒄘 river ~ Gurgel
,Schlange!,龙 Lóng,,蛇 shé[ng],
Phoenix -> Huhn,Fang  𓅂 ,凤 Fèng,,,
*@AKKAD,Shirkhan,狮 shī ,,虎 Hǔ,
,,MA/SHI,,,
magic: number cipher,Ma.thematik: Ziffer,码 mǎ,石 Shí,,<> 魔术 móshù = magic
,Zahl/ Ziffer,数 shù,,术shù kunst,shù Strang?  shou:hand <> digits
,zeigen/ show,示 [示] shì,,指 zhǐge finger,
think,think,思 sī,,,
[knowst],je sais/ scio/ shi’r/ shu’ur/ shai‘,识 shí* 知zhī,,码 mǎ /	石 Shí,science saint/ igno : n-k-r unknown -> …  vs ma ‘-l-m
study (n+v),thought/ school,学 xué,,,
Zeichen,signs Ziffern,字 zì,
taub [med.],mal,麻 má,,dumb <> dark,
to clean,mob,抹 mā,,mal:dirt !,骂 mà Fluch <> ma:Fleck~black
,,maha mega … ?,,,
,???,公 gōng 空 kōng sky 孔 kǒng leer cave space  ,,,
,channel / heau 💧,河 hé / ho,*shuenaur,巛 shuan 川 巜chuān,河 hé = ho heau 💧!  洪 Hóng Flut <> 湖 hú See
ni high,hoch huge(ly)  ,浩 hào 好 hǎo ,,,豪 háo outstanding 毫 Haar!  <> HÜnen HUmen Hun
vast/ big,huge,洪 hóng,,,
fat <~ vast,huge/ heavy,厚 hòu,,,
stattlich,hoch,宏 hóng,,,
dumm,”Hans”,憨 hān ,,,
Thin hair-> milli- !,Haar!,毫 háo ,,,毫 háo <> 毛 Máo 翰 hàn Schreibfeder <> Hahn/Schwan
summen,hum,哼 hēng ,,,
,Hals,吭 háng ,,,
,Hals/ Kehle,喉咙 hóulóng,,,<> LONG ←→ ~ schlange
,howl/ heulen,吼 hǒu 号 嗥 háo 嚎 háo ,,喉 hóu = Hals!,-> 哗 [譁] huá Krach 

howl/ ruf->name,howl ´ -> `,号 hào,,,喊 hǎn anrufen
exhale/ call,howl ~ ruf(en)  hale~yell~call,呼 hū,,,
Tiger,~Hyene,虎 hǔ ,,呼 + 惶,<> cat/ hyene  <> 唬 hǔ einschüchtern  胡 hú nachlässig huh?
,fox/ swan!,hú,,🔴,
,*Angst,惶 huáng,,🔴,
,Heuschreck!,蝗 huáng
,,,QED Deep!
,guard,护 hù,,,<> 忽 hū plötzlich Huch! <> bluff 虎 hǔ …

,HausHalt,户 [戶] hù,,,2) door
,über / un-,出乎 chūhū 超乎 chāohū
,,,
,who how … huh?,乎 hū ?,,,
öde/ hektisch/ wüst/ brach,Hunger,荒 huāng,,喉 hóu,<> 酣 hān … can: bechern(drink)
,~use up,耗 hào,,,
Kinn,chin,頷 hàn ,,,
halten …,,含 hán,,,
branch:x-line/Reihe:Firma,¬häng :(,行 háng,horizontal—,<> Gang 涵 hán ,衡héng waage  ¬ 横 héng quer 桁 héng (roof beam) <> 户  

Nukleus ,Kern,核 hé,,,
standing grain,Kern/ Korn/ Hirse/ Halm,禾 hé ,,颗 kē(rn),<> 河 héau 💧  <> 瞄準 miáozhǔn aufs Korn nehmen   - zielen 
Calla / Lotus,𓆼 #kha challa / 𓊃𓈙𓈖 ,荷 hé ,𓆼,蓮 lián ,<> 
constant,hang in,恒 [恆] héng
,,,
honest -> stupid ! ;),honest -> dummer Hans/Huhn,憨 hān ,,,恳切kěnqiè 诚chéng 正zhèng  拳quán  光明guāngmíng  公平gōngpíng
Dürre ,*chamn = heat,旱 hàn,🔴,,VS 寒 hán Kälte !!!
[Bogen],Arcus,弧 hú ,,虹 hóng  弓gōng ,
RED <> Hahn 🐓,*chamn = heat ~orange hue,红 hóng,🔴,虹 hóng  弓gōng ,汉 [漢] Hàn ≠ चीन cīna ≠韩 hán südkoreanisch 丹 dān
yellow,o’chéng~orange hue,黄 huáng,,,hua=hue! 煌 huáng glänzend  淡 黄 dàn huáng:beige   huáng jiècài =senf
 Kaiser,King,皇 huáng,黃帝 ,王 Kwang 主 azhǔr, 凰 huáng Phönix <> wang feng 龙 lóng = kaiserlich <> CANdelier?
 ,~wrong,谎 huǎng,,,黄 [黃] Huáng=Hwang Wong 
 Vorhang,*Hang,幌] huǎng ,,,
,wanken/ schwingen,晃 [晃] huàng,,heng=hängen!,
wie,ham/ comme,恍] huǎng ,,,
*Fahrt/ Verkehr,<>Hangar,航 háng ,,,<> 舶 bóat / 舟zhōu
,Hormon ;),荷尔蒙 héěrméng,,,
,Mütze,帽 mào ,,,<> 毛 máo mwhool  mhaar
,pull,拔 bá,,,
(be)hind,hoünd,后 [後] hòu,,,
,…hu/ huh/ he/ ne?,乎 hū,,,
wenn …,… wenn,话  ... de huà(n),,,
word,[howl/ruf/call/heißen],话 [話] huà ,,,<> huol 号 hào name
,1)goo 2)burned[heat],糊 hú,,,
brei,goo,粥] zhōu ,,,
pot,kup cup,壶 [壺] hú,,,
,whole,hulun!	好 hǎo,,,
,CHAnge! WAndel,化 huà(n),*hwan.de/ge,,<> change 更动 gēng  转 zhuǎn !    变 biàn ?
color/flower,HUE,花 Huā,,,-> 画 [畫] huà KUnst paint(ing) 划 [劃] huà Strich 

magnificent hue,huge,华 Huá,whoa!,,wow
spotted ,checkered?,花 huā,—,,dappled mottled speckled
,~han chinese,华 [華] Huá ,,,
row/ rudern,ru’a,划 huá,,,
raffiniert ,ra’finiert,猾 huá,,,<> huch
cut,chuat,划 huá,,,
,,,,,
,change,改 gǎi ,,化 huà(n),
,change,更 gèng ,,化 huà(n),
time/ season,hour!,候 hòu®,,,
turn,churn / change / zwandel,转 zhuǎn !,,化 huà(n),<> wind wender wunder Winter 
cycle/ week,churn! journ,周 [週] zhōu(r),,,周 Zhōu dynasty 主 zhǔ zhoun <> 王 wan  <> 更 gèng Gang der Zeit
daytime,jour,昼 [晝] zhòu(r),,,
,Zauber(n),咒 zhòu(ber),,!!,侜 zhōu
,sauber / broom!,帚 zhǒu(ber),,!!,
,Gau!,州 [州] zhōu  ,,国 Guó,
,falten??,皱 [皺] zhòu,,,<> wind wender wunder Winter
,sudden,骤 zhòu,,,
,,,,,
,senden  ,遣 [遣] qiǎn [form.]

 
,,,
hochheben,“ziehen”,骞 [騫] qiān,,,
,ziehen,牵 [牽] qiān,,,迁 qiān umziehen 
das Los,Ziehen’ :),签 [籤] qiān,,,铅 qiān = Blei-ziehen/gießen
einlegen …,ziehen,嵌 [嵌] qiàn,,,
,$Ian Zink,钱 qián ,,,铅 qiān = Blei  乾] qián 1/8 Trigrams
,$1000.00,千 qiān,,,
,schulden,欠 qiàn ,,,
yawn,gähn ,欠 qiàn,,,
chain à chien ,chain a dog,牵 狗 qiān gǒu ,,, 高飞 狗  Gāofēi Gǒu Goofy   
,ziehen,牵  qiān ,,,
,Schüssel/ pan/ pen,食盆 shípén 
,,,
Gattin,νύμφη Nymphe Ninfoo;),*女妇 nǚnfù,,,仙女 [仙女] xiānnǚ

,beten pray,拜  bài,,,
ja je auch,ja,也 yě,jar(pot),,
ta/ they/ she/ he/ it ja,tja,他 tā,,,
,𓈞 ~ quell / gate,kǒu口,!,,
oder,OR,或 huòr,,,<> wuoar : war
YOU!,Er = thou  nǐn 你,ěr 尔 = though ěr爾,,,
,,,,,
 ,chaud : hot : head / schief chief,shǒu首,,,
time/ season,cai+t : Zeit / sea?+sun : season,shí時,,,
 thousand,zehn leben = 10*100= 1000,qiān千,,,
money,pay @ bay,bèi 貝,[shellfish],,Cowries weiß?  byutt byuen wén文 <> fish
zweyi,乙~2 ي Y,yǐ 乙,,,
,jia : house,jīng京,,,
,just,jiù就,,,
want/ desire,ywaont,yào要,,,
embryo etc,seed,巳 sì,,,才 Cai [tsai]  艹采 cǎo 子 zi 卉  PSI! << phthi
,it,zhī之,,,
ja,dja da!,duì對,,,
[question particles],ma / ja ?,么 me  幺 [么] yāo = 1,,,
breathe / hickup,hat’qi,qiǎo丂,,气 [氣] qì,
,zhou qi le = es zieht,气 [氣] qì,,,
schleich (slow walk),slow,suī夊,,,
,heir,後 hòu®,,𓎛 !!!,
little / few <- paw,paw : peut ‘ein paar’,xiǎo小,,,
夕 7 sieben,SI: Sichel,xī夕 厶 si,,,尸 shi = corpse    R8 𓊹  shi.piter?
and,*hang,ér而,,,
city,*BAU! *Burg! Oblast;),yì邑,,,
,she beast,豸zhì  

,,,
,Sau/ schwein,豸zhì  猪zhū 豕shǐ 

,,,
agua ashuia,suamp <> si=4 chad see …,shuǐ水,☵,,氵shui <> schnee
,ma = no <> nass mainus?,mò沒,,,
,??,jīn今,<>,,
then,fthen,fāng方,,,<> qvang? <> qvart square
,,,,,
,mängeln bemäkeln,埋怨 [埋怨] mányuàn,,,
