folio	side	line	text
58	front	11	qocphody.qokalam.chairal.qo{ct}aiin.otalal.dalor.orar<!different r>
58	front	12	shoar,ar.choldal.otalchal.dal.choldy.okalys.airaldy.shar
58	front	13	ytar.sheear.cheoldy.ykeol.cheal.cheody.chal.chaiin.ol.oly
58	front	14	sharam.okair.chekaiin.ytchaly.dalchal.ykal.okalal.oly.chal
58	front	15	daiir.shal.qopaim.cholaly.dy.shedy<!note this word in A><$>
58	front	16	typchey.ar.air.ytashy.qotyshey.pchdy.dshaly.pydaly.choky,opy
58	front	17	ysholshy.qotoly.daiin.ykal.dalchdy.qoky.dal.ytchody.s.olar,aly
58	front	18	darar.shol.cholraly.cholaiin.odaiin.chaly.dalar.aiin.okal.otal
58	front	19	todal.qotey.chaly.dal.qokaldy.otary.okalal.{ch'}ees.chal.[o:a]chaly
58	front	20	ysheockhy.olchey.oleesey.alaiin.olkeal.daldy.otalar.ar.aroda[i:?]m
58	front	21	tcheos.ycheor.sheain.okey.qotaily.daiin.chy.cholkor.olkeol.oty
58	front	22	dcholy.ytar.chol.dal.qoaiir.chalolky.osal.chotam.chal.olsee[g:m]
58	front	23	shol.[a:o]leedy.chotar.okeal.sheody.qokalchar.otal.choky.sar
58	front	24	tazain.oteeos.okeal.ar.otalor.cheoekar.cheky.otaka[s:r]
58	front	25	oar.cheekey.oteeoaly.otar.alkar.or
58	front	26	kshar.shoky.opcheear.ofadain.opsheolaiin.opydaiin.podaiir
58	front	27	yteor.oty.chaltar.ar.sheeetchy.tal,al,chear.chear.chor,ar,am
58	front	28	yshealkair.odalaly.dalal.chy.s,air.shokar.olaldy.okalody
58	front	29	odalar.cheor.sar.alol,daly.cheom.chor,ar,aldam.chal.cheal.[r:s],omy
58	front	30	ytor.ar.alom.qokalor.chdy.dair.chody.cheol.okolchy.otaldy
58	front	31	odshchol.taiin.okal,or.chol,ol,ekar.otarchol.chol.kam.qokal
58	front	32	oqotaly.qokaiin.chtaldy.qoky.dar.al.chol,taly.qokaldy
58	front	33	scho{cthh}y.dalols.qokalos.cheor.oekeody.qokaly.qokar.dy<!familiar incipit>
58	front	34	yssheol.chokey.dalol.shokalol.qokaly.kaldy.ytaipom
58	front	35	dto[s:r].sheol.qokor.sharal.ckhol.shol,ar.aiin.sheoctham
58	front	36	skaiin.shokal.chockhy.qoky.chcthy.ykeeshy.shoekar
58	front	37	opolkeor.olchocfhy.cphol.chykaldy.cholols.chkaiin,olfcham
58	front	38	s,ysheos.okaly.cheos.otey.ykar.ls.aiin.okaiin.ytolkal
58	front	39	dtshol.dytal.okar,olol.sheol.qockhy.qokaly.salol.dalam
58	front	40	y[r:?]oleeey.ar,airaly.pchody.tshaly.alols.ykaly.kar.aram
58	front	41	dchol.chokal.saiin.dal.okal
58	back	1	tol.shokchy.opaiin.opaiin.chofaly.ypar.ypal.opal.opaldaiin
58	back	2	dair.or.{ch'h}aiin.tair.y.qotalody.s,aiin.okeody.qotair.ar.alor.orky
58	back	3	todal.qotain.sho[{ck}:k]eey<!erasure?>.qokeol.okey.qokalchal.daly.ar.aim
58	back	4	or,aiin.okair,y.dair,al.qokal.qokaiin.qokaly.okar.olkaly.okal
58	back	5	faiir.ofas,ar.qotaiin.sholy.qotaiin.yqokaly.okal.qokaly.okaly
58	back	6	qokair.ar.aly.sho[r:s].daiin.choly.dal.ykaiin.org.fchey.okaly.oky
58	back	7	y.daiin.qokeey.qokar.lchedy.qokalor.sheols.oteor.aiin.cheky
58	back	8	taiin.ckhey.daldy.qokair.alar.ytal,aiin.otaiin.ykaiin.ykaly.dam
58	back	9	salal.qolaiin.chockhey.tcholy.qokaiin.qokaiinos.orcheey.olaly
58	back	10	ykair.shey.key.ctholy.qotalom.qokals.qokaiin.okal.okaldy.ory
58	back	11	tchol,shol.tor.qokair.or.y,ykaiin.dory.okaiir.chodaiin.otals
58	back	12	oreeey.cheekey.cheal.qokey.chedal.dy.tolair.opchey.poaly.cfhy
58	back	13	qoeear.alkeain.ytal.chos.alor.okal.chcthy.tal,{ckh'h}y.kar
58	back	14	shar.air.alo[r:s].chol.oeear.sho.qotal.chol.tal,ar.tar.aropam
58	back	15	qot,oiin.okal.aral.s.air.qoal.talchos.okal.cho.ytam.dam
58	back	16	ykam.qokair.okaly.qokal.chaly.cheockhey.olaly.taldar,al
58	back	17	daiin.alal.dal.qok[a:?]r.otal.chodol.qokeal.cheol.chos.okeeam
58	back	18	taiin.chal.sheal.qockhy.dar.aiin.ockhey.qokeey.qoaiin.aral
58	back	19	okain.chokal.sheoldy.qokor.olkam.cheol.dar.chokeey.okalchy
58	back	20	tolain.ar.ykeain.qokeey.otal.chol.okal.ar.{chh}ty.chkalarol
58	back	21	olain.olalor.odaiin.qetair.otal.qokal.da[ir:in].oi[?:sh]y.otam
58	back	22	<!centred>okar.sheey.shekealy<$>
58	back	23	pchshy.sheoltey.shopalchedy.sheolkeal.qokar.aldaiin.qokalar.dal
58	back	24	qokal.daiin.qokal.cham.qokalcheal.okor,air.ain,ar,als.okam.daly
58	back	25	qotain.okeor.sheey.qokeol.okeoly.qokaly.qokair,or,tas.ykal
58	back	26	ykaly.qokal,ol.al.qokeos.okal.ar.okos.al.shekar.qokair,alam
58	back	27	qokar.s.aiin.al.y.qokchedy.qo[e:?]kaly.odaiin.qokar.char,alaiinom
58	back	28	ycheockhy.okey.okal.otaly.okaldy.okeor.sheey<$>
58	back	29	polal.keeo.o,leeckhey.dalar.ykeeody.choar.ckhar.yfair,alam
58	back	30	daiin.sheo{ikh}y.ykey.sheky.qokal.qokeey.okain.okar.ol,dam
58	back	31	tcheor.chor.kar.okal.qokeey.qokal.shol.qokain.ar.oetalchg
58	back	32	psheey.qoty.qokar.qokey.ky.ykar.cheal.otal.kol,olchedy
58	back	33	qoai[r:s].chol
58	back	34	tol,sheo.keo,ar.qofcheal.dar.a{iph}ey.opchal.shockhy.okaly
58	back	35	daiin.otain.okain.chey.okeey.qokeeos.olar.sheo.daly.dalychs
58	back	36	tcheody.oke[o:y]r.ockhy.qokal.okal,shokey.qokeey.dalar
58	back	37	olkeey.okar.ar.choky.otair.otol.chokey.cheeky.dalar
58	back	38	ykeeody.qokar.qoky.keey.qokol.okal.okor.cheky.sydy
58	back	39	oshar.qokain.okam.shear.ch[er:?].sarols<$>
65	front	1	otaim,dam.alam
65	back	1	cphy.fchecfhy.dy.<->dchepain.shety.qopy.fol.chpdy
65	back	2	daiin.sheek.lyteo.qop[s:r].air.cheot[ee:ch]y.dal[o:a]m
65	back	3	ytal.cheot.shky.y.<->[s:?]as.cheody<$>
65	back	4	toeedy.otar.shedy.<->yteey.sheody.qok[es:?]d.yfchey
65	back	5	dshedy.okeody.qokd.<->shckhy.choky.chokeody.okey,dy
65	back	6	qo.ytchey.shykchedy.chedy.shckhdy<$>
66	front	1	rary
66	front	2	[r:s]als
66	front	3	qo[r:n]
66	front	4	dary
66	front	5	ykeol
66	front	6	saly
66	front	7	salf
66	front	8	fary
66	front	9	qotesy
66	front	10	ykaly
66	front	11	doly
66	front	12	saiin
66	front	13	qokal
66	front	14	qolsa
66	front	15	raral
66	front	16	y
66	front	17	o
66	front	18	s
66	front	19	sh
66	front	20	y
66	front	21	d
66	front	22	o
66	front	23	f
66	front	24	o
66	front	25	x
66	front	26	air
66	front	27	d
66	front	28	sh
66	front	29	y
66	front	30	f
66	front	31	f
66	front	32	y
66	front	33	o
66	front	34	d
66	front	35	s
66	front	36	f
66	front	37	c<!cf f57v seq.>
66	front	38	@172;<!cf f57v?>
66	front	39	x
66	front	40	t
66	front	41	o
66	front	42	@195;
66	front	43	l
66	front	44	r
66	front	45	t
66	front	46	o
66	front	47	x
66	front	48	p
66	front	49	d
66	front	50	pdaiin.oteedy.opchedy.chap.chefchy.shddy.ypches.cholpchd.okedals
66	front	51	sair.shekey.qokeedar.okal.okedy.qokeedy.qokal.okedy.qokshd
66	front	52	ykshedy.chady.cthdy.qokees.cheeo.okcho,dy.chekeey.chedy.chckhy
66	front	53	shdy.qotedy.chdy.chedy.qotedal.chcpheor.ykady.dar.qotey,k[o:a]l,ar
66	front	54	qokeeody.qokeody.qokeody.qokar.sheky.qokeeody.okedy.kodary
66	front	55	ykeeody.choekeey.okeody.chekeody.qokeey.dyky.chctho.rotaiin
66	front	56	dsheol.okaiin.sheodaiin<$>
66	front	57	tocpheey.dol.kchody.qokeody.qokshy.qopaiin.dairykodas.okyd
66	front	58	dsholdaiir.dalky.shky.qoky.shekair.choty.dar.okeey.shdy.ykol
66	front	59	qo,cheky.shcthy.dalalshedy.cheta,r,sheod.shokaiir.ch{ckhh}y.da[r:s]d
66	front	60	shor.sheodal.sholdy.qokchedy.qopchy.qoty,chedaiir.chees,kardy
66	front	61	qokchey.qokaiir.cheky.daly.daiin.dal,shedy.chedy.lkar.ol.okedy
66	front	62	ol.cheeky.daiir.chky.axor.akar
66	front	63	pchof.sholfordaiin.qotar.otalor.fchedy[r:s].chedy.dar.odair.ofaram
66	front	64	dalcheeeky.sheol.dairody.chekchy.shed.ykesho.l.lor.sheor,che[a:o]l
66	front	65	dor.shedy.okar.shedy.kcheody.chxar.daly.fchdar.cheor,aly.[r:s]y
66	front	66	shor.shckheody.dal
66	front	67	psheody.cfhol.shofol.okeody.qokaldy.ytarody.shedy.shedy.dair
66	front	68	sair,ol.daiin.daiin.dal.dol.cheody.dair,aly.dairal.dolarshy,dor
66	front	69	tosheo.qokaldy.oky.ol.kcheeky.qoky.dary.okees.oly<$>
66	front	70	todeeey.keody.chdy.keody.shedy.shekeefy.chdy.sheol.shol.kedy.daly
66	front	71	saiir.cheol.kal.sheody.chcthedy.dal.shol.qokeody.chody.kechody
66	front	72	sshedy.oteedy.ykeeody.sheocthy.ol,ld,lshedy.chokeey.chekey.chey
66	front	73	ysheeod.qoteeod.qotol,qoky.chckhedy.shey.dcheol.cheky.cheo,dor
66	front	74	ydaiin.shedy.otchedy.oteochey.tolchedy.lsheody.qoky,daiin.otam
66	front	75	tcheo.sheor.oteody.lpchees,ol,ar.alkey.otey.ltsholy.shecthy.r,ol
66	front	76	daiin.sheol.qocthedy.qokedy.lchey.qokaly.shcthy.qotal.otchdy
66	front	77	qokey.ar.olkeol.qokal.cheoky.ykchdy.chody.sheody.qoky.ldy
66	front	78	dor.aiin.sheeol.lshedy.lchedy.cheedy.shekol.dalol.lodaiin
66	front	79	sheol.oteey,ldaiin.okalchedy.pchedy.kody.qotchedy.cphedy
66	front	80	daiin.shey.qoteoly.raiin.sheedy.shcthy.lkeol.qokol.dkar
66	front	81	lchey.lkeedy.chety.shekaly.shckhar<$>
66	front	82	otcheo,daiin.chty.ykees,cheg
66	back	1	okeodof.sheod.ychoopy.opch.dal.dor,sheefy.ytody.da[l:?]deam
66	back	2	teodal.t[che:{chh}]dy.dshey.okshedy.okeedy.dcheeky.daldy.qotal.sy
66	back	3	ytos.s.or.sheeky.okechdy.ok[ee:ch]dal.dar.otal.chody.cheky
66	back	4	shokeshy.daiin.cheos.chety.dol.chckhy.dal.ko,dal.chekal.dal
66	back	5	shdy.shedefam.qokedy.chokal.dal<$>
66	back	6	tchod.sheody.shckhed.chos.chor.sheo.keody.chepar.sheopam
66	back	7	qokeos.sheody.chekeos.chody.kotody.qotchdy.chckhd.ytchdy
66	back	8	dchekeedy.cheody.qokchdy.qokol.keedy.cheky.chety.kody<$>
66	back	9	pody.sheody.chpadar.sheey.feedly.cheoseesey.kchy.aofchal
66	back	10	dshal.keedy.qok,[o:y]r.okaiin.dol.kaldaiin.otal.dokal.okag
66	back	11	yteeod.aiin.shekeod.saiin.ykofar.otaiin.otar.ched[y:o].kar[s:?]
66	back	12	qekar.okedy.cheky.dal.chekal.chckhy.kal.kal.dar.chk[ch:ee]ody
66	back	13	ydees.shey.daiin.dalkal.<->ykedaiin.shedar.ok[ch:ee]dy.oty<$>
67r1.1    teeodaiin.shey.epairody.osaiin.yteeoey.shey.epaiin.o.aiin
67r1.2    daiir.okeody.qoeke[e:i]e?.sar.oeteody.oteey.keey.keo.keeoda[l:?]
67r1.3    ycheo.s.o,iim.[ee:ch]eos.aiin.okesoe.ar.am.shees.dalaiin.dam
67r1.4    cheodaiin.[ch:a]ekeey.s.ar.ain.s
67r1.5    soairol.shdy.chokeody.ykeedal.ol.oteodaiin.choikhedy.ot.chteokaiin.choteedy.otor.epchy.chpar.ar.sheees.deedy.soeteed.octheey.s.o.eokeot.y.choteoky.chockhy.okees.sor.aiin.daram.schdes.chdar.dar.dchschdy.dar.dar.ar.otardar.ykaros
67r1.6    dair.al.cheol.dal.oekaiin.sol.daiin.eetees.saiin.ykeos.l.chy.otodaiin.chetejy.otar.dair.ar.chedar.okeedy.ot[e:i]odaiin.ychsy.chekeey.ot.dol.al.cheor.okeo,r.oiin.cheeky.ary.okeo,keds.oshey.shchey.chol.dair.dain.cho.dar.aldy
67r1.7    aecheo.oto.keedais.deeety.okeey.teodain.chekchy.dair.chparam<$>
67r1.8    otaldy
67r1.9    otoky
67r1.10   seeaiir
67r1.11   ykees.ary
67r1.12   sosaiir
67r1.13   oteey.dar
67r1.14   yto,daiir
67r1.15   sheosam
67r1.16   ykeeody
67r1.17   okeol.sal
67r1.18   okeey.sar
67r1.19   dalary
67r2.1    ykshy.s.aram
67r2.2    ykecho.ols.eesydy
67r2.3    [{c'}:@164;]ey.shs.okar
67r2.4    shekchy.sykos
67r2.5    ykeody.okchy
67r2.6    dchetay
67r2.7    ykchy.kchey.ykchys
67r2.8    chkchdar
67r2.9    ykar.ykaly
67r2.10   lkshy,kchy.okar
67r2.11   chky.chykchs.chy
67r2.12   ykees.ykchos
67r2.13   opodchol.s.ain.aldy
67r2.14   soeey.doiin.oldy<$>
67r2.15   dolchsody
67r2.16   oda[a:ii]in.okoes.oekain.y
67r2.17   otchey.soraiir.dy
67r2.18   qopchy.daiin.dal
67r2.19   ydchos.ain.ar.amy
67r2.20   chocfhy.saral
67r2.21   sain.am.ar<$>
67r2.22   okal
67r2.23   oparchysal,sain
67r2.24   sodar.ofar.ar
67r2.25   ydam<$>
67r2.26   yteoor.yto.ykor
67r2.27   okeo,r.aiin.am
67r2.28   okain.a[m:g]
67r2.29   ytody.saiin
67r2.30   ochol.olol
67r2.31   opcholdy
67r2.32   dosar.odas.air.air.alaiin
67r2.33   dokan.oear.odal
67r2.34   ofar.oeoldan
67r2.35   chol.[g:d]iin.okol
67r2.36   ytor.daiin.or
67r2.37   ytoaiin
67r2.38   otoldos.octhole
67r2.39   sor.chedaiin.dy
67r2.40   yteos.oiin.og
67r2.41   ytoeopchey.chekody
67r2.42   sosho.chos.ockhy
67r2.43   daiin.aiin.os.qsls
67r2.44   ofydy.sheody.aiin
67r2.45   ycheody.es.odaiiin
67r2.46   yekees.oraly
67r2.47   yfain
67r2.48   todaiin.dain.dy
67r2.49   os,choer.aiin
67r2.50   choee[a:y].sal
67r2.51   da[d:g]aiin
67r2.52   qotoear
67r2.53   dchdar
67r2.54   y,saldal
67r2.55   ytodal
67r2.56   tol.daiin
67r2.57   otar,dy
67r2.58   cho.dal,g
67r2.59   ytchodly
67r2.60   octhys
67r2.61   ytokar
67r2.62   otolor
67r2.63   okodar
67r2.64   s.air
67r2.65   soe[a:o]r
67r2.66   cpheey
67r2.67   okodar
67r2.68   oepchod
67r2.69   s.a{cthh}y
67r2.70   osar
67r2.71   oran<$>
67r2.72   dar.aldaiin.ydaiin.qkoy.ydaiin.qofair.ypair.ykoaiin.ydoly.ytalchos.oly.okey
67r2.73   sshey.sy
67r2.74   yshey.qokeeody.cheos.oeeos.qockhy.chos.aiin.okeeody.qokoaiin.odain.ar.air.ay<$>
67v2.1    eetoeda
67v2.2    otararain
67v2.3    tol.or.ain.am.otoly.sair.[g:m] <!sair has funny r>
67v2.4    daiin.[t:k]aedaiin.ar.okor <!is r correct in ar?>
67v2.5    okeey.keoy.salal
67v2.6    ykaralam.olalade.odam<$>
67v2.7    taol.daig.sakar.dam
67v2.8    solair.cphey.solal.daly
67v2.9    okeal.o?ol.ar.okaldam
67v2.10   koain.opal.ol.of[o:y]lain.oar
67v2.11   dcheeor.ochepalain
67v2.12   oeolales.ai[s:r]ar
67v2.13   okydseog.oeepoaly
67v2.14   o?r.ykaly.char
67v2.15   o.chekais.okolaim
67v2.16   okar.alet.olkao
67v2.17   qokoaiin.ocfhhy
67v2.18   ekeeey.oekchdy
67v2.19   soaiin.dalam
67v2.20   sary.okora[l:n]
67v2.21   oko???
67v2.22   okchos,am
67v1.1    damamm<!long tail m>
67v1.2    dairkal
67v1.3    okal.ary
67v1.4    dar.echkalal
67v1.5    okol.aldy
67v1.6    dchesykchy
67v1.7    ykeodar
67v1.8    deeeoskol
67v1.9    ockhosam
67v1.10   kochardy
67v1.11   ochodare
67v1.12   ols,aiiny
67v1.13   otorkeol.orsheey.dary
67v1.14   okechey.cheody.cheky
67v1.15   otechodor.odcheey
67v1.16   chockhey.chockhy
67v1.17   yteeey.keeochy.dair.ockey
67v1.18   keechey.chy.koldy
67v1.19   pchodaiin.otch.oekeey.dy
67v1.20   dcheeos.qokeeeody.eeis.olcheeg
67v1.21   ykeey.cheo.daiin.ypeeeg.oty
67v1.22   opcheey.chso.cheey.chedaly
67v1.23   ykeeey.qokeey.olokeey.s
67v1.24   osheey.keeody.cheedals
67v1.25   okar.shey.qokche[o:a]r.daiiin
67v1.26   oeees.oteehy.o,keey
67v1.27   okeeodaiin.saii.dairal
67v1.28   oksheeody.or.aral
67v1.29   olar.aroky
68r1.1    shokchy.chteey.choteey.cphol.cheor.opcheeol.otor.choctheeey.okchoal
68r1.2    tochso.otchl.qokeeedy.cheey.cheeteey.yteody.chpor.cheokorchey.chod
68r1.3    ykor.shey.qocheey.chokal.<->okeey.ror.eckhear.daram
68r1.4    dchor.okaiiin<$>
68r1.5    yky
68r1.6    dary
68r1.7    chkchykoly
68r1.8    okodaly
68r1.9    odchecthy
68r1.10   otcheody
68r1.11   okoaly
68r1.12   chocfhy
68r1.13   octhey
68r1.14   otshey
68r1.15   otydy
68r1.16   okear
68r1.17   cphocthy
68r1.18   ytchody
68r1.19   otys
68r1.20   olor
68r1.21   ockhy
68r1.22   [o:c]fcheor
68r1.23   otchdy
68r1.24   otykchs
68r1.25   otol
68r1.26   otor
68r1.27   oiinar
68r1.28   okoldy
68r1.29   ykchdy
68r1.30   @167;oeeod{c@196;h}y
68r1.31   ocphy
68r1.32   okeeodal
68r1.33   okshor
68r1.34   osdaiin
68r1.35   otochedy
68r1.36   dolchedy
68r1.37   <!Moon circle>oky.okchdy.okardy.q[?:k]ear.oygy<$>
68r2.1    tsheeor.chor.sheal,dar.opchey.oeecthy.sheol.dokechy.otcheoly
68r2.2    dchy.ykeechy.dchyky.okeeody.rcheodal.chokeey.cheor.oram
68r2.3    tcheos.otchoky.okchol.okol.sheeor.chodchy.qokchdar
68r2.4    chor.chesy.or[ee:a]d.qoeeckhy.qockheol.qokeol.cheoal.dcholal
68r2.5    kcheoey.cheody.<->sain.ykeody.chykchy<$>
68r2.6    okeo.okair.ok.okomy.okaisy.qokool.chio.qoiol
68r2.7    o@167;olch{c@133;h}y
68r2.8    cheorol
68r2.9    odaiin
68r2.10   ochory
68r2.11   shdar
68r2.12   dchol
68r2.13   todaraiily
68r2.14   olcheesey
68r2.15   okchor
68r2.16   oteool
68r2.17   oydchy
68r2.18   okeeeody
68r2.19   cholar
68r2.20   dcheoldy
68r2.21   oteeear
68r2.22   otoeeo
68r2.23   ofcheody
68r2.24   otcheodar
68r2.25   odair.chol
68r2.26   opocphor
68r2.27   otoshol
68r2.28   chodar
68r2.29   sheey
68r2.30   okee[ee:ch]or<!seems like 2 first e are low connected and next 2 disconnected>
68r2.31   okeeol.cheeo.oke???.okey.okoaiin.okol.oky.oeeeo.r.oky
68r3.1    ogeed.oteedy,cheoteey.oshchey.chokol.cheody.chedy.oteodaiin.otchodal.sor.cheol.oteo.okeey.oeteedy.opcheody.dchedy.daiin.oteeody.dascheedy.oteeody.qoeeect?g.dcheeo.okeodly.do.ls.oschaiin.cheockhedchy.chodal.cheod[a:y].chol,al.oteodched.okedy.qokeey.shoky.dol.daleeed.okeeaiin
68r3.2    toees.ykeo,she.qokolchey.qokchdy
68r3.3    tochedy.chocphy.qokchdy.dyl.okald
68r3.4    dchy,kchy.daiir.chok.ockhydar
68r3.5    qokol.chdchol.qoteey.ch[e:]kechy.okchdy
68r3.6    dchokch.shhy.okey.oteos.okolshy
68r3.7    pchody.qokchy.dshol.d{c'y},o,tgolg?
68r3.8    keeoty.oteey.daiin.dcheeody.oteey
68r3.9    dchey.qokeey.dcheey.daiir.otchal
68r3.10   dchol,day
68r3.11   doaro
68r3.12   oalcheol
68r3.13   okos
68r3.14   otary
68r3.15   chky.oky
68r3.16   e.cphy
68r3.17   okolchy
68r3.18   o.cthyd
68r3.19   otydg
68r3.20   darall
68r3.21   okchody
68r3.22   otcheody.chokchy.okol.cheol.dar.cho.keol.dolaiin.okeol.oly
68v3.1    tchedy.chepchy.daiidy.shol.kcheoly.choteol.shol.s.chey.shodaiin.chetshedy.otsho.qooto.seeey
68v3.2    sshey.kcheol.sheey.qety.sheey.otchol.chal,sheey.daiin.sheody.qokol.aiir.chor.cheoty.oty
68v3.3    sho.chokar.sor.chor.cheky.daiin.dar.aiiin.<->ytey.tol.cheeetchol.sam
68v3.4    dcheey.qokhhy.chydy<$>
68v3.5    oky.otol.ees.choty.cheda[s:r].otchdy.s.ar.oekaiin.oteol.dar.cheo.dais.qoeeo,kaiin.okchey.dal.cheky.ykos.[y:q]akeg.s.ol.ay.ykoees.yty.dy.dy.chody.otol.ol,ees.oty.dar.qotay.otoy.chey.kodar.dar.sheody.shees.daiin.oteeoaly.oteeosol.ol.okol.olsey.tol.cheol.okeey.choekcheey.okchy.qokchshy.dchol.chshek
68v3.6    ocheal.qoeey.keody.cheoky.okeey.chody.dy.ote?m
68v3.7    r.al.chdail.schekol.okeody
68v3.8    okeol.cheody.qoekeey.ocheky.eeody.okchdy.oko.okos
68v3.9    shoekechy.sheky.okolchey.okol[m:k]om
68v3.10   qokeody.okeey.chekeey.chek[h:e]y.okal,ody.chedy
68v3.11   ycheeo.key.qokal.okeeg
68v3.12   ochey.chekchy.dkeeeg.cheekey.teokechey.saiir
68v3.13   ydaiil.ol.chek.okchyd
68v3.14   okosy.okchy.okol.choekey.okeoeeey.ol.ykoin<!funny i>otairo[s:r].orol.orkeeey.olkeeoly.ykeeol
68v3.15   otodol
68v3.16   opeh[a:o]ldg
68v3.17   roar.ykeol.<!space>darol.daly
68v3.18   solaiin.ckhhy.olekeey.dy
68v3.19   ykeol.ctheepoey.dar
68v2.1    teeody.shcthey.psheody.shocthy.ykeody.shdy.shot.ytchy
68v2.2    dchaiin.shey.dcheedy.qokeey.shckeey.dal.dy.sheetey.daldy
68v2.3    qoeeey.shekeey.shkeey.s.alchey.cthy.shteody.qoteeody.dam
68v2.4    okeey.sheoy.keol.ycheety.okeody.shey.qokey.chol.chekody
68v2.5    scheos.seekey.okey.chody.<->okeos.cheo.sal
68v2.6    okeadaiin.ykeeody.shsdy.shyokeey.dalches.oko[s:r].cheky.otees.oteydy.okechoy.yteody.chetedy.cheda[d:m]y.c[h:?]eectheey.otychdy.oteey.cpheeo,dy.otey.[ch:ee]key.daiin.chey.daii[r:s].oteeys.sar.ockeeey.dor,chy.okchil.qokeechy.dal.chy.chokeeey.sary
68v2.7    otey.dalar
68v2.8    otosey.<!star><->sary
68v2.9    yshesas.ar.shy
68v2.10   socths.chety
68v2.11   oteoys.<!star><->orasaly
68v2.12   yteody.chetey
68v2.13   oteeos.alamchy
68v2.14   otchdy.<!star><->chetal
68v2.15   adairchdy.aiin
68v2.16   dchedal.daiin
68v2.17   ykeeepol.<!star><->ypchy
68v2.18   choteey.dary
68v1.1    <!10:30>shes.ol.keey.shes.chteey.sheely.yee[g:j].shokeolls.ees.aiir.ol.cho.aiin.ykeeykeey.ches.chotey.y,keey.shes.aiin.okeyteey.cthody.ches[o:y]kcho,teody.chockhy.otol.okeody.cheos.chkorchy.dy.dy.shety.oteey.dair.chotedy.chey.dal.daiin.dokeey
68v1.2    <!10:00 cf ThP>chear.s.oteey.dain.dycheckhy.oteeos.oteol.okeo[r:s].okeeody.sho.ykeod.oteeol.okeeos.or.chos.or.o{cko}.aiin.chol.ykeey.sheo.s.cheoekeey.cheodaiir.cheekchey.chkeody.okchy.teeos.[sh:e'e].cheo,eky.okey.d?leed.s.aly.oteotey.otechs.opain
68v1.3    dair.apeeety.dy
68v1.4    sair.aroy[s:r]er<!?>
68v1.5    oteeor.aramy<!m?>
68v1.6    okechdaral
68v1.7    otol.ches.otaly
68v1.8    okeey.chek<!k on top of e>.chekeys
68v1.9    dar.shes.shokey
68v1.10   oteodain.sam
69	front	1	tcheeos.shey.opaiin.chey.shey.qokeeyshdy.ol.ot.otal.sar
69	front	2	daiin.shey.okaiin.shkechy.sheey.tey.chy.cthy.otol.cham
69	front	3	sheos,aiin.{c@178;}ar.choetey.okal.chy.ykar.ytchey.cheotam
69	front	4	ycheoraiin.ychey.otaiin.okchor.yty.chkal.shol<$>
69	front	5	oteos.ch[o:?]p.otaek[e:?]
69	front	6	ar.odair.chtaly
69	front	7	oto.dar.archol
69	front	8	okeey.chey,dy
69	front	9	dcho,char,ar
69	front	10	ytal.air.al
69	front	11	shy.chtairy
69	front	12	yt.oetear
69	front	13	ytey.cholam
69	front	14	dair.ar.yteey.chdy
69	front	15	okair.os,air
69	front	16	chytos.[o:a]ly
69	front	17	chetar.araly
69	front	18	dair,alody
69	front	19	dal,daiin.otalam
69	front	20	ytcheodytor
69	front	21	<!09:15>chodchy.chotal
69	front	22	<!10:00>okeo.sho.qotam
69	front	23	<!10:30>okeodar.oteody
69	front	24	<!11:00>ykeeos.al,dair,dar
69	front	25	<!11:30>ykeey.dal.oky
69	front	26	<!00:00>doly.dal.dar.chyky
69	front	27	<!00:30>okchol.qokol.daly
69	front	28	<!01:00>ykechody.otar
69	front	29	<!01:30>dary.dar.aloly
69	front	30	<!02:30>okeeocthy.okar.ar
69	front	31	<!03:00>chey.ar.cthorary
69	front	32	<!03:30>sair.chekey.sairam
69	front	33	<!04:00>okeeo.dal.okar.a[r:s]
69	front	34	<!05:00>sol.aiir.okeytam
69	front	35	<!05:30>okeos.ar,ald
69	front	36	<!05:45>docheeo.kody.sar
69	front	37	<!06:15>dchokey.shkchodyal
69	front	38	<!06:45>chor.al.[a:y]lchy<!>.ral
69	front	39	<!07:00>sair,al.okody.otedy
69	front	40	<!07:30>okody.cheody.sar
69	front	41	<!08:00>chokeod.okeey
69	front	42	<!08:45>dkochy.cthody.dy
69	front	43	<!10:30>okoeese.daiikey.oees.chear.okeeos.alaiin
69	front	44	<!1>y
69	front	45	<!2>d
69	front	46	<!3>o
69	front	47	<!4>l
69	front	48	<!5>s
69	front	49	<!6>e[d:g]
69	back	1	dair.cheyky.otaza.sar,ar,chykar.okoirsh,ar.chetody.okeeos.o,tey.otokeeey.okeeody.okeey.doiir.{c@204;}teeo.y.chey.ot.y.okedy.chsdy.okeod.y.dy.choaiin.okar.okar.chol.chees.yto.odair.oty.oteeo.dar.o,eykeody.dchor.char
69	back	2	yka{ckh'h}.chol.ykar.dal.ykady.[i:?]okeeor.cheey.choly.ykeeal.cheo[?:s].oaram.ockhy.sheey.aiin,y.daii[a:?]l.cheody.cheal.yetey.chear,y,dy.ykey.ch.y.dy.chol.ykar.ol,y.ykeeody,chey.dal,ody.airchy.choky.ychey.chey
