chain_id	row_type	step	count	chain_length	codes	glyphs	from_code	from_glyph	to_code	to_glyph
10	step	5	39				M288	𜄱	M124	𛻃
10	step	5	28				M288	𜄱	M388	𜌓
10	step	5	6				M288	𜄱	M218	𛿺
10	step	5	1				M288	𜄱	M242~b	𜀼
10	step	5	1				M288~f	𜄺	M047	𛷊
10	step	5	1				M288	𜄱	M242~f	𜁀
10	step	5	1				M288	𜄱	M047	𛷊
11	summary			5	M302~t/M302~s/M302~i M297/M297~b/M297~d/M297~bc M218/M218~b/M242~ab/M242~b/M242~n/M124/M047/M388 M288/M288~d/M288~a/M288~f/M288~e M124/M242~ab/M242~b/M242~n/M218/M218~b/M047/M388	𜆚/𜆙/𜆔 𜅸/𜅻/𜆀/𜅽 𛿺/𜀄/𜀻/𜀼/𜁂/𛻃/𛷊/𜌓 𜄱/𜄸/𜄵/𜄺/𜄹 𛻃/𜀻/𜀼/𜁂/𛿺/𜀄/𛷊/𜌓				
11	step	1	2				M302~t	𜆚	M297	𜅸
11	step	2	4				M297	𜅸	M388	𜌓
11	step	2	4				M297	𜅸	M218	𛿺
11	step	2	2				M297~b	𜅻	M218	𛿺
11	step	3	21				M124	𛻃	M288	𜄱
11	step	3	19				M388	𜌓	M288	𜄱
11	step	3	9				M218	𛿺	M288	𜄱
11	step	3	2				M047	𛷊	M288	𜄱
11	step	3	1				M242~b	𜀼	M288	𜄱
11	step	3	1				M242~ab	𜀻	M288	𜄱
11	step	3	1				M124	𛻃	M288~i	𜄽
11	step	4	39				M288	𜄱	M124	𛻃
11	step	4	28				M288	𜄱	M388	𜌓
11	step	4	6				M288	𜄱	M218	𛿺
11	step	4	1				M288	𜄱	M242~b	𜀼
11	step	4	1				M288~f	𜄺	M047	𛷊
11	step	4	1				M288	𜄱	M242~f	𜁀
11	step	4	1				M288	𜄱	M047	𛷊
12	summary			5	M036+N14/M036+N30D M297/M297~b/M297~d/M297~bc M218/M218~b/M242~ab/M242~b/M242~n/M124/M047/M388 M288/M288~d/M288~a/M288~f/M288~e M124/M242~ab/M242~b/M242~n/M218/M218~b/M047/M388	𛶏/𛶔 𜅸/𜅻/𜆀/𜅽 𛿺/𜀄/𜀻/𜀼/𜁂/𛻃/𛷊/𜌓 𜄱/𜄸/𜄵/𜄺/𜄹 𛻃/𜀻/𜀼/𜁂/𛿺/𜀄/𛷊/𜌓				
12	step	1	4				M036+N30D	𛶔	M297	𜅸
12	step	1	4				M036+N30D	𛶔	M297~b	𜅻
12	step	1	3				M036+N14	𛶏	M297	𜅸
12	step	1	1				M036+N14	𛶏	M297~b	𜅻
12	step	1	1				M036+N30D	𛶔	M297~d	𜆀
12	step	2	4				M297	𜅸	M388	𜌓
12	step	2	4				M297	𜅸	M218	𛿺
12	step	2	2				M297~b	𜅻	M218	𛿺
12	step	3	21				M124	𛻃	M288	𜄱
12	step	3	19				M388	𜌓	M288	𜄱
12	step	3	9				M218	𛿺	M288	𜄱
12	step	3	2				M047	𛷊	M288	𜄱
12	step	3	1				M242~b	𜀼	M288	𜄱
12	step	3	1				M242~ab	𜀻	M288	𜄱
12	step	3	1				M124	𛻃	M288~i	𜄽
12	step	4	39				M288	𜄱	M124	𛻃
12	step	4	28				M288	𜄱	M388	𜌓
12	step	4	6				M288	𜄱	M218	𛿺
12	step	4	1				M288	𜄱	M242~b	𜀼
12	step	4	1				M288~f	𜄺	M047	𛷊
12	step	4	1				M288	𜄱	M242~f	𜁀
12	step	4	1				M288	𜄱	M047	𛷊
13	summary			5	M033 M001/M001~b/M059/M059~d/M059~a M054/M054~i/M054~b/M054~c M288/M288~d/M288~a/M288~f/M288~e M124/M242~ab/M242~b/M242~n/M218/M218~b/M047/M388	𛶈 𛴺/𛴽/𛸅/𛸉/𛸇 𛷪/𛷰/𛷮/𛷯 𜄱/𜄸/𜄵/𜄺/𜄹 𛻃/𜀻/𜀼/𜁂/𛿺/𜀄/𛷊/𜌓				
13	step	1	4				M033	𛶈	M001	𛴺
13	step	1	1				M033	𛶈	M059	𛸅
13	step	2	4				M001	𛴺	M054	𛷪
13	step	2	3				M059	𛸅	M054	𛷪
13	step	2	1				M059	𛸅	M054~c	𛷯
13	step	2	1				M059~d	𛸉	M054	𛷪
13	step	3	10				M054	𛷪	M288	𜄱
13	step	4	39				M288	𜄱	M124	𛻃
13	step	4	28				M288	𜄱	M388	𜌓
13	step	4	6				M288	𜄱	M218	𛿺
13	step	4	1				M288	𜄱	M242~b	𜀼
13	step	4	1				M288~f	𜄺	M047	𛷊
13	step	4	1				M288	𜄱	M242~f	𜁀
13	step	4	1				M288	𜄱	M047	𛷊
14	summary			5	M139 M352~n/M352~o/M352~c/M352~h/M352~s M218/M218~b/M242~ab/M242~b/M242~n/M124/M047/M388 M288/M288~d/M288~a/M288~f/M288~e M124/M242~ab/M242~b/M242~n/M218/M218~b/M047/M388	𛼌 𜉚/𜉜/𜉗/𜉙/𜉞 𛿺/𜀄/𜀻/𜀼/𜁂/𛻃/𛷊/𜌓 𜄱/𜄸/𜄵/𜄺/𜄹 𛻃/𜀻/𜀼/𜁂/𛿺/𜀄/𛷊/𜌓				
14	step	1	1				M139	𛼌	M352~c	𜉗
14	step	1	1				M139	𛼌	M352~n	𜉚
14	step	2	3				M352~o	𜉜	M218	𛿺
14	step	2	2				M352~n	𜉚	M218	𛿺
14	step	3	21				M124	𛻃	M288	𜄱
14	step	3	19				M388	𜌓	M288	𜄱
14	step	3	9				M218	𛿺	M288	𜄱
14	step	3	2				M047	𛷊	M288	𜄱
14	step	3	1				M242~b	𜀼	M288	𜄱
14	step	3	1				M242~ab	𜀻	M288	𜄱
14	step	3	1				M124	𛻃	M288~i	𜄽
14	step	4	39				M288	𜄱	M124	𛻃
14	step	4	28				M288	𜄱	M388	𜌓
14	step	4	6				M288	𜄱	M218	𛿺
14	step	4	1				M288	𜄱	M242~b	𜀼
14	step	4	1				M288~f	𜄺	M047	𛷊
14	step	4	1				M288	𜄱	M242~f	𜁀
14	step	4	1				M288	𜄱	M047	𛷊
15	summary			5	M296 M024/M024~1 M371/M371~c/M371~a/M371~d M124/M242~ab/M242~b/M242~n/M218/M218~b/M047/M388 M288/M288~d/M288~a/M288~f/M288~e	𜅴 𛵮/𛵯 𜊩/𜊬/𜊪/𜊭 𛻃/𜀻/𜀼/𜁂/𛿺/𜀄/𛷊/𜌓 𜄱/𜄸/𜄵/𜄺/𜄹				
15	step	1	1				M296	𜅴	M024	𛵮
15	step	1	1				M296	𜅴	M024~1	𛵯
15	step	2	5				M024	𛵮	M371	𜊩
15	step	3	6				M371	𜊩	M124	𛻃
15	step	3	4				M371	𜊩	M388	𜌓
15	step	3	1				M371	𜊩	M218~b	𜀄
15	step	3	1				M371	𜊩	M218	𛿺
15	step	3	1				M371	𜊩	M124~a	𛻄
15	step	3	1				M371~c	𜊬	M218	𛿺
15	step	4	21				M124	𛻃	M288	𜄱
15	step	4	19				M388	𜌓	M288	𜄱
15	step	4	9				M218	𛿺	M288	𜄱
15	step	4	2				M047	𛷊	M288	𜄱
15	step	4	1				M242~b	𜀼	M288	𜄱
15	step	4	1				M242~ab	𜀻	M288	𜄱
15	step	4	1				M124	𛻃	M288~i	𜄽
16	summary			5	M048~c/M048~d/M048~k/M048~i/M048~e/M262/M262~1/M262~ba M297/M297~b/M297~d/M297~bc M218/M218~b/M242~ab/M242~b/M242~n/M124/M047/M388 M288/M288~d/M288~a/M288~f/M288~e M124/M242~ab/M242~b/M242~n/M218/M218~b/M047/M388	𛷋/𛷌/𛷐/𛷏/𛷍/𜂼/𜂽/𜃀 𜅸/𜅻/𜆀/𜅽 𛿺/𜀄/𜀻/𜀼/𜁂/𛻃/𛷊/𜌓 𜄱/𜄸/𜄵/𜄺/𜄹 𛻃/𜀻/𜀼/𜁂/𛿺/𜀄/𛷊/𜌓				
16	step	1	2				M048~k	𛷐	M297	𜅸
16	step	1	1				M262~1	𜂽	M297~b	𜅻
16	step	1	1				M262~1	𜂽	M297~d	𜆀
16	step	1	1				M048~c	𛷋	M297	𜅸
16	step	1	1				M262	𜂼	M297	𜅸
16	step	2	4				M297	𜅸	M388	𜌓
16	step	2	4				M297	𜅸	M218	𛿺
16	step	2	2				M297~b	𜅻	M218	𛿺
16	step	3	21				M124	𛻃	M288	𜄱
16	step	3	19				M388	𜌓	M288	𜄱
16	step	3	9				M218	𛿺	M288	𜄱
16	step	3	2				M047	𛷊	M288	𜄱
16	step	3	1				M242~b	𜀼	M288	𜄱
16	step	3	1				M242~ab	𜀻	M288	𜄱
16	step	3	1				M124	𛻃	M288~i	𜄽
16	step	4	39				M288	𜄱	M124	𛻃
16	step	4	28				M288	𜄱	M388	𜌓
16	step	4	6				M288	𜄱	M218	𛿺
16	step	4	1				M288	𜄱	M242~b	𜀼
16	step	4	1				M288~f	𜄺	M047	𛷊
16	step	4	1				M288	𜄱	M242~f	𜁀
16	step	4	1				M288	𜄱	M047	𛷊
17	summary			5	M327+M342 M157/M157~a/M377+M320+M377 M388/M242~ab/M242~b/M242~n/M218/M218~b/M124/M047 M288/M288~d/M288~a/M288~f/M288~e M124/M242~ab/M242~b/M242~n/M218/M218~b/M047/M388	𜈟 𛽔/𛽤/𜋁 𜌓/𜀻/𜀼/𜁂/𛿺/𜀄/𛻃/𛷊 𜄱/𜄸/𜄵/𜄺/𜄹 𛻃/𜀻/𜀼/𜁂/𛿺/𜀄/𛷊/𜌓				
17	step	1	3				M327+M342	𜈟	M157~a	𛽤
17	step	1	2				M327+M342	𜈟	M157	𛽔
17	step	1	2				M327+M342	𜈟	M377+M320+M377	𜋁
17	step	2	20				M157	𛽔	M388	𜌓
17	step	2	6				M157	𛽔	M124	𛻃
17	step	2	2				M157~a	𛽤	M388	𜌓
17	step	2	2				M377+M320+M377	𜋁	M388	𜌓
17	step	2	2				M157~a	𛽤	M218	𛿺
17	step	2	1				M157	𛽔	M218	𛿺
17	step	3	21				M124	𛻃	M288	𜄱
17	step	3	19				M388	𜌓	M288	𜄱
17	step	3	9				M218	𛿺	M288	𜄱
17	step	3	2				M047	𛷊	M288	𜄱
17	step	3	1				M242~b	𜀼	M288	𜄱
17	step	3	1				M242~ab	𜀻	M288	𜄱
17	step	3	1				M124	𛻃	M288~i	𜄽
17	step	4	39				M288	𜄱	M124	𛻃
17	step	4	28				M288	𜄱	M388	𜌓
17	step	4	6				M288	𜄱	M218	𛿺
17	step	4	1				M288	𜄱	M242~b	𜀼
17	step	4	1				M288~f	𜄺	M047	𛷊
17	step	4	1				M288	𜄱	M242~f	𜁀
17	step	4	1				M288	𜄱	M047	𛷊
18	summary			5	M383/M383~e/M383~c/M383~a/M383~j/M383~d M210/M210~g/M210~d/M210~f/M210~b/M210~m/M210~h M054/M054~i/M054~b/M054~c M288/M288~d/M288~a/M288~f/M288~e M124/M242~ab/M242~b/M242~n/M218/M218~b/M047/M388	𜋜/𜋡/𜋟/𜋝/𜋤/𜋠 𛿙/𛿡/𛿞/𛿠/𛿛/𛿣/𛿢 𛷪/𛷰/𛷮/𛷯 𜄱/𜄸/𜄵/𜄺/𜄹 𛻃/𜀻/𜀼/𜁂/𛿺/𜀄/𛷊/𜌓				
18	step	1	1				M383	𜋜	M210~d	𛿞
18	step	1	1				M383~h	𜋣	M210	𛿙
18	step	2	1				M210~d	𛿞	M054	𛷪
18	step	2	1				M210	𛿙	M054	𛷪
18	step	2	1				M210~g	𛿡	M054	𛷪
18	step	2	1				M210	𛿙	M054~i	𛷰
18	step	3	10				M054	𛷪	M288	𜄱
18	step	4	39				M288	𜄱	M124	𛻃
18	step	4	28				M288	𜄱	M388	𜌓
18	step	4	6				M288	𜄱	M218	𛿺
18	step	4	1				M288	𜄱	M242~b	𜀼
18	step	4	1				M288~f	𜄺	M047	𛷊
18	step	4	1				M288	𜄱	M242~f	𜁀
18	step	4	1				M288	𜄱	M047	𛷊
19	summary			5	M004 M377/M377~e/M066/M066~a M218/M218~b/M242~ab/M242~b/M242~n/M124/M047/M388 M288/M288~d/M288~a/M288~f/M288~e M124/M242~ab/M242~b/M242~n/M218/M218~b/M047/M388	𛵅 𜋀/𜋅/𛸗/𛸘 𛿺/𜀄/𜀻/𜀼/𜁂/𛻃/𛷊/𜌓 𜄱/𜄸/𜄵/𜄺/𜄹 𛻃/𜀻/𜀼/𜁂/𛿺/𜀄/𛷊/𜌓				
19	step	1	2				M004	𛵅	M377~e	𜋅
19	step	2	4				M066	𛸗	M218	𛿺
19	step	2	3				M377~e	𜋅	M218	𛿺
19	step	2	3				M377	𜋀	M124	𛻃
19	step	2	2				M377	𜋀	M218	𛿺
19	step	2	2				M066	𛸗	M388	𜌓
19	step	2	1				M066	𛸗	M047	𛷊
19	step	2	1				M066	𛸗	M218~b	𜀄
19	step	2	1				M066	𛸗	M124	𛻃
19	step	2	1				M066	𛸗	M242~n	𜁂
19	step	2	1				M377	𜋀	M218~b	𜀄
19	step	2	1				M377~e	𜋅	M388	𜌓
19	step	2	1				M066~a	𛸘	M388	𜌓
19	step	3	21				M124	𛻃	M288	𜄱
19	step	3	19				M388	𜌓	M288	𜄱
19	step	3	9				M218	𛿺	M288	𜄱
19	step	3	2				M047	𛷊	M288	𜄱
19	step	3	1				M242~b	𜀼	M288	𜄱
19	step	3	1				M242~ab	𜀻	M288	𜄱
19	step	3	1				M124	𛻃	M288~i	𜄽
19	step	4	39				M288	𜄱	M124	𛻃
19	step	4	28				M288	𜄱	M388	𜌓
19	step	4	6				M288	𜄱	M218	𛿺
19	step	4	1				M288	𜄱	M242~b	𜀼
19	step	4	1				M288~f	𜄺	M047	𛷊
19	step	4	1				M288	𜄱	M242~f	𜁀
19	step	4	1				M288	𜄱	M047	𛷊
20	summary			5	M262/M262~1/M262~ba/M048~c/M048~d/M048~k/M048~i/M048~e M297/M297~b/M297~d/M297~bc M218/M218~b/M242~ab/M242~b/M242~n/M124/M047/M388 M288/M288~d/M288~a/M288~f/M288~e M124/M242~ab/M242~b/M242~n/M218/M218~b/M047/M388	𜂼/𜂽/𜃀/𛷋/𛷌/𛷐/𛷏/𛷍 𜅸/𜅻/𜆀/𜅽 𛿺/𜀄/𜀻/𜀼/𜁂/𛻃/𛷊/𜌓 𜄱/𜄸/𜄵/𜄺/𜄹 𛻃/𜀻/𜀼/𜁂/𛿺/𜀄/𛷊/𜌓				
20	step	1	2				M048~k	𛷐	M297	𜅸
20	step	1	1				M262~1	𜂽	M297~b	𜅻
20	step	1	1				M262~1	𜂽	M297~d	𜆀
20	step	1	1				M048~c	𛷋	M297	𜅸
20	step	1	1				M262	𜂼	M297	𜅸
20	step	2	4				M297	𜅸	M388	𜌓
20	step	2	4				M297	𜅸	M218	𛿺
20	step	2	2				M297~b	𜅻	M218	𛿺
20	step	3	21				M124	𛻃	M288	𜄱
20	step	3	19				M388	𜌓	M288	𜄱
20	step	3	9				M218	𛿺	M288	𜄱
20	step	3	2				M047	𛷊	M288	𜄱
20	step	3	1				M242~b	𜀼	M288	𜄱
20	step	3	1				M242~ab	𜀻	M288	𜄱
20	step	3	1				M124	𛻃	M288~i	𜄽
20	step	4	39				M288	𜄱	M124	𛻃
20	step	4	28				M288	𜄱	M388	𜌓
20	step	4	6				M288	𜄱	M218	𛿺
20	step	4	1				M288	𜄱	M242~b	𜀼
20	step	4	1				M288~f	𜄺	M047	𛷊
20	step	4	1				M288	𜄱	M242~f	𜁀
20	step	4	1				M288	𜄱	M047	𛷊
21	summary			5	M096/M096~d M390 M254~a/M254~c/M254 M124/M242~ab/M242~b/M242~n/M218/M218~b/M047/M388 M288/M288~d/M288~a/M288~f/M288~e	𛹜/𛹣 𜌕 𜂕/𜂗/𜂔 𛻃/𜀻/𜀼/𜁂/𛿺/𜀄/𛷊/𜌓 𜄱/𜄸/𜄵/𜄺/𜄹				
21	step	1	4				M096	𛹜	M390	𜌕
21	step	2	2				M390	𜌕	M254~a	𜂕
21	step	3	2				M254~a	𜂕	M124	𛻃
21	step	3	1				M254~a	𜂕	M388	𜌓
21	step	4	21				M124	𛻃	M288	𜄱
21	step	4	19				M388	𜌓	M288	𜄱
21	step	4	9				M218	𛿺	M288	𜄱
21	step	4	2				M047	𛷊	M288	𜄱
21	step	4	1				M242~b	𜀼	M288	𜄱
21	step	4	1				M242~ab	𜀻	M288	𜄱
21	step	4	1				M124	𛻃	M288~i	𜄽
22	summary			5	M103~2/M103~3/M103/M103~1 M029~b/M029~a M218/M218~b/M242~ab/M242~b/M242~n/M124/M047/M388 M288/M288~d/M288~a/M288~f/M288~e M124/M242~ab/M242~b/M242~n/M218/M218~b/M047/M388	𛹺/𛹻/𛹸/𛹹 𛵹/𛵸 𛿺/𜀄/𜀻/𜀼/𜁂/𛻃/𛷊/𜌓 𜄱/𜄸/𜄵/𜄺/𜄹 𛻃/𜀻/𜀼/𜁂/𛿺/𜀄/𛷊/𜌓				
22	step	1	1				M103	𛹸	M029~b	𛵹
22	step	1	1				M103~3	𛹻	M029~b	𛵹
22	step	2	1				M029~e	𛵼	M218	𛿺
22	step	2	1				M029~a	𛵸	M218	𛿺
22	step	3	21				M124	𛻃	M288	𜄱
22	step	3	19				M388	𜌓	M288	𜄱
22	step	3	9				M218	𛿺	M288	𜄱
22	step	3	2				M047	𛷊	M288	𜄱
22	step	3	1				M242~b	𜀼	M288	𜄱
22	step	3	1				M242~ab	𜀻	M288	𜄱
22	step	3	1				M124	𛻃	M288~i	𜄽
22	step	4	39				M288	𜄱	M124	𛻃
22	step	4	28				M288	𜄱	M388	𜌓
22	step	4	6				M288	𜄱	M218	𛿺
22	step	4	1				M288	𜄱	M242~b	𜀼
22	step	4	1				M288~f	𜄺	M047	𛷊
22	step	4	1				M288	𜄱	M242~f	𜁀
22	step	4	1				M288	𜄱	M047	𛷊
23	summary			5	M243~j/M243/M243~e/M243~aa/M243~b/M243~ee M297/M297~b/M297~d/M297~bc M218/M218~b/M242~ab/M242~b/M242~n/M124/M047/M388 M288/M288~d/M288~a/M288~f/M288~e M124/M242~ab/M242~b/M242~n/M218/M218~b/M047/M388	𜁏/𜁃/𜁈/𜁄/𜁆/𜁉 𜅸/𜅻/𜆀/𜅽 𛿺/𜀄/𜀻/𜀼/𜁂/𛻃/𛷊/𜌓 𜄱/𜄸/𜄵/𜄺/𜄹 𛻃/𜀻/𜀼/𜁂/𛿺/𜀄/𛷊/𜌓				
23	step	1	1				M243~aa	𜁄	M297	𜅸
23	step	1	1				M243~b	𜁆	M297	𜅸
23	step	1	1				M243~aa	𜁄	M297~b	𜅻
23	step	1	1				M243~b	𜁆	M297~b	𜅻
23	step	1	1				M243~f	𜁋	M297	𜅸
23	step	1	1				M243	𜁃	M297	𜅸
23	step	1	1				M243~c	𜁇	M297	𜅸
23	step	2	4				M297	𜅸	M388	𜌓
23	step	2	4				M297	𜅸	M218	𛿺
23	step	2	2				M297~b	𜅻	M218	𛿺
23	step	3	21				M124	𛻃	M288	𜄱
23	step	3	19				M388	𜌓	M288	𜄱
23	step	3	9				M218	𛿺	M288	𜄱
23	step	3	2				M047	𛷊	M288	𜄱
23	step	3	1				M242~b	𜀼	M288	𜄱
23	step	3	1				M242~ab	𜀻	M288	𜄱
23	step	3	1				M124	𛻃	M288~i	𜄽
23	step	4	39				M288	𜄱	M124	𛻃
23	step	4	28				M288	𜄱	M388	𜌓
23	step	4	6				M288	𜄱	M218	𛿺
23	step	4	1				M288	𜄱	M242~b	𜀼
23	step	4	1				M288~f	𜄺	M047	𛷊
23	step	4	1				M288	𜄱	M242~f	𜁀
23	step	4	1				M288	𜄱	M047	𛷊
24	summary			5	M328~b/M328~c M219/M219~s M371/M371~c/M371~a/M371~d M124/M242~ab/M242~b/M242~n/M218/M218~b/M047/M388 M288/M288~d/M288~a/M288~f/M288~e	𜈧/𜈨 𜀈/𜀋 𜊩/𜊬/𜊪/𜊭 𛻃/𜀻/𜀼/𜁂/𛿺/𜀄/𛷊/𜌓 𜄱/𜄸/𜄵/𜄺/𜄹				
24	step	1	2				M328~b	𜈧	M219	𜀈
24	step	2	2				M219	𜀈	M371	𜊩
24	step	3	6				M371	𜊩	M124	𛻃
24	step	3	4				M371	𜊩	M388	𜌓
24	step	3	1				M371	𜊩	M218~b	𜀄
24	step	3	1				M371	𜊩	M218	𛿺
24	step	3	1				M371	𜊩	M124~a	𛻄
24	step	3	1				M371~c	𜊬	M218	𛿺
24	step	4	21				M124	𛻃	M288	𜄱
24	step	4	19				M388	𜌓	M288	𜄱
24	step	4	9				M218	𛿺	M288	𜄱
24	step	4	2				M047	𛷊	M288	𜄱
24	step	4	1				M242~b	𜀼	M288	𜄱
24	step	4	1				M242~ab	𜀻	M288	𜄱
24	step	4	1				M124	𛻃	M288~i	𜄽
25	summary			5	M304/M304~b/M304~a M297/M297~b/M297~d/M297~bc M218/M218~b/M242~ab/M242~b/M242~n/M124/M047/M388 M288/M288~d/M288~a/M288~f/M288~e M124/M242~ab/M242~b/M242~n/M218/M218~b/M047/M388	𜆛/𜆠/𜆟 𜅸/𜅻/𜆀/𜅽 𛿺/𜀄/𜀻/𜀼/𜁂/𛻃/𛷊/𜌓 𜄱/𜄸/𜄵/𜄺/𜄹 𛻃/𜀻/𜀼/𜁂/𛿺/𜀄/𛷊/𜌓				
25	step	1	2				M304	𜆛	M297	𜅸
25	step	1	1				M304~b	𜆠	M297~b	𜅻
25	step	2	4				M297	𜅸	M388	𜌓
25	step	2	4				M297	𜅸	M218	𛿺
25	step	2	2				M297~b	𜅻	M218	𛿺
25	step	3	21				M124	𛻃	M288	𜄱
25	step	3	19				M388	𜌓	M288	𜄱
25	step	3	9				M218	𛿺	M288	𜄱
25	step	3	2				M047	𛷊	M288	𜄱
25	step	3	1				M242~b	𜀼	M288	𜄱
25	step	3	1				M242~ab	𜀻	M288	𜄱
25	step	3	1				M124	𛻃	M288~i	𜄽
25	step	4	39				M288	𜄱	M124	𛻃
25	step	4	28				M288	𜄱	M388	𜌓
25	step	4	6				M288	𜄱	M218	𛿺
25	step	4	1				M288	𜄱	M242~b	𜀼
25	step	4	1				M288~f	𜄺	M047	𛷊
25	step	4	1				M288	𜄱	M242~f	𜁀
25	step	4	1				M288	𜄱	M047	𛷊
26	summary			5	M099/M099~a M352~n/M352~o/M352~c/M352~h/M352~s M218/M218~b/M242~ab/M242~b/M242~n/M124/M047/M388 M288/M288~d/M288~a/M288~f/M288~e M124/M242~ab/M242~b/M242~n/M218/M218~b/M047/M388	𛹧/𛹨 𜉚/𜉜/𜉗/𜉙/𜉞 𛿺/𜀄/𜀻/𜀼/𜁂/𛻃/𛷊/𜌓 𜄱/𜄸/𜄵/𜄺/𜄹 𛻃/𜀻/𜀼/𜁂/𛿺/𜀄/𛷊/𜌓				
26	step	1	2				M099	𛹧	M352~n	𜉚
26	step	1	1				M099	𛹧	M352~o	𜉜
26	step	2	3				M352~o	𜉜	M218	𛿺
26	step	2	2				M352~n	𜉚	M218	𛿺
26	step	3	21				M124	𛻃	M288	𜄱
26	step	3	19				M388	𜌓	M288	𜄱
26	step	3	9				M218	𛿺	M288	𜄱
26	step	3	2				M047	𛷊	M288	𜄱
26	step	3	1				M242~b	𜀼	M288	𜄱
26	step	3	1				M242~ab	𜀻	M288	𜄱
26	step	3	1				M124	𛻃	M288~i	𜄽
26	step	4	39				M288	𜄱	M124	𛻃
26	step	4	28				M288	𜄱	M388	𜌓
26	step	4	6				M288	𜄱	M218	𛿺
26	step	4	1				M288	𜄱	M242~b	𜀼
26	step	4	1				M288~f	𜄺	M047	𛷊
26	step	4	1				M288	𜄱	M242~f	𜁀
26	step	4	1				M288	𜄱	M047	𛷊
27	summary			5	M195/M195~m M136~c/M136/M136~b/M136~i/M136~a/M136~q/M136~r/M136~n/M136~k/M136~p/M136~o/M136~u/M136~h/M136~t/M136~f M056~f/M056/M056~e M288/M288~d/M288~a/M288~f/M288~e M124/M242~ab/M242~b/M242~n/M218/M218~b/M047/M388	𛾢/𛾫 𛻸/𛻰/𛻷/𛻾/𛻶/𛼆/𛼇/𛼃/𛼀/𛼅/𛼄/𛼊/𛻽/𛼉/𛻻 𛷳/𛷱/𛷲 𜄱/𜄸/𜄵/𜄺/𜄹 𛻃/𜀻/𜀼/𜁂/𛿺/𜀄/𛷊/𜌓				
27	step	1	2				M195	𛾢	M136~i	𛻾
27	step	1	1				M195	𛾢	M136	𛻰
27	step	2	3				M136~q	𛼆	M056	𛷱
27	step	2	1				M136	𛻰	M056~e	𛷲
27	step	2	1				M136~b	𛻷	M056~f	𛷳
27	step	2	1				M136~h	𛻽	M056~f	𛷳
27	step	3	14				M056~f	𛷳	M288	𜄱
27	step	3	1				M056~e	𛷲	M288	𜄱
27	step	3	1				M056	𛷱	M288	𜄱
27	step	4	39				M288	𜄱	M124	𛻃
27	step	4	28				M288	𜄱	M388	𜌓
27	step	4	6				M288	𜄱	M218	𛿺
27	step	4	1				M288	𜄱	M242~b	𜀼
27	step	4	1				M288~f	𜄺	M047	𛷊
27	step	4	1				M288	𜄱	M242~f	𜁀
27	step	4	1				M288	𜄱	M047	𛷊
28	summary			5	M327/M327~p M157/M157~a/M377+M320+M377 M388/M242~ab/M242~b/M242~n/M218/M218~b/M124/M047 M288/M288~d/M288~a/M288~f/M288~e M124/M242~ab/M242~b/M242~n/M218/M218~b/M047/M388	𜈙/𜈦 𛽔/𛽤/𜋁 𜌓/𜀻/𜀼/𜁂/𛿺/𜀄/𛻃/𛷊 𜄱/𜄸/𜄵/𜄺/𜄹 𛻃/𜀻/𜀼/𜁂/𛿺/𜀄/𛷊/𜌓				
28	step	1	3				M327	𜈙	M157	𛽔
28	step	1	1				M327~d	𜈤	M157~a	𛽤
28	step	2	20				M157	𛽔	M388	𜌓
28	step	2	6				M157	𛽔	M124	𛻃
28	step	2	2				M157~a	𛽤	M388	𜌓
28	step	2	2				M377+M320+M377	𜋁	M388	𜌓
28	step	2	2				M157~a	𛽤	M218	𛿺
28	step	2	1				M157	𛽔	M218	𛿺
28	step	3	21				M124	𛻃	M288	𜄱
28	step	3	19				M388	𜌓	M288	𜄱
28	step	3	9				M218	𛿺	M288	𜄱
28	step	3	2				M047	𛷊	M288	𜄱
28	step	3	1				M242~b	𜀼	M288	𜄱
28	step	3	1				M242~ab	𜀻	M288	𜄱
28	step	3	1				M124	𛻃	M288~i	𜄽
28	step	4	39				M288	𜄱	M124	𛻃
28	step	4	28				M288	𜄱	M388	𜌓
28	step	4	6				M288	𜄱	M218	𛿺
28	step	4	1				M288	𜄱	M242~b	𜀼
28	step	4	1				M288~f	𜄺	M047	𛷊
28	step	4	1				M288	𜄱	M242~f	𜁀
28	step	4	1				M288	𜄱	M047	𛷊
29	summary			5	M136+M365 M136~c/M136/M136~b/M136~i/M136~a/M136~q/M136~r/M136~n/M136~k/M136~p/M136~o/M136~u/M136~h/M136~t/M136~f M056~f/M056/M056~e M288/M288~d/M288~a/M288~f/M288~e M124/M242~ab/M242~b/M242~n/M218/M218~b/M047/M388	𛻳 𛻸/𛻰/𛻷/𛻾/𛻶/𛼆/𛼇/𛼃/𛼀/𛼅/𛼄/𛼊/𛻽/𛼉/𛻻 𛷳/𛷱/𛷲 𜄱/𜄸/𜄵/𜄺/𜄹 𛻃/𜀻/𜀼/𜁂/𛿺/𜀄/𛷊/𜌓				
29	step	1	1				M136+M365	𛻳	M136~h	𛻽
29	step	1	1				M136+M365	𛻳	M136~b	𛻷
29	step	1	1				M136+M365	𛻳	M136~l	𛼁
29	step	2	3				M136~q	𛼆	M056	𛷱
29	step	2	1				M136	𛻰	M056~e	𛷲
29	step	2	1				M136~b	𛻷	M056~f	𛷳
29	step	2	1				M136~h	𛻽	M056~f	𛷳
29	step	3	14				M056~f	𛷳	M288	𜄱
29	step	3	1				M056~e	𛷲	M288	𜄱
