score	num_documents	min_gap	sign_a	glyph_a	freq_a	sign_b	glyph_b	freq_b	VERTICAL neighbor examples_with_actual_glyphs
0.0395	2	1	M038	𛶡	57	M210	𛿙	45	P008262(gap1: 𛶥M038~b1/𛿙M210), P008471(gap3: 𛶤M038~b/𛿤M210~ma)
0.0393	2	1	M317	𜇟	24	M370	𜊛	108	P008429(gap1: 𜇟M317/𜊛M370), P009201(gap1: 𜇢M317~a/𜊛M370)
0.0393	2	2	M365	𜊅	48	M377	𜋀	54	P008785(gap2: 𜊅M365/𜋀M377), P009376(gap3: 𜊉M365~g/𜋅M377~e)
0.0389	2	1	M248	𜁨	13	M297	𜅸	203	P008403(gap1: 𜁭M248~d/𜅸M297), P008403(gap3: 𜁭M248~d/𜅸M297), P008403(gap1: 𜁨M248/𜅸M297), P008403(gap1: 𜁨M248/𜅸M297)
0.0389	2	1	M297	𜅸	203	M311	𜇄	13	P009083(gap2: 𜅻M297~b/𜇆M311~g), P009164(gap1: 𜅻M297~b/𜇆M311~g), P009164(gap1: 𜅻M297~b/𜇆M311~g)
0.0389	2	1	M136	𛻰	88	M175	𛽹	30	P008759(gap2: 𛻽M136~h/𛽹M175), P008759(gap1: 𛻷M136~b/𛽹M175), P008759(gap2: 𛻷M136~b/𛽹M175), P008759(gap1: 𛻷M136~b/𛽹M175)
0.0389	2	2	M009	𛵓	139	M296	𜅴	19	P008717(gap2: 𛵓M009/𜅴M296), P008780(gap2: 𛵓M009/𜅴M296)
0.0388	2	1	M144	𛼗	8	M157	𛽔	332	P008254(gap1: 𛼗M144/𛽤M157~a), P009193(gap1: 𛼗M144/𛽔M157)
0.0387	2	1	M317	𜇟	24	M367	𜊊	111	P009343(gap3: 𜇣M317~b/𜊔M367~i), P009343(gap1: 𜇣M317~b/𜊔M367~i), P009343(gap3: 𜇣M317~b/𜊔M367~i), P272825(gap1: 𜇟M317/𜊊M367)
0.0386	2	2	M147	𛼫	20	M263	𜃁	134	P008338(gap3: 𛼯M147~e/𜃁M263), P008869(gap2: 𛼯M147~e/𜃂M263~1)
0.0386	2	1	M205	𛾸	20	M263	𜃁	134	P008981(gap2: 𛾺M205~b/𜃃M263~a), P009032(gap1: 𛾺M205~b/𜃁M263)
0.0386	2	3	M066	𛸗	79	M292	𜅊	34	P008186(gap3: 𛸗M066/𜅊M292), P368483(gap3: 𛸗M066/𜅏M292~f)
0.0386	2	2	M032	𛶃	56	M373	𜊲	48	P009160(gap2: 𛶃M032/𜊲M373), P009318(gap2: 𛶃M032/𜊲M373)
0.0386	2	2	M124	𛻃	207	M302	𜆌	13	P008490(gap2: 𛻃M124/𜆏M302~ba), P008490(gap3: 𛻃M124/𜆏M302~ba), P008780(gap2: 𛻃M124/𜆔M302~i)
0.0386	2	2	M124	𛻃	207	M131+M388	𛻜	13	P009088(gap3: 𛻃M124/𛻜M131+M388), P009196(gap2: 𛻃M124/𛻜M131+M388)
0.0385	2	2	M217	𛿯	25	M370	𜊛	108	P008043(gap2: 𛿯M217/𜊛M370), P008105(gap2: 𛿯M217/𜊛M370)
0.0383	2	1	M269	𜃪	65	M309	𜆽	42	P008283(gap2: 𜃪M269/𜆾M309~a), P008283(gap3: 𜃪M269/𜆾M309~a), P008283(gap2: 𜃫M269~1/𜆾M309~a), P008283(gap2: 𜃪M269/𜆾M309~a)
0.0382	2	2	M056	𛷱	57	M111	𛺑	48	P008016(gap2: 𛷳M056~f/𛺖M111~e), P008755(gap2: 𛷳M056~f/𛺘M111~g)
0.0382	2	1	M036+N30D	𛶔	48	M038	𛶡	57	P008402(gap1: 𛶔M036+N30D/𛶬M038~i), P009192(gap3: 𛶔M036+N30D/𛶨M038~e), P009192(gap3: 𛶔M036+N30D/𛶡M038~a)
0.0382	2	1	M038	𛶡	57	M365	𜊅	48	P008756(gap1: 𛶨M038~e/𜊅M365), P008756(gap3: 𛶨M038~e/𜊅M365), P009325(gap3: 𛶨M038~e/𜊅M365)
0.0382	2	1	M316	𜇖	15	M346	𜈽	183	P008689(gap3: 𜇖M316/𜈽M346), P008689(gap1: 𜇖M316/𜈽M346), P008689(gap1: 𜇖M316/𜈽M346), P008689(gap3: 𜇖M316/𜈽M346)
0.0382	2	1	M153+M006	𛽆𛵉	6	M288	𜄱	458	P008127(gap1: 𛽇M153+M006~a/𜄱M288), P008814(gap1: 𛽇M153+M006~a/𜄱M288)
0.0382	2	1	M175+M175	𛾁	6	M288	𜄱	458	P008140(gap1: 𛾁M175+M175/𜄱M288), P368547(gap2: 𛾁M175+M175/𜄱M288)
0.0382	2	1	M049	𛷑	6	M288	𜄱	458	P008271(gap1: 𛷘M049~n/𜄱M288), P008666(gap3: 𛷔M049~d/𜄱M288)
0.0382	2	1	M288	𜄱	458	M356	𜉡	6	P008417(gap3: 𜄱M288/𜉡M356), P008437(gap1: 𜄱M288/𜉡M356), P008437(gap1: 𜄱M288/𜉡M356), P008437(gap3: 𜄱M288/𜉡M356)
0.0382	2	2	M288	𜄱	458	M305+M320	𜆯	6	P008635(gap3: 𜄱M288/𜆯M305+M320), P008777(gap2: 𜄱M288/𜆯M305+M320)
0.0381	2	1	M036	𛶎	95	M219	𜀈	29	P008618(gap2: 𛶎M036/𜀈M219), P008697(gap1: 𛶎M036/𜀈M219)
0.0381	2	1	M001	𛴺	89	M081	𛹌	31	P008617(gap1: 𛴺M001/𛹌M081), P008921(gap2: 𛴺M001/𛹌M081), P008921(gap2: 𛴺M001/𛹌M081)
0.0380	2	1	M099	𛹧	17	M218	𛿺	163	P008444(gap3: 𛹧M099/𛿺M218), P008585(gap3: 𛹧M099/𛿺M218), P008585(gap1: 𛹧M099/𛿺M218)
0.0380	2	2	M072	𛸧	63	M149	𛼰	44	P008105(gap2: 𛸧M072/𛼰M149~a), P009201(gap2: 𛸧M072/𛼰M149~a), P009201(gap3: 𛸧M072/𛼰M149~a)
0.0380	2	1	M101	𛹪	25	M367	𜊊	111	P008893(gap1: 𛹪M101/𜊊M367), P009383(gap2: 𛹪M101/𜊊M367), P009383(gap1: 𛹪M101/𜊏M367~c), P009383(gap3: 𛹪M101/𜊊M367)
0.0379	2	3	M009	𛵓	139	M147	𛼫	20	P008717(gap3: 𛵓M009/𛼯M147~e), P008869(gap3: 𛵓M009/𛼯M147~e)
0.0379	2	1	M203	𛾳	58	M304	𜆛	48	P008965(gap1: 𛾴M203~c/𜆛M304), P008989(gap1: 𛾳M203~a/𜆛M304)
0.0378	2	1	M059	𛸅	70	M325	𜈒	40	P008322(gap1: 𛸈M059~b/𜈔M325~d), P009381(gap1: 𛸅M059/𜈒M325), P009381(gap3: 𛸅M059/𜈒M325)
0.0377	2	2	M139	𛼌	21	M263	𜃁	134	P008784(gap2: 𛼌M139/𜃂M263~1), P008869(gap3: 𛼌M139/𜃂M263~1)
0.0376	2	2	M259	𜂣	23	M305	𜆡	123	P008431(gap2: 𜂣M259/𜆡M305), P009338(gap3: 𜂣M259/𜆡M305)
0.0376	2	1	M041	𛶹	23	M305	𜆡	123	P008801(gap1: 𛶾M041~g/𜆡M305), P008802(gap1: 𛶾M041~g/𜆡M305)
0.0376	2	1	M072	𛸧	63	M210	𛿙	45	P008310(gap2: 𛸧M072/𛿞M210~d), P008382(gap1: 𛸧M072/𛿞M210~d)
0.0375	2	1	M205	𛾸	20	M376	𜊽	142	P008281(gap3: 𛾼M205~d/𜊽M376), P009214(gap1: 𛾽M205~g/𜊽M376), P009214(gap1: 𛾽M205~g/𜊽M376)
0.0375	2	1	M106+M288	𛺄𜄱	14	M297	𜅸	203	P008431(gap1: 𛺄𜄱M106+M288/𜅸M297), P008431(gap3: 𛺄𜄱M106+M288/𜅸M297), P008646(gap1: 𛺈M106~2+M288/𜅸M297)
0.0375	2	1	M056	𛷱	57	M327	𜈙	50	P008755(gap1: 𛷳M056~f/𜈙M327), P008757(gap1: 𛷳M056~f/𜈦M327~p)
0.0372	2	1	M136+M365	𛻳	26	M367	𜊊	111	P008788(gap3: 𛻳M136+M365/𜊊M367), P008968(gap1: 𛻳M136+M365/𜊊M367)
0.0372	2	3	M372	𜊯	8	M387	𜋾	362	P008907(gap3: 𜊯M372/𜋿M387~a), P009375(gap3: 𜊯M372/𜌄M387~ee)
0.0372	2	3	M208	𛿓	8	M387	𜋾	362	P009114(gap3: 𛿓M208/𜌐M387~l), P009152(gap3: 𛿓M208/𜋾M387)
0.0372	2	1	M124	𛻃	207	M266	𜃞	14	P008296(gap1: 𛻃M124/𜃟M266~b), P008533(gap1: 𛻃M124/𜃟M266~b), P008533(gap2: 𛻃M124/𜃟M266~b)
0.0371	2	1	M054	𛷪	182	M318	𜇩	16	P008767(gap3: 𛷯M054~c/𜇱M318~h), P009030(gap1: 𛷰M054~i/𜇯M318~e)
0.0370	2	2	M009	𛵓	139	M125	𛻇	21	P008349(gap3: 𛵓M009/𛻇M125), P009463(gap3: 𛵓M009/𛻇M125), P009463(gap2: 𛵓M009/𛻇M125)
0.0370	2	1	M006	𛵉	86	M391	𜌗	34	P008020(gap2: 𛵈M005~a/𜌗M391), P009335(gap1: 𛵈M005~a/𜌗M391)
0.0370	2	1	M006	𛵉	86	M292	𜅊	34	P008194(gap2: 𛵈M005~a/𜅋M292~a), P008812(gap1: 𛵈M005~a/𜅏M292~f)
0.0369	2	2	M059	𛸅	70	M153	𛽆	42	P008443(gap2: 𛸅M059/𛽆M153), P008871(gap2: 𛸅M059/𛽆M153)
0.0368	2	1	M195+M057	𛾥	22	M263	𜃁	134	P008122(gap3: 𛾥M195+M057/𜃁M263), P008139(gap1: 𛾥M195+M057/𜃁M263), P008139(gap3: 𛾥M195+M057/𜃁M263)
0.0368	2	1	M305	𜆡	123	M317	𜇟	24	P008163(gap1: 𜆡M305/𜇟M317), P008163(gap2: 𜆡M305/𜇟M317), P272825(gap1: 𜆡M305/𜇟M317)
0.0368	2	1	M305	𜆡	123	M347	𜉇	24	P009306(gap1: 𜆡M305/𜉇M347), P368480(gap1: 𜆡M305/𜉇M347), P368480(gap3: 𜆡M305/𜉇M347)
0.0366	2	2	M110	𛺍	9	M157	𛽔	332	P008078(gap2: 𛺎M110~a/𛽔M157), P008089(gap3: 𛺏M110~b/𛽔M157)
0.0366	2	2	M002	𛴾	34	M136	𛻰	88	P008139(gap2: 𛴾M002/𛻸M136~c), P008183(gap2: 𛵀M002~b/𛼈M136~s)
0.0365	2	1	M051	𛷣	27	M367	𜊊	111	P008902(gap3: 𛷥M051~c/𜊊M367), P009030(gap3: 𛷥M051~c/𜊊M367), P009030(gap1: 𛷥M051~c/𜊊M367), P009030(gap1: 𛷥M051~c/𜊊M367)
0.0365	2	1	M066	𛸗	79	M262	𜂼	38	P008067(gap1: 𛸘M066~a/𜂼M262), P008688(gap2: 𛸗M066/𜂼M262), P008688(gap1: 𛸗M066/𜂼M262)
0.0365	2	2	M006	𛵉	86	M024	𛵮	35	P009251(gap2: 𛵈M005~a/𛵮M024), P368490(gap3: 𛵉M006/𛵯M024~1)
0.0364	2	1	M072	𛸧	63	M365	𜊅	48	P008040(gap2: 𛸧M072/𜊅M365), P008894(gap1: 𛸧M072/𜊅M365)
0.0364	2	3	M388	𜌓	275	M390	𜌕	11	P008314(gap3: 𜌓M388/𜌕M390), P009552(gap3: 𜌓M388/𜌕M390)
0.0364	2	2	M249	𜁱	11	M388	𜌓	275	P009213(gap2: 𜁲M249~c/𜌓M388), P368547(gap2: 𜁷M249~n/𜌓M388)
0.0364	2	2	M001	𛴺	89	M391	𜌗	34	P008119(gap2: 𛴺M001/𜌗M391), P008816(gap2: 𛴺M001/𜌗M391)
0.0364	2	1	M001	𛴺	89	M002	𛴾	34	P008456(gap3: 𛴺M001/𛴾M002), P009057(gap1: 𛴺M001/𛴾M002)
0.0362	2	1	M009	𛵓	139	M286	𜄭	22	P008215(gap3: 𛵔M009~a/𜄭M286), P008641(gap1: 𛵓M009/𜄭M286)
0.0361	2	1	M003	𛵁	53	M203	𛾳	58	P008575(gap1: 𛵂M003~b/𛾴M203~c), P008751(gap1: 𛵂M003~b/𛾴M203~c)
0.0361	2	2	M217	𛿯	25	M305	𜆡	123	P008014(gap2: 𛿯M217/𜆹M305~h), P272825(gap2: 𛿯M217/𜆡M305)
0.0360	2	1	M259	𜂣	23	M263	𜃁	134	P008430(gap1: 𜂣M259/𜃁M263), P009356(gap1: 𜂣M259/𜃁M263)
0.0360	2	1	M054	𛷪	182	M099	𛹧	17	P008903(gap2: 𛷪M054/𛹨M099~a), P008906(gap1: 𛷪M054/𛹧M099), P008906(gap1: 𛷪M054/𛹧M099)
0.0359	2	1	M124	𛻃	207	M316	𜇖	15	P008572(gap1: 𛻃M124/𜇖M316), P008860(gap2: 𛻃M124/𜇖M316)
0.0359	2	1	M367	𜊊	111	M383	𜋜	28	P008776(gap1: 𜊊M367/𜋜M383), P008788(gap1: 𜊊M367/𜋡M383~e)
0.0359	2	1	M099	𛹧	17	M346	𜈽	183	P008827(gap1: 𛹧M099/𜈽M346), P009089(gap2: 𛹧M099/𜈽M346), P009089(gap2: 𛹧M099/𜈽M346)
0.0358	2	2	M111	𛺑	48	M269	𜃪	65	P008156(gap2: 𛺓M111~b/𜃫M269~1), P008788(gap2: 𛺙M111~h/𜃬M269~2)
0.0358	2	1	M269	𜃪	65	M365	𜊅	48	P008788(gap2: 𜃯M269~a/𜊅M365), P008788(gap1: 𜃬M269~2/𜊅M365), P009037(gap1: 𜃳M269~b/𜊅M365)
0.0358	2	1	M036+N30D	𛶔	48	M269	𜃪	65	P009037(gap1: 𛶔M036+N30D/𜃳M269~b), P009367(gap2: 𛶔M036+N30D/𜃳M269~b)
0.0357	2	1	M219	𜀈	29	M370	𜊛	108	P008077(gap1: 𜀈M219/𜊛M370), P368504(gap2: 𜀈M219/𜊛M370)
0.0356	2	3	M072	𛸧	63	M327	𜈙	50	P008735(gap3: 𛸨M072~a/𜈦M327~p), P008735(gap3: 𛸨M072~a/𜈦M327~p), P008739(gap3: 𛸧M072/𜈦M327~p)
0.0356	2	2	M066	𛸗	79	M325	𜈒	40	P008060(gap2: 𛸘M066~a/𜈒M325), P008644(gap3: 𛸗M066/𜈔M325~d)
0.0356	2	2	M066	𛸗	79	M352	𜉕	40	P008144(gap2: 𛸗M066/𜉚M352~n), P009089(gap3: 𛸗M066/𜉚M352~n)
0.0354	2	2	M010	𛵜	57	M032	𛶃	56	P008331(gap2: 𛵞M010~2/𛶃M032), P008635(gap3: 𛵞M010~2/𛶃M032)
0.0354	2	1	M009	𛵓	139	M246	𜁒	23	P008349(gap3: 𛵓M009/𜁛M246~m), P008349(gap2: 𛵓M009/𜁛M246~m), P008349(gap1: 𛵓M009/𜁛M246~m), P008349(gap3: 𛵓M009/𜁛M246~m)
0.0354	2	2	M207	𛿈	26	M305	𜆡	123	P008638(gap2: 𛿏M207~h/𜆡M305), P009538(gap3: 𛿐M207~m/𜆡M305)
0.0354	2	1	M136+M365	𛻳	26	M305	𜆡	123	P008779(gap1: 𛻳M136+M365/𜆡M305), P008955(gap3: 𛻳M136+M365/𜆡M305)
0.0351	2	2	M206	𛾾	60	M377	𜋀	54	P008416(gap2: 𛾿M206~d/𜋀M377), P008661(gap3: 𛾿M206~d/𜋀M377), P008661(gap2: 𛾿M206~d/𜋀M377)
0.0351	2	1	M297	𜅸	203	M318	𜇩	16	P008021(gap2: 𜅸M297/𜇪M318~a), P008021(gap1: 𜅸M297/𜇪M318~a), P008296(gap1: 𜅸M297/𜇩M318), P008296(gap1: 𜅸M297/𜇩M318)
0.0350	2	3	M110	𛺍	9	M387	𜋾	362	P008566(gap3: 𛺍M110/𜋾M387), P009255(gap3: 𛺎M110~a/𜌐M387~l)
0.0350	2	1	M147	𛼫	20	M218	𛿺	163	P008243(gap1: 𛼫M147/𛿺M218), P008338(gap1: 𛼯M147~e/𛿺M218)
0.0350	2	1	M259	𜂣	23	M376	𜊽	142	P008737(gap1: 𜂣M259/𜊽M376), P009018(gap3: 𜂣M259/𜊽M376), P009018(gap1: 𜂣M259/𜊽M376), P009018(gap1: 𜂣M259/𜊽M376)
0.0348	2	1	M033	𛶈	18	M346	𜈽	183	P008004(gap1: 𛶈M033/𜈽M346), P008615(gap2: 𛶈M033/𜈽M346)
0.0348	2	2	M329	𜈩	12	M388	𜌓	275	P008108(gap2: 𜈩M329/𜌓M388), P008490(gap2: 𜈩M329/𜌓M388)
0.0348	2	1	M038	𛶡	57	M203	𛾳	58	P008014(gap2: 𛶨M038~e/𛾴M203~c), P009325(gap1: 𛶨M038~e/𛾴M203~c)
0.0347	2	2	M051	𛷣	27	M305	𜆡	123	P008759(gap3: 𛷣M051~a/𜆡M305), P008790(gap2: 𛷣M051~a/𜆡M305)
0.0346	2	1	M009	𛵓	139	M103	𛹸	24	P008135(gap2: 𛵓M009/𛹻M103~3), P008135(gap1: 𛵓M009/𛹻M103~3), P008368(gap1: 𛵔M009~a/𛹻M103~3)
0.0346	2	1	M009	𛵓	139	M112	𛺣	24	P009152(gap3: 𛵓M009/𛺲M112~r), P009297(gap1: 𛵓M009/𛺨M112~c)
0.0346	2	1	M254	𜂔	31	M370	𜊛	108	P008432(gap3: 𜂔M254/𜊛M370), P008432(gap2: 𜂔M254/𜊛M370), P008432(gap3: 𜂔M254/𜊛M370), P008742(gap1: 𜂗M254~c/𜊛M370)
0.0346	2	1	M217	𛿯	25	M263	𜃁	134	P008188(gap1: 𛿯M217/𜃁M263), P008612(gap1: 𛿯M217/𜃁M263), P008612(gap2: 𛿯M217/𜃁M263)
0.0345	2	1	M032	𛶃	56	M206	𛾾	60	P008208(gap2: 𛶃M032/𛿂M206~fa), P008438(gap1: 𛶃M032/𛾿M206~d)
0.0344	2	1	M057	𛷶	89	M262	𜂼	38	P008430(gap1: 𛷼M057~b/𜂼M262), P368480(gap2: 𛷶M057/𜂼M262)
0.0343	2	2	M243	𜁃	40	M371	𜊩	85	P009028(gap3: 𜁋M243~f/𜊭M371~d), P009028(gap2: 𜁋M243~f/𜊭M371~d), P009030(gap2: 𜁏M243~j/𜊬M371~c)
0.0342	2	1	M038	𛶡	57	M206	𛾾	60	P008689(gap2: 𛶨M038~e/𛾿M206~d), P009300(gap1: 𛶣M038~a2/𛿂M206~fa)
0.0341	2	1	M006	𛵉	86	M352	𜉕	40	P008085(gap3: 𛵈M005~a/𜉞M352~s), P009152(gap1: 𛵉M006/𜉗M352~c)
0.0341	2	1	M305	𜆡	123	M383	𜋜	28	P008076(gap1: 𜆡M305/𜋤M383~j), P272825(gap2: 𜆡M305/𜋟M383~c)
0.0340	2	1	M099	𛹧	17	M297	𜅸	203	P008530(gap2: 𛹧M099/𜅸M297), P009258(gap1: 𛹧M099/𜅸M297), P009258(gap2: 𛹧M099/𜅸M297)
0.0340	2	1	M054	𛷪	182	M296	𜅴	19	P008105(gap1: 𛷪M054/𜅴M296), P008906(gap1: 𛷪M054/𜅴M296)
0.0340	2	1	M054	𛷪	182	M314	𜇏	19	P008759(gap1: 𛷪M054/𜇏M314), P008906(gap1: 𛷪M054/𜇑M314~e), P008906(gap3: 𛷪M054/𜇑M314~e)
0.0339	2	2	M009	𛵓	139	M348	𜉈	25	P008383(gap2: 𛵓M009/𜉈M348), P008633(gap3: 𛵓M009/𜉈M348), P008633(gap2: 𛵓M009/𜉈M348)
0.0339	2	2	M066	𛸗	79	M149	𛼰	44	P008067(gap2: 𛸘M066~a/𛼱M149~a1), P008138(gap3: 𛸗M066/𛼰M149~a)
0.0337	2	1	M099	𛹧	17	M124	𛻃	207	P008416(gap1: 𛹧M099/𛻃M124), P008827(gap2: 𛹧M099/𛻃M124)
0.0337	2	1	M354	𜉠	82	M384	𜋨	43	P008486(gap1: 𜉠M354/𜋱M384~f), P008486(gap1: 𜉠M354/𜋱M384~f), P008486(gap2: 𜉠M354/𜋱M384~f), P008486(gap3: 𜉠M354/𜋱M384~f)
0.0337	2	3	M032	𛶃	56	M072	𛸧	63	P009160(gap3: 𛶃M032/𛸧M072), P009253(gap3: 𛶃M032/𛸧M072)
0.0335	2	1	M001	𛴺	89	M352	𜉕	40	P008921(gap1: 𛴺M001/𜉗M352~c), P009376(gap3: 𛴺M001/𜉜M352~o)
0.0335	2	1	M001	𛴺	89	M325	𜈒	40	P009233(gap1: 𛴺M001/𜈔M325~d), P009376(gap2: 𛴺M001/𜈔M325~d)
0.0334	2	1	M036+N14	𛶏	13	M388	𜌓	275	P008003(gap1: 𛶏M036+N14/𜌓M388), P008912(gap1: 𛶏M036+N14/𜌓M388)
0.0334	2	3	M291	𜅇	13	M388	𜌓	275	P008082(gap3: 𜅇M291/𜌓M388), P008644(gap3: 𜅇M291/𜌓M388)
0.0334	2	2	M209	𛿔	13	M388	𜌓	275	P008229(gap2: 𛿗M209~d/𜌓M388), P009535(gap2: 𛿖M209~c/𜌓M388), P009535(gap3: 𛿖M209~c/𜌓M388)
0.0334	2	2	M218	𛿺	163	M327+M342	𜈟	22	P008585(gap2: 𛿺M218/𜈟M327+M342), P008612(gap2: 𛿺M218/𜈟M327+M342)
0.0333	2	1	M009	𛵓	139	M136+M365	𛻳	26	P008788(gap1: 𛵓M009/𛻳M136+M365), P008788(gap3: 𛵓M009/𛻳M136+M365), P009043(gap2: 𛵓M009/𛻳M136+M365)
0.0332	2	1	M369	𜊘	10	M387	𜋾	362	P008448(gap1: 𜊘M369/𜌁M387~c), P368514(gap3: 𜊘M369/𜌁M387~c)
0.0331	2	1	M054	𛷪	182	M205	𛾸	20	P008759(gap1: 𛷪M054/𛾻M205~c), P008903(gap2: 𛷪M054/𛾻M205~c)
0.0331	2	3	M157	𛽔	332	M157+M131	𛽛	11	P008011(gap3: 𛽔M157/𛽛M157+M131), P008177(gap3: 𛽔M157/𛽧M157~a+M131)
0.0330	2	1	M128	𛻌	8	M288	𜄱	458	P008260(gap3: 𛻎M128~ca/𜄱M288), P008705(gap1: 𛻏M128~d/𜄱M288)
0.0330	2	1	M288	𜄱	458	M393	𜌘	8	P009209(gap1: 𜄱M288/𜌘M393~a), P009486(gap3: 𜄱M288/𜌜M393~fa)
0.0330	2	1	M073	𛸩	8	M288	𜄱	458	P009338(gap1: 𛸪M073~b/𜄱M288), P009350(gap2: 𛸬M073~c/𜄸M288~d)
0.0330	2	1	M002	𛴾	34	M370	𜊛	108	P008331(gap1: 𛴾M002/𜊤M370~c), P008419(gap1: 𛴾M002/𜊛M370), P008419(gap1: 𛴾M002/𜊛M370)
0.0329	2	1	M175	𛽹	30	M305	𜆡	123	P009004(gap1: 𛽹M175/𜆡M305), P272825(gap1: 𛽹M175/𜆡M305), P272825(gap3: 𛽹M175/𜆡M305)
0.0329	2	1	M136+M365	𛻳	26	M376	𜊽	142	P009042(gap3: 𛻳M136+M365/𜊽M376), P009043(gap1: 𛻳M136+M365/𜊽M376), P009043(gap2: 𛻳M136+M365/𜊽M376)
0.0329	2	1	M136	𛻰	88	M153	𛽆	42	P008343(gap2: 𛻼M136~g/𛽆M153), P008443(gap1: 𛼃M136~n/𛽆M153)
0.0329	2	1	M006	𛵉	86	M384	𜋨	43	P008759(gap1: 𛵉M006/𜋭M384~d), P008829(gap2: 𛵉M006/𜋪M384~ab)
0.0328	2	1	M124	𛻃	207	M295	𜅘	18	P008296(gap1: 𛻃M124/𜅘M295), P008860(gap1: 𛻃M124/𜅞M295~d)
0.0328	2	2	M124	𛻃	207	M379	𜋊	18	P008450(gap2: 𛻃M124/𜋌M379~d), P008533(gap3: 𛻃M124/𜋊M379)
0.0325	2	1	M072	𛸧	63	M206	𛾾	60	P008991(gap1: 𛸧M072/𛾾M206~b), P009459(gap2: 𛸧M072/𛾾M206~b)
0.0325	2	2	M136	𛻰	88	M384	𜋨	43	P008759(gap2: 𛻷M136~b/𜋨M384), P008759(gap2: 𛻷M136~b/𜋭M384~d), P008806(gap2: 𛻾M136~i/𜋨M384)
0.0324	2	1	M036	𛶎	95	M325	𜈒	40	P008292(gap3: 𛶎M036/𜈒M325), P008783(gap1: 𛶎M036/𜈖M325~g)
0.0324	2	1	M081	𛹌	31	M305	𜆡	123	P008308(gap2: 𛹌M081/𜆡M305), P009538(gap1: 𛹌M081/𜆡M305)
0.0323	2	3	M210	𛿙	45	M371	𜊩	85	P008476(gap3: 𛿙M210/𜊩M371), P368478(gap3: 𛿡M210~g/𜊩M371)
0.0323	2	1	M139	𛼌	21	M346	𜈽	183	P008012(gap3: 𛼌M139/𜈽M346), P008012(gap1: 𛼌M139/𜈽M346), P009330(gap3: 𛼌M139/𜉄M346~b), P009330(gap1: 𛼌M139/𜉄M346~b)
0.0322	2	1	M266	𜃞	14	M388	𜌓	275	P008003(gap2: 𜃟M266~b/𜌓M388), P009017(gap3: 𜃟M266~b/𜌓M388), P009017(gap1: 𜃟M266~b/𜌓M388)
0.0322	2	1	M296	𜅴	19	M297	𜅸	203	P008376(gap1: 𜅴M296/𜅻M297~b), P008376(gap1: 𜅴M296/𜅻M297~b), P008752(gap2: 𜅴M296/𜅻M297~b)
0.0322	2	1	M297	𜅸	203	M314	𜇏	19	P008895(gap1: 𜅻M297~b/𜇓M314~g), P009347(gap3: 𜅽M297~bc/𜇏M314), P009347(gap1: 𜅻M297~b/𜇏M314), P009347(gap2: 𜅻M297~b/𜇏M314)
0.0321	2	1	M096	𛹜	44	M136	𛻰	88	P008180(gap1: 𛹜M096/𛼃M136~n), P368556(gap1: 𛹜M096/𛼄M136~o)
0.0321	2	2	M131	𛻛	29	M263	𜃁	134	P008060(gap2: 𛻛M131/𜃁M263), P008060(gap3: 𛻛M131/𜃁M263), P008345(gap2: 𛻟M131~e/𜃆M263~b1)
0.0321	2	1	M009	𛵓	139	M046	𛷇	28	P008043(gap1: 𛵓M009/𛷇M046), P368479(gap2: 𛵓M009/𛷇M046), P368479(gap2: 𛵓M009/𛷇M046)
0.0320	2	1	M001	𛴺	89	M149	𛼰	44	P008119(gap2: 𛴺M001/𛼰M149~a), P008863(gap1: 𛴺M001/𛼲M149~a2)
0.0319	2	1	M124	𛻃	207	M296	𜅴	19	P008105(gap2: 𛻃M124/𜅴M296), P008780(gap1: 𛻃M124/𜅴M296)
0.0317	2	1	M061	𛸍	11	M387	𜋾	362	P008275(gap1: 𛸎M061~a/𜋿M387~a), P008926(gap1: 𛸍M061/𜌂M387~ca)
0.0317	2	1	M134	𛻦	11	M387	𜋾	362	P008914(gap3: 𛻧M134~a/𜋾M387), P009153(gap1: 𛻧M134~a/𜌋M387~h)
0.0317	2	2	M293	𜅒	11	M387	𜋾	362	P008982(gap2: 𜅓M293~a/𜋾M387), P008995(gap2: 𜅔M293~b/𜋾M387)
0.0317	2	1	M157	𛽔	332	M324	𜈌	12	P008213(gap1: 𛽤M157~a/𜈎M324~c), P008690(gap2: 𛽔M157/𜈏M324~d)
0.0316	2	1	M054	𛷪	182	M327+M342	𜈟	22	P008310(gap2: 𛷪M054/𜈟M327+M342), P008322(gap1: 𛷮M054~b/𜈟M327+M342)
0.0316	2	1	M029	𛵷	22	M054	𛷪	182	P008759(gap1: 𛵷M029/𛷪M054), P008919(gap2: 𛵹M029~b/𛷪M054)
0.0315	2	2	M009	𛵓	139	M219	𜀈	29	P009130(gap2: 𛵓M009/𜀈M219), P272825(gap3: 𛵔M009~a/𜀈M219)
0.0314	2	1	M097	𛹤	20	M297	𜅸	203	P009156(gap1: 𛹥M097~h/𜅸M297), P368574(gap1: 𛹥M097~h/𜅸M297), P368574(gap1: 𛹥M097~h/𜅸M297)
0.0313	2	1	M101	𛹪	25	M218	𛿺	163	P008960(gap2: 𛹪M101/𛿺M218), P009383(gap3: 𛹪M101/𛿺M218), P009383(gap1: 𛹪M101/𛿺M218)
0.0313	2	1	M365	𜊅	48	M371	𜊩	85	P008040(gap2: 𜊅M365/𜊩M371), P009336(gap1: 𜊅M365/𜊩M371)
