Code 	Canonical name 	Family 	Scripts 	Other names 	Sort? 	Diacr?
cmn 	Mandarin 	Sinitic 	Hani, Latn 	Mandarin Chinese, Putonghua, Guoyu, Huayu, Guanhua, Beifanghua, Standard Chinese 		
cmo 	Central Mnong 	Bahnaric 				
cmr 	Mro Chin 	Kukish 		Mro-Khimi Chin, Mro, Mro-Khimi 		
cms 	Messapic 	Indo-European 	Latn 	Messapian 		
cmt 	Camtho 	creole or pidgin 	Latn 			
cna 	Changthang 	Tibeto-Burman 	Tibt 			
cnb 	Chinbon Chin 	Kukish 		Chinbon 		
cnc 	Côông 	Loloish 				
cng 	Northern Qiang 	Qiangic 				
cnh 	Lai 	Kukish 		Haka Chin, Haka 		
cni 	Asháninka 	Arawakan 	Latn 	Ashaninka 		
cnk 	Khumi Chin 	Kukish 		Khumi, Khami, Nisay, Nise, Eastern Khumi, Eastern Khumi Chin 		
cnl 	Lalana Chinantec 	Chinantecan 	Latn 			
cno 	Con 	Palaungic 				
cns 	Central Asmat 	Trans-New Guinea 	Latn 			
cnt 	Tepetotutla Chinantec 	Chinantecan 	Latn 			
cnu 	Chenoua 	Berber 		Shenwa 		
cnw 	Ngawn Chin 	Kukish 		Ngawn 		
cnx 	Middle Cornish 	Brythonic 	Latn 			
coa 	Cocos Islands Malay 	creole or pidgin 	Latn 	Cocos Malay 		
cob 	Chicomuceltec 	Mayan 	Latn 			
coc 	Cocopa 	Yuman-Cochimí 	Latn 			
cod 	Cocama 	Tupian 	Latn 	Kokama, Kokáma, Cocama-Cocamilla, Kukama-Kukamiria, Cocamilla, Kokamíya, Cocaima 		
coe 	Koreguaje 	Tucanoan 	Latn 			
cof 	Tsafiki 	Barbacoan 	Latn 	Colorado, Tsáchila 		
cog 	Chong 	Pearic 	Thai, Khmr 		Yes 	
coh 	Chichonyi-Chidzihana-Chikauma 	Bantu 	Latn 			
coj 	Cochimi 	Yuman-Cochimí 	Latn 			
cok 	Santa Teresa Cora 	Uto-Aztecan 	Latn 			
col 	Columbia-Wenatchi 	Salishan 	Latn 	Columbia-Wenatchee, Columbia-Moses, Nxaamxcin, Wenatchi, Wenatchee 		
com 	Comanche 	Numic 	Latn 			
con 	Cofán 	isolate 	Latn 	Cofan, Kofan, Kofane, A'ingae, Maku, Macu 		
coo 	Comox 	Salishan 	Latn 			
cop 	Coptic 	Egyptian 	Copt 	Akhmimic, Assiutic, Bashmuric, Bohairic, Faiyumic, Fayyumic, Lycopolitan, Memphitic, Mesokemic, Oxyrhynchite, Sahidic, Subakhmimic, Thebaic 	Yes 	Yes
coq 	Coquille 	Pacific Coast Athabaskan 	Latn 			
cot 	Caquinte 	Arawakan 	Latn 			
cou 	Wamey 	Senegambian 	Latn 			
cov 	Cao Miao 	Kra-Dai 				
cow 	Cowlitz 	Salishan 	Latn 			
cox 	Nanti 	Arawakan 	Latn 			
coy 	Coyaima 	Cariban 	Latn 			
coz 	Chochotec 	Popolocan 	Latn 	Chocho, Chocholtec 		
cpa 	Palantla Chinantec 	Chinantecan 	Latn 			
cpb 	Ucayali-Yurúa Ashéninka 	Arawakan 	Latn 			
cpc 	Ajyíninka Apurucayali 	Arawakan 	Latn 			
cpg 	Cappadocian Greek 	Hellenic 	polytonic, fa-Arab 	Cappadocian 	Yes 	
cpi 	Chinese Pidgin English 	creole or pidgin 	Latn 			
cpn 	Cherepon 	Kwa 	Latn 	Chiripon, Chiripong, Kyerepong, Okere 		
cpo 	Kpee 	Mande 		Kpeego, Kpeen, Numu 		
cps 	Capiznon 	Philippine 	Latn 			
cpu 	Pichis Ashéninka 	Arawakan 	Latn 			
cpx 	Puxian 	Coastal Min 	Hani 	Pu-Xian, Puxian Min, Pu-Xian Min, Pu Xian, Pu Xian Chinese, Putian, Xinghua, Hinghwa 		
cpy 	South Ucayali Ashéninka 	Arawakan 	Latn 			
cqd 	Chuanqiandian Cluster Miao 	Hmong 	Latn, Plrd 			
cra 	Chara 	Omotic 	Latn 			
crb 	Island Carib 	Ta-Arawakan 	Latn 			
crc 	Lonwolwol 	Oceanic 	Latn 			
crd 	Coeur d'Alene 	Salishan 	Latn 			
crf 	Caramanta 	Chocoan 	Latn 			
crg 	Michif 	mixed 	Latn 			
crh 	Crimean Tatar 	Turkic 	Latn, Cyrl 			
cri 	Sãotomense 	creole or pidgin 	Latn 	Forro, São Tomense 		
crj 	Southern East Cree 	Algonquian 	Cans 			
crk 	Plains Cree 	Algonquian 	Cans, Latn 			
crl 	Northern East Cree 	Algonquian 	Cans 			
crm 	Moose Cree 	Algonquian 	Cans 			
crn 	Cora 	Uto-Aztecan 	Latn 			
cro 	Crow 	Missouri River Siouan 	Latn 	Apsalooke 		
crq 	Iyo'wujwa Chorote 	Matacoan 	Latn 			
crr 	Carolina Algonquian 	Eastern Algonquian 	Latn 			
crs 	Seychellois Creole 	creole or pidgin 	Latn 			
crt 	Iyojwa'ja Chorote 	Matacoan 	Latn 			
crv 	Chaura 	Austroasiatic 		Tutet 		
crw 	Chrau 	Bahnaric 	Latn 			
crx 	Carrier 	North Athabaskan 	Latn, Cans 			
cry 	Cori 	Benue-Congo 	Latn 			
crz 	Cruzeño 	Chumashan 	Latn 			
csa 	Chiltepec Chinantec 	Chinantecan 	Latn 			
csb 	Kashubian 	Lechitic 	Latn 			
csc 	Catalan Sign Language 	sign 	Latn 			
csd 	Chiangmai Sign Language 	sign 				
cse 	Czech Sign Language 	sign 	Latn 			
csf 	Cuban Sign Language 	sign 	Latn 			
csg 	Chilean Sign Language 	sign 	Latn 			
csh 	Asho Chin 	Kukish 		Asho 		
csi 	Coast Miwok 	Yok-Utian 	Latn 			
csj 	Songlai Chin 	Kukish 		Songlai 		
csk 	Jola-Kasa 	Senegambian 	Latn 			
csl 	Chinese Sign Language 	sign 				
csm 	Central Sierra Miwok 	Yok-Utian 	Latn 			
csn 	Colombian Sign Language 	sign 	Latn 			
cso 	Sochiapam Chinantec 	Chinantecan 	Latn 			
csq 	Croatian Sign Language 	sign 				
csr 	Costa Rican Sign Language 	sign 	Latn 			
css 	Southern Ohlone 	Yok-Utian 	Latn 	Mutsun, San Juan Bautista Costanoan, Rumsien, San Carlos Costanoan, Carmeleno 		
cst 	Northern Ohlone 	Yok-Utian 	Latn 			
csv 	Sumtu Chin 	Kukish 		Sumtu 		
csw 	Swampy Cree 	Algonquian 	Latn, Cans 			
csy 	Siyin Chin 	Kukish 		Siyin 		
csz 	Coos 	Coosan 	Latn 	Hanis, Hanis Coos 		
cta 	Tataltepec Chatino 	Chatino 	Latn 			
ctc 	Chetco-Tolowa 	Pacific Coast Athabaskan 	Latn 	Chetco, Siletz Dee-ni, Deeni, Tututni, Siletz 		
ctd 	Tedim Chin 	Kukish 	Latn, Pauc 	Tedim, Tiddim, Sukte 		
cte 	Tepinapa Chinantec 	Chinantecan 	Latn 			
ctg 	Chittagonian 	Indo-Aryan 	Beng 			
cth 	Thaiphum Chin 	Kukish 		Thaiphum 		
ctl 	Tlacoatzintepec Chinantec 	Chinantecan 	Latn 			
ctm 	Chitimacha 	isolate 	Latn 			
ctn 	Chhintange 	Tibeto-Burman 	Deva 			
cto 	Emberá-Catío 	Chocoan 	Latn 			
ctp 	Western Highland Chatino 	Chatino 	Latn 		Yes 	Yes
cts 	Northern Catanduanes Bicolano 	Philippine 	Latn 			
ctt 	Wayanad Chetti 	Dravidian 	Taml 	Chetti 		
ctu 	Chol 	Mayan 	Latn 			
ctz 	Zacatepec Chatino 	Chatino 	Latn 			
cua 	Cua 	Bahnaric 	Latn 			
cub 	Cubeo 	Tucanoan 	Latn 	Cuveo, Kubéo, Kubeo, Kubéu, Kubeu, Cobewa, Cobéua, Cobeua, Kubéwa, Kubewa, Kobéua, Kobeua, Kobewa, Pamiwa 		
cuc 	Usila Chinantec 	Chinantecan 	Latn 			
cug 	Cung 	Bantoid 	Latn 	Chung, Chungmboko, Chung-Mboko, Mboko 		
cuh 	Chuka 	Bantu 	Latn 			
cui 	Cuiba 	Guahiban 	Latn 			
cuj 	Mashco Piro 	Arawakan 	Latn 			
cuk 	Kuna 	Chibchan 	Latn 			
cul 	Culina 	Arauan 	Latn 	Kulina, Kulína, Kulyna, Curina, Corina, Korina, Culina-Madijá, Madijá, Madija, Madiha, Madihá 		
cuo 	Cumanagoto 	Chapacuran 	Latn 	Cumanogota, Cumana, Cumaná, Kumana, Kumaná 		
cup 	Cupeño 	Cupan 	Latn 			
cuq 	Cun 	Hlai 				
cur 	Chhulung 	Sino-Tibetan 	Deva 			
cut 	Teutila Cuicatec 	Mixtecan 	Latn 			
cuu 	Tai Ya 	Kra-Dai 	Latn 			
cuv 	Cuvok 	Central Chadic 	Latn 			
cuw 	Chukwa 	Sino-Tibetan 				
cux 	Tepeuxila Cuicatec 	Mixtecan 	Latn 			
cuy 	Cuitlatec 	isolate 	Latn 	Cuitlateco 		
cvg 	Chug 	Tibeto-Burman 				
cvn 	Valle Nacional Chinantec 	Chinantecan 	Latn 			
cwa 	Kabwa 	Bantu 	Latn 			
cwb 	Maindo 	Bantu 	Latn 			
cwd 	Woods Cree 	Algonquian 	Latn, Cans 			
cwe 	Kwere 	Bantu 	Latn 			
cwg 	Chewong 	Aslian 	Latn 	Cheq Wong, Cheq-Wong, Ceq Wong 		
cwt 	Kuwaataay 	Atlantic-Congo 	Latn 			
cya 	Nopala Chatino 	Chatino 	Latn 			
cyb 	Cayubaba 	isolate 	Latn 	Cayuvava, Cayuwaba 		
cyo 	Cuyunon 	Philippine 	Latn 			
czh 	Huizhou 	Sinitic 	Hani 	Huizhou Chinese 		
czk 	Knaanic 	West Slavic 	Hebr 			
czn 	Zenzontepec Chatino 	Chatino 	Latn 			
czo 	Min Zhong 	Inland Min 	Hani 	Min Zhong Chinese 		
czt 	Zotung Chin 	Kukish 	Latn 	Zotung 		
daa 	Dangaléat 	East Chadic 	Latn 	Dangaleat, Dangla, Danal, Dangal 		
dac 	Dambi 	Western Oceanic 	Latn 			
dad 	Marik 	Western Oceanic 	Latn 			
dae 	Duupa 	Savanna 	Latn 			
dag 	Dagbani 	Gur 	Latn 			
dah 	Gwahatike 	Finisterre 	Latn 			
dai 	Day 	Atlantic-Congo 	Latn 			
daj 	Dar Fur Daju 	Eastern Sudanic 	Latn 			
dak 	Dakota 	Dakotan 	Latn 			
dal 	Dahalo 	Cushitic 	Latn 			
dam 	Damakawa 	Kainji 	Latn 			
dao 	Daai Chin 	Kukish 	Latn 			
daq 	Dandami Maria 	Dravidian 		Bison-Horn Maria, Madia, Madiya, Maria (India), Maria 		
dar 	Dargwa 	Dargwa 	Cyrl 	Dargin 		
das 	Daho-Doo 	Kru 	Latn 			
dau 	Dar Sila Daju 	Eastern Sudanic 	Latn 			
dav 	Taita 	Bantu 	Latn 			
daw 	Davawenyo 	Philippine 	Latn 			
dax 	Dayi 	Yolngu 	Latn 			
daz 	Dao 	Trans-New Guinea 	Latn 			
dba 	Bangi Me 	isolate 	Latn 			
dbb 	Deno 	Chadic 	Latn 			
dbd 	Dadiya 	Savanna 	Latn 			
dbe 	Dabe 	Tor-Kwerba 	Latn 			
dbf 	Edopi 	Lakes Plain 	Latn 	Elopi 		
dbg 	Dogul Dom 	Dogon 	Latn 	Dogul Dom Dogon 		
dbi 	Doka 	Benue-Congo 	Latn 			
dbj 	Ida'an 	Sabahan 	Latn 			
dbl 	Dyirbal 	Dyirbalic 	Latn 			
dbm 	Duguri 	Bantu 	Latn 			
dbn 	Duriankere 	South Bird's Head 	Latn 			
dbo 	Dulbu 	Bantu 	Latn 			
dbp 	Duwai 	West Chadic 	Latn 			
dbq 	Daba 	Central Chadic 	Latn 			
dbr 	Dabarre 	Cushitic 				
dbt 	Ben Tey 	Dogon 	Latn 	Ben Tey Dogon 		
dbu 	Bondum Dom Dogon 	Dogon 	Latn 			
dbv 	Dungu 	Kainji 	Latn 			
dbw 	Bankan Tey Dogon 	Dogon 	Latn 			
dby 	Dibiyaso 	Trans-New Guinea 	Latn 			
dcc 	Deccani 	Indo-Aryan 	ur-Arab 	Dakhini, Dakkhani, Deccan, Deccany 		
dcr 	Negerhollands 	creole or pidgin 	Latn 			
dda 	Dadi Dadi 	Pama-Nyungan 	Latn 	Dardi Dardi, Tati Tati, Dadi-Dadi, Dardi-Dardi, Tati-Tati 		
ddd 	Dongotono 	Eastern Sudanic 				
dde 	Doondo 	Bantu 	Latn 			
ddg 	Fataluku 	Timor-Alor-Pantar 	Latn 			
ddi 	Diodio 	Western Oceanic 	Latn 			
ddj 	Jaru 	Pama-Nyungan 	Latn 			
ddn 	Dendi 	Songhay 	Latn 	Dandawa, Dendi (West Africa), Dendi (Benin) 		
ddo 	Tsez 	Tsezian 	Cyrl 	Tsezi, Dido 		
ddr 	Dhudhuroa 	Pama-Nyungan 	Latn 	Yaitmathang 		
dds 	Donno So Dogon 	Dogon 	Latn 			
ddw 	Dawera-Daweloor 	Timoric 	Latn 			
dec 	Dagik 	Atlantic-Congo 	Latn 			
ded 	Dedua 	Trans-New Guinea 	Latn 			
dee 	Dewoin 	Kru 	Latn 			
def 	Dezfuli 	Southwestern Iranian 		Dezhfili, Dizfuli 		
deg 	Degema 	Edoid 	Latn 			
deh 	Dehwari 	Southwestern Iranian 				
dei 	Demisa 	East Geelvink Bay 	Latn 			
dek 	Dek 		Latn 			
dem 	Dem 	Papuan 	Latn 			
den 	Slavey 	North Athabaskan 	Latn 	Slave, Slavé 		
dep 	Pidgin Delaware 	creole or pidgin 	Latn 			
der 	Deori 	Sino-Tibetan 	Beng, Latn 			
des 	Desano 	Tucanoan 	Latn 			
dev 	Domung 	Finisterre 	Latn 			
dez 	Dengese 	Bantu 	Latn 			
dga 	Southern Dagaare 	Gur 	Latn 			
dgb 	Bunoge 	Dogon 	Latn 	Bunoge Dogon 		
dgc 	Casiguran Dumagat Agta 	Philippine 	Latn 			
dgd 	Dagaari Dioula 	Gur 	Latn 			
dge 	Degenan 	Finisterre 	Latn 			
dgg 	Doga 	Western Oceanic 	Latn 			
dgh 	Dghwede 	Central Chadic 	Latn 			
dgi 	Northern Dagara 	Gur 	Latn 			
dgk 	Dagba 	Sara 	Latn 			
dgn 	Dagoman 	Yangmanic 	Latn 			
dgo 	Hindi Dogri 	Western Pahari 	Deva, Arab, Takr 			
dgr 	Dogrib 	North Athabaskan 	Latn 	Tłicho, Tlinchon 		
dgs 	Dogoso 	Gur 				
dgt 	Ntra'ngith 	Pama-Nyungan 	Latn 	Ndra'ngith 		
dgw 	Daungwurrung 	Pama-Nyungan 	Latn 	Taungurong, Dhagung-wurrung, Thagungwurrung 		
dgx 	Doghoro 	Trans-New Guinea 	Latn 			
dgz 	Daga 	Trans-New Guinea 	Latn 			
dhg 	Dhangu 	Yolngu 	Latn 			
dhi 	Dhimal 	Tibeto-Burman 	Deva 			
dhl 	Dhalandji 	Southwest Pama-Nyungan 	Latn 			
dhm 	Zemba 	Bantu 	Latn 	Dhimba, Dimba, Oludhimba, Oluthimba, Otjidhimba, Simba, Tjimba 		
dhn 	Dhanki 	Bhil 				
dho 	Dhodia 	Bhil 	Deva 			
dhr 	Tharrgari 	Southwest Pama-Nyungan 	Latn 	Dhargari 		
dhs 	Dhaiso 	Bantu 	Latn 			
dhu 	Dhurga 	Yuin-Kuric 	Latn 			
dhv 	Drehu 	Central-Eastern Oceanic 	Latn 			
dhw 	Danuwar 	Indo-Aryan 	Deva 	Danwar, Dhanwar, Rai 		
dhx 	Dhungaloo 	Pama-Nyungan 	Latn 			
dia 	Dia 	Torricelli 	Latn 			
dib 	South Central Dinka 	Eastern Sudanic 	Latn 			
dic 	Lakota Dida 	Kru 	Latn 			
did 	Didinga 	Eastern Sudanic 	Latn 			
dif 	Dieri 	Karnic 	Latn 	Diyari, Dirari 		
dig 	Digo 	Bantu 	Latn 	Chidigo 		
dii 	Dimbong 	Bantu 	Latn 			
dij 	Dai 	Timoric 				
dik 	Southwestern Dinka 	Eastern Sudanic 	Latn 			
dil 	Dilling 	Nubian 	Latn 			
dim 	Dime 	Omotic 				
din 	Dinka 	Eastern Sudanic 	Latn 			
dio 	Dibo 	Volta-Niger 	Latn 			
dip 	Northeastern Dinka 	Eastern Sudanic 	Latn 			
dir 	Dirim 	Benue-Congo 	Latn 			
dis 	Dimasa 	Sino-Tibetan 	Latn, Beng 			
diu 	Gciriku 	Bantu 	Latn 	Rumanyo, Dirico, Dciriku, Diriku, Rugciriku 		
diw 	Northwestern Dinka 	Eastern Sudanic 	Latn 			
dix 	Dixon Reef 	North-Central Vanuatu 	Latn 			
diy 	Diuwe 	Trans-New Guinea 				
diz 	Ding 	Bantu 	Latn 			
dja 	Djadjawurrung 	Pama-Nyungan 	Latn 	Dja dja wurrung 		
djb 	Djinba 	Yolngu 	Latn 			
djc 	Dar Daju Daju 	Eastern Sudanic 	Latn 			
djd 	Jaminjung 	Mirndi 	Latn 	Djamindjung 		
dje 	Zarma 	Songhay 	Latn, Arab, Brai 			
djf 	Djangun 	Paman 	Latn 			
dji 	Djinang 	Yolngu 	Latn 			
djj 	Ndjébbana 	Arnhem 	Latn 	Djeebbana 		
djk 	Aukan 	creole or pidgin 	Latn, Afak 	Ndyuka 		
djl 	Djiwarli 	Southwest Pama-Nyungan 	Latn 			
djm 	Jamsay 	Dogon 	Latn 	Jamsay Dogon, Jamsai 		
djn 	Djauan 	Gunwinyguan 	Latn 			
djo 	Jangkang 	Land Dayak 				
djr 	Djambarrpuyngu 	Yolngu 	Latn 			
dju 	Kapriman 	Sepik 	Latn 			
djw 	Djawi 	Nyulnyulan 	Latn 			
dka 	Dakpa 	Tibeto-Burman 	Tibt 	Dakpakha, Takpa, Tawang Monpa 		
dkk 	Dakka 	South Sulawesi 				
dkr 	Kuijau 	North Bornean 				
dks 	Southeastern Dinka 	Eastern Sudanic 	Latn 			
dkx 	Mazagway 	Central Chadic 	Latn 			
dlg 	Dolgan 	Siberian Turkic 	Cyrl 			
dlk 	Dahalik 	Ethiopian Semitic 				
dlm 	Dalmatian 	Italo-Dalmatian 	Latn 	Dalmatic 		
dln 	Darlong 	Kukish 	Latn 			
dma 	Duma 	Bantu 	Latn 			
dmb 	Mombo Dogon 	Dogon 	Latn 			
dmc 	Gavak 	Madang 	Latn 	Bosiken, Boskien, Dimir, Dimer 		
dmd 	Madhi Madhi 	Pama-Nyungan 	Latn 	Madhi-Madhi, Madi Madi, Madi-Madi, Muthimuthi 		
dme 	Dugwor 	Central Chadic 	Latn 			
dmg 	Upper Kinabatangan 	Sabahan 	Latn 			
dmk 	Domaaki 	Dardic 				
dml 	Dameli 	Dardic 				
dmm 	Dama 	Mbum 	Latn 			
dmo 	Kemezung 	Bantoid 	Latn 			
dmr 	East Damar 	Central-Eastern Malayo-Polynesian 	Latn 			
dms 	Dampelas 	Tomini-Tolitoli 	Latn 			
dmu 	Dubu 	Pauwasi 	Latn 			
dmv 	Dumpas 	Sabahan 	Latn 			
dmw 	Mudburra 	Pama-Nyungan 	Latn 	Mudbura 		
dmx 	Dema 	Bantu 	Latn 			
dmy 	Demta 	Sentani 	Latn 			
dna 	Upper Grand Valley Dani 	Trans-New Guinea 	Latn 			
dnd 	Daonda 	Border 	Latn 			
dne 	Ndendeule 	Bantu 	Latn 			
dng 	Dungan 	Sinitic 	Cyrl, Hani, Arab 			
dni 	Lower Grand Valley Dani 	Trans-New Guinea 	Latn 			
dnj 	Dan 	Mande 	Latn 			
dnk 	Dengka 	Timoric 	Latn 			
dnn 	Dzuun 	Mande 		Dzùùn, Dzuungoo, Dzùùngoo 		
dnr 	Danaru 	Madang 	Latn 			
dnt 	Mid Grand Valley Dani 	Trans-New Guinea 	Latn 			
dnu 	Danau 	Palaungic 				
dnv 	Danu 	Tibeto-Burman 				
dnw 	Western Dani 	Trans-New Guinea 	Latn 			
dny 	Dení 	Arauan 	Latn 			
doa 	Dom 	Trans-New Guinea 	Latn 			
dob 	Dobu 	Western Oceanic 	Latn 			
doc 	Northern Kam 	Kra-Dai 	Latn 	Northern Gam, Northern Dong 		
doe 	Doe 	Bantu 	Latn 			
dof 	Domu 	Trans-New Guinea 	Latn 			
doh 	Dong 	Benue-Congo 	Latn 			
doi 	Dogri 	Western Pahari 	Deva, Takr, fa-Arab 			
dok 	Dondo 	Tomini-Tolitoli 	Latn 			
dol 	Doso 	Papuan 	Latn 			
don 	Doura 	Western Oceanic 	Latn 			
doo 	Dongo 	Ubangian 	Latn 			
dop 	Lukpa 	Gur 	Latn 			
doq 	Dominican Sign Language 	sign 	Latn 			
dor 	Dori'o 	Southeast Solomonic 	Latn 			
dos 	Dogosé 	Gur 	Latn 			
dot 	Dass 	West Chadic 	Latn 			
dov 	Dombe 	Bantu 	Latn 			
dow 	Doyayo 	Savanna 	Latn 			
dox 	Bussa 	Cushitic 	Latn 			
doy 	Dompo 	Kwa 	Latn 			
doz 	Dorze 	Omotic 	Latn 			
dpp 	Papar 	Sabahan 	Latn 			
drb 	Dair 	Nubian 	Latn 			
drc 	Minderico 	West Iberian 	Latn 			
drd 	Darmiya 	Sino-Tibetan 				
drg 	Rungus 	Sabahan 	Latn 			
dri 	Lela 	Kainji 	Latn 	C'lela, C'Lela, Chilela 		
drl 	Baagandji 	Pama-Nyungan 	Latn 	Darling, Bandjigali 		
drn 	West Damar 	Timoric 	Latn 			
dro 	Daro-Matu Melanau 	North Bornean 	Latn 			
drq 	Dura 	Tibeto-Burman 				
drs 	Gedeo 	Cushitic 	Ethi 			
dru 	Rukai 	Austronesian 	Latn 			
dry 	Darai 	Indo-Aryan 	Deva 			
dsb 	Lower Sorbian 	Sorbian 	Latn 	Lower Lusatian, Lower Wendish 	Yes 	
dse 	Dutch Sign Language 	sign 	Latn 			
dsh 	Daasanach 	Cushitic 	Latn 			
dsi 	Disa 	Central Sudanic 	Latn 			
dsl 	Danish Sign Language 	sign 	Latn 			
dsn 	Dusner 	Halmahera-Cenderawasih 	Latn 			
dso 	Desiya 	Indo-Aryan 	Orya 			
dsq 	Tadaksahak 	Songhay 	Arab, Latn 			
dta 	Daur 	Mongolic 	Latn, Hani, Cyrl, Mong 			
dtb 	Labuk-Kinabatangan Kadazan 	Sabahan 	Latn 			
dtd 	Ditidaht 	Wakashan 	Latn 	Diitidaht 		
dth 	Adithinngithigh 	Paman 	Latn 			
dti 	Ana Tinga Dogon 	Dogon 	Latn 			
dtk 	Tene Kan Dogon 	Dogon 	Latn 			
dtm 	Tomo Kan Dogon 	Dogon 	Latn 			
dto 	Tommo So 	Dogon 	Latn 	Tommo So Dogon 		
dtp 	Central Dusun 	Sabahan 	Latn 	Kadazandusun, Kadazan-Dusun, Kadazan Dusun, Kadazan, Bunduliwan, Boros Dusun 		
dtr 	Lotud 	Sabahan 	Latn 			
dts 	Toro So Dogon 	Dogon 	Latn 			
dtt 	Toro Tegu Dogon 	Dogon 	Latn 			
dtu 	Tebul Ure Dogon 	Dogon 	Latn 			
dty 	Doteli 	Pahari 	Deva 	Dotyali 		
dua 	Duala 	Bantu 	Latn 			
dub 	Dubli 	Bhil 				
duc 	Duna 	Papuan 	Latn 			
due 	Umiray Dumaget Agta 	Philippine 	Latn 			
duf 	Dumbea 	New Caledonian 	Latn 			
dug 	Chiduruma 	Bantu 	Latn 			
duh 	Dungra Bhil 	Bhil 	Deva, Gujr 			
dui 	Dumun 	Madang 	Latn 			
duk 	Uyajitaya 	Madang 	Latn 			
dul 	Alabat Island Agta 	Philippine 	Latn 			
dum 	Middle Dutch 	West Germanic 	Latn 			Yes
dun 	Dusun Deyah 	East Barito 	Latn 			
duo 	Dupaningan Agta 	Philippine 	Latn 	Dupaninan Agta, Dupaningan, Dupaninan 		
dup 	Duano 	Malayic 	Latn 			
duq 	Dusun Malang 	East Barito 	Latn 			
dur 	Dii 	Savanna 	Latn 			
dus 	Dumi 	Tibeto-Burman 	Deva 			
duu 	Drung 	Sino-Tibetan 		Derung, Dulong, Trung 		
duv 	Duvle 	Lakes Plain 	Latn 			
duw 	Dusun Witu 	East Barito 	Latn 			
dux 	Duun 	Mande 	Latn 	Duungooma 		
duy 	Dicamay Agta 	Philippine 	Latn 			
duz 	Duli 	Savanna 	Latn 	Duli-Gey, Duli-Gewe 		
dva 	Duau 	Western Oceanic 	Latn 			
dwa 	Diri 	West Chadic 	Latn 			
dwr 	Dawro 	Omotic 	Ethi, Latn 			
dwu 	Dhuwal 	Yolngu 	Latn 	Gumatj, Dual, Duala, Datiwuy, Wulamba, Liyagawumirr, Marrangu, Djampbarrpuyŋu, Gupapuyngu, Dhay'yi, Dayi, Dhalwangu 		
dww 	Dawawa 	Western Oceanic 	Latn 			
dwy 	Dhuwaya 	Yolngu 	Latn 			
dwz 	Dewas Rai 	Indo-Aryan 		Danuwar Rai, Rai Danuwar 		
dya 	Dyan 	Gur 	Latn 			
dyb 	Dyaberdyaber 	Nyulnyulan 	Latn 			
dyd 	Dyugun 	Nyulnyulan 	Latn 			
dyg 	Villa Viciosa Agta 	Philippine 	Latn 			
dyi 	Djimini 	Atlantic-Congo 	Latn 	Djimini Senoufo, Jimini, Jinmini 		
dym 	Yanda Dogon 	Dogon 	Latn 	Yanda, Yanda Dom, Yanda Dom Dogon 		
dyn 	Dyangadi 	Central New South Wales 	Latn 			
dyo 	Jola-Fonyi 	Senegambian 	Latn 	Diola-Fogny, Jola, Joola, Diola 		
dyu 	Dyula 	Manding 	Latn 			
dyy 	Dyaabugay 	Paman 	Latn 	Djabugay, Dyabugay, Djabugai, Tjapukai 		
dza 	Tunzu 	Kainji 	Latn 	Duguza 		
dzg 	Dazaga 	Saharan 	Latn 	Daza, Dasaga 		
dzl 	Dzala 	Tibeto-Burman 	Tibt 	Dzalakha, Dzalamat, Yangtsebikha 		
dzn 	Dzando 	Bantu 	Latn 			
ebg 	Ebughu 	Benue-Congo 	Latn 			
ebk 	Eastern Bontoc 	Philippine 	Latn 	Eastern Bontok 		
ebo 	Teke-Ebo 	Bantu 	Latn 			
ebr 	Ebrié 	Kwa 	Latn 			
ebu 	Embu 	Bantu 	Latn 			
ecr 	Eteocretan 		Grek 			
ecs 	Ecuadorian Sign Language 	sign 	Latn 			
ecy 	Eteocypriot 		Cprt 			
eee 	E 	mixed 	Hani, Latn 	Kjang E 		
efa 	Efai 	Benue-Congo 	Latn 			
efe 	Efe 	Central Sudanic 	Latn 			
efi 	Efik 	Benue-Congo 	Latn 			
ega 	Ega 	Atlantic-Congo 	Latn 			
egl 	Emilian 	Gallo-Italic 	Latn 	Emiliano 		
ego 	Eggon 	Benue-Congo 	Latn 			
egy 	Egyptian 	Egyptian 	Latinx, Egyp, Egyd 	Ancient Egyptian 		
ehu 	Ehueun 	Edoid 	Latn 			
eip 	Eipomek 	Trans-New Guinea 	Latn 			
eit 	Eitiep 	Torricelli 	Latn 			
eiv 	Askopan 	North Bougainville 	Latn 	Eivo 		
eja 	Ejamat 	Senegambian 	Latn 			
eka 	Ekajuk 	Bantoid 	Latn 			
eke 	Ekit 	Benue-Congo 	Latn 			
ekg 	Ekari 	Trans-New Guinea 	Latn 			
eki 	Eki 	Benue-Congo 	Latn 			
ekl 	Kolhe 	Munda 	Latn 	Kol, Kol (Bangladesh) 		
ekm 	Elip 	Bantoid 	Latn 			
eko 	Koti 	Bantu 	Latn 			
ekp 	Ekpeye 	Volta-Niger 	Latn 			
ekr 	Yace 	Volta-Niger 	Latn 			
eky 	Eastern Kayah 	Karen 	Kali 			
ele 	Elepi 	Torricelli 	Latn 			
elh 	El Hugeirat 	Nubian 	Latn 			
eli 	Nding 	Atlantic-Congo 	Latn 			
elk 	Elkei 	Torricelli 	Latn 			
elm 	Eleme 	Benue-Congo 	Latn 			
elo 	El Molo 	Cushitic 	Latn 			
elu 	Elu 	Admiralty Islands 	Latn 			
elx 	Elamite 	isolate 	Xsux 			
