A: Man and his occupations    
A216G	F31DE	995806	󳇞
A216H	F31DF	995807	󳇟
A218	F31E0	995808	󳇠
A219	F31E1	995809	󳇡
A219A	F31E2	995810	󳇢
A219B	F31E3	995811	󳇣
A219C	F31E4	995812	󳇤
A219D	F31E5	995813	󳇥
A221	F31E6	995814	󳇦
A222	F31E7	995815	󳇧
A223	F31E8	995816	󳇨
A223A	F31E9	995817	󳇩
A223B	F31EA	995818	󳇪
A223C	F31EB	995819	󳇫
A224	F31EC	995820	󳇬
A225	F31ED	995821	󳇭
A226	F31EE	995822	󳇮
A227	F31EF	995823	󳇯
A229	F31F0	995824	󳇰
A230	F31F1	995825	󳇱
A233	F31F2	995826	󳇲
A234	F31F3	995827	󳇳
A235	F31F4	995828	󳇴
A236	F31F5	995829	󳇵
A237	F31F6	995830	󳇶
A239	F31F7	995831	󳇷
A239A	F31F8	995832	󳇸
A239B	F31F9	995833	󳇹
A239C	F31FA	995834	󳇺
A239D	F31FB	995835	󳇻
A240	F31FC	995836	󳇼
A240A	F31FD	995837	󳇽
A240B	F31FE	995838	󳇾
A240C	F31FF	995839	󳇿
A240D	F3200	995840	󳈀
A241	F3201	995841	󳈁
A242	F3202	995842	󳈂
A243	F3203	995843	󳈃
A244	F3204	995844	󳈄
A244A	F3205	995845	󳈅
A245	F3206	995846	󳈆
A245A	F3207	995847	󳈇
A245B	F3208	995848	󳈈
A245C	F3209	995849	󳈉
A245D	F320A	995850	󳈊
A247	F320B	995851	󳈋
A248	F320C	995852	󳈌
A248A	F320D	995853	󳈍
A248B	F320E	995854	󳈎
A249	F320F	995855	󳈏
A249A	F3210	995856	󳈐
A250	F3211	995857	󳈑
A251	F3212	995858	󳈒
A252	F3213	995859	󳈓
A253	F3214	995860	󳈔
A254	F3215	995861	󳈕
A254A	F3216	995862	󳈖
A255	F3217	995863	󳈗
A256	F3218	995864	󳈘
A257	F3219	995865	󳈙
A258	F321A	995866	󳈚
A259	F321B	995867	󳈛
A260	F321C	995868	󳈜
A261	F321D	995869	󳈝
A262	F321E	995870	󳈞
A263	F321F	995871	󳈟
A264	F3220	995872	󳈠
A265	F3221	995873	󳈡
A266	F3222	995874	󳈢
A267	F3223	995875	󳈣
A268	F3224	995876	󳈤
A269	F3225	995877	󳈥
A270	F3226	995878	󳈦
A271	F3227	995879	󳈧
A272	F3228	995880	󳈨
A272A	F3229	995881	󳈩
A273	F322A	995882	󳈪
A274	F322B	995883	󳈫
A274A	F322C	995884	󳈬
A275	F322D	995885	󳈭
A276	F322E	995886	󳈮
A278	F322F	995887	󳈯
A278A	F3230	995888	󳈰
A278B	F3231	995889	󳈱
A279	F3232	995890	󳈲
A280	F3233	995891	󳈳
A281	F3234	995892	󳈴
A282	F3235	995893	󳈵
A283	F3236	995894	󳈶
A284	F3237	995895	󳈷
A285	F3238	995896	󳈸
A285A	F3239	995897	󳈹
A286	F323A	995898	󳈺
A287	F323B	995899	󳈻
A287A	F323C	995900	󳈼
A288	F323D	995901	󳈽
A289	F323E	995902	󳈾
A290	F323F	995903	󳈿
A291	F3240	995904	󳉀
A292	F3241	995905	󳉁
A293	F3242	995906	󳉂
A294	F3243	995907	󳉃
A295	F3244	995908	󳉄
A296	F3245	995909	󳉅
A296A	F3246	995910	󳉆
A296B	F3247	995911	󳉇
A296C	F3248	995912	󳉈
A296D	F3249	995913	󳉉
A296E	F324A	995914	󳉊
A296F	F324B	995915	󳉋
A296G	F324C	995916	󳉌
A298	F324D	995917	󳉍
A299	F324E	995918	󳉎
A299A	F324F	995919	󳉏
A299B	F3250	995920	󳉐
A299C	F3251	995921	󳉑
A299D	F3252	995922	󳉒
A299E	F3253	995923	󳉓
A300	F3254	995924	󳉔
A300A	F3255	995925	󳉕
A300B	F3256	995926	󳉖
A300C	F3257	995927	󳉗
A300D	F3258	995928	󳉘
A300E	F3259	995929	󳉙
A301	F325A	995930	󳉚
A301A	F325B	995931	󳉛
A302	F325C	995932	󳉜
A302A	F325D	995933	󳉝
A302B	F325E	995934	󳉞
A302C	F325F	995935	󳉟
A302D	F3260	995936	󳉠
A303	F3261	995937	󳉡
A304	F3262	995938	󳉢
A304A	F3263	995939	󳉣
A304B	F3264	995940	󳉤
A304C	F3265	995941	󳉥
A304D	F3266	995942	󳉦
A304E	F3267	995943	󳉧
A304F	F3268	995944	󳉨
A304G	F3269	995945	󳉩
A305	F326A	995946	󳉪
A305A	F326B	995947	󳉫
A305B	F326C	995948	󳉬
A305C	F326D	995949	󳉭
A306	F326E	995950	󳉮
A307	F326F	995951	󳉯
A308	F3270	995952	󳉰
A308A	F3271	995953	󳉱
A309	F3272	995954	󳉲
A310	F3273	995955	󳉳
A310A	F3274	995956	󳉴
A310B	F3275	995957	󳉵
A310C	F3276	995958	󳉶
A310D	F3277	995959	󳉷
A311	F3278	995960	󳉸
A311A	F3279	995961	󳉹
A311B	F327A	995962	󳉺
A311C	F327B	995963	󳉻
A311D	F327C	995964	󳉼
A311E	F327D	995965	󳉽
A311F	F327E	995966	󳉾
A313	F327F	995967	󳉿
A313A	F3280	995968	󳊀
A314	F3281	995969	󳊁
A314A	F3282	995970	󳊂
A316	F3283	995971	󳊃
A317	F3284	995972	󳊄
A318	F3285	995973	󳊅
A319	F3286	995974	󳊆
A320	F3287	995975	󳊇
A321	F3288	995976	󳊈
A322	F3289	995977	󳊉
A323	F328A	995978	󳊊
A324	F328B	995979	󳊋
A324A	F328C	995980	󳊌
A326	F328D	995981	󳊍
A327	F328E	995982	󳊎
A330	F328F	995983	󳊏
A332	F3290	995984	󳊐
A333	F3291	995985	󳊑
A334	F3292	995986	󳊒
A335	F3293	995987	󳊓
A336	F3294	995988	󳊔
A337	F3295	995989	󳊕
A338	F3296	995990	󳊖
A339	F3297	995991	󳊗
A340	F3298	995992	󳊘
A341	F3299	995993	󳊙
A342	F329A	995994	󳊚
A343	F329B	995995	󳊛
A344	F329C	995996	󳊜
A345	F329D	995997	󳊝
A346	F329E	995998	󳊞
A347	F329F	995999	󳊟
A348	F32A0	996000	󳊠
A348A	F32A1	996001	󳊡
A349	F32A2	996002	󳊢
A350	F32A3	996003	󳊣
A351	F32A4	996004	󳊤
A352	F32A5	996005	󳊥
A353	F32A6	996006	󳊦
A354	F32A7	996007	󳊧
A355	F32A8	996008	󳊨
A356	F32A9	996009	󳊩
A357	F32AA	996010	󳊪
A358	F32AB	996011	󳊫
A359	F32AC	996012	󳊬
A360	F32AD	996013	󳊭
A361	F32AE	996014	󳊮
A362	F32AF	996015	󳊯
A363	F32B0	996016	󳊰
A364	F32B1	996017	󳊱
A365	F32B2	996018	󳊲
A366	F32B3	996019	󳊳
A367	F32B4	996020	󳊴
A368	F32B5	996021	󳊵
A369	F32B6	996022	󳊶
A370	F32B7	996023	󳊷
A371	F32B8	996024	󳊸
A372	F32B9	996025	󳊹
A374	F32BA	996026	󳊺
A375	F32BB	996027	󳊻
A376	F32BC	996028	󳊼
A376A	F32BD	996029	󳊽
A377	F32BE	996030	󳊾
A378	F32BF	996031	󳊿
A379	F32C0	996032	󳋀
A380	F32C1	996033	󳋁
A381	F32C2	996034	󳋂
A382	F32C3	996035	󳋃
A383	F32C4	996036	󳋄
A384	F32C5	996037	󳋅
A385	F32C6	996038	󳋆
A386	F32C7	996039	󳋇
A387	F32C8	996040	󳋈
A388	F32C9	996041	󳋉
A389	F32CA	996042	󳋊
A390	F32CB	996043	󳋋
A391	F32CC	996044	󳋌
A392	F32CD	996045	󳋍
A393	F32CE	996046	󳋎
A394	F32CF	996047	󳋏
A395	F32D0	996048	󳋐
A396	F32D1	996049	󳋑
A397	F32D2	996050	󳋒
A398	F32D3	996051	󳋓
A399	F32D4	996052	󳋔
A400	F32D5	996053	󳋕
A401	F32D6	996054	󳋖
A402	F32D7	996055	󳋗
A403	F32D8	996056	󳋘
A404	F32D9	996057	󳋙
A405	F32DA	996058	󳋚
A406	F32DB	996059	󳋛
A407	F32DC	996060	󳋜
A408	F32DD	996061	󳋝
A409	F32DE	996062	󳋞
A410	F32DF	996063	󳋟
A411	F32E0	996064	󳋠
A412	F32E1	996065	󳋡
A412A	F32E2	996066	󳋢
A413	F32E3	996067	󳋣
A414	F32E4	996068	󳋤
A415	F32E5	996069	󳋥
A416	F32E6	996070	󳋦
A417	F32E7	996071	󳋧
A418	F32E8	996072	󳋨
A419	F32E9	996073	󳋩
A420	F32EA	996074	󳋪
A421	F32EB	996075	󳋫
A422	F32EC	996076	󳋬
A423	F32ED	996077	󳋭
A424	F32EE	996078	󳋮
A425	F32EF	996079	󳋯
A426	F32F0	996080	󳋰
A426A	F32F1	996081	󳋱
A426B	F32F2	996082	󳋲
A427	F32F3	996083	󳋳
A428	F32F4	996084	󳋴
A429	F32F5	996085	󳋵
A430	F32F6	996086	󳋶
A431	F32F7	996087	󳋷
A432	F32F8	996088	󳋸
A433	F32F9	996089	󳋹
A434	F32FA	996090	󳋺
A435	F32FB	996091	󳋻
A436	F32FC	996092	󳋼
A437	F32FD	996093	󳋽
A438	F32FE	996094	󳋾
A439	F32FF	996095	󳋿
A440	F3300	996096	󳌀
A441	F3301	996097	󳌁
A442	F3302	996098	󳌂
A443	F3303	996099	󳌃
A444	F3304	996100	󳌄
A445	F3305	996101	󳌅
A446	F3306	996102	󳌆
A447	F3307	996103	󳌇
A448	F3308	996104	󳌈
A449	F3309	996105	󳌉
A450	F330A	996106	󳌊
A451	F330B	996107	󳌋
A452	F330C	996108	󳌌
A453	F330D	996109	󳌍
A454	F330E	996110	󳌎
A455	F330F	996111	󳌏
A456	F3310	996112	󳌐
A457	F3311	996113	󳌑
A458	F3312	996114	󳌒
A459	F3313	996115	󳌓
A460	F3314	996116	󳌔
A461	F3315	996117	󳌕
A461A	F3316	996118	󳌖
A462	F3317	996119	󳌗
A463	F3318	996120	󳌘
A463A	F3319	996121	󳌙
A464	F331A	996122	󳌚
A465	F331B	996123	󳌛
A465A	F331C	996124	󳌜
A465B	F331D	996125	󳌝
A465C	F331E	996126	󳌞
A466	F331F	996127	󳌟
A466A	F3320	996128	󳌠
A467	F3321	996129	󳌡
A468	F3322	996130	󳌢
A468A	F3323	996131	󳌣
A469	F3324	996132	󳌤
A470	F3325	996133	󳌥
A471	F3326	996134	󳌦
A472	F3327	996135	󳌧
A473	F3328	996136	󳌨
A474	F3329	996137	󳌩
A475	F332A	996138	󳌪
A476	F332B	996139	󳌫
A477	F332C	996140	󳌬
A478	F332D	996141	󳌭
A479	F332E	996142	󳌮
A480	F332F	996143	󳌯
A481	F3330	996144	󳌰
A482	F3331	996145	󳌱
A483	F3332	996146	󳌲
A484	F3333	996147	󳌳
A485	F3334	996148	󳌴
A486	F3335	996149	󳌵
A487	F3336	996150	󳌶
A488	F3337	996151	󳌷
A489	F3338	996152	󳌸
A490	F3339	996153	󳌹
A491	F333A	996154	󳌺
A492	F333B	996155	󳌻
A493	F333C	996156	󳌼
A494	F333D	996157	󳌽
A495	F333E	996158	󳌾
A496	F333F	996159	󳌿
A497	F3340	996160	󳍀
A498	F3341	996161	󳍁
A499	F3342	996162	󳍂
A500	F3343	996163	󳍃
A501	F3344	996164	󳍄
A502	F3345	996165	󳍅
A503	F3346	996166	󳍆
A503A	F3347	996167	󳍇
A503B	F3348	996168	󳍈
A504	F3349	996169	󳍉
A505	F334A	996170	󳍊
A506	F334B	996171	󳍋
A507	F334C	996172	󳍌
A508	F334D	996173	󳍍
A509	F334E	996174	󳍎
A510	F334F	996175	󳍏
A511	F3350	996176	󳍐
A512	F3351	996177	󳍑
A513	F3352	996178	󳍒
A514	F3353	996179	󳍓
B: Woman and her occupations    
B1	F3354	996180	󳍔
B1A	F3355	996181	󳍕
B1B	F3356	996182	󳍖
B1C	F3357	996183	󳍗
B1D	F3358	996184	󳍘
B1E	F3359	996185	󳍙
B1F	F335A	996186	󳍚
B1G	F335B	996187	󳍛
B1H	F335C	996188	󳍜
B1I	F335D	996189	󳍝
B1J	F335E	996190	󳍞
B1K	F335F	996191	󳍟
B1L	F3360	996192	󳍠
B2	F3361	996193	󳍡
B2A	F3362	996194	󳍢
B3	F3363	996195	󳍣
B3A	F3364	996196	󳍤
B3B	F3365	996197	󳍥
B3C	F3366	996198	󳍦
B4	F3367	996199	󳍧
B5	F3368	996200	󳍨
B5A	F3369	996201	󳍩
B5B	F336A	996202	󳍪
B5C	F336B	996203	󳍫
B5D	F336C	996204	󳍬
B5E	F336D	996205	󳍭
B5F	F336E	996206	󳍮
B6	F336F	996207	󳍯
B6A	F3370	996208	󳍰
B6B	F3371	996209	󳍱
B6C	F3372	996210	󳍲
