Id	English (gloss)	Georgian language x=kh!	EG	PIE		IPA	Gothic 	Turkmen 	Aryan
114	to cut	ჭრა (č̣ra)	𓌪≠𓌫 cr≠kl	cortar@POR ! 𓊖 scratch>cut?	++!<	/tʃʼrɑ/	𐍃𐌽𐌴𐌹𐌸𐌰𐌽 (sneiþan) 	kesmek 	kel ko’ma come
115	to split	მტვრევა (mṭvreva)		Mitte.rille?		/mtʼvrɛvɑ/	[Term?] 	ýarylmak 	shut, jute?
116	to stab	ჩარტყმა, ჩაცემა (čarṭq̇ma, čacema)		'cut’ ^^ kako kill?	<^	/tʃɑrtʼqʼmɑ/, /tʃɑtsɛmɑ/	[Term?] 	pyçaklamak, naýzalamak 	<<>> (s)itur!
117	to scratch	ფხაჭნა (pxač̣na)	𓊪 𓅮 𓐍	<> ფრჩხილი prčx:nail ~ prick	++EG	/pʰxɑtʃʼnɑ/	[Term?] 	dyrnaçaklamak 	dura, turm!! ++
118	to dig	ბარვა (barva)	ϭⲣⲏ	Sparten? bcarva ~ graba 	<	/bɑrvɑ/	𐌲𐍂𐌰𐌱𐌰𐌽 (graban) 	gazmak 	turn.make  QED
119	to swim	ცურვა (curva)	𓎟𓃀 𓈗	𐀤𓂻  𓇾 तैरना tairnā turn/cross/curve	+<	/tsurvɑ/	[Term?] 	ýüzmek 	𐌳𐍂𐌹𐌿𐍃𐌰 dösen/dasseln ++ kill
120	to fly	ფრენა (prena)	𓊪 𓅮 𓄿 𓆃 |  𓇋 𓆃𓅯	pry > fly < pteri > feather	~+^	/pʰrɛnɑ/	[Term?] 	uçmak 	bear™ (auf)baren fair, dar, poner, vergeben
121	to walk	სიარული (siaruli)	𓋴 𓅱 𓅱 𓂻 | 𓐠 𓏤 𓊄	(ma)Shier™ > चलना > ýöre	+++	/siɑruli/	𐌲𐌰𐌲𐌲𐌰𐌽 (gaggan) (approx.) 	ýöremek, barmak, gitmek	tut? Total? Title? Donde?
122	to come	მოსვლა (mosvla)	𓈝 𓌬  𓆷𓄿𓊃𓂻  	√Marsch! مَشَى‎  mašā 𓅱𓇍 Mose ?		/mɔsvlɑ/	𐌵𐌹𐌼𐌰𐌽 (qiman) 	gelmek 	sqy.ez
123	to lie (as in a bed, state)	წოლა (c̣ola )	𓋴 𓇥 𓂋 𓁀 ≠ 𓎼 𓂋 𓍅 𓀁	𐌲𐌰𐌻𐌰𐌲 gelage ge.lay colapse 	++	/tsʼɔlɑ/	𐌻𐌹𐌲𐌰𐌽 (ligan) 	ýatmak, uzanmak 	oýka<>eyes 
124	to sit	ჯდომა (state) (ǯdoma (state))	𓍿 𓋴 𓀉 <> 𓆓 𓏏 𓇾 stand	sSito.ma steady < 𓇋 𓋴 𓃀 𓏏 𓆱 stool	++	/dʒdɔmɑ/	𐍃𐌹𐍄𐌰𐌽 (sitan) 	oturmak 	<> swima, jew! 鱼雨
125	stand 	ადგომა (adgoma) 	𓊢 𓂝 𓂻 <?> 𓊢 𓎼 𓈖	ad¬goma? at.come ? << 		/dɡɔmɑ/ /ɑdɡɔmɑ/ 	𐍃𐍄𐌰𐌽𐌳𐌰𐌽 (standan) 	durmak 	säuber
126	to turn	ტრიალი (ṭriali)	𓄲𓈄𓂽	ṭrianli <> 𓎁 	+++	/tʼriɑli/	𐍅𐌰𐌽𐌳𐌾𐌰𐌽 (wandjan) 	dönmek 	dartj~drag awʊ-  tau/tract!
127	to fall	დაცემა (dacema)	𓀒𓐍𓂋?	decimate ~ 𐌳𐍂𐌹𐌿𐍃𐌰𐌽	++?	/dɑtsɛmɑ/	[Term?] 	ýykylmak 	Hit! ‘ttack
128	to give	მიცემა (micema)	𓇋 𓐝 𓅓 𓂝	mis < mittō 𓂜 ?	++OK?	/mitsɛmɑ/	𐌲𐌹𐌱𐌰𐌽 (giban) 	bermek 	hit^ dash? Test? Thrush<
129	to hold	ჭერა (č̣era)	𓌨 𓂋  |  𓎼 𓍯 𓊗 	Care.ben = grab 𓏏 𓍯 𓄿 𓂡	+++	/tʃʼɛrɑ/	𐌷𐌰𐌻𐌳𐌰𐌽 (haldan) 	tutmak 	bügl;) bandg
130	to squeeze	დაწოლა (dac̣ola)		dackel;)		/dɑtsʼɔlɑ/	[Term?] 	sykmak 	tag tacker! Stick ++
131	to rub	წმენდა (c̣menda)	𓊃 𓇋 𓆛 𓈖 𓏲 𓂡	cement? zwanda?	<<	/tsʼmɛndɑ/	[Term?] 	oýkamak, sürtenmek 	∑ Sana+шут  coundo ++ 
132	to wash	რეცხვა (recxva)	𓂋 𓐍 𓏏 𓂝	rect? rachats@HEB	++X	/rɛtsxvɑ/	[Term?] 	ýuwmak 	Disay~ 第zähl ~count ~сана total deem,dire
133	to wipe	წმენდა (c̣menda)	<> 𓋴 𓎡 𓎝  | 𓇋 𓎛 𓌤 ?	wish.ment? 𓏠𓈖𓈗???		/tsʼmɛndɑ/	[Term?] 	süpürmek 	sayr choir 🌣唱 sung Syra𓇗 chmer𓇗! 
134	to pull	თრევა (treva)	𓇋 𓏏 𓎛 𓀜  | 𓇋 𓏏 𓎛 𓍕	va ' track > 𓍿𓎀 drag	++	/tʰrɛvɑ/	𐍄𐌹𐌿𐌷𐌰𐌽 (tiuhan) 	dartmak, çekmek 	𓏠! joý-n-m / g-m-n  <> jaz
135	to push	ბიძგება (biʒgeba)	<?> 𓊪 𓏏 𓐍 , 𓊪 𓆓 𓂻, 𓊪 𓂧 𓌒	push geben	+++	/bidzɡɛbɑ/	[Term?] 	itmek 	le.Fließ 覆流, ýüz 雨溢yi … 
136	to throw	გადაგდება (gadagdeba)	𓋴 𓐍 𓀒 <> 𓎛 𓂧 𓃀 𓀒 𓂡	attack?  𓋴 𓄝 𓏏 𓀜 !	;)	/ɡɑdɑɡdɛbɑ/	𐍅𐌰𐌹𐍂𐍀𐌰𐌽 (wairpan) 	atmak 	aqua++
137	to tie	შეხვევა (šexveva)	𓍿 𓊃 𓋭  | 𓋭 𓊃 𓏲 𓂡	sack weave	++	/ʃɛxvɛvɑ/	𐌱𐌹𐌽𐌳𐌰𐌽 (bindan) 	baglamak 	settle-- dura
138	to sew	კერვა (ḳerva)	<>  𓋴 𓊪 𓌪	𓐍 Kerbe ⲑⲱⲣⲡ <> scar 	<+	/kʼɛrvɑ/	[Term?] 	tikmek 	swell
139	to count	თვლა (tvla)	𓐎 𓏛 ?	tell tæl Teil צאָל‎ tsol Zoll Zahl тоо թիվ tʿiv թիւ	+++	/tʰvlɑ/	[Term?] 	sanamak 	Gün šun ʃiwun SUN / HEL 
140	to say	თქმა (tkma)	𓆓 𓂧  | 𓎡 𓄿 𓀁  <> tku	talk.ma dice	+++	/tʰkʰmɑ/	𐌵𐌹𐌸𐌰𐌽 (qiþan) 	diýmek 	IAH 月 lun la.ай moon ma.ай biga:god!?
141	to sing	მღერა (mɣera)	𓎛 𓎿 𓋴 𓀁	musera	++-	/mɣɛrɑ/	𐍃𐌹𐌲𐌲𐍅𐌰𐌽 (siggwan) 	saýramak 	<> gild! Gold, celt, kult, glitter
142	to play	თამაშობა (tamašoba)		Thomas?  تماشا‎ tamâšâ < marsh	??	/tʰɑmɑʃɔbɑ/	Marschier مَشَى‎  mašā	oýnamak 	suwater <> 𓋴𓅨𓂋 水 shuǐ!
143	to float	ცურვა (curva)	ϩⲗⲱⲓⲗⲓ <> ϩⲉⲗϩⲉⲗ <> sail	tsurvɑ < treiben <> swim 𓇾 तैरना 	<	/tsurvɑ/	[Term?]  <> 𐌳𐍂𐌴𐌹𐌱𐌰𐌽	ýüzmek 	yaquas 雨 ýağ.os
144	to flow	დენა (dena)		@Don	√+	/dɛnɑ/	[Term?] 	akmak 	𓇋 𓏏 𓂋 𓈘 𓈗 Wa/Sur-darja 雨™ See 水
145	to freeze	გაყინვა (gaq̇inva)		√gar 􀇥 sarg		/ɡɑqʼinvɑ/	[Term?] 	şatlamak, doňdurmak 	Kuhle! 𓎡 𓄿 𓍘 𓇋
146	to swell	გადიდება (gadideba)		𓏏𓏏;)		/ɡɑdidɛbɑ/	[Term?] 	çişmek 	DON.az™
147	sun	მზე (mze)	!	mizraim! m.zun Mose	!!<	/mzɛ/	𐍃𐌰𐌿𐌹𐌻 (sauil) 	gün 	du.sal.de <> tozan 1000-sand!
148	moon	მთვარე (mtvare)	𓇹 ~ 𓇺	mondtvar 달!   mount<>dell	++<!!	/mtʰvɑrɛ/	𐌼𐌴𐌽𐌰 (mēna) 	aý 	Dash T-s / s-t ++
149	star	ვარსკვლავი (varsḳvlavi)	ma. 𓋴 𓃀 𓄿 𓇼 𓇳	Vastro.la ma.slabi	---	/vɑrskʼvlɑvi/	𐍃𐍄𐌰𐌹𐍂𐌽𐍉 (stairnō) 	ýyldyz 	Krume, Krüm.el ++
150	water	წყალი (c̣q̇ali)	--- <> 𓈞𓈟 𓏌 𓏌 𓏌 𓇯 𓀭	aqua.le @ Quelle!	++<	/tsʼqʼɑli/	𐍅𐌰𐍄𐍉 (watō) 	suw 	tozan Dust ++  çaň Sand duz:salt
151	rain	წვიმა (c̣vima)		schwimma	!<<<	/tsʼvimɑ/	𐍂𐌹𐌲𐌽 (rign) 	ýağış 	Top-terra +++ irak, earth, top-soil
152	river	მდინარე (mdinare)	 𓇋 𓏏 𓂋 𓇋 𓇋 𓈗 𓈘 𓈇	meander m.donaur • 𓏏 𓈖 𓂋  נָהָר	+++	/mdinɑrɛ/	𐌰𐍈𐌰 (aƕa) 	derýa  𓏏 𓂋 𓇋 𓇋	qvloud!! <<
153	lake	ტბა (ṭba)	> 𓈙	Bad~tube	+~?	/tʼbɑ/	𐍃𐌰𐌹𐍅𐍃 (saiws) 	köl 	dunst
154	sea	ზღვა (zɣva)	𓈙	sea (schwarz/green?)	++<	/zɣvɑ/	𐌼𐌰𐍂𐌴𐌹 (marei) 	deňiz 	top 𓇯𓏏𓊪 ! 𓎟 ciallah! Thor Typhu ashaman 
155	salt	მარილი (marili)		marin	++	/mɑrili/	𐍃𐌰𐌻𐍄 (salt) 	duz 	җил SHUYL @ ciel  samal~himmel
156	stone	ქვა (kva)	<> 𓉻 𓏏 𓆇	quarz 𓍄 𓏏 𓊌 kur	++	/kʰvɑ/	𐍃𐍄𐌰𐌹𐌽𐍃 (stains) 	daş 	Kryo@kar ++
157	sand	სილა (sila)	𓈙 𓂝 𓈒 𓏥	"silur silex <  𓂢 Elle	"	+++	/silɑ/	[Term?] 	gum; çäge 	bu’ice ma'ice  冫白  
158	dust	მტვერი (mṭveri)	𓂝 𓅓 𓂝 𓏏 𓈇 𓏥	𐌼𐌿𐌻𐌳𐌴𐌹𐌽𐍃 <> mud	+++	/mtʼvɛri/	𐌼𐌿𐌻𐌳𐌴𐌹𐌽𐍃	çaň, toz, tozan 	dust, t’ash <> torch dunst
159	earth	მიწა (mic̣a)	𓂝 𓅓 𓂝 𓏏 𓈇 𓏥 𓅐 	mud Mutter Erde!	++~	/mitsʼɑ/	[Term?] 	toprak 	HOT!! 火 (p)huǒt
160	cloud	ღრუბელი (ɣrubeli)	𓈎 𓂋 𓊡	Qoore.bulowt > qvlout cloubd	+T+	/ɣrubɛli/	𐌼𐌹𐌻𐌷𐌼𐌰 (milhma) 	bulut 	kühle gülle cool @kuhle?
161	fog	ნისლი (nisli)		Niesel	+++	/nisli/	[Term?] 	duman 	hot.make yan?  çунмa~zünd
162	sky	ცა (ca)		ciel, sky, Tzar, Thai	++?	/tsɑ/	𐌷𐌹𐌼𐌹𐌽𐍃 (himins) 	gök, asman, халлаан <> каç 𓎡𓎡𓐍𓆼𓇰	jallah 길 gil суол gyro kior@KOR rollu 路
163	wind	ქარი (kari)	𓈎 𓂋 𓇋 𓇲	coort	+++	/kʰɑri/	𐍅𐌹𐌽𐌳𐍃 (winds) 	ýel 	Dach™ <> dar / tai = tall
164	snow	თოვლი (tovli)	𓐠 𓏤 𓂋 𓏤 𓏘 𓅱 𓇲 𓏤𓏤𓏤	 > תַּלְגָּא‎ (talgā)	+++	/tʰɔvli/	𐍃𐌽𐌰𐌹𐍅𐍃 (snaiws) 	gar 	crimson 𓍿𓅓𓋴𓏞 kirsch carnelian  🐛
165	ice	ყინული (q̇inuli)	;)   ⲡⲁⲭⲛⲏ	snow.le	~	/qʼinuli/	[Term?] 	buz муус 	YeSAR >> shil shar.un=green@SEM
166	smoke	კვამლი (ḳvamli)	<> 𓂓 𓊪 𓊶 ϭⲟⲩⲣ ↔ ϭⲱⲣ	Qualm.le	+++	/kʼvɑmli/	[Term?] 	tüsse 	sarı™ 🌞 vs 🌻 sar=green 
167	fire	ხანძარი xanʒari	𓋴 𓍿 𓏏 𓋫 𓊮 ϭⲟⲩⲣ ~ 𓏶 𓊹	zünder, indra 𓊮	++<<	/tsɛtsxli/, /xɑndzɑri/	𐍆𐍉𐌽 (fōn) 	ot 	syra™ 🌣 (w)ash weissz
168	ash	ფერფლი (perpli)	𓇋…	purple para-phyr < fire	~+<	/pʰɛrpʰli/	𐌰𐌶𐌲𐍉 (azgō) 	kül 	Chara 𓐍  くろ kuro kara kalla™ काला 
169	to burn	წვა (c̣va)	𓋴 𓋴  |  𓋴 𓌳 𓄿 𓄿	Schwel / cook / schwarz?	<	/tsʼvɑ/	[Term?] 	ötmek, otlamak; ýanmak 	gEve 夜 yven 晚 <> gök!  𓎡𓎡𓅱𓐍𓆼𓇰
170	road	გზა (gza)	gata  𓉕 길  <> 𓏴 𓈐 <> 𓍯𓏏𓈐𓈘	*girza *graster রাস্তা  *g’route <> rogue	√	/ɡzɑ/	𐍅𐌹𐌲𐍃 (wigs) 	ýol 	Journ <> sun
171	mountain	მთა (mta)	µ 𓏏  | 𓇺𓇹𓈋	monta mun.tell 1.tell	+++	/mtʰɑ/	[Term?] 	dag 大 > 犬太	Year <> yeal ++
172	red	წითელი (c̣iteli)		cirth	+~	/tsʼitʰɛli/	𐍂𐌰𐌿𐌸𐍃 (rauþs) 	gyzyl, kirmiz	"schwühl++ <  𓋴𓂋𓆑𓊮 scharf=hot	"
173	green	მწვანე (mc̣vane)	µ 𓎡 𓄿 𓅱	m.greene ~ 𓎡 𓄿 𓅱 Kanne	+?	/mtsʼvɑnɛ/	[Term?] 	ýaşyl 	soak [[𓐠]] 𓏤 𓂋 𓏤 𓏘 𓅱 𓇲 𓏤𓏤𓏤  שֶׁלֶג ‎ šéleḡ 
174	yellow	ყვითელი (q̇viteli)	<> 𐍈𐌴𐌹𐍄	@quite white		/qʼvitʰɛli/	[Term?] 	sary 	Doll ~ voll < dval, schwell ++
175	white	თეთრი (tetri)	<> 𐍈𐌴𐌹𐍄	𓇾 𓇹  ??	-- 	/tʰɛtʰri/	𐍈𐌴𐌹𐍄𐍃 (ƕeits) 	ak 	Ye.new < schöner ka.desh
176	black	შავი (šavi)	𓐍	Sar < char 𓐍 ʃɑvi > Schwarz	+++	/ʃɑvi/	𐍃𐍅𐌰𐍂𐍄𐍃 (swarts) 	gara 	gero 古
177	night	ღამე (ɣame)	𓐍 𓆼 𓄿 𓅱 𓇰	^^.me ?		/ɣɑmɛ/	𐌽𐌰𐌷𐍄𐍃 (nahts) 	gije 	gowy.de EU,JA,SI ++
178	day	დღე (dɣe)	𓊄 𓅱 𓇳 𓏥	day, Tag, δei <> zeit	+++	/dɣɛ/	𐌳𐌰𐌲𐍃 (dags) 	gün 	bad, piss, jammern™, ia.ment
179	year	წელი (c̣eli)	🌣 	ciel zahl year < sora თვლა tvla	++!	/tsʼɛli/	𐌾𐌴𐍂 (jēr) 	ýyl 	sauerig chirik ++
180	warm	თბილი (tbili)	<?> 𓈙 𓅓 𓅓 𓏏 𓊮	Tiflis! Tvil < Twarm > thermo	√?	/tʰbili/	*𐍅𐌰𐍂𐌼𐍃 (*warms) 	ýyly 	<> khir=black
181	cold	ცივი (civi)	𓈎 𓃀 𓏂  <>  ψυχρός  κρύο	shiver civl kühl cool < Kübel 	+++	/tsivi/	𐌺𐌰𐌻𐌳𐍃 (kalds) 	sowuk 	s’тура.de straight <>¬gon
182	full	სავსე (savse)	𓏏 𓏏 | 𓎔 𓏛 	∑𓍿𓊃 <> total	<<	/sɑvsɛ/	𐍆𐌿𐌻𐌻𐍃 (fulls) 	doly; dok (satisfied) 	çаврака~circ, togar.as, wrun.de
183	new	ახალი (axali)	𓇷 𓌳  	𓇷 <> halb? <> sickle 		/ɑxɑli/	𐌽𐌹𐌿𐌾𐌹𐍃 (niujis) 	täze (Pers.) 	
184	old	ძველი (ʒveli)	𓍿 𓈖 𓇋 𓀘  | 𓎡 𓎛 𓎡 𓎛 𓀘	vieille < kelle  𓏏 𓈖 𓇋 𓀘 senior	+	/dzvɛli/	𐌰𐌻𐌸𐌴𐌹𐍃 (alþeis)	köne (things) , garry (people) 	cut¬ac
185	good	კარგი (ḳargi)	𓐍 𓅜 𓏏 𓏥	𓐍 𓊖 ♡ cardi <> goody	½ 	/kʼɑrɡi/	𐌲𐍉𐌸𐍃 (gōþs)	ýagşy, gowy 	teyig~ silk!
186	bad	ცუდი (cudi)	𓈋 𓏴 𓅪	Shit != gut  ⲑⲟϩ	+!?	/tsudi/	𐌿𐌱𐌹𐌻𐍃 (ubils) 	(er)bet; pis; ýaman (badly) 	Lak <> aqua, öl!!
187	rotten	დამპალი, გაფუჭებული (damṗali, gapuč̣ebuli)		Dumped < damp(feucht)	++?	/dɑmpʼɑli/, /ɡɑpʰutʃʼɛbuli/		çüýrük 	кургак karg qry dry 
188	dirty	ჭუჭყიანი (č̣uč̣q̇iani)	<> 𓎡 𓎡 𓇰	kaka=dirt/dark	++..	/tʃʼutʃʼqʼiɑni/	[Term?] 	kirli, hapa 	derechia, drtha << d’agree ++
189	straight	პირდაპირი (ṗirdaṗiri)	𓂭 𓂭 𓏜 ?		<<	/pʼirdɑpʼiri/	𐍂𐌰𐌹𐌷𐍄𐍃 (raihts) 	göni; dogry 	join/con/sys
190	round	მრგვალი (mrgvali)		µ rgva	-- 	/mrɡvɑli/	[Term?] 	togalak, öwre 	kozak? Iraq;)  farac ерак 
191	sharp (as a knife)	ბასრი, მჭრელი (basri, mč̣reli)		basher is besser	+??	/bɑsri/, /mtʃʼrɛli/	[Term?] 	ýiti; ötgür 	sax 石右  shíyou 手 <> thai (facing pole)
192	dull (as a knife)	ბლაგვი (blagvi)		Belag, lagging		/blɑɡvi/	[Term?] 	kütek 	左 zuǒp ‘job’ syr(i) sol
193	smooth	გლუვი (gluvi)	𓋴 𓈖 𓂝 𓂝 𓏞 𓏛		--	/ɡluvi/	𐍃𐌻𐌰𐌹𐌷𐍄𐍃 (slaihts) 	tekiz 	bei / at / de / to 𓏏
194	wet	სველი (sveli)	ϩⲱⲣⲡ	swet.ly 水.ly swell swrp?	++<	/svɛli/	[Term?] 	çygly; öl (damp, wet) 	bei / at / de / to 𓏏 içinde
195	dry	მშრალი (mšrali)	𓅓 𓊡	Mizraim 🌣日 misera!? ^^	++?<<	/mʃrɑli/	𐌸𐌰𐌿𐍂𐍃𐌿𐍃 (þaursus) 	qury 	bei 陪 pei  ל 被 by bi.de with along belong!
196	correct	ზუსტი (zusṭi)	𓊃 𓐙 𓂝	so.ist! zustimm! ⲥⲟϩⲓ	++;) !?	/zustʼi/	𐍃𐌿𐌽𐌾𐌹𐍃 (sunjis)	dogry 	 و wa to With y+n con~жана  
197	near	ახლო (axlo)	~~ 𓂋 𓏤 𓂝 𓏤  | 𓂋 𓉔 𓅱 𓏥  	nah.lo at? 𓂢		/ɑxlɔ/	𐌽𐌴𐍈𐌰 (nēƕa) 	ýakyn 	𓇋 𓂋 either
198	far	შორი (šori)	𓎛 𓁷 𓂋 𓈐	sir < duri	OK?	/ʃɔri/	𐍆𐌰𐌹𐍂𐍂𐌰 (fairra) 	uzak, alyş 	since
199	right	მარჯვენა (marǯvena)		marsch		/mɑrdʒvɛnɑ/	𐍄𐌰𐌹𐌷𐍃𐍅𐌰 (taihswa) 	sag 	𐌷𐌰𐌹𐍄 heißen (m)ot, ad@res address
200	left	მარცხენა (marcxena)		marsch		/mɑrtsxɛnɑ/	𐌷𐌻𐌴𐌹𐌳𐌿𐌼𐌰 (hleiduma) 	çep 	Aryan
201	at	-ში (-ši)	𓂋 örse > os	's, ath, as, zu	OK?	/-ʃi/	𐌱𐌹 (bi)	-ра/-ре, -та/-те	man Mein 🗸 Ich bin, me, am
202	in	-ში (-ši)	𓂋 örse > os	's, ath, as, zu	OK?	/-ʃi/	𐌹𐌽 (in) 	-ра/-ре, -та/-те	Sie seien 🗸 Thy🗸 Seine Hoheit 🗸
203	with	-თან (-tan)	𓎛𓈖	Tʰɑn > con 同 tong	+++<	/-tʰɑn/	𐌼𐌹𐌸 (miþ) 	bilen 	er, el 🗸 < welcher wer 
204	and	და (da)	𓎛…𓂝 	to, ad, da@	+++	/dɑ/	𐌾𐌰𐌷 (jah) 	we 	we’s, wir  
205	if	თუ, რომ (tu, rom)	𓇋 𓂋	vs darum! Thou sei krui, 		/tʰu/, /rɔm/	𐌾𐌰𐌱𐌰𐌹 (jabai) 	eger 𓇋 𓂋 	Sies
206	because	რადგან (radgan)	𓂋 𓁻	𓂋 𓁻 car γάρ gár <> porquen		/rɑdɡɑn/	𐌿𐌽𐍄𐌴 (untē) 	çünki 	’leur (French) -lar (Hungarian plural)
207	name	გვარი gvariⁿ	𓂋 𓈖  < kern > kenn…	Gewahren Sache  saxeli სახელი		/sɑxɛli/, /ɡvɑri/	𐌽𐌰𐌼𐍉 (namō)	at 	ce, py, 𓊪𓏲
							Gothic 	Turkmen 	ce, el < şol solch <> such
							𐌹𐌺 (ik) 	men 	ce da, in da, bhere, mana (at hand)
							𐌸𐌿 (þu) 	sen 	al here.da, au thereda
							𐌹𐍃 (is) 	ol 	Quem! 🗸
							𐍅𐌴𐌹𐍃 (weis) (plural)	biz 	nam: nämlich → NA 哪 MA מה 𓅓
							𐌾𐌿𐍃 (jus) (plural)	siz 	que.here! Nar.at Near.da
							𐌴𐌹𐍃 (eis) / 𐌹𐌾𐌰 (ija) / 𐌹𐌾𐍉𐍃 (ijōs) 	olar 	que.han ~ quand!
							𐍃𐌰 (sa) / 𐌸𐌰𐍄𐌰 (þata) / 𐍃𐍉 (sō) 	bu 	que.men ~ comme! na.com
									Ne¬ Mis! Bes = des @slav deLa
									alle, summe? 
									beau’coup! Many köppan?
									Birˢᵗ=1 einige, some, kac 𓅱 
									az~1ige kac 𓅱
									othern атын   b’othca
									beresit > first, pro(to), 
