? ,English ,Hebrew ,Romanized Hebrew ,EU,,Arabic ,Romanized Arabic ,Tarifiyt Berber ,,Hebrew ,Romanized Hebrew ,Syriac ,Romanized Syriac ,Romanized Akkadian ,Ge'ez ,Romanized Ge'ez ,Maltese ,Romanized Coptic ,Tarifiyt Berber ,Hausa ,Oromo (Wallagga) ,Somali
101,see ,???? ,râ?â ,!!! ™,<<<,???? ,ra?? ,z’? ,See ++,???? ,râ?â ,???? ,?z? ,am?ru ,??? ,r??ya ,ra ,nau e ,z’? ,gáníi ,arga ,arag
102,hear ,???? ,šâma? ,some sent?,<<,???? ,sámi?a ,s?? ,Shear ++,???? ,šâma? ,???? ,šma? ,šemû ,??? ,sam?a ,"sema', sama' ",s?t?m e ,s?? ,jí ,dhaga'a ,dhagayso
103,know ,???? ,yâða? ,vyâða wisse! ,+++,???? ,?árifa ,ss?n ,Wissen ++,???? ,yâða? ,???? ,yða? ,idû ,"???, ???? ","yad?a, ?a?mara ","jaf, g?araf ",eime ,ss?n ,sánìi ,beek- ,iqiin
104,think ,???? ,?âšav ,,,???? ,fákkara ,,,???? ,?âšav ,???? ,?šav ,,"???, ??? ","?ašaba, ?alaya ",?aseb ,meeue ,,yo tunaanii ,,"malee, fakar"
105,smell ,????? ,héria? ,?hear,,??? ,šámma ,,,????? ,héria? ,"???, ??? ","ma?, saq ",,??? ,?énaw ,xamm ,,,,,ur
106,fear ,"????, ???? ","yâré?, pâ?að ",Feare <> yâða? phobed,++<,???? ,x?fa ,?iggw?i ,,"????, ???? ","yâré?, pâ?að ","????, ???? ","kwar, d?el ","pal?xu, šax?tu ",??? ,farha ,be?a' ,?r hote ,?iggw?i ,tsòoróo ,na'a ,nax
107,sleep ,"????, ??? ","yâšén, nâm ",fasten?,+-<?,???? ,n?ma ,t’t’?s ,,"????, ??? ","yâšén, nâm ",???? ,dmex ,šal?lu ,?? ,noma ,raqad ,hin?v ,t’t’?s ,yí bárcíi ,rafa ,hurdo
108,live ,??? ,?ay ,"vie hay,esse: existe",++<,???? ,??ša ,z??? ,<<,??? ,?ay ,???? ,?y? ,bal??u ,??? ,?aywa ,g?ex ,ou- ,z??? ,dà râi ,raaga ,nool
109,die ,??? ,mé? ,murd,++™,???? ,m?ta ,mm?? ,met,??? ,mé? ,???? ,mé? ,mâtu ,,,miet ,moout ,mm?? ,mútù ,du'a ,dimo
110,kill ,"????, ???? ","hâra?, qâ?al ",qtill cattle : kill,++,???? ,qátala ,n?? ,nock,"????, ???? ","hâra?, qâ?al ",???? ,q?al ,dâku ,??? ,qatala ,qatel ,mouout ,n?? ,káshèe ,"qooma, ajjeesa, qala ",dil
111,fight ,??? ,râv ,rave rage?,+?,????? ,q?tala ,mmn?? ,nock,??? ,râv ,???? ,k?aš ,,???? ,taba?asa ,i??ieled ,,mmn?? ,yí fá?àa ,,dagaal
112,hunt ,??? ,?âð ,shoot ???   sjagt,++,???? ,??da ,,,??? ,?âð ,???? ,?eð ,?âdu ,,,,,,,adama ,wiid
113,hit ,???? ,hikkâ ,hikkâ ~ hit,+-,???? ,?araba ,,,???? ,hikkâ ,"????, ???? ","m??, nqaš ",,,,,,,,,
114,cut ,"????, ???? ","kâra?, ?â?ax ",karat!!  qá?…,+++<,???? ,qá?a?a ,,,"????, ???? ","kâra?, ?â?ax ","????, ???? ","q?a?, gðam ",nak?su ,,,qata' ,,,,,
115,split ,"????, ????, ???? ","bâqa?, qâra?, ?illéq ",brech krate hälfque,+++<,??? ,šáqqa ,,,"????, ????, ???? ","bâqa?, qâra?, ?illéq ","????, ????, ???? ","šraq, padda?, parre? ",,??? ,ša?ara ,qasam ,,,,,
116,stab ,???? ,dâqar ,dagger,+++,???? ,?á?ana ,,,???? ,dâqar ,???? ,d?aš ,,??? ,dagwa?a ,,,,,,daqar
117,scratch ,???? ,sâra? ,sâra? ~ scratch,++,???? ,xadaša ,,,???? ,sâra? ,"???, ???? ","?ax, sra? ",xar?su ,???? ,?anfa?a ,giref ,,,,,
118,dig ,???? ,?âfar ,hief hebe grave,++,???? ,?áfara ,,,???? ,?âfar ,???? ,?far ,"nap?lu, xerû ",,,?affer ,,,,,qodid
119,swim ,???? ,sâ?â ,s-b-?  s-w-m swim,+--,???? ,sába?a ,f??? ,@water,???? ,sâ?â ,???? ,s?? ,,"???, ??? ","?abata, ?abaya ",g?am ,,f??? ,yí íyóo ,daaka ,
120,fly (v.) ,??? ,?âf ,Off @ aviy,++,???? ,??ra ,"?’u, f?f? (< Ar.?) ",fly!,??? ,?âf ,???? ,pra? ,,,,tar ,,"?’u, f?f? (< Ar.?) ",táashì ,"barara, barrisa ",duul
121,walk ,???? ,hâlax ,a’leg?,,???? ,maš? ,uyua ,~ir,???? ,hâlax ,???? ,hallex ,,?? ,?ora ,mexa ,mooše ,uyua ,tàfí ,adeema ,
122,come ,??? ,bâ ,come by!,+--<,"????, ????, ???? ","j??a, ?at?, b??a ",as ,,??? ,bâ ,???? ,?e?? ,?exû ,??? ,ma??a ,?ie ,ei ,as ,zóo ,dhuf- ,
123,lie ,???? ,šâxav ,set,,???? ,ráqada ,"zz??, bbuzz?? ",,???? ,šâxav ,"????, ??? ","šxev, max ",,??? ,sakaba ,gideb ,?nkotk ,"zz??, bbuzz?? ",kwántàa ,c'iisa ,
124,sit ,???? ,yâšav ,,,???? ,jálisa ,qqim ,,???? ,yâšav ,???? ,y?ev ,waš?bu ,??? ,nabara ,"qag?ad, qieg?ed ",hmoos ,qqim ,záunàa ,,fadhiiso
125,stand ,???? ,?âmað ,'made’ stand@matte ;),;),???? ,wáqafa ,??dd ,pod!,???? ,?âmað ,???? ,tra? ,izuzzu ,,,waqaf ,"?he ahe, aherat ",??dd ,táashì ,"ijaaja, d'aabad'd'a ",
126,turn ,???? ,pânâ ,wend vana pânâ ,++!,???? ,d?ra ,q??? (< Ar.) ,churneb,???? ,pânâ ,"????, ???? ","pn?, ??af ",sax?ru ,?? ,mé?a ,dar ,"p??ne, peene, kto ",q??? (< Ar.) ,máyár? dà ,taaya ,
127,fall ,???? ,nâfal ,hin’fall,+++<,???? ,wáqa?a ,w?’a ,fatal,???? ,nâfal ,???? ,nfal ,maq?tu ,??? ,wadqa ,waqa' ,he h?u ,w?’a ,fáa?ì ,,
128,give ,???? ,nâ?an ,hin’don ++,++<,????? ,?a?? ,?wš ,owes,???? ,nâ?an ,"????, ???? "," (h)av, nettel ",nad?nu ,,,ta ,"taa, to, ti ",?wš ,báa ,kenna ,
129,hold ,???? ,?â?az ,â’?az hold  ?hað ,+<,???? ,?axaða ,,,???? ,?â?az ,???? ,?e?að ,na??ru ,??? ,?axaza ,?amm ,,,,,
130,squeeze ,???? ,lâ?a? ,,,???? ,?á?ara ,,,???? ,lâ?a? ,"????, ???? ","??ar, qma? ",,,,g?afas ,,,,,
131,rub ,???? ???? ,"šifšéf, mâra? ",marter?,,??? ,?ákka ,,,???? ???? ,"šifšéf, mâra? ","???, ??? ","?ax, šaf ",lap?tu ,,,g?orok ,,,,,
132,wash ,??? ???? ,"râ?a?, šâ?ap ",rwash,,???? ,?ásala ,"ssia?, ss?i? ",soap?,??? ???? ,"râ?a?, šâ?ap ","????, ???? ","?allel, payya? ",ram?ku ,,,?asel ,ei- ,"ssia?, ss?i? ",wánkèe ,,
133,wipe ,???? ??? ,"mâ?â, niggév ",Nigger ;),+-,???? ,má?â ,,,???? ??? ,"mâ?â, niggév ",???? ,kfar ,,,,g?orok ,,,,,
134,pull ,???? ,mâšax ,ma.suck ziehx,+-,??? ,járra ,žar’r’ (< Ar.) ,zieher!!,???? ,mâšax ,???? ,graš ,,,,?ibed ,"s?k, sek ",žar’r’ (< Ar.) ,jáa ,harkisa ,jiid
135,push ,???? ,dâ?af ,do.hief! ^^,+-,???? ,dáfa?a ,??n ,,???? ,dâ?af ,???? ,z?af ,,,,imbotta ,,??n ,túuràa ,dhiib- ,
136,throw ,"????, ?????? ","hišlix, râmâ ",Hief/helix-- rammen!,+-,???? ,ram? ,,,"????, ?????? ","hišlix, râmâ ",???? ,rm? ,nadû ,,,"tefa', xe?et ",,,,,
137,tie ,???? ,qâšar ,@shaar,,???? ,raba?a ,,,???? ,qâšar ,"????, ???? ","?esar, q?ar ","ka??ru, rak?su, ?am?du ",,,rabat ,,,,,
138,sew ,???? ,tâfar ,,,???? ,xáyya?a ,x?yy??’ (< Ar.) ,~~sew,???? ,tâfar ,???? ,?ya? ,,,,?iet ,"torp, ?th, j?lk ",x?yy??’ (< Ar.) ,?ínkàa ,erba ,tolid
139,count ,"????, ???? ","mânâ, sâfar ",many++ ziffer,+++<,??? ,?ádda ,,,"????, ???? ","mânâ, sâfar ",???? ,mn? ,manû ,??? ,qamar ,g?add ,,,,,
140,say ,???? ,?âmar ,??? q?la:call,?,???? ,q?la ,ini ,---,???? ,?âmar ,???? ,?emar ,qabû ,,,qal ,šaje ,ini ,"cêe, fá?ìi ",jedh- ,"dheh, yedh"
141,sing ,"???, ???, ???? ","šâr, rân, zimmér ",reim zimmern™,++™,???? ,?ann? ,,,"???, ???, ???? ","šâr, rân, zimmér ",???? ,zmar ,zam?ru ,,,g?anna ,,,,,
142,play ,???? ,si?éq ,spiel--,,???? ,la?iba ,,,???? ,si?éq ,???? ,ša??é ,m?lelu ,,,lag?ab ,,,,,
143,float ,"??? ,?? ","šâ?, ?âf ",@seife,+-?,???? ,??ma ,,,"??? ,?? ","šâ?, ?âf ",??? ,?af ,,,,g?am ,,,,,
144,flow ,???? ,zâram ,,,????? ,tadáffaqa ,,,???? ,zâram ,"????, ???? ","š?al, rsam ",,,,,,,,,
145,freeze ,???? ,qâfa ,,,???? ,jámada ,,,???? ,qâfa ,"????, ???? ","gleð, qraš ",,,,,,,,,
146,swell ,?????? ,hi?nappéa? ,<<,,???? ,wárima ,,,?????? ,hi?nappéa? ,"????, ???? ","zw?, ?v? ",,,,,,,,,
147,sun ,???? ,šemeš ,summer suns,++,???? ,šams ,?fuš? ,---,???? ,šemeš ,????? ,šemš? ,šamšu ,,,xemx ,p-r? ,?fuš? ,ráanáa ,"aduu, biiftuu ",qorax
148,moon ,???? ,yâréa? ,year  IAH.ray,++<,???? ,qámar ,"yua, ?aziri ",yue!!,???? ,yâréa? ,????? ,sahr? ,"sîn, warxu ",??? ,,qamar ,p-ooh ,"yua, ?aziri ",wátàa ,"baatii, ji'a ",dayax
149,star ,????? ,kóxâv ,,<<,"????, ????? ","nájm, kawkab ",i?ri ,Astra +++,????? ,kóxâv ,?????? ,kawkva ,kakkabu ,??? ,kokab ,kewkba ,p-siou ,i?ri ,tàuràaróo ,urjii ,xiddig
150,water ,???? ,mayim ,Mainn™ <>,+<<,???? ,m?? ,aman ,@Semit !! > mnaumn!!!,???? ,mayim ,???? ,mayy? ,mû ,,,ilma ,p-moou ,aman ,rúwáa ,"bisaan, madda ",biyo
151,rain ,"???? ,??? ","mâ?âr, gešem ",mwater ,+++,???? ,má?ar ,anz’? ,Mwater !!!,"???? ,??? ","mâ?âr, gešem ",????? ,me?r? ,zunnu ,,,xita ,"p-h?ou, p-mou?nh?ou; hi moou (v.) ",anz’? ,rúwán sámàa ,,roob
152,river ,???? ,nâhâr ,nvasser naur,++<,???? ,nahr ,i?z? ,Iter ++,???? ,nâhâr ,????? ,nahr? ,n?ru ,??? ,takazi ,xmara ,p-eiero (ier?ou) ,i?z? ,kòogíi ,laga ,webi
153,lake ,???? ,?a?am ,lakam,+-,?????? ,bu?ayra ,"a?imam, ?anda ",,???? ,?a?am ,????? ,yamm?? ,,??? ,,g?adira ,,"a?imam, ?anda ",táfkìi ,,"haro, yamays"
154,sea ,??? ,yam ,yMeer,+<,"????, ??? ","ba?r, yamm ",????? (< Ar.) ,,??? ,yam ,???? ,yamm? ,tâmtu ,??? ,b??r ,ba?ar ,?alassa (< Greek) ,????? (< Ar.) ,tèekú (< Songhay) ,galaana ,bad
155,salt ,???? ,mela? ,mill?,,???? ,mil? ,?am???a?? (< Ar.) ,,???? ,mela? ,????? ,mel?? ,?abtu ,?? ,?aw ,mel? ,pe-hmou ,?am???a?? (< Ar.) ,gíshíríi ,"aššaboo, soogidda ","cusbo, mlix (< Ar.)"
156,stone ,???? ,?even ,even hiefen?,<<,???? ,?ájar ,az’r’u ,Dasher? <<<,???? ,?even ,"?????, ?????, ?????, ","kef?, ?avn?, šo?? ",abnu ,??? ,??bn ,"?ebla, ?a?ra ",p-?ne ,az’r’u ,dúutsèe ,d'agaa ,dhagax
157,sand ,???? ,?ól ,sole,+~<,???? ,raml ,iž?i ,a stone~sand,???? ,?ól ,???? ,??l? ,,?? ,xo?? ,ramel ,š? ,iž?i ,"yàashíi, ?ásáa ",,ciid
158,dust ,???? ,?âvâq ,havok-,,????? ,?ub?r ,?a??bb?’? (< Ar.) ,~dust bad;),???? ,?âvâq ,"?????, ????? ","?avq?, deqt? ",eperu ,??? ,marét ,trab ,"šoeiš, šic ",?a??bb?’? (< Ar.) ,?ùuráa ,awaara ,carro
159,earth ,???? ,?ere? ,earth ,+++,???? ,?ar? ,ša? ,!!,???? ,?ere? ,????? ,?ar?? ,er?etu ,??? ,m?dr ,art ,p-kah ,ša? ,?ásáa ,biyyoo ,dhul
160,cloud ,???? ,?ânân ,nan=??,x+,?????? ,sa??ba ,"asiynu, ?ažnaw? ",,???? ,?ânân ,"?????, ?????, ????? ","?n?n?, ?aym?, ?ayb? ",erpetu ,??? ,daman? ,s?aba ,te-kloole ,"asiynu, ?ažnaw? ",gàajìmàarée ,duumessa ,daruur
161,fog ,????? ,?arâfel ,?arâfe = wet,x+,????? ,?ab?b ,?ayyu? ,,????? ,?arâfel ,?????? ,?arpell? ,,?? ,gimé ,?rin? ,hlost?n ,?ayyu? ,házóo ,,ciiro
162,sky ,????? ,šâmayim ,Shimmel <> ???? ,+<,????? ,sam?? ,až?nna ,<<,????? ,šâmayim ,????? ,šmayy? ,šamû ,,,sema ,t-pe (p?ue) ,až?nna ,sámà (< Ar.) ,waaqa ,cir
163,wind ,???? ,rua? ,roar™,+x<,???? ,r?? ,as?mmi?’ ,Semit @,???? ,rua? ,????? ,ru?? ,š?ru ,,,ri? ,p-t?u ,as?mmi?’ ,ískàa ,qilleensa ,dabayl
164,snow ,???? ,šeleg ,Belag  snice,+~,???? ,?alj ,a?f?? ,,???? ,šeleg ,????? ,talg? ,šalgu ,??? ,?amad? ,"borra, sil? ",,a?f?? ,?àn?áráa ,c'abbii ,baraf (< Persian)
165,ice ,???? ,qera? ,?r?o@kur qar.de:cold,++,???? ,?alj ,ažris ,ice’ris,???? ,qera? ,?????? ,glið? ,,????? ,,sil? ,,ažris ,?àn?áráa ,c'abbii ,baraf
166,smoke ,???? ,?âšân ,ashen,+~,????? ,dux?n ,dd?xxan (< Ar.) ,,???? ,?âšân ,????? ,tenn?n? ,qutru ,?? ,?is ,du??an ,l?h?v ,dd?xxan (< Ar.) ,háyáaûíi ,aara ,qiiq
167,fire ,??? ,?éš ,heiss,++,???? ,n?r ,?im?ssi ,timbers?,??? ,?éš ,"?????, ????? ","nur?, ?ešš??? ",iš?tu ,??? ,??s?t ,nar ,p-k?h?t ,?im?ssi ,wútáa ,"bobaa, giimii, ibidda ","dab, oog"
168,ash ,???? ,?éfer ,ashfair,+-,????? ,ram?d ,i???? ,Asche ++,???? ,?éfer ,????? ,qe?m? ,"didallu, ?ikm?nu ",??? ,?amad ,,k?rmes ,i???? ,tòokáa ,barbadaa ,dambas
169,burn ,???? ,bâ?ar ,Bâ?aren = burn,++<,???? ,?áriqa ,šm??’ ,schmor? Smelt?,???? ,bâ?ar ,???? ,yqað ,nap?xu ,,,?araq ,t?mho ,šm??’ ,?óonèe ,,
170,road ,???? ,derex ,direct,+<,????? ,?ar?q ,a?ri? ,ab’road <<,???? ,derex ,?????? ,?ur?? ,x?lu ,,,triq ,te-hi? (hiooue) ,a?ri? ,hányàa ,,waddo
171,mountain ,??? ,har ,kar™,+++,???? ,jábal ,"a?r?, a?m? ","a’dura, ad mount",??? ,har ,????? ,??r? ,šadû ,??? ,dabr ,muntanja ,toou ,"a?r?, a?m? ","tsáunìi, dúutsèe, túdùu ",gaara ,buur
172,red ,"???? ,???? ","?âðóm m, ?aðummâ f ",d?n ? taint,+™,"?????, ?????? ","?á?mar m, ?amr?? f ",az?ggwa? ,??,"???? ,???? ","?âðóm m, ?aðummâ f ",?????? ,summ?q? ,"ruššû, p?lu ",??? ,qay? ,"a?mar m, ?amra f, ?omor pl ",torš ,az?ggwa? ,jáa ,diimaa ,"casaan, gaduud"
173,green ,???? ,yâróq ,,,"?????, ?????? ","?áx?ar m, xa?r?? f ",aziyza ,,???? ,yâróq ,?????? ,yurr?q? ,warqu ,????? ,?amalmil ,"a?dar m, ?adra f, ?odor pl ","ou?t, ouet ",aziyza ,"tsánwáa, kóor?èe ",bifa margaa ,agaar
174,yellow ,???? ,?âhóv ,?âhóv < sar shaar,+<,"?????, ?????? ","?á?far m, ?afr?? f ",awr’a? ,,???? ,?âhóv ,?????? ,ša?u?? ,warqu ,??? ,zafr? ,"isfar m, safra f, sofor pl ",,awr’a? ,ràawáyàa ,boora ,"cawl, jaalle (< Italian)"
175,white ,???? ,lâvân ,levan alban albai le’white,+++,"?????, ?????? ","?ábya? m, bay??? f ",aš?m?a? ,,???? ,lâvân ,????? ,?w?r? ,pe?û ,"???, ??? ","?a?ad?, ???d? ","abjad m, bajda f, bojod pl ",ouovš ,aš?m?a? ,fáríi ,adii ,caddaan
176,black ,"????, ?????? ","šâ?ór m, š'?órâ f ",Char ? ?âhóv !,+++,"?????, ?????? ","?aswad m, sawd?? f ",a??ršan ,Barc > black !!,"????, ?????? ","šâ?ór m, š'?órâ f ",?????? ,?ukk?m? ,?almu ,??? ,?alim ,"iswed m, sewda f, suwed pl ",k?m ,a??ršan ,bá?íi ,gur'aaccaa ,madow
177,night ,????? ,laylâ ,™,++,???? ,layl ,??i??? (< Ar.) ,<<,????? ,laylâ ,????? ,l?ly? ,m?šu ,??? ,lélit ,lejl ,te (o)uš? ,??i??? (< Ar.) ,dárée ,halkan ,habeen
178,day ,???? ,yóm ,yourm,+++,???? ,yawm ,nh? (< Ar.) ,,???? ,yóm ,????? ,yawm? ,?mu ,??? ,??lat ,jum ,pe-hoou ,nh? (< Ar.) ,ráanáa ,guyyaa ,maalin
179,year ,???? ,šânâ ,Sonne ‘anno,+++,???? ,sana ,as?ggwas ,<<,???? ,šânâ ,????? ,š (n)ta ,šattu ,"??, ??? ","??m, ??mat ",sena ,te-rompe (r?mpooue) ,as?ggwas ,"shèe?áràa, shèekáràa ","bara, waggaa ",sannad (< Ar.)
180,warm ,??? ,?âm ,warm w?âm ?âm charm,+++,????? ,d?fi? ,,,??? ,?âm ,?????? ,ša??in? ,,??? ,m?wq ,s?un ,,,,"buluqaa, o'aa ",kuulayl
181,cold ,??? ,qar ,cold~qard : ?r?o@kur,+++,????? ,b?rid ,as?mma?’ ,,??? ,qar ,?????? ,qarrir? ,ka?û ,?? ,qw?r ,kiesa? ,orš ,as?mma?’ ,"mài ?áaríi, mài sányíi ",qorraa ,qabow
182,full ,???? ,mâlé ,m’alle  mval ,+<,?????? ,mumtáli? ,,,???? ,mâlé ,????? ,maly? ,malû ,??? ,m?lu? ,mimli ,,,,,buux
183,new ,???? ,?âðâš ,hodies?,+?<,"?????, ????? ","jad?d, ?ad?th ",žž?i? (< Ar.) ,,???? ,?âðâš ,????? ,? (ð)?? ,eššu ,,,?did ,v?rre ,žž?i? (< Ar.) ,sáabóo ,haaraa ,cusub
184,old ,???? ,yâšân ,year’sen.il,++<,????? ,qad?m ,"am?qqr’an, aw?ss? ",<<,???? ,yâšân ,?????? ,?att?q? ,"labru, š?bu ",,,"qadim (things), xi? (people) ",as ,"am?qqr’an, aw?ss? ",tsóohóo ,moofaa ,duq
185,good ,???? ,?óv ,top,++,???? ,?áyyib ,,,???? ,?óv ,???? ,??v? ,??bu ,?? ,xér ,tajjeb ,nanou ,,,,"fiican, wanaagsan"
186,bad ,??? ,ra? ,rotten rot raca!?,+<<,???? ,sayyi? ,,,??? ,ra? ,????? ,b?š? ,lemnu ,??? ,??kuy ,?a?in ,hoou ,,,,xun
187,rotten ,????? ,râquv ,râquv ~~ rotten,+~-,?????? ,mutá?affin ,,,????? ,râquv ,?????? ?????? ,"bq?q?, ?r?v? ",masku ,,,,,,,bud'uq jed'a ,qurun
188,dirty ,?????? ,m'luxlax ,schmutz/lack,+--,"????, ???? ","qáðir, wásix ",,,?????? ,m'luxlax ,??????? ,šu?t?n? ,waršu ,,,ma?mu? ,,,,,wasakh
189,straight ,???? ,yâšâr ,,,??????? ,mustaq?m ,,,???? ,yâšâr ,?????? ,tr??? ,ešru ,,,,,,,,
190,round ,???? ,?â?ul ,?ul < gwheel,++<,??????? ,mustad?r ,,,???? ,?â?ul ,???????? ,?uðr?n?y? ,,,,tond ,,,,,
191,sharp ,??? ,?að ,hot hart < cut kante,++<,???? ,?add ,,,??? ,?að ,?????? ,?arrif? ,,,,,,,,,
192,dull ,????? ,?âmum ,dumm mumm,++,???? ,thalim ,,,????? ,?âmum ,????? ,qahy? ,,,,,,,,,
193,smooth ,???? ,?âlâq ,,,????? ,n??im ,,,???? ,?âlâq ,?????? ,pš?q? ,,,,artab ,,,,,
194,wet ,"????, ","râ?óv, râ?uv ",!!!,<<,???? ,ra?b ,,,"????, ","râ?óv, râ?uv ","??????, ?????? ","ra??iv?, tallil? ",ra?bu ,,,mxarrab ,,,,jiid'aa ,qoyan
195,dry ,???? ,yâvéš ,,,"????, ????? ","jaff, yâbis ",,,???? ,yâvéš ,?????? ,yv?š? ,ablu ,,,niexef ,,,,,qallal
196,correct ,????? ,nâxón ,nei! @greek,++<,????? ,?a??? ,,,????? ,nâxón ,?????? ,tri?? ,damqu ,??? ,,sewwa ,,,,,saxan
197,near ,????? ,qâróv ,caro++,++™,????? ,qar?b ,a??s ,,????? ,qâróv ,?????? ,qarr?v? ,?exû ,,,"qrib, ?dejn ","h?n, h?n ",a??s ,kúsá ,d'i'oo ,dhow
198,far ,????? ,râ?óq ,? ? ?,++<,????? ,ba??d ,ggw?ž ,,????? ,râ?óq ,?????? ,ra???q? ,nešû ,??? ,r??uq ,bog?od ,oue ,ggw?ž ,níisá ,fagoo ,fag
199,right ,????? ,yâmin ,,<<<,????? ,yam?n ,"afusi, y?ffus ",,????? ,yâmin ,?????? ,yamm?n? ,imittu ,??? ,yaman ,lemin ,te (o)unam ,"afusi, y?ffus ",dáamá ,mirga ,midig
200,left ,????? ,s'mól ,,,????? ,šim?l ,"az’??ma?’, z’??m??’ ",,????? ,s'mól ,????? ,semm?l? ,šum?lu ,??? ,?ag?m ,xellug ,te-hvour ,"az’??ma?’, z’??m??’ ",hágú ,bitaa ,bidix
201,at ,??? ,b'- ,bei by,++,???? ,?inda ,,,??? ,b'- ,"?-?, ???? ","b-/ba-, lw?? ",,,,g?and ,,,,,
202,in ,??? ,b'- ,bei by,++,"???, ?? ","f?, bi- ",,,??? ,b'- ,?-? ,b-/ba- ,ina ,? ,ba- ,fi ,,,,,
203,with ,??? ? ?? ,"?im, b'-, é? ",bei by am et & amid with ,+++,"???, ?? ","má?a, bi- ",,,??? ? ?? ,"?im, b'-, é? ","???, ?-? ","?am, b-/ba- ",,,,ma' ,,,,,
204,and ,??? ,w'- ,with ???  und™,++,?? ,wa ,,,??? ,w'- ,?-? ,w-/wa- ,u ,,,u ,nem ,,,,"oo, iyo"
205,if ,??? ,?im ,™,+,"???, ????, ??? ","law, ?íð?, ?inn ",,,??? ,?im ,??? ,?en ,šumma ,,,jekk ,,,,,
206,because ,"?????, ????? ","bi?lal, mipp'né ",???,---,"?????, ????? ","bi-sábab, li?ánna ",,,"?????, ????? ","bi?lal, mipp'né ","-??? ??, ????? ","me??ol d-/da-, b?ella? ",aššum ,,,g?ax ,,,,,
207,name ,??? ,šém (sam: sein/heissemn),sumero=numero!!! -ism,+++,???? ,?ism ,is?m (< Ar.) ,,??? ,šém ,???? ,šm? ,šumu ,?? ,s?m ,isem ,p-ran ,is?m (< Ar.) ,súunáa ,maqaa ,"magac, isin"
