No ,English , ,,Aymara ,Kunza ,Southern Quechua runa simi,PIE / PERU,,,"Wichí languages (Guisnay, Nocten and Vejoz) ",Rapa Nui (Austronesian),Spanish,Mapudungun ,Paraguayan Guaraní avañe'?,,
162,sky ,la.qampu?? pele pe’er <<,??,laqampu ,[[]] ,phuya,"Phuyag ~ fog  *pew blow, billow",+++,,pele ,rangi ,cielo,kallfü wenu ,tata,Hottal <> haku,--
163,wind ,thurika tokerau ?,<,thaya ,[[]] ,hawa,heaven,+++,,ihwok ,tokerau ,viento,kürüf ,"kusugue, tanimbu",,
164,snow ,shunuw! Kyron,??!?,khunu ,? ,wayra,win’ra,<,,,? ,nieve,"pire, üñi ",,,
165,ice ,;),,chhullunkhiya ,? ,rit'i,,--,,fwiy’et ,? ,hielo,trangliñ ,tape,,
166,smoke* ,fitr<>fire,,"jiq'i, jiwq'i ",? ,qasa,q’ice ?? xu?g?o ,++,,tetsey ,au ,humo,fitrun ,"yvaty, yvyty",,
167,fire* ,???? n?r’n?r ,!?,nina ,"humur, ckelar ",qusñi,,,,itoj ,ahi ,fuego,kütral ,pytã,,
168,ash* ,chill kül@Turk!!,??!?,qhilla ,[[]] ,nina,,--,,itoj mukw ,"éo éo, ikuvera ",cenizas,trufken ,sa'yky,sar,++
169,burn* ,Pütren ~ burnen,~??,phichhaña ,[[]] ,uchpa,ashpa aspen!,+?,,hip’u ,tutu ,quemar,"pütren, lüpümün ",sa'yju,sar,++
170,road* ,"track, rupu~",~??,thaki ,[[]] ,rawray,,--,,n’oyij ,ara ,camino,rüpü ,morot?,,--
171,mountain* ,qar qullu! Quelle?,??!?,qullu ,[[]] ,ñan,,,,tachenaj ,[[]] ,montaña,mawida ,h?,? h?i,
172,red* ,<<,,wila; chupika (poppy red) ,lari ,urqu,Urqu < kurkur,++++,,ichot ,"henga henga, hero hero, mea mea, reto reto ",rojo,kelü ,pyhare,fire?,
173,green* ,"gxun,karün!!!!!! <> sari!!! +++++++",??!?,ch'uxña ,ckaâri ,puka,,,,w’atshan ,rito mata ,verde,karü ,ára,Hora a’ray ? ,+++
174,yellow* ,q'illu qyelluw +++,??!?,q'illu; churi (pale yellow) ,? ,qumir,,,,ka’te ,toua mamari ,amarillo,"chod; podkura, polkura (pale yellow) ",ary,Year a’ray ? ,+++
175,white* ,--- ipelaj~bei-,,janq'u ,? ,qillu,qyellow,++,,ipelaj ,tea tea ,blanco,"lig, l(i)üg, fülang ",haku,hot ,+?
176,black* ,char! Kara++++,??!?,ch'iyära ,"atchi, haatchi ",yuraq,Iraq < fire?,<,,chalaj ,"kere kere, uri uri ",negro,kurü ,ro'y,kryo,++
177,night* ,-- aten-ra? ¬ra?,~??,aruma ,atán ,yana,Iah’nax ? negro,+++,,hunatsi ,po ,noche,"pu?, trafuya ",enyh?,,
178,day ,"houra, raá, mahana, suntag !!!!!!!",??!?,uru ,ckaâpin ,tuta,,,,fwala ,"raá, mahana ",día,a??u ,pyahu,,
179,year ,<<,,mara ,[[]] ,p'unchaw,,,,nekchom ,"matahiti, ta'u (archaic) ",año,tripa??ü ,tuja,,
180,warm* ,,,junt'u (hot) ,[[]] ,wata,warte@Wende,+?,,"nichay’ukwe, nichay’uhi ",hana ,"cálido, tibio",are ,"porã, pupu",pure,++
181,cold* ,~-,~??,ch'uch'u ,[[]] ,illi,?chilli,>>,,"nitechojche, nitechojhi ",takeo ,frío,"wütre, fürkü ",vai,bae bad verwest,
182,full* ,fu’,~??,phuqha ,[[]] ,chiri,chryo chilly,++,,tapuyej ,[[]] ,lleno,apon ,tuju,,
183,new* ,macha ƒ,,machaqa ,? ,hunt'a,,,,nech’ayik ,ho'ou ,nuevo,we ,ky'a,,
184,old ,Sense@baltic +++,??!?,thantha ,[[]] ,musuq,? ,+++,,"thalokw, lawemek ","koroua, tuuai ",viejo,"fücha, kuse ",,,
185,good* ,summa cum +++,??!?,suma ,"ckaâya, ckaya; ckackchi, ckacktchir (food) ","machu, tanta","macha, senil",+/,,is ,riva ,bueno,küme ,apu'a,,--
186,bad ,<<,,ñanqha ,[[]] ,"kusa (things), sumaq (persons)",Khudh : good / kuss,,,fwitsaj ,"kino, rake rake ",malo,"üñfi, weda ",haimbe,,
187,rotten ,,,ñusata ,"becktchi, ckaimaiñir ",mana allin,mean,,,najhet ,piro ,podrido,funa ,,,
188,dirty ,<> kir:black++,??!?,"k'ank'a, qirari ",[[]] ,ismusqa,,,,kuk’apho ,"hava hava, ingo ingo ",sucio,pod ,s?i,~,
189,straight ,,,[[]] ,[[]] ,qanra,,,,tatshepiche ,[[]] ,recto,itro ,hykue,,
190,round* ,<<,,muruqu ,[[]] ,chiqa,,,,lhip’unlhi ,[[]] ,redondo,chüngküz ,kã,,
191,sharp ,,,[[]] ,[[]] ,muyu,,,,y’ey ,ka'i ,afilado,yungelen ,,,
192,dull ,,,[[]] ,[[]] ,kachi,,,,,puni ,desafilado,[[]] ,agu?,,
193,smooth ,,,"illawa, llusq'a ",[[]] ,ruqu,,,,talich’i ,[[]] ,"suave, liso",pañush ,mombyry,,
194,wet ,^^,,juri ,[[]] ,lluspi,,,,tasey ,lali ,mojado,kültraf ,akatúape,,
195,dry * ,,,"qhulu, phara ",ckein-tcha ,huq'u,,,,tamchoy ,paka ,seco,piwün ,asúpe,,
196,correct ,check tikkars@baltic match!!!!,??!?,chiqaki ,[[]] ,chaki,,,,matche ,titika ,correcto,rüf ,-pe,bei,+++
197,near ,,,[[]] ,[[]] ,chanin,,,,nitufwayey ,"hahine, tupuaki ",cerca,pülle ,"-pe, pýpe",bei,+++
198,far ,,,[[]] ,[[]] ,sichpa,,,,atufwey ,kumi ,lejos,kamapu ,ndive,and,+++
199,right ,,,kupi ,ckonnir ,karu,,<,,tofwumkat ,(rara) mata'u ,derecha,man ,ha,he,+++
200,left ,,,ch'iqa ,ckapir ,paña,,,,tots’amkat ,(rara) maui ,izquierda,wele ,... rõ,??,+-
201,at ,,???…,[[]] ,[[]] ,lluqi,levko,++,,,i ,"a, en, ante",mew ,ajeve,,
202,in ,,,[[]] ,ay ,-pi,Bei @ sem,++,,ikfwi (inside) ,i ,en,mew ,téra ,,
203,with ,,,[[]] ,ckol ,-pi,Bei @ sem,++,,lhoy’a ,[[]] ,con,mew ,,,
204,and ,,,[[]] ,[[]] ,-yuq,Y @ sem,++,,wet ,"me, e, pe, piri ",y,ka ,,,
205,if ,,,[[]] ,[[]] ,-wan,wand,+++,,che ,ana ,si,[[]] ,,,
206,because ,,,"kunalayku (""why?"") ",[[]] ,"-pti-, sichus, manapiqa",? !  si… sei…,+?,,latesej ,[[]] ,porque,porke ,,,
207,name* ,s’heiße -,,suti ,tchei ,-rayku,,,,lhey ,ingoa ,nombre,üy ,,,
,,,,,,suti,,,,,,,,,,
